变量名,skillName,skillName_tw,skillName_en,skillName_kr,_beizhu,skillTypeShow,skillTypeShow_tw,skillTypeShow_en,describe,describe1,describe_tw,describe_en,describe_kr,simDesc,simDesc_tw,simDesc_en,simDesc_kr,starEffect,starEffectDesc,starEffectDesc1,starEffectDesc_tw,starEffectDesc_en,starEffectDesc_kr,zawakeEffect,zawakeEffectDesc,zawakeEffectDesc1,zawakeEffectDesc_tw,zawakeEffectDesc_en,zawakeEffectDesc_kr,zawakeSimpleType,zawakeSimpleDesc,zawakeSimpleDesc_tw,zawakeSimpleDesc_en,zawakeSimpleDesc_kr,upLvDesc,upLvDesc_tw,upLvDesc_en,upLvDesc_kr,iconRes,isGlobal,changeUnitTrigger,isCombat,alwaysEffective,passivePriority,skillType,skillType2,skillDamageType,skillNatureType,skillPower,skillHit,weather,cdRound,startRound,passiveStartRound,passiveTriggerType,passiveTriggerArg,posChoose,moveTime,specialChoose,hitFormula,hintTargetType,hintChoose,specialHintChoose,autoHintChoose,targetTypeDesc,targetChooseType,targetTypeDesc_en,targetTypeDesc_kr,targetTypeDesc_tw,_attacktest,damageFormula,_damageFormula,hpFormula,skillCalDamageProcessId,diffSkillCalDmgProcessId,skillProcess,passiveSkillAttrs,activeType,activeCondition,fightingPoint,costMp1,costMp1Args,recoverMp1,widgetEffects,hurtMp1,costID,posC,chargeArgs,skillArgs,conditionValue,spineAction,flashBack,cameraNear,cameraNear_posC,cameraNear_blankTime,cameraNear_scaleArgs,blankTime,scaleArgs,effectBigName,effectBigPos,effectBigFlip,notShowProcedure,hurtPos,sound,allEffectTime,descGray,keyWords,zawakeKeyWords,skillPriority,zawakeStarEffectDesc
6016,Fire Storm,炎暴,Fire Storm,??? ??,鸭嘴宝宝,,,,Max explosion damage increased by  $(20+skillLevel*0.3-0.3)$% and inflict Burn effect to a random enemy in the front line for 2 rounds,,引爆傷害上限額外提升#C0x5c9970#$(20+skillLevel*0.3-0.3)$%#C0x5B545B#，每回合給敵方前排隨機1個目標添加【灼燒】2回合（灼燒：負面效果，目標每回合前造成#C0xE69900#40%特攻#C0x5B545B#加成的特殊傷害，最高可疊加至5層）,Max explosion damage increased by  $(20+skillLevel*0.3-0.3)$% and inflict Burn effect to a random enemy in the front line for 2 rounds,"?? ?? ???? ??? #C0x5c9970#$(20+skillLevel*0.3-0.3)$%#C0x5B545B#????, ??? ? ?? ?? ??? ?? ???? 2? ? [??] ??? ????(??: ??? ??, ??? ??? #C0xE69900#?? ???? 40%#C0x5B545B#? ??? ?? ??? ???. ?? ?? ?: 5?)",,,,,<8>,Additional effect: Immune to freezing,,額外效果：自身免疫冰凍,Additional effect: Immune to freezing,?? ??: ??? ?? ??? ??,<79004>,引爆伤害上限额外提升#C0x5c9970#$(20+skillLevel*0.3-0.3)$%#C0x5B545B#，每回合给敌方前排随机2个目标添加【灼烧】2回合（灼烧：负面效果，目标每回合前造成#C0xE69900#40%特攻#C0x5B545B#加成的特殊伤害，最高可叠加至5层）,,,,,2,每回合给敌方前排随机1个目标添加【灼烧】2回合\n#F20# \n#F40##C0x5c9970#→每回合给敌方前排随机2个目标添加【灼烧】2回合,,,,,,,,,,TRUE,TRUE,,,3,3,,,,,,,,,29,0,5,,,,,,,,,,,,,,,,,,,<60161;60162>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6021,Fire Tail,火尾,Fire Tail,??? ??,鸭嘴火兽,,,,"Magmar attacks a single enemy the Fire Tail to deal #C0x3D8A99#90%SP.ATK#C0x5B545B#+$(skillLevel*4*24)$#C0xF13B54# SP.DMG#C0x5B545B# and Burn the target (attached with #C0xE69900#40%SP.ATK#C0x5B545B#bonus damage for 2 rounds, up to 5 times)",,鴨嘴火獸用火尾攻擊敵方單體目標，造成#C0x3D8A99#90%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊傷害#C0x5B545B#，使得目標【灼燒】2回合（灼燒：負面效果，目標每回合前造成#C0xE69900#40%特攻#C0x5B545B#加成的真實傷害，最高可疊加至5層）,"Magmar attacks a single enemy the Fire Tail to deal #C0x3D8A99#90%SP.ATK#C0x5B545B#+$(skillLevel*4*24)$#C0xF13B54# SP.DMG#C0x5B545B# and Burn the target (attached with #C0xE69900#40%SP.ATK#C0x5B545B#bonus damage for 2 rounds, up to 5 times)","???? ??? ??? ? ??? 1??? ??? #C0x3D8A99#?? ???? 90%#C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ??? ???? 2? ? [??] ??? ????(??: ??? ??, ??? ??? #C0xE69900#?? ???? 40%#C0x5B545B#? ??? ????? ???. ?? ?? ?: 5?)",Magmar attacks a single enemy with its Fire Tail,鴨嘴火獸用火尾攻擊敵方單體目標,Magmar attacks a single enemy with its Fire Tail,???? ??? ??? ? ??? 1??? ????.,,,,,,,<79001>,鸭嘴火兽用火尾攻击敌方单体目标，造成#C0x3D8A99#90%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，使得目标【灼烧】3回合（灼烧：负面效果，目标每回合前造成#C0xE69900#40%特攻#C0x5B545B#加成的真实伤害，最高可叠加至5层）,,,,,2,使得目标【灼烧】2回合\n#F20# \n#F40##C0x5c9970#→使得目标【灼烧】3回合,,,,DMG+96,固定傷害+96,DMG+96,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,0,1,2,,,,,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*0.9+(self:flag(99) and skillLevel or skillLevel*4)*24,self:specialDamage()+skillLevel*24,,,,<60211;60212>,,,,,,,240,,,1,{x=-300;y=0},,,,attack,,,,,,,,,,,,,{res=hero_sound/yazuihuoshou_attack.mp3;loop=0;delay=0},,,,,,
6022,Flame Bomb,火焰轟炸,Flame Bomb,?? ??,鸭嘴火兽,,,,"Magmar grabs a single enemy target before blasting it with flames, dealing #C0x3D8A99#150% SP.ATK#C0x5B545B#+$(skillLevel*4*48)$ #C0xF13B54# SP.DMG#C0x5B545B#, with burning effect (extra #C0xE69900#40% SP.ATK#C0x5B545B# damage for 3 rounds, up to 5 stacks)",,鴨嘴火獸擁抱住敵方單體目標，然後進行火焰轟炸，造成#C0x3D8A99#150%特攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#特殊傷害#C0x5B545B#，使得目標【灼燒】3回合,"Magmar grabs a single enemy target before blasting it with flames, dealing #C0x3D8A99#150% SP.ATK#C0x5B545B#+$(skillLevel*4*48)$ #C0xF13B54# SP.DMG#C0x5B545B#, with burning effect (extra #C0xE69900#40% SP.ATK#C0x5B545B# damage for 3 rounds, up to 5 stacks)",???? ? ??? 1??? ?? ?? ??? ??? #C0x3D8A99#?? ???? 150%#C0x5B545B#+$(skillLevel*4*48)$? #C0xF13B54#?? ??#C0x5B545B#? ??? ???? 3? ? [??] ??? ????.,Magmar grabs a single enemy target before blasting it with flames,鴨嘴火獸擁抱住敵方單體目標，然後進行火焰轟炸,Magmar grabs a single enemy target before blasting it with flames,???? ? ??? 1??? ?? ?? ??? ???.,,,,,,,<79002>,鸭嘴火兽拥抱住敌方单体目标，然后进行火焰轰炸，造成#C0x3D8A99#150%特攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#特殊伤害#C0x5B545B#，使得目标和另一随机敌方单位【灼烧】3回合,,,,,2,使得目标【灼烧】3回合\n#F20# \n#F40##C0x5c9970#→使得目标和另一随机敌方单位【灼烧】3回合,,,,DMG+192,固定傷害+192,DMG+192,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,1,1,2,,,,2,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*1.5+(self:flag(99) and skillLevel or skillLevel*4)*48,self:specialDamage()*1.6+skillLevel*30,,,,<60221;60222;60223>,,,,,,,360,,,2,{x=-400;y=0},,,,skill1,,,,,,,,,,,,,{res=hero_sound/yazuihuoshou_skill1.mp3;loop=0;delay=0},,,,,,
6023,Flamethrower,噴射火焰,Flamethrower,????,鸭嘴火兽,,,,"Magmar fires hot flames at enemy targets in the front line, dealing #C0x3D8A99#240% SP.ATK#C0x5B545B#+$(skillLevel*4*42)$ #C0xF13B54# SP.DMG#C0x5B545B#, and triggers the total damage to be inflicted by the Burn effect (total damage does exceed 1000% of its own SP.ATK). If the target is still alive, it will add another stack of Burn (with extra #C0xE69900#40% SP.ATK#C0x5B545B# damage for 2 rounds, up to 5 stacks), for 2 rounds",,鴨嘴火獸噴射火焰持續攻擊敵方前排目標，造成#C0x3D8A99#240%特攻#C0x5B545B#+$(skillLevel*4*42)$的#C0xF13B54#特殊傷害#C0x5B545B#，一次性結算目標身上的所有灼燒傷害（結算的傷害最高不可超過自身特攻的1000%），若未擊殺目標則給其添加【灼燒】2回合,"Magmar fires hot flames at enemy targets in the front line, dealing #C0x3D8A99#240% SP.ATK#C0x5B545B#+$(skillLevel*4*42)$ #C0xF13B54# SP.DMG#C0x5B545B#, and triggers the total damage to be inflicted by the Burn effect (total damage does exceed 1000% of its own SP.ATK). If the target is still alive, it will add another stack of Burn (with extra #C0xE69900#40% SP.ATK#C0x5B545B# damage for 2 rounds, up to 5 stacks), for 2 rounds",???? ????? ?? ??? ?? ??? #C0x3D8A99#?? ???? 240%#C0x5B545B#+$(skillLevel*4*42)$? #C0xF13B54#?? ??#C0x5B545B#? ??? ??? ??? ?? [??]??? ? ?? ???(?? ??? ??? ?? ???? 1000%?? ?? ? ??). ?? ??? ???? ???? ?? ???? 2? ? [??] ??? ????.,"Magmar fires hot flames continuously at enemy targets in the front line, causes burning targets to explode and adds one stack to the burn effect",鴨嘴火獸噴射火焰持續攻擊敵方前排目標，引爆目標身上的灼燒，並添加一層灼燒,"Magmar fires hot flames continuously at enemy targets in the front line, causes burning targets to explode and adds one stack to the burn effect","???? ? ?? ?? ???? ????? ????, ???? ??? ?? ??? ?????, ?? ?? 1??? ????.",<11>,"Additional effect: Increases 20% burn damage limit, adds 1 more burn stack if the target is not knocked out",,額外效果：提升20%結算灼燒傷害上限，未擊殺目標額外添加1層灼燒,"Additional effect: Increases 20% burn damage limit, adds 1 more burn stack if the target is not knocked out","?? ??: ?? ?? ??? 20% ????, ??? ???? ???? ??? ?? ??? 1??? ????",<79003;1>,额外效果：提升20%结算灼烧伤害上限，未击杀目标额外添加1层灼烧，并以20%比例再结算一次目标身上的灼烧伤害,,,,,1,#C0x5c9970#并以20%比例再结算一次目标身上的灼烧伤害,,,,DMG+168,固定傷害+168,DMG+168,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,2,1,2,,,,,,,,,2,,,,,2,,,Front row,"""row""",Front row,? ?? ??,敵方前排,特攻,self:specialDamage()*2.4+(self:flag(99) and skillLevel or skillLevel*4)*42,self:specialDamage()*2.35+skillLevel*42,,,,<60231;60232;60233;60234>,,,,,1000,,,,,3,{x=-430;y=0},,,,skill2,,0,,4433.33,,4433.33,,<img_126_yzhs@>,,,,,{res=hero_sound/yazuihuoshou_skill2.mp3;loop=0;delay=0},,,,,,
6024,404404,,404404,,鸭嘴火兽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,,,,<60241>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6026,Fire Storm,炎暴,Fire Storm,??? ??,鸭嘴火兽,,,,Max explosion damage increased by  $(20+skillLevel*0.3-0.3)$% and inflict Burn effect to a random enemy in the front line for 2 rounds,,引爆傷害上限額外提升#C0x5c9970#$(20+skillLevel*0.3-0.3)$%#C0x5B545B#，每回合給敵方前排隨機1個目標添加【灼燒】2回合（灼燒：負面效果，目標每回合前造成#C0xE69900#40%特攻#C0x5B545B#加成的特殊傷害，最高可疊加至5層）,Max explosion damage increased by  $(20+skillLevel*0.3-0.3)$% and inflict Burn effect to a random enemy in the front line for 2 rounds,"?? ?? ???? ??? #C0x5c9970#$(20+skillLevel*0.3-0.3)$%#C0x5B545B#????, ??? ? ?? ?? ??? ?? ???? 2? ? [??] ??? ????(??: ??? ??, ??? ??? #C0xE69900#?? ???? 40%#C0x5B545B#? ??? ?? ??? ???. ?? ?? ?: 5?)",,,,,<8>,Additional effect: Immune to freezing,,額外效果：自身免疫冰凍,Additional effect: Immune to freezing,?? ??: ??? ?? ??? ??,<79004>,引爆伤害上限额外提升#C0x5c9970#$(20+skillLevel*0.3-0.3)$%#C0x5B545B#，每回合给敌方前排随机2个目标添加【灼烧】2回合（灼烧：负面效果，目标每回合前造成#C0xE69900#40%特攻#C0x5B545B#加成的特殊伤害，最高可叠加至5层）,,,,,2,每回合给敌方前排随机1个目标添加【灼烧】2回合\n#F20# \n#F40##C0x5c9970#→每回合给敌方前排随机2个目标添加【灼烧】2回合,,,,,,,,,,TRUE,TRUE,,,3,3,,,,,,,,,29,0,5,,,,,,,,,,,,,,,,,,,<60261;60262>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6031,Flamethrower,火焰噴射,Flamethrower,????,鸭嘴炎兽,,,,"Magmortar shoots lava to attack a single enemy to deal #C0x3D8A99#100%SP.ATK#C0x5B545B#+$(skillLevel*4*24)$#C0xF13B54# SP.DMG#C0x5B545B# and Burn the target (attached with #C0xE69900#40%SP.ATK#C0x5B545B#bonus damage for 2 rounds, up to 5 times)",,鴨嘴炎獸噴射出火焰攻擊敵方單體目標，造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊傷害#C0x5B545B#，使得目標【灼燒】2回合,"Magmortar shoots lava to attack a single enemy to deal #C0x3D8A99#100%SP.ATK#C0x5B545B#+$(skillLevel*4*24)$#C0xF13B54# SP.DMG#C0x5B545B# and Burn the target (attached with #C0xE69900#40%SP.ATK#C0x5B545B#bonus damage for 2 rounds, up to 5 times)",????? ????? ???? ? ??? 1??? ??? #C0x3D8A99#?? ???? 100%#C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ??? ???? 2? ? [??] ??? ????.,Magmortar spits fire to attack a single enemy target,鴨嘴炎獸噴射出火焰攻擊敵方單體目標,Magmortar spits fire to attack a single enemy target,????? ????? ? ??? 1??? ????.,,,,,,,<79001>,鸭嘴炎兽喷射出火焰攻击敌方单体目标，造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，使得目标【灼烧】3回合,,,,,2,使得目标【灼烧】2回合\n#F20# \n#F40##C0x5c9970#→使得目标【灼烧】3回合,,,,DMG+96,固定傷害+96,DMG+96,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,0,1,2,,,,,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24,self:specialDamage()+skillLevel*24,,,,<60311;60312>,,,,,,,240,,,1,{x=-250;y=0},,,,attack,,,,,,,,,,,,,{res=hero_sound/yazuiyanshou_attack.mp3;loop=0;delay=0},,,,,,
6032,Shooting Flame,噴射烈焰,Shooting Flame,?? ???,鸭嘴炎兽,,,,"Magmortar shoots fireballs from its arms continuously to attack a single enemy target, dealing #C0x3D8A99#160% SP.ATK#C0x5B545B#+$(skillLevel*4*48)$ #C0xF13B54# SP.DMG#C0x5B545B#, with burning effect (extra #C0xE69900#40% SP.ATK#C0x5B545B# damage for 3 rounds, up to 5 stacks)",,鴨嘴炎獸手臂持續噴射出火球攻擊敵方單體目標，造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#特殊傷害#C0x5B545B#，使得目標【灼燒】3回合,"Magmortar shoots fireballs from its arms continuously to attack a single enemy target, dealing #C0x3D8A99#160% SP.ATK#C0x5B545B#+$(skillLevel*4*48)$ #C0xF13B54# SP.DMG#C0x5B545B#, with burning effect (extra #C0xE69900#40% SP.ATK#C0x5B545B# damage for 3 rounds, up to 5 stacks)",????? ????? ???? ? ??? 1??? ??? #C0x3D8A99#?? ???? 160%#C0x5B545B#+$(skillLevel*4*48)$? #C0xF13B54#?? ??#C0x5B545B#? ??? ???? 3? ? [??] ??? ????.,Magmortar shoots fireballs from its arms continuously to attack a single enemy target,鴨嘴炎獸手臂持續噴射出火球攻擊敵方單體目標,Magmortar shoots fireballs from its arms continuously to attack a single enemy target,????? ??? ????? ???? ??? ? ??? 1??? ????.,,,,,,,<79002>,鸭嘴炎兽手臂持续喷射出火球攻击敌方单体目标，造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#特殊伤害#C0x5B545B#，使得目标和另一随机敌方单位【灼烧】3回合,,,,,2,使得目标【灼烧】3回合\n#F20# \n#F40##C0x5c9970#→使得目标和另一随机敌方单位【灼烧】3回合,,,,DMG+192,固定傷害+192,DMG+192,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,1,1,2,,,,2,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*1.6+(self:flag(99) and skillLevel or skillLevel*4)*48,self:specialDamage()*1.6+skillLevel*30,,,,<60321;60322;60323>,,,,,,,360,,,2,{x=-250;y=0},,,,skill1,,,,,,,,,,,,,{res=hero_sound/yazuiyanshou_skill1.mp3;loop=0;delay=0},,,,,,
6033,Lava Flame,岩漿烈焰,Lava Flame,?? ??,鸭嘴炎兽,,,,"Magmortar gathers all the energy within itself to shoot hot lava at enemy targets in the front line, dealing #C0x3D8A99#250% SP.ATK#C0x5B545B#+$(skillLevel*4*42)$ #C0xF13B54# SP.DMG#C0x5B545B#, and triggers the total damage to be inflicted by the Burn effect (total damage does exceed 1000% of its own SP.ATK). If the target is still alive, it will add another stack of Burn (with extra #C0xE69900#40% SP.ATK#C0x5B545B# damage for 2 rounds, up to 5 stacks), for 2 rounds",,鴨嘴炎獸聚集體內所有的能量，噴射出岩漿烈焰攻擊敵方前排目標，造成#C0x3D8A99#250%特攻#C0x5B545B#+$(skillLevel*4*42)$的#C0xF13B54#特殊傷害#C0x5B545B#，一次性結算目標身上的所有灼燒傷害（結算的傷害最高不可超過自身特攻的1000%），若未擊殺目標則給其添加【灼燒】2回合,"Magmortar gathers all the energy within itself to shoot hot lava at enemy targets in the front line, dealing #C0x3D8A99#250% SP.ATK#C0x5B545B#+$(skillLevel*4*42)$ #C0xF13B54# SP.DMG#C0x5B545B#, and triggers the total damage to be inflicted by the Burn effect (total damage does exceed 1000% of its own SP.ATK). If the target is still alive, it will add another stack of Burn (with extra #C0xE69900#40% SP.ATK#C0x5B545B# damage for 2 rounds, up to 5 stacks), for 2 rounds",????? ? ?? ?? ???? ?? ?? ??? ???? ?? ??? ?? ??? #C0x3D8A99#?? ???? 250%#C0x5B545B#+$(skillLevel*4*42)$? #C0xF13B54#?? ??#C0x5B545B#? ??? ??? ??? ?? [??]??? ? ?? ???(?? ??? ??? ?? ???? 1000%?? ?? ? ??). ?? ??? ???? ???? ?? ???? 2? ? [??] ??? ????.,"Magmortar gathers all the energy within itself to shoot hot flames at enemy targets in the front line, causes burning targets to explode and adds one stack to the burn effect",鴨嘴炎獸聚集體內所有的能量，噴射出岩漿烈焰噴射敵方前排目標，引爆目標身上的灼燒，並添加一層灼燒,"Magmortar gathers all the energy within itself to shoot hot flames at enemy targets in the front line, causes burning targets to explode and adds one stack to the burn effect","????? ??? ?? ???? ?? ? ?? ??? ??? ? ?? ?? ??? ???? ???? ??? ?? ??? ?????, ?? ?? 1??? ????.",<11>,"Additional effect: Increases 20% burn damage limit, adds 1 more burn stack if the target is not knocked out",,額外效果：提升20%結算灼燒傷害上限，未擊殺目標額外添加1層灼燒,"Additional effect: Increases 20% burn damage limit, adds 1 more burn stack if the target is not knocked out","?? ??: ?? ?? ??? 20% ????, ??? ???? ???? ??? ?? ??? 1??? ????",<79003;1>,额外效果：提升20%结算灼烧伤害上限，未击杀目标额外添加1层灼烧，并以20%比例再结算一次目标身上的灼烧伤害,,,,,1,#C0x5c9970#并以20%比例再结算一次目标身上的灼烧伤害,,,,DMG+168,固定傷害+168,DMG+168,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,2,1,2,,,,,,,,,2,,,,,2,,,Front row,"""row""",Front row,? ?? ??,敵方前排,特攻,self:specialDamage()*2.5+(self:flag(99) and skillLevel or skillLevel*4)*42,self:specialDamage()*2.35+skillLevel*42,,,,<60331;60332;60333;60334;60335>,,,,,1000,,,,,3,{x=-300;y=-50},,,,skill2,,0,,7566.6,{scale=1;startLast=50;delayLast=7566.6;endLast=50},7566.6,{'scale'=1;'startLast'=50;'delayLast'=7566.6;'endLast'=50},<img_467_yzys@>,,,,,{res=hero_sound/yazuiyanshou_skill2.mp3;loop=0;delay=0},,,,,,
6034,404404,,404404,,鸭嘴炎兽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,,,,<60341>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6036,Fire Storm,炎暴,Fire Storm,??? ??,鸭嘴炎兽,,,,Max explosion damage increased by  $(20+skillLevel*0.3-0.3)$% and inflict Burn effect to a random enemy in the front line for 2 rounds,,引爆傷害上限額外提升#C0x5c9970#$(20+skillLevel*0.3-0.3)$%#C0x5B545B#，每回合給敵方前排隨機1個目標添加【灼燒】2回合（灼燒：負面效果，目標每回合前造成#C0xE69900#40%特攻#C0x5B545B#加成的特殊傷害，最高可疊加至5層）,Max explosion damage increased by  $(20+skillLevel*0.3-0.3)$% and inflict Burn effect to a random enemy in the front line for 2 rounds,"?? ?? ???? ??? #C0x5c9970#$(20+skillLevel*0.3-0.3)$%#C0x5B545B#????, ??? ? ?? ?? ??? ?? ???? 2? ? [??] ??? ????(??: ??? ??, ??? ??? #C0xE69900#?? ???? 40%#C0x5B545B#? ??? ?? ??? ???. ?? ?? ?: 5?)",,,,,<8>,Additional effect: Immune to freezing,,額外效果：自身免疫冰凍,Additional effect: Immune to freezing,?? ??: ??? ?? ??? ??,<79004>,引爆伤害上限额外提升#C0x5c9970#$(20+skillLevel*0.3-0.3)$%#C0x5B545B#，每回合给敌方前排随机2个目标添加【灼烧】2回合（灼烧：负面效果，目标每回合前造成#C0xE69900#40%特攻#C0x5B545B#加成的特殊伤害，最高可叠加至5层）,,,,,2,每回合给敌方前排随机1个目标添加【灼烧】2回合\n#F20# \n#F40##C0x5c9970#→每回合给敌方前排随机2个目标添加【灼烧】2回合,,,,,,,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,29,0,5,,,,,,,,,,,,,,,,,,,<60361;60362>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6111,Cutter,斬切,Cutter,??,凯罗斯,,,,"Pinsir uses big horns on its head to cut the enemy single target, dealing #C0xE69900#100% P.ATK#C0x5B545B#+$(skillLevel*4*24)$#C0xF13B54# P.DMG#C0x5B545B#, increasing its P.ATK by 20% for 2 rounds",,凱羅斯用頭上的大角斬切敵方單體目標，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理傷害#C0x5B545B#，提升自身20%物攻2回合,"Pinsir uses big horns on its head to cut the enemy single target, dealing #C0xE69900#100% P.ATK#C0x5B545B#+$(skillLevel*4*24)$#C0xF13B54# P.DMG#C0x5B545B#, increasing its P.ATK by 20% for 2 rounds",????? ??? ??? ? ??? 1??? ???? #C0xE69900#?? ???? 100%#C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ??? 2? ? ??? ???? 20% ????.,,,,,,,,,,,,,,,,,,,,,,DMG+96,固定傷害+96,DMG+96,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,0,1,12,,,,,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,物攻,self:damage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24,,,,,<61111;61112>,,,,,,,240,,,1,{x=-120;y=0},,,,attack,,,,,,,,,,,,,,,,,,,
6112,Serial Scratch,連環抓,Serial Scratch,?? ???,凯罗斯,,,,"Pinsir used its pincers to madly scratch an enemy single target, dealing #C0xE69900#160% P.ATK#C0x5B545B#+$(skillLevel*4*48)$'s #C0xF13B54# P.DMG#C0x5B545B#, increasing its P.DMG reduction by 40% for 2 rounds, and 80% chance to make target enter [Enrage] state for 2 rounds (Enrage: control effect, increase 20% DMG bonus and 30% Speed, Force target to use basic attack to attack Pinsir)",,凱羅斯用鉗對敵方單體目標瘋狂亂抓，造成#C0xE69900#160%物攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#物理傷害#C0x5B545B#，提升自身40%物傷減免2回合，同時80%概率使目標進入【激怒】狀態2回合（激怒：控制效果，提升20%傷害加成和30%速度，期間強制普通攻擊激怒來源方）,"Pinsir used its pincers to madly scratch an enemy single target, dealing #C0xE69900#160% P.ATK#C0x5B545B#+$(skillLevel*4*48)$'s #C0xF13B54# P.DMG#C0x5B545B#, increasing its P.DMG reduction by 40% for 2 rounds, and 80% chance to make target enter [Enrage] state for 2 rounds (Enrage: control effect, increase 20% DMG bonus and 30% Speed, Force target to use basic attack to attack Pinsir)","????? ?? ??? ?? ??? 1??? ?? ??? #C0xE69900#?? ???? 160%#C0x5B545B#+$(skillLevel*4*48)$? #C0xF13B54#?? ??#C0x5B545B#? ??? 2? ? ??? ?? ?? ??? 40% ????. ?? 80%? ??? ??? [??] ??? ???(??: ?? ??, ?? ???? 20%, ???? 30% ????. ?? ?? ??? ??? ?? ??? ??? ???? ???? ??)",,,,,,,,,,,,,,,,,,,,,,DMG+192,固定傷害+192,DMG+192,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,1,1,12,,,,2,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,物攻,self:damage()*1.6+(self:flag(99) and skillLevel or skillLevel*4)*48,,,,,<61121;61122;61123>,,,,,,,360,,,2,{x=-350;y=0},,,,skill1,,,,,,,,,,,,,,,,,,,
