变量名,_beizhu,huodongID,taskType,taskParam,taskSpecialParam,desc,award,vip,activeDays,jumpTo
1328,开服活动-充值送炎帝-正式改版,1014,22,9680,,充值9680钻石,{gold=200000;213=1;223=1;14=20},,,
1329,开服活动-充值送炎帝-正式改版,1014,22,12000,,充值12000钻石,{gold=220000;21231=100;2103=2;14=30},,,
1330,开服活动-充值送炎帝-正式改版,1014,22,15000,,充值15000钻石,{gold=250000;203=1;233=1;14=40},,,
1331,开服活动-充值送炎帝-正式改版,1014,22,20000,,充值20000钻石,{gold=300000;21231=100;942=1;14=50},,,
1332,开服活动-充值送炎帝-正式改版,1014,22,25000,,充值25000钻石,{gold=500000;502=50;902=50;14=50},,,
,,,,,,,,,,
1341,开服8~10活动-抽卡送巨金怪,1015,51,10,,金币抽卡10次,{21901=2;gold=10000;13=10},,,
1342,开服8~10活动-抽卡送巨金怪,1015,51,20,,金币抽卡20次,{21901=2;gold=20000;13=10},,,
1343,开服8~10活动-抽卡送巨金怪,1015,50,2,,钻石抽卡2次,{21901=2;gold=20000;13=10},,,
1344,开服8~10活动-抽卡送巨金怪,1015,50,10,,钻石抽卡10次,{21901=4;gold=20000;13=10},,,
1345,开服8~10活动-抽卡送巨金怪,1015,50,20,,钻石抽卡20次,{21901=6;gold=30000;13=10},,,
1346,开服8~10活动-抽卡送巨金怪,1015,50,30,,钻石抽卡30次,{21901=6;gold=40000;13=10},,,
1347,开服8~10活动-抽卡送巨金怪,1015,50,40,,钻石抽卡40次,{21901=8;gold=50000;14=10},,,
1348,开服8~10活动-抽卡送巨金怪,1015,50,60,,钻石抽卡60次,{card={id=1901};14=10;gold=60000},,,
1349,开服8~10活动-抽卡送巨金怪,1015,50,80,,钻石抽卡80次,{talent_point=6;gold=80000;14=10},,,
1350,开服8~10活动-抽卡送巨金怪,1015,50,100,,钻石抽卡100次,{21901=10;gold=100000;15=10},,,
1351,开服8~10活动-抽卡送巨金怪,1015,50,120,,钻石抽卡120次,{21901=10;gold=120000;15=10},,,
1352,开服8~10活动-抽卡送巨金怪,1015,50,150,,钻石抽卡150次,{card={id=1901};15=10;gold=150000},,,
,,,,,,,,,,
1361,开服活动-充值送炎帝-正式改版替换up,1016,22,60,,充值60钻石,{gold=60000;rmb=60;5000=20;14=10},,,
1362,开服活动-充值送炎帝-正式改版替换up,1016,22,300,,充值300钻石,{gold=80000;901=20;2102=3;14=10},,,
1363,开服活动-充值送炎帝-正式改版替换up,1016,22,600,,充值600钻石,{gold=100000;501=2;2102=3;14=10},,,
1364,开服活动-充值送炎帝-正式改版替换up,1016,22,1280,,充值1280钻石,{gold=120000;527=10;2102=3;14=15},,,
1365,开服活动-充值送炎帝-正式改版替换up,1016,22,1980,,充值1980钻石,{gold=140000;502=10;19=10;14=15},,,
1366,开服活动-充值送炎帝-正式改版替换up,1016,22,3280,,充值3280钻石,{gold=160000;527=10;2103=1;14=20},,,
1367,开服活动-充值送炎帝-正式改版替换up,1016,22,6480,,充值6480钻石,{card={id=1231};gold=180000;2103=1;14=20},,,
1368,开服活动-充值送炎帝-正式改版替换up,1016,22,9680,,充值9680钻石,{gold=200000;213=1;223=1;14=20},,,
1369,开服活动-充值送炎帝-正式改版替换up,1016,22,12000,,充值12000钻石,{gold=220000;21231=100;2103=2;14=30},,,
1370,开服活动-充值送炎帝-正式改版替换up,1016,22,15000,,充值15000钻石,{gold=250000;203=1;233=1;14=40},,,
1371,开服活动-充值送炎帝-正式改版替换up,1016,22,20000,,充值20000钻石,{gold=300000;21231=100;942=1;14=50},,,
1372,开服活动-充值送炎帝-正式改版替换up,1016,22,25000,,充值25000钻石,{gold=500000;502=50;902=50;14=50},,,
,,,,,,,,,,
1380,开服活动-充值送水君-正式改版-韩服提高到5000,1017,22,60,,充值60钻石,{gold=60000;rmb=60;5000=20;501=1},,,
1381,开服活动-充值送水君-正式改版-韩服提高到5000,1017,22,300,,充值300钻石,{gold=80000;503=3;13=20;501=1},,,
1382,开服活动-充值送水君-正式改版-韩服提高到5000,1017,22,600,,充值600钻石,{gold=100000;503=5;2102=3;930=30},,,
1383,开服活动-充值送水君-正式改版-韩服提高到5000,1017,22,980,,充值980钻石,{gold=120000;901=20;2102=3;501=1},,,
1384,开服活动-充值送水君-正式改版-韩服提高到5000,1017,22,1980,,充值1980钻石,{card={id=1241};gold=140000;902=30;2102=3},,,
1385,开服活动-充值送水君-正式改版-韩服提高到5000,1017,22,3280,,充值3280钻石,{gold=160000;502=15;2103=1;501=3},,,
1386,开服活动-充值送水君-正式改版-韩服提高到5000,1017,22,6480,,充值6480钻石,{gold=180000;21241=50;2103=1;14=20},,,
1387,开服活动-充值送水君-正式改版-韩服提高到5000,1017,22,9680,,充值9680钻石,{gold=200000;212=1;222=1;14=20},,,
1388,开服活动-充值送水君-正式改版-韩服提高到5000,1017,22,12000,,充值12000钻石,{gold=220000;21241=100;2103=2;14=30},,,
1389,开服活动-充值送水君-正式改版-韩服提高到5000,1017,22,15000,,充值15000钻石,{gold=250000;202=1;232=1;14=50},,,
1390,开服活动-充值送水君-正式改版-韩服提高到5000,1017,22,20000,,充值20000钻石,{gold=300000;21241=100;942=1;14=50},,,
1391,开服活动-充值送水君-正式改版-韩服提高到5000,1017,22,25000,,充值25000钻石,{gold=500000;502=50;902=50;14=50},,,
1392,开服活动-充值送水君-正式改版-韩服提高到5000,1017,22,30000,,充值30000钻石,{gold=500000;902=50;963=2;14=70},,,
1393,开服活动-充值送水君-正式改版-韩服提高到5000,1017,22,40000,,充值40000钻石,{gold=500000;2152=3;501=5;14=70},,,
1394,开服活动-充值送水君-正式改版-韩服提高到5000,1017,22,50000,,充值50000钻石,{gold=500000;521=30;604=50;14=100},,,
,,,,,,,,,,
1400,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,60,,充值60钻石,{gold=60000;rmb=60;5000=20;14=10},,,
1401,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,300,,充值300钻石,{gold=80000;901=20;2102=3;14=10},,,
1402,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,600,,充值600钻石,{gold=100000;501=2;2102=3;14=10},,,
1403,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,1280,,充值1280钻石,{gold=120000;519=10;2102=3;14=15},,,
1404,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,1980,,充值1980钻石,{gold=140000;502=10;19=10;14=15},,,
1405,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,3280,,充值3280钻石,{gold=160000;519=10;2103=1;14=20},,,
1406,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,6480,,充值6480钻石,{card={id=1231};gold=180000;2103=1;14=20},,,
1407,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,9680,,充值9680钻石,{gold=200000;213=1;223=1;14=20},,,
1408,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,12000,,充值12000钻石,{gold=220000;21231=100;2103=2;14=30},,,
1409,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,15000,,充值15000钻石,{gold=250000;203=1;233=1;14=40},,,
1410,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,20000,,充值20000钻石,{gold=300000;21231=100;942=1;14=50},,,
1411,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,25000,,充值25000钻石,{gold=500000;502=50;902=50;14=50},,,
1412,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,30000,,充值30000钻石,{gold=500000;902=50;963=2;14=70},,,
1413,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,40000,,充值40000钻石,{gold=500000;2152=3;501=5;14=70},,,
1414,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,50000,,充值50000钻石,{gold=500000;521=30;604=50;14=100},,,
,,,,,,,,,,
1420,开服活动KR修改-消耗送小磁怪,1019,21,300,,累计消费300钻石,{gold=60000;5000=10;930=10},,,
1421,开服活动KR修改-消耗送小磁怪,1019,21,1000,,累计消费1000钻石,{gold=80000;5000=15;20331=10},,,
1422,开服活动KR修改-消耗送小磁怪,1019,21,2000,,累计消费2000钻石,{gold=80000;5000=10;452=20},,,
1423,开服活动KR修改-消耗送小磁怪,1019,21,4000,,累计消费4000钻石,{gold=100000;5000=15;20331=20},,,
1424,开服活动KR修改-消耗送小磁怪,1019,21,7000,,累计消费7000钻石,{gold=120000;5000=15;452=30},,,
1425,开服活动KR修改-消耗送小磁怪,1019,21,10000,,累计消费10000钻石,{gold=120000;5000=15;20331=30},,,
1426,开服活动KR修改-消耗送小磁怪,1019,21,15000,,累计消费15000钻石,{gold=140000;5000=20;452=40},,,
1427,开服活动KR修改-消耗送小磁怪,1019,21,20000,,累计消费20000钻石,{gold=160000;5000=20;20331=40},,,
1428,开服活动KR修改-消耗送小磁怪,1019,21,25000,,累计消费25000钻石,{gold=180000;5000=25;452=50},,,
1429,开服活动KR修改-消耗送小磁怪,1019,21,30000,,累计消费30000钻石,{gold=200000;5000=30;20331=50},,,
,,,,,,,,,,
2001,日常活动-每日充值,2001,22,300,,充值300钻石,{gold=100000;901=10;2102=10;501=2},,,
2002,日常活动-每日充值,2001,22,600,,充值600钻石,{gold=100000;901=15;2102=10;502=5},,,
2003,日常活动-每日充值,2001,22,980,,充值980钻石,{gold=200000;901=20;2102=20;talent_point=5},,,
2004,日常活动-每日充值,2001,22,1980,,充值1980钻石,{gold=300000;902=10;2103=10;502=10},,,
2005,日常活动-每日充值,2001,22,3280,,充值3280钻石,{gold=500000;902=15;2103=10;4000=300},,,
2006,日常活动-每日充值,2001,22,6480,,充值6480钻石,{gold=500000;902=20;2103=20;521=10},,,
,,,,,,,,,,
2011,日常活动-每日充值-kr改版,2002,22,300,,充值300钻石,{gold=100000;901=10;2102=10;501=2},,,
2012,日常活动-每日充值-kr改版,2002,22,600,,充值600钻石,{gold=100000;901=15;2102=10;502=8},,,
2013,日常活动-每日充值-kr改版,2002,22,980,,充值980钻石,{gold=200000;901=20;2102=20;talent_point=5},,,
2014,日常活动-每日充值-kr改版,2002,22,1980,,充值1980钻石,{gold=300000;902=10;2103=10;502=15},,,
2015,日常活动-每日充值-kr改版,2002,22,3280,,充值3280钻石,{gold=500000;902=15;2103=10;4000=300},,,
2016,日常活动-每日充值-kr改版,2002,22,6480,,充值6480钻石,{gold=500000;902=20;2103=20;521=15},,,
,,,,,,,,,,
2501,日常活动-开工福利小火龙,2051,1,35,,等级达到35级,{20011=1;29001=1;gold=20000;5000=10},,,
2502,日常活动-开工福利小火龙,2051,32,2,,活动副本战斗两次,{20011=1;29001=1;gold=20000;5000=10},,,
2503,日常活动-开工福利小火龙,2051,20,1000000,,金币消耗1000000,{20011=1;29001=1;gold=20000;5000=10},,,
2504,日常活动-开工福利小火龙,2051,26,5,,购买体力5次,{20011=1;29001=1;gold=20000;5000=10},,,
2505,日常活动-开工福利小火龙,2051,34,50,,技能升级50次,{20011=1;29001=1;gold=20000;5000=10},,,
2506,日常活动-开工福利小火龙,2051,41,8,,竞技场战斗8次,{20011=1;29001=1;gold=20000;5000=10},,,
2507,日常活动-开工福利小火龙,2051,64,5,,以太乐园通过5层,{20011=1;29001=1;gold=20000;5000=10},,,
2508,日常活动-开工福利小火龙,2051,18,5,,点金5次,{20011=1;29001=1;gold=20000;5000=10},,,
2509,日常活动-开工福利小火龙,2051,86,,{2=4},完成S级以上派遣任务2次,{20011=1;29001=1;gold=20000;5000=10},,,
2510,日常活动-开工福利小火龙,2051,58,1,,公会抢红包1次,{20011=1;29001=1;gold=20000;5000=10},,,
2511,日常活动-开工福利小火龙,2051,21,600,,累计消耗600钻石,{20011=1;29001=1;gold=20000;5000=10},,,
2512,日常活动-开工福利小火龙,2051,22,600,,充值600钻石,{21271=2;gold=200000;5000=20},,,
,,,,,,,,,,
2521,日常活动-开工福利妙蛙种子,2052,1,35,,等级达到35级,{20001=1;29001=1;gold=20000;5000=10},,,
2522,日常活动-开工福利妙蛙种子,2052,32,2,,活动副本战斗两次,{20001=1;29001=1;gold=20000;5000=10},,,
2523,日常活动-开工福利妙蛙种子,2052,20,1000000,,金币消耗1000000,{20001=1;29001=1;gold=20000;5000=10},,,
2524,日常活动-开工福利妙蛙种子,2052,26,5,,购买体力5次,{20001=1;29001=1;gold=20000;5000=10},,,
2525,日常活动-开工福利妙蛙种子,2052,34,50,,技能升级50次,{20001=1;29001=1;gold=20000;5000=10},,,
2526,日常活动-开工福利妙蛙种子,2052,41,8,,竞技场战斗8次,{20001=1;29001=1;gold=20000;5000=10},,,
2527,日常活动-开工福利妙蛙种子,2052,64,5,,以太乐园通过5层,{20001=1;29001=1;gold=20000;5000=10},,,
2528,日常活动-开工福利妙蛙种子,2052,18,5,,点金5次,{20001=1;29001=1;gold=20000;5000=10},,,
2529,日常活动-开工福利妙蛙种子,2052,86,,{2=4},完成S级以上派遣任务2次,{20001=1;29001=1;gold=20000;5000=10},,,
2530,日常活动-开工福利妙蛙种子,2052,58,1,,公会抢红包1次,{20001=1;29001=1;gold=20000;5000=10},,,
2531,日常活动-开工福利妙蛙种子,2052,21,600,,累计消耗600钻石,{20001=1;29001=1;gold=20000;5000=10},,,
2532,日常活动-开工福利妙蛙种子,2052,22,600,,充值600钻石,{21271=2;gold=200000;5000=20},,,
,,,,,,,,,,
2541,日常活动-开工福利杰尼龟,2053,1,35,,等级达到35级,{20021=1;29001=1;gold=20000;5000=10},,,
2542,日常活动-开工福利杰尼龟,2053,32,2,,活动副本战斗两次,{20021=1;29001=1;gold=20000;5000=10},,,
2543,日常活动-开工福利杰尼龟,2053,20,1000000,,金币消耗1000000,{20021=1;29001=1;gold=20000;5000=10},,,
2544,日常活动-开工福利杰尼龟,2053,26,5,,购买体力5次,{20021=1;29001=1;gold=20000;5000=10},,,
2545,日常活动-开工福利杰尼龟,2053,34,50,,技能升级50次,{20021=1;29001=1;gold=20000;5000=10},,,
2546,日常活动-开工福利杰尼龟,2053,41,8,,竞技场战斗8次,{20021=1;29001=1;gold=20000;5000=10},,,
2547,日常活动-开工福利杰尼龟,2053,64,5,,以太乐园通过5层,{20021=1;29001=1;gold=20000;5000=10},,,
2548,日常活动-开工福利杰尼龟,2053,18,5,,点金5次,{20021=1;29001=1;gold=20000;5000=10},,,
2549,日常活动-开工福利杰尼龟,2053,86,,{2=4},完成S级以上派遣任务2次,{20021=1;29001=1;gold=20000;5000=10},,,
2550,日常活动-开工福利杰尼龟,2053,58,1,,公会抢红包1次,{20021=1;29001=1;gold=20000;5000=10},,,
2551,日常活动-开工福利杰尼龟,2053,21,600,,累计消耗600钻石,{20021=1;29001=1;gold=20000;5000=10},,,
2552,日常活动-开工福利杰尼龟,2053,22,600,,充值600钻石,{21271=2;gold=200000;5000=20},,,
,,,,,,,,,,
2561,日常活动-开工福利腕力,2054,1,35,,等级达到35级,{20271=1;29001=1;gold=20000;5000=10},,,
2562,日常活动-开工福利腕力,2054,32,2,,活动副本战斗两次,{20271=1;29001=1;gold=20000;5000=10},,,
2563,日常活动-开工福利腕力,2054,20,1000000,,金币消耗1000000,{20271=1;29001=1;gold=20000;5000=10},,,
2564,日常活动-开工福利腕力,2054,26,5,,购买体力5次,{20271=1;29001=1;gold=20000;5000=10},,,
2565,日常活动-开工福利腕力,2054,34,50,,技能升级50次,{20271=1;29001=1;gold=20000;5000=10},,,
2566,日常活动-开工福利腕力,2054,41,8,,竞技场战斗8次,{20271=1;29001=1;gold=20000;5000=10},,,
2567,日常活动-开工福利腕力,2054,64,5,,以太乐园通过5层,{20271=1;29001=1;gold=20000;5000=10},,,
2568,日常活动-开工福利腕力,2054,18,5,,点金5次,{20271=1;29001=1;gold=20000;5000=10},,,
2569,日常活动-开工福利腕力,2054,86,,{2=4},完成S级以上派遣任务2次,{20271=1;29001=1;gold=20000;5000=10},,,
2570,日常活动-开工福利腕力,2054,58,1,,公会抢红包1次,{20271=1;29001=1;gold=20000;5000=10},,,
2571,日常活动-开工福利腕力,2054,21,600,,累计消耗600钻石,{20271=1;29001=1;gold=20000;5000=10},,,
2572,日常活动-开工福利腕力,2054,22,600,,充值600钻石,{21271=2;gold=200000;5000=20},,,
,,,,,,,,,,
2580,日常活动-开工福利皮丘,2055,1,35,,等级达到35级,{20091=1;29001=1;gold=20000;5000=10},,,
2581,日常活动-开工福利皮丘,2055,32,2,,活动副本战斗两次,{20091=1;29001=1;gold=20000;5000=10},,,
2582,日常活动-开工福利皮丘,2055,20,1000000,,金币消耗1000000,{20091=1;29001=1;gold=20000;5000=10},,,
2583,日常活动-开工福利皮丘,2055,26,5,,购买体力5次,{20091=1;29001=1;gold=20000;5000=10},,,
2584,日常活动-开工福利皮丘,2055,34,50,,技能升级50次,{20091=1;29001=1;gold=20000;5000=10},,,
2585,日常活动-开工福利皮丘,2055,41,8,,竞技场战斗8次,{20091=1;29001=1;gold=20000;5000=10},,,
2586,日常活动-开工福利皮丘,2055,64,5,,以太乐园通过5层,{20091=1;29001=1;gold=20000;5000=10},,,
2587,日常活动-开工福利皮丘,2055,18,5,,点金5次,{20091=1;29001=1;gold=20000;5000=10},,,
2588,日常活动-开工福利皮丘,2055,86,,{2=4},完成S级以上派遣任务2次,{20091=1;29001=1;gold=20000;5000=10},,,
2589,日常活动-开工福利皮丘,2055,58,1,,公会抢红包1次,{20091=1;29001=1;gold=20000;5000=10},,,
2590,日常活动-开工福利皮丘,2055,21,600,,累计消耗600钻石,{20091=1;29001=1;gold=20000;5000=10},,,
2591,日常活动-开工福利皮丘,2055,22,600,,充值600钻石,{21271=2;gold=200000;5000=20},,,
,,,,,,,,,,
2600,日常活动-开工福利菊叶草,2056,1,35,,等级达到35级,{20781=1;29001=1;gold=20000;5000=10},,,
2601,日常活动-开工福利菊叶草,2056,32,2,,活动副本战斗两次,{20781=1;29001=1;gold=20000;5000=10},,,
2602,日常活动-开工福利菊叶草,2056,20,1000000,,金币消耗1000000,{20781=1;29001=1;gold=20000;5000=10},,,
2603,日常活动-开工福利菊叶草,2056,26,5,,购买体力5次,{20781=1;29001=1;gold=20000;5000=10},,,
2604,日常活动-开工福利菊叶草,2056,34,50,,技能升级50次,{20781=1;29001=1;gold=20000;5000=10},,,
2605,日常活动-开工福利菊叶草,2056,41,8,,竞技场战斗8次,{20781=1;29001=1;gold=20000;5000=10},,,
2606,日常活动-开工福利菊叶草,2056,64,5,,以太乐园通过5层,{20781=1;29001=1;gold=20000;5000=10},,,
2607,日常活动-开工福利菊叶草,2056,18,5,,点金5次,{20781=1;29001=1;gold=20000;5000=10},,,
2608,日常活动-开工福利菊叶草,2056,86,,{2=4},完成S级以上派遣任务2次,{20781=1;29001=1;gold=20000;5000=10},,,
2609,日常活动-开工福利菊叶草,2056,58,1,,公会抢红包1次,{20781=1;29001=1;gold=20000;5000=10},,,
2610,日常活动-开工福利菊叶草,2056,21,600,,累计消耗600钻石,{20781=1;29001=1;gold=20000;5000=10},,,
2611,日常活动-开工福利菊叶草,2056,22,600,,充值600钻石,{21271=2;gold=200000;5000=20},,,
,,,,,,,,,,
2620,日常活动-开工福利冰雪龙,2057,1,35,,等级达到35级,{23501=1;29001=1;gold=20000;5000=10},,,
2621,日常活动-开工福利冰雪龙,2057,32,2,,活动副本战斗两次,{23501=1;29001=1;gold=20000;5000=10},,,
2622,日常活动-开工福利冰雪龙,2057,20,1000000,,金币消耗1000000,{23501=1;29001=1;gold=20000;5000=10},,,
2623,日常活动-开工福利冰雪龙,2057,26,5,,购买体力5次,{23501=1;29001=1;gold=20000;5000=10},,,
2624,日常活动-开工福利冰雪龙,2057,34,50,,技能升级50次,{23501=1;29001=1;gold=20000;5000=10},,,
2625,日常活动-开工福利冰雪龙,2057,41,8,,竞技场战斗8次,{23501=1;29001=1;gold=20000;5000=10},,,
2626,日常活动-开工福利冰雪龙,2057,64,5,,以太乐园通过5层,{23501=1;29001=1;gold=20000;5000=10},,,
2627,日常活动-开工福利冰雪龙,2057,18,5,,点金5次,{23501=1;29001=1;gold=20000;5000=10},,,
2628,日常活动-开工福利冰雪龙,2057,86,,{2=4},完成S级以上派遣任务2次,{23501=1;29001=1;gold=20000;5000=10},,,
2629,日常活动-开工福利冰雪龙,2057,58,1,,公会抢红包1次,{23501=1;29001=1;gold=20000;5000=10},,,
