变量名,describes,quality,describeStage,triggerTimes,triggerCondition,keyWords,aidID
2606,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*42*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，引爆所有敌人身上的灼烧；引爆伤害提升1.5倍,4,伤害系数提升至160%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时,,601
2607,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*42*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，引爆所有敌人身上的灼烧；引爆伤害提升1.5倍；引爆时额外附带自身60%特攻伤害,5,引爆时额外附带自身60%特攻伤害,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时,,601
2608,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#200%特攻#C0x5B545B#+$(skillLevel*4*42*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，引爆所有敌人身上的灼烧；引爆伤害提升1.5倍；引爆时额外附带自身60%特攻伤害,6,伤害系数提升至200%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时,,601
2609,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#200%特攻#C0x5B545B#+$(skillLevel*4*42*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，引爆所有敌人身上的灼烧；引爆伤害提升1.5倍；引爆时额外附带自身60%特攻伤害；攻击前提升自身5%特攻,7,攻击前提升自身5%特攻,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时,,601
2610,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#240%特攻#C0x5B545B#+$(skillLevel*4*42*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，引爆所有敌人身上的灼烧；引爆伤害提升1.5倍；引爆时额外附带自身60%特攻伤害；攻击前提升自身5%特攻,8,伤害系数提升至240%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时,,601
2611,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#240%特攻#C0x5B545B#+$(skillLevel*4*42*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，引爆所有敌人身上的灼烧；引爆伤害提升1.5倍；引爆时额外附带自身60%特攻伤害；攻击前提升自身10%特攻,9,攻击前提升自身10%特攻,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时,,601
2641,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#40%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，10%概率【石化】目标1回合,,开启助战技能,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【石化】>,264
2642,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#80%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，10%概率【石化】目标1回合,2,伤害系数提升至80%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【石化】>,264
2643,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#80%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，10%概率【石化】目标1回合；【石化】未添加成功时40%概率添加【沉默】1回合,3,【石化】未添加成功时40%概率添加【沉默】1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【石化】;【沉默】>,264
2644,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，10%概率【石化】目标1回合；【石化】未添加成功时40%概率添加【沉默】1回合,4,伤害系数提升至120%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【石化】;【沉默】>,264
2645,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，10%概率【石化】目标1回合；【石化】未添加成功时40%概率添加【沉默】1回合；己方一个超系角色获得【助·念力】1回合,5,使己方一个超系角色获得【助·念力】1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【石化】;【沉默】;【助·念力】>,264
2646,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，10%概率【石化】目标1回合；【石化】未添加成功时40%概率添加【沉默】1回合；己方一个超系角色获得【助·念力】1回合,6,伤害系数提升至160%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【石化】;【沉默】;【助·念力】>,264
2647,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，10%概率【石化】目标1回合；【石化】未添加成功时40%概率添加【沉默】1回合；己方一个超系角色获得【助·念力】1回合；石化目标免伤降低5%,7,石化目标免伤降低5%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【石化】;【沉默】;【助·念力】>,264
2648,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#200%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，10%概率【石化】目标1回合；【石化】未添加成功时40%概率添加【沉默】1回合；己方一个超系角色获得【助·念力】1回合；石化目标免伤降低5%,8,伤害系数提升至200%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【石化】;【沉默】;【助·念力】>,264
2649,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#200%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，10%概率【石化】目标1回合；【石化】未添加成功时40%概率添加【沉默】1回合；己方一个超系角色获得【助·念力】1回合；石化目标免伤降低10%,9,石化目标免伤降低10%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【石化】;【沉默】;【助·念力】>,264
2721,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#80%特攻#C0x5B545B#+$(skillLevel*4*42*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，25%几率【冰冻Ⅰ】随机1名敌人1回合,,开启助战技能,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【冰冻Ⅰ】>,721
2722,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*42*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，25%几率【冰冻Ⅰ】随机1名敌人1回合,2,伤害系数提升至120%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【冰冻Ⅰ】>,721
2723,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*42*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，50%几率【冰冻Ⅰ】随机1名敌人1回合,3,50%几率【冰冻Ⅰ】随机1名敌人1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【冰冻Ⅰ】>,721
2724,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*42*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，50%几率【冰冻Ⅰ】随机1名敌人1回合,4,伤害系数提升至160%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【冰冻Ⅰ】>,721
2725,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*42*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，50%几率【冰冻Ⅰ】随机1名敌人1回合,5,【冰冻Ⅰ】持续回合+1,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【冰冻Ⅰ】>,721
2726,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#200%特攻#C0x5B545B#+$(skillLevel*4*42*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，50%几率【冰冻Ⅰ】随机1名敌人1回合,6,伤害系数提升至200%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【冰冻Ⅰ】>,721
2727,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#200%特攻#C0x5B545B#+$(skillLevel*4*42*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，50%几率【冰冻Ⅰ】随机1名敌人1回合；同时降低目标8%特防1回合,7,同时降低目标8%特防1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【冰冻Ⅰ】>,721
2728,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#240%特攻#C0x5B545B#+$(skillLevel*4*42*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，50%几率【冰冻Ⅰ】随机1名敌人1回合；同时降低目标8%特防1回合,8,伤害系数提升至240%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【冰冻Ⅰ】>,721
2729,#L10#助战技能效果：#L0#对敌方前排造成#C0x3D8A99#240%特攻#C0x5B545B#+$(skillLevel*4*42*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，50%几率【冰冻Ⅰ】随机1名敌人1回合；同时降低目标16%特防1回合,9,同时降低目标16%特防1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【冰冻Ⅰ】>,721
2731,#L10#助战技能效果：#L0#对敌方列排造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为1名电系友方提供50点怒气,,开启助战技能,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#电系精灵释放必杀技时触发,,731
2732,#L10#助战技能效果：#L0#对敌方列排造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为1名电系友方提供50点怒气,2,伤害系数提升至160%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#电系精灵释放必杀技时触发,,731
2733,#L10#助战技能效果：#L0#对敌方列排造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名电系友方提供50点怒气,3,为2名电系友方提供50点怒气,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#电系精灵释放必杀技时触发,,731
2734,#L10#助战技能效果：#L0#对敌方列排造成#C0x3D8A99#200%特攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名电系友方提供50点怒气,4,伤害系数提升至200%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#电系精灵释放必杀技时触发,,731
2735,#L10#助战技能效果：#L0#对敌方列排造成#C0x3D8A99#200%特攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名电系友方提供100点怒气,5,提供的怒气增至100点,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#电系精灵释放必杀技时触发,,731
2736,#L10#助战技能效果：#L0#对敌方列排造成#C0x3D8A99#240%特攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名电系友方提供100点怒气,6,伤害系数提升至240%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#电系精灵释放必杀技时触发,,731
2737,#L10#助战技能效果：#L0#对敌方列排造成#C0x3D8A99#240%特攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名电系友方提供100点怒气；同时提供5%伤害加成2回合,7,同时提供5%伤害加成2回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#电系精灵释放必杀技时触发,,731
2738,#L10#助战技能效果：#L0#对敌方列排造成#C0x3D8A99#300%特攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名电系友方提供100点怒气；同时提供5%伤害加成2回合,8,伤害系数提升至300%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#电系精灵释放必杀技时触发,,731
2739,#L10#助战技能效果：#L0#对敌方列排造成#C0x3D8A99#300%特攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，为2名电系友方提供100点怒气；同时提供10%伤害加成2回合,9,同时提供10%伤害加成2回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#电系精灵释放必杀技时触发,,731
2741,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#40%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，对1名火系友方添加【爆炎】1回合,,开启助战技能,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【爆炎】>,741
2742,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#80%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，对1名火系友方添加【爆炎】1回合,2,伤害系数提升至80%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【爆炎】>,741
2743,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#80%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，对2名火系友方添加【爆炎】1回合,3,对2名火系友方添加【爆炎】1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【爆炎】>,741
2744,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，对2名火系友方添加【爆炎】1回合,4,伤害系数提升至120%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【爆炎】>,741
2745,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，对2名火系友方添加【爆炎】2回合,5,【爆炎】持续回合+1,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【爆炎】>,741
2746,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，对2名火系友方添加【爆炎】2回合,6,伤害系数提升至160%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【爆炎】>,741
2747,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，对2名火系友方添加【爆炎】2回合；【爆炎】暴击率提升5%,7,【爆炎】暴击率提升5%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【爆炎】>,741
2748,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#200%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，对2名火系友方添加【爆炎】2回合；【爆炎】暴击率提升5%,8,伤害系数提升至200%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【爆炎】>,741
2749,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#200%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，对2名火系友方添加【爆炎】2回合；【爆炎】暴击率提升10%,9,【爆炎】暴击率提升10%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【爆炎】>,741
3351,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#40%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，治疗友方全体90%特攻的生命,,开启助战技能,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#妖精系精灵释放必杀技时,<【花舞】>,3351
3352,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#80%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，治疗友方全体90%特攻的生命,2,伤害系数提升至80%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#妖精系精灵释放必杀技时,<【花舞】>,3351
3353,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#80%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，治疗友方全体90%特攻的生命；对血量最低的两个单位治疗量提升50%,3,对血量最低的两个单位治疗量提升50%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#妖精系精灵释放必杀技时,<【花舞】>,3351
3354,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，治疗友方全体90%特攻的生命；对血量最低的两个单位治疗量提升50%,4,伤害系数提升至120%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#妖精系精灵释放必杀技时,<【花舞】>,3351
3355,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，治疗友方全体90%特攻的生命；对血量最低的两个单位治疗量提升50%；令前排获得【花舞】1回合,5,令前排获得【花舞】1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#妖精系精灵释放必杀技时,<【花舞】>,3351
3356,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，治疗友方全体90%特攻的生命；对血量最低的两个单位治疗量提升50%；令前排获得【花舞】1回合,6,伤害系数提升至160%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#妖精系精灵释放必杀技时,<【花舞】>,3351
3357,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，治疗友方全体90%特攻的生命；对血量最低的两个单位治疗量提升50%；令前排获得【花舞】1回合；【花舞】目标提升5%受治疗率1回合,7,【花舞】目标提升5%受治疗率1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#妖精系精灵释放必杀技时,<【花舞】>,3351
3358,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#200%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，治疗友方全体90%特攻的生命；对血量最低的两个单位治疗量提升50%；令前排获得【花舞】1回合；【花舞】目标提升5%受治疗率1回合,8,伤害系数提升至200%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#妖精系精灵释放必杀技时,<【花舞】>,3351
