变量名,变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,buffFlag,iconShowType,roundInherit,spineEffect,skinEffect,extraOverlayLimit,pointEffect,effectViewArgs,delRefreshMode,rayEffect
7101642,,,,,,assistAttack,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_yinshenplus_oc()})|buffDiffer('id',{7101641})|random(1)}>",,,{0={triggerPoint=1};1={extraAttackTrigger=3;triggerPoint=8;onSomeFlag=<getExtraRoundId()==7101642>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=self:damage()*0.5;caster=2;holder=8;cfgId=7101635;prob=1;lifeRound=1}>;<{value=2000;caster=2;holder=2;cfgId=7101638;prob=1;lifeRound=1}>>};2={extraAttackTrigger=3;triggerPoint=7;onSomeFlag=<getExtraRoundId()==7101642>;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=1;holder=1;cfgId=7101634;prob=1;lifeRound=1}>>}},,2,,,,,,,,,,,,,<1022>,,,,,,,,,
7101643,,,,,,damageReduce,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjd.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7101644,,,,,,strike,,,,1006,102,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,1,<1>,,,4,,,,,,,,,,,,,,<1;10>,,,,,,,,
7101645,,,,,,strikeDamage,,,,1007,102,,,,,1,1,,,battle/buff_icon/logo_bjsh_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjshtg.png,,,,,1,<1>,,,4,,,,,,,,,,,,,,<1;10>,,,,,,,,
7101646,,,,,,strike,,,,,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,1,<1>,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
7101647,,,,,,strikeDamage,,,,,,,,,,1,1,,,battle/buff_icon/logo_bjsh_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjshtg.png,,,,,1,<1>,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
7101648,,,,,,addHP,,,,,,,,,,1,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,1,<1>,,,4,,,,,,,,,,,,,<2031>,,,,,,,,,
7101649,,,,,,lockHp,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,<attacker:hasBuff(7101641)>,,1,<1>,,,,,,,,,,,,,,{triggerEffect={onceEffectAniName=effect;textResPath=battle/txt/txt_mysw.png;onceEffectResPath=buff/miansi/miansi.skel}},,<2009>,,,,,,,,,
7101650,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_notbuff_oc()})|setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)};cfgId=7101641;prob=1;lifeRound=999}>>}}",,,,,,,<{type=1;limit=1}>,,,,,,,,,,,,,,,,,
7101651,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,2,,,,,,,,,,,,,<9999>,,,,,,,,,
7101691,,,,,,lockHp,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;triggerTimes=<1;1>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=7101695;prob=1;lifeRound=2}>;<{value=0;caster=2;holder=1;cfgId=7101351;prob=1;lifeRound=2}>>}},,,,,,,<{type=1;limit=1}>,,,,,,{triggerEffect={onceEffectAniName=effect;textResPath=battle/txt/txt_mysw.png;onceEffectResPath=buff/miansi/miansi.skel}},,,,{gameEnd=0;wave=0},,,,,,,
7101692,,,,,,assistAttack,,,,60031,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_yxzy.png,,,,"<{input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_yinshenplus_oc()})|buffDiffer('id',{7101641})|random(1)}>",1,<1>,,,,,,,,,,,,,,,,<9999>,,,,,,,,,
7101693,,,,,,kill,,,,,,,,<7101691>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<TRUE;TRUE>,,1,<1>,,,,,,,,,,,,,,,,<9999>,<1;10>,,,,,,,,
7101694,,,,,,ignoreSpecBuff,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<<>>,,1,<1>,,,,,,,,,1,,,,,,,<9999>,,{gameEnd=0;wave=0},,,,,,,
7101695,,,,,,,,,,70025,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"{0={triggerPoint=1};1={triggerPoint=7;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=2;value=<list(1,0,0);1;1;list(71014)>;holder=1;caster=2;prob=1;cfgId=7101692}>>};2={triggerPoint=6;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=2;value=<list(1,0,0);1;1;list(71014)>;holder=1;caster=2;prob=1;cfgId=7101692}>>};3={extraAttackTrigger=3;triggerPoint=8;onSomeFlag=<getExtraRoundId()==7101692>;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=7101693;prob=1;lifeRound=1}>>};4={triggerPoint=2;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=7101693;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,<9999>,,{gameEnd=2;wave=2},,,,,,,
7111110,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={extraAttackTrigger=2;triggerPoint=8;effectFuncs=<castBuff>;onSkillType=3;funcArgs=<<{value=1;caster=2;holder=2;cfgId=7111115;prob=1;lifeRound=999}>>};2={extraAttackTrigger=2;triggerPoint=42;onSomeFlag=<getExtraRoundId()==7111114>;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;value=<list(1,0,0);1;1>;holder=2;caster=2;prob=self:flagZ1() and 0.5 or 1;cfgId=7111118}>>}}",,,,,,,,1,,,,,,,,,,,,,,,,
7111111,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=29;onSomeFlag=<moreE(target:getBuffOverlayCount(7111115),3) and exitInTab(trigger.beAddBuff:getCfgId(),list(7111115)) and less(self:getBuffOverlayCount(7111119),2)>;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=2;caster=2;cfgId=7111112;lifeRound=999}>>}}",,,,,,,,1,,,,,,,,,,,,,,,,
7111112,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1;cfgId=7111113;caster=2;bond=1;holder=1;lifeRound=99;prob=1}>;<{value=1;caster=2;holder=1;cfgId=7111116;prob=1;lifeRound=99}>>}},,,,,,,,,,,,,,,,,,,,,,,,
7111113,,,,,,,,,2,,,,,,,1,1,,,battle/buff_icon/icon_zj.png,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=8;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;value=<list(1,0,0);1;1>;holder=2;caster=2;prob=1;cfgId=7111114}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
7111114,,,,,,assistAttack,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ld.png,,,,<{input=curHeroMainTarget;process=random(1)}>,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1;holder=2;caster=2;cfgId=7111117;lifeRound=1}>;<{value=1;caster=2;holder=2;cfgId=7111119;prob=1;lifeRound=1}>>}},,,,,,,,,,,,,,,<1022>,,,,,,,,,
7111115,,,,,,,,,2,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7111116,,,,,,,,,2,,,,,<7111115>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7111117,,,,,,,,,2,,,,,<7111113>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
7111118,,,,,,assistAttack,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ld.png,,,,<{input=curHeroMainTarget;process=random(1)}>,,,,,,,,,,,,,,,,,,<1022>,,,,,,,,,
7111119,,,,,,,,,2,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,
7111211,,,,,,shield,,,,9001,,,,,,6,2,,,battle/buff_icon/logo_hd.png,,buff/hudun/hudun.skel,<hudun_loop>,,,,,,,,,,,,,,,,,,,,<0;0;10;<3;0;0.3>>,,,,,,,,,,,,,,,,,,,<3010>,<1;10>,,,,,,,,
7111212,,,,,,,,,,13311,,,,,,1,1,,,battle/buff_icon/icon_dj.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_dj.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{lifeRound=999;cfgId=7111213;value=<2;99;1>;holder=1;caster=2;bond=1}>;<{value=-target2:speed()*0.06;cfgId=7111214;caster=2;holder=1;bond=1;lifeRound=999}>;<{lifeRound=999;cfgId=7111215;value=<list(c.ewxdflag_oc());1;list(c.ewxd_oc())>;holder=1;caster=2;bond=1}>;<{value=1;cfgId=7111216;caster=2;bond=1;holder=1;lifeRound=999;prob=self:flagZ2() and 1 or 0}>>}},,,,,,,,,,,,,,,,<0;20>,,,,,,,,
7111213,,,,,,alterDmgRecordVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{finalRate=<setValue(list(""finalDamageDeepen""), (attacker:natureIntersection(list(7)) or attacker:natureIntersection(list(17)) ) and list(env:finalDamageDeepen()*10000+1000) or list(env:finalDamageDeepen()*10000))>}>",,1,<1>,,,,,,,,,,,,,,,,,,,,,,,,,
7111214,,,,,,speed,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7111215,,,,,,forbiddenExtraAttack,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7111216,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=8;triggerTimes=<1;1>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{lifeRound=999;value=<list(1,0,0);1;1>;holder=2;caster=2;prob=1;cfgId=7111217}>;<{lifeRound=999;value=<list(1,0,0);1;1>;holder={input=selfForce|nodead;process=exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {7,17})|ignoreBuffGroup(list(c.yinshenplus_oc()))|setSelectAttr({""Bdamage"",""BspecialDamage""},""max"")|attr(""selectAttr"",""max"",1)};caster=2;prob=1;cfgId=7111217}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
7111217,,,,,,assistAttack,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{input=enemyForce();process=buffDifferExclude('group',{c.fly_oc()})|ignoreBuffGroup(list(c.yinshenplus_oc()))|buffDiffer('id',{7111212})|random(1)}>",,,{0={triggerPoint=1}},,,,,,,,,,,,,,,<1021>,,,,,,,,,
7111311,,,,,,,,,2,,,,,,,1,1,,,,,koudai_shinylukalioumega/sglukaliou_buff.skel,<nengliang_loop_z>,,,,,,,koudai_shinylukalioumega/sglukaliou_buff.skel,nengliang_chuxian_z,,,,,,,,,battle/txt/txt_bdbf.png,,,,,,,{1={triggerPoint=5;effectFuncs=<castBuff>;funcArgs=<<{value=target:getBuff(7111311):getValue()*1.5;holder=1;caster=2;cfgId=7111312;lifeRound=1}>>}},,,,,,,,,,,,,,,<9998>,,,,,,,,,
7111312,,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_shinylukalioumega/sglukaliou_buff.skel,nengliang_zha_z,,,,,,,,,,,,<{processId=40;damageType=1}>,,,,,,,,,,,,,,,,,,,<4021;9998;4028>,,,,,,,,,
7111313,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=42;triggerTimes=<1;1>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=target2:getBuff(7111311):getValue()+self:specialDamage()*2;caster=2;holder=1;cfgId=7111311;prob=target2:hasBuff(7111311) and 1 or 0;lifeRound=1}>;<{value=self:specialDamage()*2;caster=2;holder=1;cfgId=7111311;prob=target2:hasBuff(7111311) and 0 or 1;lifeRound=1}>>}},,6,,,,,,,,,,,,,<9998>,,,,,,,,,
7111320,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=29;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=1;cfgId=7111325;caster=2;bond=1;holder=1;lifeRound=999;prob=(moreE(target:getBuffOverlayCount(7111322),3) and exitInTab(trigger.beAddBuff:getCfgId(),list(7111322))) and 1 or 0}>;<{value=1;cfgId=7111324;caster=2;bond=1;holder=1;lifeRound=999;prob=(moreE(target:getBuffOverlayCount(7111322),2) and exitInTab(trigger.beAddBuff:getCfgId(),list(7111322))) and 1 or 0}>;<{value=1;cfgId=7111323;caster=2;bond=1;holder=1;lifeRound=999;prob=(moreE(target:getBuffOverlayCount(7111322),1) and exitInTab(trigger.beAddBuff:getCfgId(),list(7111322))) and 1 or 0}>>};2={triggerPoint=29;onSomeFlag=<(moreE(target:getBuffOverlayCount(7111322),3) and exitInTab(trigger.beAddBuff:getCfgId(),list(7111322)))>;effectFuncs=<castBuff>;funcArgs=<<{value=target:getBuff(7111311):getValue()*1.5;holder=1;caster=2;cfgId=7111312;lifeRound=999}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
7111321,,,,,,,,,2,15308,,,,,,,1,,,,,koudai_shinylukalioumega/sglukaliou_buff.skel,<fengyin_loop>,,,,,,,koudai_shinylukalioumega/sglukaliou_buff.skel,fengyin_chuxian,,,,,,,,,battle/txt/txt_bdfs.png,,,,,,,"{1={extraAttackTrigger=2;triggerPoint=10;onSomeFlag=<(checkExtraRoundBuffFlag(c.ewxdflag_oc()) or exitInTab(getExtraRoundMode(),list(c.ewxd_oc()))) and (trigger.skill:owner():natureIntersection(list(7)) or trigger.skill:owner():natureIntersection(list(17)))>;effectFuncs=<castBuff>;funcArgs=<<{value=1;cfgId=7111322;caster=2;holder=1;bond=1;lifeRound=99}>>};2={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;cfgId=7111320;caster=2;bond=1;holder=1;lifeRound=999;prob=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
7111322,,,,,,,,,2,,,,,,,8,3,,,battle/buff_icon/icon_bdfs.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0;20>,,,,,,,,
7111323,,,,,,silence,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<1;2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7111324,,,,,,silence,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<0;2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7111325,,,,,,silence,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<0;1>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7111331,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;cfgId=7111332;holder={input=selfForce()|nodead;process=exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {7,17})|random(2)};bond=1;caster=2;lifeRound=3}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
7111332,,,,,,,,,2,,,,,,,1,1,,,battle/buff_icon/icon_zd.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_zd2.png,,,,,,,"{1={triggerPoint=8;triggerTimes=<1;1>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{lifeRound=999;holder=2;value=<list(1,0,0);1;1>;caster=2;cfgId=7111333}>;<{value=div(self:getBuffOverlayCount(7111617),3,1)*500;caster=2;holder=2;cfgId=7111335;prob=self:flagZ4() and 1 or 0;lifeRound=2}>>};2={extraAttackTrigger=2;triggerPoint=42;onSomeFlag=<getExtraRoundId()==7111333>;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=1;cfgId=7111334;prob=self:flagZ4() and 1 or 0;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
7111333,,,,,,assistAttack,,,,1312,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_zd2.png,,,,<{input=curHeroMainTarget;process=random(1)}>,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=2;caster=2;cfgId=7111617;lifeRound=999}>>}},,,,,,,,,,,,,,,<1022>,,,,,,,,,
7111334,,,,,,,,,,,,,,<7111331>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7111335,,,,,,damageAdd,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7111341,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;cfgId=7111342;value=<list();list();list(2009)>;caster=2;holder=1;bond=1;prob=moreE(self:star(),8) and 1 or 0}>>}}",,,,,,,,1,,,,,,,,,,,,,,,,
7111342,,,,,,ignoreSpecBuff,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<<>;envExData.from == 1 and exitInTab(4028,envExData.buffFlag)>",,,,,,,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
7111343,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;cfgId=7111344;value=<list();list();list(2019)>;caster=2;holder=1;bond=1;prob=moreE(self:star(),8) and 1 or 0}>>}}",,,,,,,,1,,,,,,,,,,,,,,,,
7111344,,,,,,ignoreSpecBuff,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<<>;envExData.from == 1 and exitInTab(4024,envExData.buffFlag)>",,,,,,,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
7111351,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=random(2,3);holder=2;value=<0>;caster=2;cfgId=7111352}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
7111352,,,,,,aura,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{input=selfForce|nodead;process=attrDiffer(""natureType"", {7,17})}>",,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;cfgId=7111353;value=<1;99;1>;caster=2;holder=20;bond=1;prob=1}>>}},,6,,,,,,,,,,,,,,,,,,,,,,
7111353,,,,,,alterDmgRecordVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{finalRate=<setValue(list(""finalDamageAdd""),(checkExtraRoundBuffFlag(c.ewxdflag_oc()) or exitInTab(getExtraRoundMode(),list(c.ewxd_oc()))) and list(env:finalDamageAdd()*10000+1000) or  list(env:finalDamageAdd()*10000) )>}>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7111360,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
7111361,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{lifeRound=1;value=<list(1,0,0);1;1;list(71117)>;holder=2;caster=2;prob=moreE(self:getBuffOverlayCount(7111360),2)and 1 or 0;cfgId=7111362}>;<{lifeRound=1;value=<list(1,0,0);1;1;list(71118)>;holder=2;caster=2;prob=less(self:getBuffOverlayCount(7111360),2)  and 1 or 0;cfgId=7111362}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
7111362,,,,,,assistAttack,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ld.png,,,,,,,,,,,,,,,,,,,,,,<1022>,,,,,,,,,
7111611,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=6;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=2;caster=2;cfgId=7111612;lifeRound=1}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
7111612,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=random(2,3);holder=2;caster=2;cfgId=7111616;lifeRound=3}>;<{value=1;cfgId=7111614;holder={input=selfForce()|nodead;process=exclude(list(csvSelectObj:id()))|attrDiffer(""natureType"", {7,17})|random(self:hasBuff(7111616) and self:getBuff(7111616):getValue())};bond=1;caster=2;lifeRound=999}>>}}",,6,,,,,,1,,,,,,,,,,,,,,,,
7111614,,,,,,,,,2,,,,,,,1,1,,,battle/buff_icon/icon_zd.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_zd2.png,,,,,,,"{1={triggerPoint=8;triggerTimes=<1;3>;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=1;holder=2;value=<list(1,0,0);1;1>;caster=1;cfgId=7111615}>>}}",,,,,,,,1,,,,,,,,,,,,,,,,
7111615,,,,,,assistAttack,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_zd2.png,,,,<{input=curHeroMainTarget;process=random(1)}>,,,{0={triggerPoint=1};1={extraAttackTrigger=2;triggerPoint=42;onSomeFlag=<getExtraRoundId()==7111615>;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=1;holder=1;cfgId=7111617;prob=1;lifeRound=1}>>}},,,,,,,,,,,,,,,<1022>,,,,,,,,,
7111616,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7111617,,,,,,,,,2,,,,,,,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7111621,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;holder=2;value=<0>;caster=2;cfgId=7111622}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
7111622,,,,,,aura,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,<13>,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=0;cfgId=7111623;caster=2;bond=1;holder=20;lifeRound=999;prob=1}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
7111623,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={extraAttackTrigger=2;triggerPoint=8;onSomeFlag=<checkExtraRoundBuffFlag(c.ewxdflag_oc()) or exitInTab(getExtraRoundMode(),list(c.ewxd_oc()))>;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=1;cfgId=7111624;prob=1;lifeRound=1}>>}}",,,,,,,,1,,,,,,,<3001;3007>,,,,,,,,,
7111624,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,,,,,,,<3001;3007>,,,,,,,,,
7111626,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;holder=2;value=<1;99;1>;caster=2;cfgId=7111627}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
7111627,,,,,,alterDmgRecordVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{finalRate=<setValue(list('finalDamageAdd'), (not target:hasBuff(7111624))   and list(env:finalDamageAdd()*10000+(10+attacker:skillLv(71116) *0.1-0.1)*100) or  list(env:finalDamageAdd()*10000) )>}>",,,,,,,,,,,,1,,,,,,,,,,,,,,,,
7111631,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;holder=2;value=<0>;caster=2;cfgId=7111632}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
7111632,,,,,,aura,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{input=selfForce|nodead;process=attrDiffer(""natureType"", {7,17})|}>",,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=0;cfgId=7111633;caster=2;bond=1;holder=20;lifeRound=999;prob=1}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
7111633,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={extraAttackTrigger=2;triggerPoint=8;onSomeFlag=<checkExtraRoundBuffFlag(c.ewxdflag_oc()) or exitInTab(getExtraRoundMode(),list(c.ewxd_oc()))>;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=7111634;prob=1;lifeRound=999}>>}}",,,,,,,,1,,,,,,,,,,,,,,,,
7111634,,,,,,,,,,,,,,,,8,9,,,battle/buff_icon/icon_bdfz.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,<0;30>,,,,{zawake=<4;3>},,,,
