变量名,skillLevel,starEnd,starStart,advanceEnd,advanceStart,levelEnd,levelStart,room,theme,zawake,hpC,damageC,specialDamageC,defenceC,specialDefenceC,speedC,extraSkill,__version
1140,29,12,12,19,18,112,109,140,<2;1002>,<1;1;0;0;0;0;0;0>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1141,29,12,12,19,18,116,113,141,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1142,29,12,12,19,18,116,113,142,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1143,29,12,12,19,18,116,113,143,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1144,29,12,12,19,18,116,113,144,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1145,30,12,12,19,18,116,113,145,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1146,30,12,12,19,18,116,113,146,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1147,30,12,12,19,18,116,113,147,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1148,30,12,12,19,18,116,113,148,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1149,30,12,12,19,18,116,113,149,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1150,41,12,12,19,18,116,113,150,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1151,41,12,12,19,18,116,113,151,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1152,41,12,12,19,18,116,113,152,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1153,41,12,12,19,18,116,113,153,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1154,41,12,12,19,18,116,113,154,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1155,51,12,12,19,18,116,113,155,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1156,51,12,12,19,18,116,113,156,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1157,51,12,12,19,18,116,113,157,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1158,51,12,12,19,18,116,113,158,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1159,51,12,12,19,18,116,113,159,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1160,61,12,12,19,18,116,113,160,<2;1002>,<1;1;0;0;0;0;0;0>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<0.75;0.825;0.939;1.125>,<<83010>;<83010>;<83010>;<83010>>,
1161,61,12,12,19,18,120,117,161,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1162,61,12,12,19,18,120,117,162,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1163,61,12,12,19,18,120,117,163,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1164,61,12,12,19,18,120,117,164,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1165,71,12,12,19,18,120,117,165,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1166,71,12,12,19,18,120,117,166,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1167,71,12,12,19,18,120,117,167,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1168,71,12,12,19,18,120,117,168,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1169,71,12,12,19,18,120,117,169,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1170,81,12,12,19,18,120,117,170,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1171,81,12,12,19,18,120,117,171,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1172,81,12,12,19,18,120,117,172,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1173,81,12,12,19,18,120,117,173,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1174,81,12,12,19,18,120,117,174,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1175,91,12,12,19,18,120,117,175,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1176,91,12,12,19,18,120,117,176,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1177,91,12,12,19,18,120,117,177,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1178,91,12,12,19,18,120,117,178,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1179,91,12,12,19,18,120,117,179,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1180,95,12,12,19,18,120,117,180,<2;1002>,<1;1;1;1;0;0;0;0>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<0.9;0.99;1.125;1.35>,<<83010>;<83010>;<83010>;<83010>>,
1181,95,12,12,19,18,124,121,181,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
1182,95,12,12,19,18,124,121,182,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
1183,95,12,12,19,18,124,121,183,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
1184,95,12,12,19,18,124,121,184,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
1185,100,12,12,19,18,124,121,185,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
1186,100,12,12,19,18,124,121,186,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
1187,100,12,12,19,18,124,121,187,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
1188,100,12,12,19,18,124,121,188,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
1189,100,12,12,19,18,124,121,189,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
1190,115,12,12,19,18,124,121,190,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
1191,115,12,12,19,18,124,121,191,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
1192,115,12,12,19,18,124,121,192,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
1193,115,12,12,19,18,124,121,193,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
1194,115,12,12,19,18,124,121,194,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
1195,120,12,12,19,18,124,121,195,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
1196,120,12,12,19,18,124,121,196,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
1197,120,12,12,19,18,124,121,197,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
1198,125,12,12,19,18,124,121,198,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
1199,125,12,12,19,18,124,121,199,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
1200,129,12,12,19,18,124,121,200,<2;1002>,<1;1;1;1;0;0;0;0>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<1.05;1.155;1.314;1.575>,<<83010>;<83010>;<83010>;<83010>>,
2001,1,9,8,3,2,88,85,1,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2002,1,9,8,3,2,88,85,2,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2003,1,9,8,3,2,88,85,3,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2004,1,9,8,3,2,88,85,4,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2005,2,9,8,3,2,88,85,5,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2006,2,9,8,4,3,88,85,6,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2007,2,9,8,4,3,88,85,7,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2008,2,9,8,4,3,88,85,8,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2009,2,9,8,4,3,88,85,9,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2010,3,9,8,4,3,88,85,10,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2011,3,9,8,4,3,88,85,11,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2012,3,9,8,4,3,88,85,12,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2013,3,9,8,4,3,88,85,13,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2014,3,9,8,5,4,88,85,14,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2015,4,9,8,5,4,88,85,15,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2016,4,9,8,5,4,88,85,16,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2017,4,9,8,5,4,88,85,17,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2018,4,9,8,5,4,88,85,18,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2019,4,9,8,5,4,88,85,19,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2020,5,9,8,6,5,88,85,20,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2021,5,10,9,6,5,92,89,21,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
2022,5,10,9,6,5,92,89,22,<3;1003>,,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<1;1.1;1.25;1.5>,<<83020>;<83020>;<83020>;<83020>>,
