变量名,name,desc,quality,weight,duration,levelRange,award,extraAward,fightinPoints,cardNums,cardNatures,cardNatureRate,condition1,condition1Arg,rate1
默认值,"""""","""""",1,1,1,<1;100>,{},{},<1.0;1.5>,5,<>,50,0,{1=2},50
序号,任务名字,任务描述,品质,权值,时长(分钟),等级范围(左闭右闭),基础奖励,额外奖励,战力范围修正,上阵卡牌数量,卡牌元素类型,卡牌元素类型成功率,额外条件1 (1-星级;2-阶数;3-资质),额外条件1参数 ({星级/阶数/资质=数量}),成功率加成几率1
130,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,100,240,<70;74>,{gold=42000;2102=4},{2102=2;930=4},<0.9;1.1>,4,<14;16;18>,50,1,{6=2},50
131,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,100,240,<70;74>,{gold=42000;2102=4},{2102=2;gold=20000},<0.9;1.1>,4,<2;8;15>,50,2,{9=2},50
132,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,100,240,<70;74>,{gold=42000;2102=4},{2102=2;12=12},<0.9;1.1>,4,<6;12;16>,50,3,{3=2},50
133,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,100,300,<70;74>,{gold=52500;2103=2},{2103=1;930=5},<1.1;1.3>,4,<6;16;18>,50,1,{6=3},50
134,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,100,300,<70;74>,{gold=52500;2103=2},{2103=1;gold=30000},<1.1;1.3>,4,<12;16;18>,50,2,{9=3},50
135,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,100,300,<70;74>,{gold=52500;2103=2},{2103=1;12=15},<1.1;1.3>,4,<3;11;16>,50,3,{3=3},50
136,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,100,60,<75;79>,{gold=23000;2101=2},{2101=1;930=1},<0.4;0.6>,3,<7;13;5>,50,1,{6=1},50
137,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,100,60,<75;79>,{gold=23000;2101=2},{2101=1;gold=6000},<0.4;0.6>,3,<1;11;15>,50,2,{9=1},50
138,Waste sorting,Let's sort the waste in order to protect our environment.,1,100,60,<75;79>,{gold=23000;2101=2},{2101=1;12=5},<0.4;0.6>,3,<5;7;17>,50,3,{2=1},50
139,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,100,120,<75;79>,{gold=28750;2101=4},{2101=2;930=2},<0.5;0.7>,3,<3;8;18>,50,1,{6=1},50
140,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,100,120,<75;79>,{gold=28750;2101=4},{2101=2;gold=10000},<0.5;0.7>,3,<10;13;17>,50,2,{9=1},50
141,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,100,120,<75;79>,{gold=28750;2101=4},{2101=2;12=7},<0.5;0.7>,3,<10;17;5>,50,3,{2=1},50
142,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,100,180,<75;79>,{gold=34500;2102=2},{2102=1;930=3},<0.6;0.8>,3,<13;17;5>,50,1,{6=2},50
143,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,100,180,<75;79>,{gold=34500;2102=2},{2102=1;gold=16000},<0.6;0.8>,3,<2;8;16>,50,2,{9=2},50
144,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,100,180,<75;79>,{gold=34500;2102=2},{2102=1;12=10},<0.6;0.8>,3,<2;11;17>,50,3,{3=2},50
145,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,100,240,<75;79>,{gold=46000;2102=4},{2102=2;930=4},<0.9;1.1>,4,<4;10;15>,50,1,{6=2},50
146,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,100,240,<75;79>,{gold=46000;2102=4},{2102=2;gold=20000},<0.9;1.1>,4,<13;5;11>,50,2,{9=2},50
147,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,100,240,<75;79>,{gold=46000;2102=4},{2102=2;12=12},<0.9;1.1>,4,<17;5;14>,50,3,{3=2},50
148,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,100,300,<75;79>,{gold=57500;2103=2},{2103=1;930=5},<1.1;1.3>,4,<17;11;6>,50,1,{6=3},50
149,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,100,300,<75;79>,{gold=57500;2103=2},{2103=1;gold=30000},<1.1;1.3>,4,<1;11;17>,50,2,{9=3},50
150,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,100,300,<75;79>,{gold=57500;2103=2},{2103=1;12=15},<1.1;1.3>,4,<6;11;16>,50,3,{3=3},50
151,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,100,60,<80;84>,{gold=25000;2101=2},{2101=1;930=1},<0.4;0.6>,3,<5;11;14>,45,1,{7=1},55
152,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,100,60,<80;84>,{gold=25000;2101=2},{2101=1;gold=6000},<0.4;0.6>,3,<5;14;12>,45,2,{10=1},55
153,Waste sorting,Let's sort the waste in order to protect our environment.,1,100,60,<80;84>,{gold=25000;2101=2},{2101=1;12=5},<0.4;0.6>,3,<11;6;12>,45,3,{2=1},55
154,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,100,120,<80;84>,{gold=31250;2101=4},{2101=2;930=2},<0.5;0.7>,3,<5;7;13>,45,1,{7=1},55
155,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,100,120,<80;84>,{gold=31250;2101=4},{2101=2;gold=10000},<0.5;0.7>,3,<2;8;13>,45,2,{10=1},55
156,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,100,120,<80;84>,{gold=31250;2101=4},{2101=2;12=7},<0.5;0.7>,3,<11;12;16>,45,3,{2=1},55
157,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,100,180,<80;84>,{gold=37500;2102=2},{2102=1;930=3},<0.6;0.8>,3,<14;12;18>,45,1,{7=2},55
158,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,100,180,<80;84>,{gold=37500;2102=2},{2102=1;gold=16000},<0.6;0.8>,3,<14;16;18>,45,2,{10=2},55
159,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,100,180,<80;84>,{gold=37500;2102=2},{2102=1;12=10},<0.6;0.8>,3,<2;8;15>,45,3,{3=2},55
160,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,100,240,<80;84>,{gold=50000;2102=4},{2102=2;930=4},<0.9;1.1>,4,<6;12;16>,45,1,{7=2},55
161,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,100,240,<80;84>,{gold=50000;2102=4},{2102=2;gold=20000},<0.9;1.1>,4,<6;16;18>,45,2,{10=2},55
162,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,100,240,<80;84>,{gold=50000;2102=4},{2102=2;12=12},<0.9;1.1>,4,<12;16;18>,45,3,{3=2},55
163,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,100,300,<80;84>,{gold=62500;2103=2},{2103=1;930=5},<1.1;1.3>,4,<3;11;16>,45,1,{7=3},55
164,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,100,300,<80;84>,{gold=62500;2103=2},{2103=1;gold=30000},<1.1;1.3>,4,<7;13;5>,45,2,{10=3},55
165,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,100,300,<80;84>,{gold=62500;2103=2},{2103=1;12=15},<1.1;1.3>,4,<1;11;15>,45,3,{3=3},55
166,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,100,60,<85;89>,{gold=27000;2101=2},{2101=1;930=1},<0.4;0.6>,3,<5;7;17>,45,1,{7=1},55
167,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,100,60,<85;89>,{gold=27000;2101=2},{2101=1;gold=6000},<0.4;0.6>,3,<3;8;18>,45,2,{10=1},55
168,Waste sorting,Let's sort the waste in order to protect our environment.,1,100,60,<85;89>,{gold=27000;2101=2},{2101=1;12=5},<0.4;0.6>,3,<10;13;17>,45,3,{2=1},55
169,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,100,120,<85;89>,{gold=33750;2101=4},{2101=2;930=2},<0.5;0.7>,3,<10;17;5>,45,1,{7=1},55
170,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,100,120,<85;89>,{gold=33750;2101=4},{2101=2;gold=10000},<0.5;0.7>,3,<13;17;5>,45,2,{10=1},55
171,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,100,120,<85;89>,{gold=33750;2101=4},{2101=2;12=7},<0.5;0.7>,3,<2;8;16>,45,3,{2=1},55
172,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,100,180,<85;89>,{gold=40500;2102=2},{2102=1;930=3},<0.6;0.8>,3,<2;11;17>,45,1,{7=2},55
173,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,100,180,<85;89>,{gold=40500;2102=2},{2102=1;gold=16000},<0.6;0.8>,3,<4;10;15>,45,2,{10=2},55
174,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,100,180,<85;89>,{gold=40500;2102=2},{2102=1;12=10},<0.6;0.8>,3,<13;5;11>,45,3,{3=2},55
175,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,100,240,<85;89>,{gold=54000;2102=4},{2102=2;930=4},<0.9;1.1>,4,<17;5;14>,45,1,{7=2},55
176,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,100,240,<85;89>,{gold=54000;2102=4},{2102=2;gold=20000},<0.9;1.1>,4,<17;11;6>,45,2,{10=2},55
177,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,100,240,<85;89>,{gold=54000;2102=4},{2102=2;12=12},<0.9;1.1>,4,<1;11;17>,45,3,{3=2},55
178,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,100,300,<85;89>,{gold=67500;2103=2},{2103=1;930=5},<1.1;1.3>,4,<6;11;16>,45,1,{7=3},55
179,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,100,300,<85;89>,{gold=67500;2103=2},{2103=1;gold=30000},<1.1;1.3>,4,<5;11;14>,45,2,{10=3},55
180,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,100,300,<85;89>,{gold=67500;2103=2},{2103=1;12=15},<1.1;1.3>,4,<5;14;12>,45,3,{3=3},55
181,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,100,60,<90;94>,{gold=29000;2101=2},{2101=1;930=1},<0.4;0.6>,3,<11;6;12>,45,1,{8=1},55
182,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,100,60,<90;94>,{gold=29000;2101=2},{2101=1;gold=6000},<0.4;0.6>,3,<5;7;13>,45,2,{11=1},55
183,Waste sorting,Let's sort the waste in order to protect our environment.,1,100,60,<90;94>,{gold=29000;2101=2},{2101=1;12=5},<0.4;0.6>,3,<2;8;13>,45,3,{2=1},55
184,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,100,120,<90;94>,{gold=36250;2101=4},{2101=2;930=2},<0.5;0.7>,3,<11;12;16>,45,1,{8=1},55
185,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,100,120,<90;94>,{gold=36250;2101=4},{2101=2;gold=10000},<0.5;0.7>,3,<14;12;18>,45,2,{11=1},55
186,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,100,120,<90;94>,{gold=36250;2101=4},{2101=2;12=7},<0.5;0.7>,3,<14;16;18>,45,3,{2=1},55
187,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,100,180,<90;94>,{gold=43500;2102=2},{2102=1;930=3},<0.6;0.8>,3,<2;8;15>,45,1,{8=2},55
188,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,100,180,<90;94>,{gold=43500;2102=2},{2102=1;gold=16000},<0.6;0.8>,3,<6;12;16>,45,2,{11=2},55
189,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,100,180,<90;94>,{gold=43500;2102=2},{2102=1;12=10},<0.6;0.8>,3,<6;16;18>,45,3,{3=2},55
190,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,100,240,<90;94>,{gold=58000;2102=4},{2102=2;930=4},<0.9;1.1>,4,<12;16;18>,45,1,{8=2},55
191,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,100,240,<90;94>,{gold=58000;2102=4},{2102=2;gold=20000},<0.9;1.1>,4,<3;11;16>,45,2,{11=2},55
192,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,100,240,<90;94>,{gold=58000;2102=4},{2102=2;12=12},<0.9;1.1>,4,<7;13;5>,45,3,{3=2},55
193,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,100,300,<90;94>,{gold=72500;2103=2},{2103=1;930=5},<1.1;1.3>,4,<1;11;15>,45,1,{8=3},55
194,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,100,300,<90;94>,{gold=72500;2103=2},{2103=1;gold=30000},<1.1;1.3>,4,<5;7;17>,45,2,{11=3},55
195,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,100,300,<90;94>,{gold=72500;2103=2},{2103=1;12=15},<1.1;1.3>,4,<3;8;18>,45,3,{3=3},55
196,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,100,60,<95;99>,{gold=31000;2101=2},{2101=1;930=1},<0.4;0.6>,3,<10;13;17>,45,1,{8=1},55
197,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,100,60,<95;99>,{gold=31000;2101=2},{2101=1;gold=6000},<0.4;0.6>,3,<10;17;5>,45,2,{11=1},55
198,Waste sorting,Let's sort the waste in order to protect our environment.,1,100,60,<95;99>,{gold=31000;2101=2},{2101=1;12=5},<0.4;0.6>,3,<13;17;5>,45,3,{2=1},55
199,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,100,120,<95;99>,{gold=38750;2101=4},{2101=2;930=2},<0.5;0.7>,3,<2;8;16>,45,1,{8=1},55
200,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,100,120,<95;99>,{gold=38750;2101=4},{2101=2;gold=10000},<0.5;0.7>,3,<2;11;17>,45,2,{11=1},55
201,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,100,120,<95;99>,{gold=38750;2101=4},{2101=2;12=7},<0.5;0.7>,3,<4;10;15>,45,3,{2=1},55
202,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,100,180,<95;99>,{gold=46500;2102=2},{2102=1;930=3},<0.6;0.8>,3,<13;5;11>,45,1,{8=2},55
203,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,100,180,<95;99>,{gold=46500;2102=2},{2102=1;gold=16000},<0.6;0.8>,3,<17;5;14>,45,2,{11=2},55
204,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,100,180,<95;99>,{gold=46500;2102=2},{2102=1;12=10},<0.6;0.8>,3,<17;11;6>,45,3,{3=2},55
205,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,100,240,<95;99>,{gold=62000;2102=4},{2102=2;930=4},<0.9;1.1>,4,<1;11;17>,45,1,{8=2},55
206,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,100,240,<95;99>,{gold=62000;2102=4},{2102=2;gold=20000},<0.9;1.1>,4,<6;11;16>,45,2,{11=2},55
207,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,100,240,<95;99>,{gold=62000;2102=4},{2102=2;12=12},<0.9;1.1>,4,<5;11;14>,45,3,{3=2},55
208,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,100,300,<95;99>,{gold=77500;2103=2},{2103=1;930=5},<1.1;1.3>,4,<5;14;12>,45,1,{8=3},55
209,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,100,300,<95;99>,{gold=77500;2103=2},{2103=1;gold=30000},<1.1;1.3>,4,<11;6;12>,45,2,{11=3},55
210,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,100,300,<95;99>,{gold=77500;2103=2},{2103=1;12=15},<1.1;1.3>,4,<5;7;13>,45,3,{3=3},55
211,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,100,60,<100;104>,{gold=33000;2101=2},{2101=1;930=1},<0.4;0.6>,3,<2;8;13>,40,1,{9=1},60
212,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,100,60,<100;104>,{gold=33000;2101=2},{2101=1;gold=6000},<0.4;0.6>,3,<11;12;16>,40,2,{12=1},60
213,Waste sorting,Let's sort the waste in order to protect our environment.,1,100,60,<100;104>,{gold=33000;2101=2},{2101=1;12=5},<0.4;0.6>,3,<14;12;18>,40,3,{2=1},60
214,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,100,120,<100;104>,{gold=41250;2101=4},{2101=2;930=2},<0.5;0.7>,3,<14;16;18>,40,1,{9=1},60
215,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,100,120,<100;104>,{gold=41250;2101=4},{2101=2;gold=10000},<0.5;0.7>,3,<2;8;15>,40,2,{12=1},60
216,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,100,120,<100;104>,{gold=41250;2101=4},{2101=2;12=7},<0.5;0.7>,3,<6;12;16>,40,3,{2=1},60
217,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,100,180,<100;104>,{gold=49500;2102=2},{2102=1;930=3},<0.6;0.8>,3,<6;16;18>,40,1,{9=2},60
218,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,100,180,<100;104>,{gold=49500;2102=2},{2102=1;gold=16000},<0.6;0.8>,3,<12;16;18>,40,2,{12=2},60
219,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,100,180,<100;104>,{gold=49500;2102=2},{2102=1;12=10},<0.6;0.8>,3,<3;11;16>,40,3,{3=2},60
220,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,100,240,<100;104>,{gold=66000;2102=4},{2102=2;930=4},<0.9;1.1>,4,<7;13;5>,40,1,{9=2},60
221,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,100,240,<100;104>,{gold=66000;2102=4},{2102=2;gold=20000},<0.9;1.1>,4,<1;11;15>,40,2,{12=2},60
222,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,100,240,<100;104>,{gold=66000;2102=4},{2102=2;12=12},<0.9;1.1>,4,<5;7;17>,40,3,{3=2},60
223,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,100,300,<100;104>,{gold=82500;2103=2},{2103=1;930=5},<1.1;1.3>,4,<3;8;18>,40,1,{9=3},60
224,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,100,300,<100;104>,{gold=82500;2103=2},{2103=1;gold=30000},<1.1;1.3>,4,<10;13;17>,40,2,{12=3},60
