变量名,name,weight,price,resScale,findDesc,filterTarget,showInHandBook,pvpShowInHandBook,defence,cardEffect,hp,attack,nature1,rarity,logo,res,starUnlock,specialTarget,desc,actionTimes,equipSlots,resPos,buffid,keyWords,findBuff,nature2
316001,狃拉,,2,,,,,,,【连击】：【晕眩】目标并偷取其$(2*star)$点生命,6*self:star(),1*self:star(),16,,config/portrait/speedranktouxiang/img_215_nl@.png,config/big_hero/normal/img_215_nl@.png,,,,,,,<31600100;100010;100020;100030>,<【连击】;【晕眩】>,,6
316002,勾魂眼,,2,,,,,,,【隐匿】\n攻击前偷取目标$(1*star)$点攻击,6*self:star(),1*self:star(),16,,config/portrait/speedranktouxiang/img_302_ghy@.png,config/big_hero/normal/img_302_ghy@.png,,,,,,,<31600200;100010;100020;100030>,<【隐匿】>,,14
316003,戴鲁比,,3,,,,,,,【应激】：偷取随机敌人$(3*star)$点攻击，然后对其造成N点技能伤害（N为自身攻击）,6*self:star(),4*self:star(),16,2,config/portrait/speedranktouxiang/img_228_dlb@.png,config/big_hero/normal/img_228_dlb@.png,,,,,,,<31600300;100010;100020;100030>,<【应激】>,,2
316004,单首龙,,3,,,,,,,【应激】：从每个敌方精灵偷取$(2*star)$点生命,6*self:star(),2*self:star(),16,2,config/portrait/speedranktouxiang/img_633_dsl@.png,config/big_hero/normal/img_633_dsl@.png,,,,,,,<31600400;100010;100020;100030>,<【应激】>,,15
316005,阿勃梭鲁,,4,,,,,,,【光环】：敌方精灵生命降低时，降低其$(3*star)$点攻击,6*self:star(),5*self:star(),16,3,config/portrait/speedranktouxiang/img_359_absl@.png,config/big_hero/normal/img_359_absl@.png,,,,,,,<31600500;100010;100020;100030>,<【光环】>,,
316006,捣蛋小妖,,4,,,,,,,受到攻击后，偷取攻击者$(3*star)$点攻击，然后【治疗】自身N点生命（N为自身攻击）,12*self:star(),0*self:star(),16,3,config/portrait/speedranktouxiang/img_859_ddxy@.png,config/big_hero/normal/img_859_ddxy@.png,,,,,,,<31600600;100010;100020;100030>,<【治疗】>,,18
316007,索罗亚,,5,,,,,,,【先机】：【变形】为距离最近的敌方的初始复制，星级为$(star)$，并偷取其一半的攻击和生命,4*self:star(),4*self:star(),16,4,config/portrait/speedranktouxiang/img_570_sly@.png,config/big_hero/normal/img_570_sly@.png,,,,,,,<31600700;100010;100020;100030>,<【先机】;【变形】>,,
316008,恶食大王,,5,,,,,,,【击破】：永久获得阵亡目标$(0.5*star)$倍属性,6*self:star(),6*self:star(),16,4,config/portrait/speedranktouxiang/img_799_esdw@.png,config/big_hero/normal/img_799_esdw@.png,,,,,,,<31600800;100010;100020;100030>,<【击破】>,,15
316009,达克莱伊,,6,,,,,,,【光环】：敌方被添加【晕眩】时，降低其$(6*star)$点攻击，若其攻击为0，直接将其【消灭】\n行动后【晕眩】所有敌人,14*self:star(),6*self:star(),16,5,config/portrait/speedranktouxiang/img_491_dkly@.png,config/big_hero/normal/img_491_dkly@.png,,,,,,,<31600900;100010;100020;100030>,<【光环】;【晕眩】;【消灭】>,,
316010,伊裴尔塔尔,,6,,,,,,,任意其他精灵行动前，偷取其$(2*star)$点生命（每次精灵阵亡，额外+$(2*star)$#HIDE#（当前偷取$(1+self:getBuffOverlayCount(1600107))*2*star$）#HIDE#）\n自身攻击与生命相同,20*self:star(),0*self:star(),16,5,config/portrait/speedranktouxiang/img_717_ypete@.png,config/big_hero/normal/img_717_ypete@.png,,,,,,,<31601000;100010;100020;100030>,,,10
317001,齿轮儿,,2,,,,,TRUE,1*self:star(),【光环】：己方精灵行动前，+$(1*star)$护甲,1*self:star(),1*self:star(),17,,config/portrait/speedranktouxiang/img_599_cle@.png,config/big_hero/normal/img_599_cle@.png,,,,,,,<31700100;100010;100020;100030>,<【光环】>,,
317002,小磁怪,,2,1.6,,,,TRUE,,【应激】：己方其他精灵+1护甲，触发$(1*star)$次,4*self:star(),1*self:star(),5,,config/portrait/speedranktouxiang/img_81_xcg@.png,config/big_hero/normal/img_81_xcg@.png,,,,,,{x=40;y=-50},<31700200;100010;100020;100030>,<【应激】>,,17
317003,独剑鞘,,3,,,,,TRUE,6*self:star(),【守卫】\n受到攻击后，为己方随机$(1*star)$个精灵+$(2*star)$护甲,1*self:star(),2*self:star(),17,2,config/portrait/speedranktouxiang/img_679_djq@.png,config/big_hero/normal/img_679_djq@.png,,,,,,,<31700300;100010;100020;100030>,<【守卫】>,,14
317004,铁哑铃,,3,,,,,TRUE,1*self:star(),【坚甲】\n战斗中，自身获得护甲时，+$(2*star)$攻击,6*self:star(),2*self:star(),17,2,config/portrait/speedranktouxiang/img_374_tyl@.png,config/big_hero/normal/img_374_tyl@.png,,,,,,{x=90;y=-50},<31700400;100010;100020;100030>,<【坚甲】>,,11
317005,雷吉斯奇鲁,,4,,,,,TRUE,,战斗中，自身获得护甲时，对生命最低敌方造成$(3*star)$点技能伤害,6*self:star(),3*self:star(),17,3,config/portrait/speedranktouxiang/img_379_ljsql@.png,config/big_hero/normal/img_379_ljsql@.png,,,,,,,<31700500;100010;100020;100030>,,,
317006,勾帕路翁,,4,,,,,TRUE,4*self:star(),【计时】1：己方精灵永久+$(3*star)$护甲,4*self:star(),4*self:star(),17,3,config/portrait/speedranktouxiang/img_638_gplw@.png,config/big_hero/normal/img_638_gplw@.png,,,,,,,<31700600;100010;100020;100030>,<【计时】>,,7
317007,可可多拉,,5,,,,,TRUE,4*self:star(),【连击】：己方精灵+$(4*star)$护甲,6*self:star(),6*self:star(),17,4,config/portrait/speedranktouxiang/img_304_kkdl@.png,config/big_hero/normal/img_304_kkdl@.png,,,,,,,<31700700;100010;100020;100030>,<【连击】>,,13
317008,铁火辉夜,,5,,,,,TRUE,10*self:star(),行动后，返回手牌并令己方精灵+$(10*star)$护甲\n【先机】：获得1次行动,2*self:star(),4*self:star(),17,4,config/portrait/speedranktouxiang/img_797_thhy@.png,config/big_hero/normal/img_797_thhy@.png,,,,,,,<31700800;100010;100020;100030>,<【先机】>,,10
317009,垒磊石,,5,,,,,TRUE,2*self:star(),【光环】：己方精灵获得护甲时，额外获得$(1*star)$次,10*self:star(),4*self:star(),13,4,config/portrait/speedranktouxiang/img_805_lls@.png,config/big_hero/normal/img_805_lls@.png,,,,,,,<31700900;100010;100020;100030>,<【光环】>,,17
317011,帝牙卢卡,,6,,,,,TRUE,8*self:star(),己方精灵的【计时】效果额外触发$(1*star)$次,4*self:star(),8*self:star(),17,5,config/portrait/speedranktouxiang/img_483_dylk@.png,config/big_hero/normal/img_483_dylk@.png,,,,,,,<31701100;100010;100020;100030>,<【计时】>,,15
317012,玛机雅娜,,6,,,,,TRUE,4*self:star(),【光环】：己方精灵获得【坚甲】，己方精灵受到攻击后给$(1*star)$个己方精灵+1护甲,8*self:star(),8*self:star(),17,5,config/portrait/speedranktouxiang/img_801_mjyn@.png,config/big_hero/normal/img_801_mjyn@.png,,,,,,,<31701200;100010;100020;100030>,<【光环】;【坚甲】>,,18
317013,美录坦,,6,,,,,TRUE,20*self:star(),自身失去护甲时，获得N点攻击和生命（N为$(0.5*star)$倍失去的护甲值）\n己方精灵行动前，自身+$(3*star)$护甲,1*self:star(),0*self:star(),17,5,config/portrait/speedranktouxiang/img_808_mlt@.png,config/big_hero/normal/img_808_mlt@.png,,,,,,,<31701300;100010;100020;100030>,,,
317014,大吾超级巨金怪,,6,,,,,,,【守卫】\n【先机】/受到攻击后：偷取其他非同名精灵的护甲，然后将N点技能伤害均分给所有敌方（N为自身$(0.5*star)$倍护甲值）,20*self:star(),0*self:star(),17,5,config/portrait/speedranktouxiang/img_376_sgcjjjg@.png,config/big_hero/normal/img_376_sgcjjjg@.png,,,,,,,<31701400;100010;100020;100030>,<【守卫】;【先机】>,,11
317015,盖诺赛克特,,6,,,,,,,【击破】：获得N点护甲并获得1次行动（N为$(0.5*star)$倍自身攻击）,,,12,5,config/portrait/speedranktouxiang/img_649_gnskt@.png,config/big_hero/normal/img_649_gnskt@.png,,,,,,,<31701500;100010;100020;100030>,<【击破】>,,17
317016,索尔迦雷欧,,6,,,,,,,,,,11,5,config/portrait/speedranktouxiang/img_791_sejlo@.png,config/big_hero/normal/img_791_sejlo@.png,,,,,,,<31701600;100010;100020;100030>,,,17
318001,哲尔尼亚斯,,6,,,,,TRUE,,【连击】：为己方全体【治疗】$(3*star)$点生命，触发$(star)$次,6*self:star(),6*self:star(),18,5,config/portrait/speedranktouxiang/img_716_zenys@.png,config/big_hero/normal/img_716_zenys@.png,,,,,,,<31800100;100010;100020;100030>,<【连击】;【治疗】>,,
318002,蒂安希,,6,,选择一个己方精灵使其永久获得【守卫】,TRUE,,TRUE,,【登场】：选择一个其他精灵永久获得【守卫】\n【光环】：【守卫】精灵受到攻击后，所有【守卫】精灵【治疗】$(6*star)$生命,12*self:star(),3*self:star(),13,5,config/portrait/speedranktouxiang/img_719_dax@.png,config/big_hero/normal/img_719_dax@.png,,,,,,,<31800202;100010;100020;100030>,<【登场】;【守卫】;【光环】;【治疗】>,<31800200>,18
318003,苍响,,6,,,,,TRUE,,【复苏】：对随机$(star)$个敌方造成N点技能伤害（N为$(star)$倍治疗量）,4*self:star(),8*self:star(),18,5,config/portrait/speedranktouxiang/img_888_cx@.png,config/big_hero/normal/img_888_cx@.png,,,,,,,<31800300;100010;100020;100030>,<【复苏】>,,
318004,闪光超级沙奈朵,,6,,,,,TRUE,,【先机】：【魅惑】随机$(star)$个敌人\n【光环】：双方被【魅惑】精灵阵亡时，自身获得其$(0.5*star)$倍攻击和生命,6*self:star(),6*self:star(),11,5,config/portrait/speedranktouxiang/img_282_sgcjsnd@.png,config/big_hero/normal/img_282_sgcjsnd@.png,,,,,,,<31800400;100010;100020;100030>,<【先机】;【光环】;【魅惑】>,,18
318005,魔尼尼,,3,,,,,TRUE,,【复苏】：+$(3*star)$攻击并获得【护盾】,6*self:star(),1*self:star(),11,2,config/portrait/speedranktouxiang/img_439_mnn@.png,config/big_hero/normal/img_439_mnn@.png,,,,,,{x=50;y=50},<31800500;100010;100020;100030>,<【复苏】;【护盾】>,,18
318006,波克比,,5,,,,,TRUE,,【光环】：己方【复苏】效果触发时令其+N攻击和生命（N为$(0.5*star)$倍治疗量）,4*self:star(),4*self:star(),18,4,config/portrait/speedranktouxiang/img_175_bkb@.png,config/big_hero/normal/img_175_bkb@.png,,,,,,,<31800600;100010;100020;100030>,<【光环】;【复苏】>,,
318007,拉鲁拉丝,,3,,,,,TRUE,,【濒死】：【魅惑】随机$(star)$个敌人,2*self:star(),4*self:star(),11,2,config/portrait/speedranktouxiang/img_280_llls@.png,config/big_hero/normal/img_280_llls@.png,,,,,,,<31800700;100010;100020;100030>,<【濒死】;【魅惑】>,,18
318008,花蓓蓓,,5,,,,,TRUE,,【光环】：己方精灵受到【治疗】时，使本次治疗量额外提升$(0.5*star)$倍,7*self:star(),2*self:star(),18,4,config/portrait/speedranktouxiang/img_669_hbb@.png,config/big_hero/normal/img_669_hbb@.png,,,,,,,<31800800;100010;100020;100030>,<【光环】;【治疗】>,,
318009,卡璞·鸣鸣,,4,,,,,TRUE,,【复苏】：对随机敌人造成$(5*star)$点穿甲技能伤害,5*self:star(),4*self:star(),5,3,config/portrait/speedranktouxiang/img_785_kpmm@.png,config/big_hero/normal/img_785_kpmm@.png,,,,,,,<31800900;100010;100020;100030>,<【复苏】>,,18
318010,卡璞·蝶蝶,,4,,,,,TRUE,,【复苏】：【魅惑】1个敌人并令其降低$(5*star)$生命,5*self:star(),4*self:star(),11,3,config/portrait/speedranktouxiang/img_786_kpdd@.png,config/big_hero/normal/img_786_kpdd@.png,,,,,,,<31801000;100010;100020;100030>,<【复苏】;【魅惑】>,,18
318011,卡璞·哞哞,,4,,,,,TRUE,,【复苏】：对$(1*star)$个己方使用1张【生长】,5*self:star(),4*self:star(),4,3,config/portrait/speedranktouxiang/img_786_kpmm@.png,config/big_hero/normal/img_786_kpmm@.png,,,,,,,<31801100;100010;100020;100030>,<【复苏】;【生长】>,,18
318012,卡璞·鳍鳍,,4,,,,,TRUE,,【复苏】：令$(1*star)$个己方获得【护盾】,5*self:star(),4*self:star(),3,3,config/portrait/speedranktouxiang/img_787_kpqq@.png,config/big_hero/normal/img_787_kpqq@.png,,,,,,,<31801200;100010;100020;100030>,<【复苏】;【护盾】>,,18
318013,小锻匠,,3,1.7,,,,TRUE,,【复苏】：令己方随机$(1*star)$个精灵+$(2*star)$护甲,5*self:star(),4*self:star(),18,2,config/portrait/speedranktouxiang/img_957_xdj@.png,config/big_hero/normal/img_957_xdj@.png,,,,,,,<31801300;100010;100020;100030>,<【复苏】>,,17
318014,皮宝宝,,2,1.7,,,,TRUE,,受到攻击后【治疗】己方精灵$(3*star)$点生命,6*self:star(),0,18,,config/portrait/speedranktouxiang/img_173_pbb@.png,config/big_hero/normal/img_173_pbb@.png,,,,,,{x=30;y=0},<31801400;100010;100020;100030>,<【治疗】>,,
318015,绵绵泡芙,,2,,,,,TRUE,,【复苏】：永久+$(1*star)$攻击，永久+$(1*star)$护甲,1*self:star(),1*self:star(),18,,config/portrait/speedranktouxiang/img_684_mmpf@.png,config/big_hero/normal/img_684_mmpf@.png,,,,,,,<31801500;100010;100020;100030>,<【复苏】>,,
318016,捣蛋小妖,,2,,,,,TRUE,,受到攻击后，偷取攻击者$(star)$点攻击，然后【治疗】自身N点生命（N为自身攻击）,6*self:star(),0,16,,config/portrait/speedranktouxiang/img_859_ddxy@.png,config/big_hero/normal/img_859_ddxy@.png,,,,,,,<31801600;100010;100020;100030>,<【治疗】>,,18
