变量名,name,easyEffectFunc,time,immuneType,overlayLimit,overlayType,combineArgs,groupPower,skillTimePos,equipBond,isShow,group,immuneBuff,dispelBuff,dispelType,specialVal,triggerBehaviors,specialEffect,specialTarget,triggerPriority
101800,Persian,,99,,1,,,,,,,,,,,,{1={funcArgs=<<2>;<{caster=1;value=math.floor(target:star()*getGoldNum());holder=1;cfgId=101801}>;<{caster=1;value=math.floor(target:star()*getGoldNum());holder=1;cfgId=101802}>>;triggerPoint=3;effectFuncs=<playEffect;castBuff;castBuff>}},,,
101801,Persian,attack,99,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
101802,Persian,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
101811,Rusted Shield,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{bond=1;caster=1;value=0;holder=1;cfgId=101812}>;<{bond=1;caster=1;value=0;holder=1;cfgId=101813}>;<{bond=1;caster=1;value=0;holder=1;cfgId=101814}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff>};2={funcArgs=<<{bond=1;caster=1;value=0;holder=1;cfgId=101812}>;<{bond=1;caster=1;value=0;holder=1;cfgId=101813}>;<{bond=1;caster=1;value=0;holder=1;cfgId=101814}>>;onSomeFlag=<target:inField()>;triggerPoint=33;effectFuncs=<castBuff;castBuff;castBuff>}},,,
101812,Rusted Shield,divineShield,,,1,,TRUE,,,TRUE,TRUE,<126;34;36>,,,,,,{0=1005},,
101813,Rusted Shield,protector,99,,1,1,TRUE,,,TRUE,TRUE,<123;34;36>,,,,,,{0=1002},,
101814,Rusted Shield,thorn,99,,1,1,TRUE,,,TRUE,TRUE,<133;34;36>,,,,,,{0=1022},,
101900,Swablu,,99,,1,,,,,,,,,,,,{1={funcArgs=<<2>;<{cfgId=101901;prob=target:star()==1 and 1 or 0;value=<c.cards2_cards3();1;1;1>;holder=3;caster=2}>;<{cfgId=101901;prob=target:star()==2 and 1 or 0;value=<c.cards2_cards3_cards4();1;1;1>;holder=3;caster=2}>;<{cfgId=101901;prob=target:star()==4 and 1 or 0;value=<c.cards2_cards3_cards4_cards5_cards6();1;1;1>;holder=3;caster=2}>>;triggerPoint=3;effectFuncs=<playEffect;castBuff;castBuff;castBuff>}},,,
101901,Swablu,getCard,,,1,1,,,,,,,,,,,,,,
101911,Poke Flute,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=101912}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
101912,Poke Flute,specialAction,99,,1,1,TRUE,,,TRUE,,,,,,,"{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=-math.ceil(target:attack()*0.5);holder=2;cfgId=101915}>;<{caster=2;value=<2;1>;holder={process=field|random(1);input=enemyForce|nodead};cfgId=101913}>;<{prob=target2:hasBuffGroup(119) and 1 or 0;cfgId=101914;value=5;holder=6;caster=2}>>;onSomeFlag=<target:inField() and more(target:attack(),0)>;triggerPoint=99;effectFuncs=<castBuff;castBuff;castBuff>}}",,,
101913,Poke Flute,stun,,,1,1,TRUE,,,TRUE,TRUE,<119;34;35>,,,,,,{0=1003},,
101914,Poke Flute,buffDamage,,,1,1,,,,TRUE,,<30>,,,,<{processId=4}>,,,,
101915,Poke Flute,attack,,,99,2,TRUE,,,,,<24;25;34;35>,,,,,,,,
102000,Altaria,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=102001}>;<{caster=1;value=0;holder={process=field|left(1);input=selfForce|nodead};cfgId=102001}>>;onSomeFlag=<target:inField()>;triggerPoint=25;effectFuncs=<castBuff;castBuff>}},,,
102001,Altaria,backToHand,,,1,1,,,,,,,,,,,{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=self:star()*3;holder=1;cfgId=102002}>;<{caster=2;value=self:star()*3;holder=1;cfgId=102003}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
102002,Altaria,attack,99,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
102003,Altaria,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
102011,Power Bracelet,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=102012}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
102012,Power Bracelet,quickStrike,99,,1,1,TRUE,,,TRUE,,<129;34;36>,,,,<beAttacked:hasBuffGroup(119)>,,,,
102100,Pidgey,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=102101}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
102101,Pidgey,backToHand,,,1,1,,,,,,,,,,,,,,
102111,Dynamax Band,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=target:attack();holder=1;cfgId=102112}>;<{caster=2;value=target:hpMax();holder=1;cfgId=102113}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
102112,Dynamax Band,attack,99,,99,2,TRUE,,,TRUE,,<10;11;34;36>,,,,,,,,
102113,Dynamax Band,hpMax,99,,99,2,TRUE,,,TRUE,,<10;13;34;36>,,,,,,,,
102200,Farfetch'd,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<2>;<{caster=1;value=<2;1>;holder=9;cfgId=102201}>;<{caster=1;value=target:star()*5;holder=1;cfgId=102202}>>;onSomeFlag=<target:inField()>;triggerPoint=32;effectFuncs=<playEffect;castBuff;castBuff>}},,,
102201,Farfetch'd,stun,,,1,1,TRUE,,,,TRUE,<119;34;35>,,,,,,{0=1003},,
102202,Farfetch'd,heal,,,1,1,,,,,TRUE,<127>,,,,,,{0=1006},,
102211,Professor's Mask,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=target:attack();holder=1;cfgId=102212}>;<{caster=1;value=target:hpMax();holder=1;cfgId=102213}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
102212,Professor's Mask,,99,2,1,1,,,,TRUE,,,<119;135>,,,,,,,
102300,Spearow,,99,,1,,,,,,,,,,,,{1={funcArgs=<<2>;<{caster=3;value=math.floor(target:star()*self2:lostHp());holder=1;cfgId=102301}>;<{caster=3;value=math.floor(target:star()*self2:lostHp());holder=1;cfgId=102302}>>;triggerPoint=3;effectFuncs=<playEffect;castBuff;castBuff>}},,,
102301,Spearow,attack,,,99,2,TRUE,,,,,<20;21;34;36>,,,,,,,,
102302,Spearow,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
102311,Choice Specs,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=102312}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>}},,,
102312,Choice Specs,changeAttackTarget,99,,1,1,TRUE,,,TRUE,,<122>,,,,<30>,,,{process=field|near;input=enemyForce|nodead},
102411,Treasure Sensor,,99,,1,,,,,TRUE,,,,,,,"{1={funcArgs=<<{caster=1;value=<c.allEvents();1>;holder=3;cfgId=102412}>;<{caster=1;value=0;holder=3;cfgId=102413}>>;onSomeFlag=<target:inField() and less(selfTrainer:getBuffOverlayCount(102413),10)>;triggerPoint=208;effectFuncs=<castBuff;castBuff>}}",,,
102412,Treasure Sensor,getCard,,,1,1,,,,TRUE,,,,,,,,,,
102413,Treasure Sensor,,99,,99,2,,,,,,,,,,,,,,
102511,Metal Coat,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{bond=1;caster=1;value=0;holder=1;cfgId=102512}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=2;value=3;holder=1;cfgId=102513}>>;onSomeFlag=<target:inField()>;triggerPoint=9;effectFuncs=<castBuff>}},,,
102512,Metal Coat,protector,99,,1,1,TRUE,,,TRUE,TRUE,<123;34;36>,,,,,,{0=1002},,
102513,Metal Coat,defence,99,,99,2,TRUE,,,,,<10;12;34;36>,,,,,,,,
102611,Bulb,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=1;holder=1;cfgId=102612}>>;onSomeFlag=<target:inField()>;triggerPoint=9;effectFuncs=<castBuff>}},,,
102612,Bulb,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
102711,Spell Tag,,99,,1,1,,,,TRUE,,<114>,,,,,{1={funcArgs=<<{bond=1;caster=1;value=0;holder=1;cfgId=102712}>>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=1;value=0;holder={process=field|random(1);input=enemyForce|nodead};cfgId=102713}>>;onSomeFlag=<target:inField()>;triggerPoint=204;effectFuncs=<castBuff>};3={funcArgs=<<{caster=1;value=0;holder=1;cfgId=102712}>>;onSomeFlag=<target:inField()>;triggerPoint=33;effectFuncs=<castBuff>}},,,
102712,Spell Tag,oneHitKill,99,,1,,,,,TRUE,TRUE,<144;34;35>,,,,,,{0=1009},,
102713,Spell Tag,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=102714}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>}},,,
102714,Spell Tag,,,,1,1,,,,,,<114>,,,,,{1={funcArgs=<<{bond=1;caster=1;value=0;holder=1;cfgId=102712}>>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=1;value=0;holder={process=field|random(1);input=enemyForce|nodead};cfgId=102713}>>;onSomeFlag=<target:inField()>;triggerPoint=204;effectFuncs=<castBuff>}},,,
102811,Mystic Water,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=8;holder=1;cfgId=102812}>>;onSomeFlag=<target:hp()==target:hpMax()>;triggerPoint=32;effectFuncs=<castBuff>}},,,
102812,Mystic Water,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
102911,Swift Bell,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=102912}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
102912,Swift Bell,auraEffect,99,,1,1,TRUE,,,TRUE,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=1;cfgId=102913;value=0;holder=18;prob=(target2:team()==target:team()) and  1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
102913,Swift Bell,,99,,99,2,,,,TRUE,,,,,,,"{1={funcArgs=<<{ignoreAura=1;cfgId=102914;value=0;holder=2;caster=2}>>;onSomeFlag=<less(target:attack(),self:attack())>;triggerPoint=231;effectFuncs=<castBuff>}}",,,
102914,Swift Bell,newAction,,,99,2,TRUE,,,,,,,,,,,,,
103011,Sturdy Bell,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=103012}>;<{caster=1;value=0;holder=1;cfgId=103015}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
103012,Sturdy Bell,auraEffect,99,,1,1,TRUE,,,TRUE,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=1;cfgId=103013;value=0;holder=18;prob=(target2:team()==target:team()) and  1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
103013,Sturdy Bell,,99,,99,2,,,,TRUE,,,,,,,"{1={funcArgs=<<{ignoreAura=1;cfgId=103014;value=8;holder=2;caster=2}>>;onSomeFlag=<less(target:attack(),self:attack())>;triggerPoint=231;effectFuncs=<castBuff>}}",,,
103014,Sturdy Bell,defence,,,99,2,TRUE,,,,,<20;22;34;36>,,,,,,,,
103015,Sturdy Bell,shieldEX,99,,1,1,TRUE,,,TRUE,TRUE,<132;34;36>,,,,,,{0=1016},,
103111,Bond Bell,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=103112}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
103112,Bond Bell,auraEffect,99,,1,1,TRUE,,,TRUE,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=1;cfgId=103113;value=0;holder=18;prob=(target2:team()==target:team()) and  1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
103113,Bond Bell,,99,,99,2,,,,TRUE,,,,,,,"{1={funcArgs=<<{ignoreAura=1;cfgId=103114;value=5;holder=2;caster=2}>;<{ignoreAura=1;cfgId=103114;value=5;holder=1;caster=2}>>;onSomeFlag=<less(target:attack(),self:attack())>;triggerPoint=231;effectFuncs=<castBuff;castBuff>}}",,,
103114,Bond Bell,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
103211,Primordial Stone,,99,,1,1,,,,TRUE,,<114>,,,,,{1={funcArgs=<<{caster=1;value=10;holder={process=field|random(1);input=enemyForce|nodead};cfgId=103212}>>;onSomeFlag=<target:inField()>;triggerPoint=204;effectFuncs=<castBuff>}},,,
103212,Primordial Stone,buffDamage,,,1,1,,,,TRUE,,<30>,,,,<{processId=4}>,,,,
103311,Focus Band,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=<target:unitID();target:star();0;<>>;holder=1;cfgId=103312}>>;onSomeFlag=<target:inField()>;triggerPoint=4;effectFuncs=<castBuff>}},,,
103312,Focus Band,summon,,,1,1,,,,TRUE,,<112>,,,,,,,,
103411,Jewel Bracelet,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=103412}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
103412,Jewel Bracelet,specialAction,99,,1,1,TRUE,,,TRUE,,,,,,,"{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=-math.ceil(target:attack()*0.5);holder=2;cfgId=103413}>;<{caster=2;value=5;holder={process=field|random(1);input=enemyForce|nodead};cfgId=103414}>;<{caster=2;value=1;holder=3;cfgId=103415}>>;onSomeFlag=<target:inField() and more(target:attack(),0)>;triggerPoint=99;effectFuncs=<castBuff;castBuff;castBuff>}}",,,
103413,Jewel Bracelet,attack,,,99,2,TRUE,,,,,<24;25;34;35>,,,,,,,,
103414,Jewel Bracelet,buffDamage,,,1,1,,,,TRUE,,<30>,,,,<{processId=4}>,,,,
103415,Jewel Bracelet,gainGold,,,1,1,,,,TRUE,,,,,,,,,,
103511,Power Band,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder={process=field|excludeID(list(csvSelectObj:id()))|random(1);input=selfForce|nodead};cfgId=103512}>>;triggerPoint=10;effectFuncs=<castBuff>}},,,
103512,Power Band,,,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=target:attack();holder=2;cfgId=103513}>;<{caster=2;value=target:shield();holder=2;cfgId=103514}>;<{caster=2;value=target:hp();holder=2;cfgId=103515}>;<{caster=1;value=0;holder=1;cfgId=103516}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff>}},,,
103513,Power Band,attack,,,99,2,TRUE,,,TRUE,,<20;21;34;36>,,,,,,,,
103514,Power Band,defence,,,99,2,TRUE,,,,,<20;22;34;36>,,,,,,,,
103515,Power Band,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
103516,Power Band,destroy,,,1,1,TRUE,,,,,<135>,,,,,,,,
103611,Full Incense,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=8;holder=1;cfgId=103612}>>;onSomeFlag=<target:hp()==target:hpMax()>;triggerPoint=32;effectFuncs=<castBuff>}},,,
103612,Full Incense,defence,,,99,2,TRUE,,,,,<20;22;34;36>,,,,,,,,
103711,Choice Band,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=103712}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>}},,,
103712,Choice Band,changeAttackTarget,99,,1,1,TRUE,,,TRUE,,<122>,,,,<30>,,,{process=field|left(1);input=enemyForce|nodead},
103811,Soft Sand,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=-5;holder=8;cfgId=103812}>>;triggerPoint=12;effectFuncs=<castBuff>}},,,
103812,Soft Sand,attack,,,99,2,TRUE,,,,,<24;25;34;35>,,,,,,,,
103911,Silk Scarf,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=103912}>>;onSomeFlag=<target:inField()>;triggerPoint=208;effectFuncs=<castBuff>}},,,
103912,Silk Scarf,backToHand,,,1,1,,,,,,,,,,,,,,
104011,Dragon Fang,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=9;cfgId=104012}>>;onSomeFlag=<target:inField()>;triggerPoint=31;effectFuncs=<castBuff>}},,,
104012,Dragon Fang,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=math.floor(self:attack()*0.5);holder=13;cfgId=104013}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>}},,,
104013,Dragon Fang,buffDamage,,,1,1,,,,,,<30>,,,,<{processId=4}>,,,,
104111,Power Belt,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=<2;1>;holder=1;cfgId=104112}>>;onSomeFlag=<target:inField()>;triggerPoint=5;effectFuncs=<castBuff>}},,,
104112,Power Belt,stun,,,1,1,TRUE,,,TRUE,TRUE,<119;34;35>,,,,,{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=0;holder=2;cfgId=104113}>;<{caster=2;value=0;holder=2;cfgId=104114}>>;triggerPoint=2;effectFuncs=<castBuff;castBuff>}},{0=1003},,
104113,Power Belt,strike,,,1,1,TRUE,,,TRUE,TRUE,<115;34;36>,,,,,,{0=1001},,
104114,Power Belt,penetrate,,,1,1,TRUE,,,TRUE,,<117>,,,,,,,,
104211,Odd Incense,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=104212}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
104212,Odd Incense,specialAction,99,,1,1,TRUE,,,TRUE,,,,,,,"{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=-math.ceil(target:attack()*0.5);holder=2;cfgId=104213}>;<{caster=2;value=0;holder={process=field|random(1);input=enemyForce|nodead};cfgId=100060}>>;onSomeFlag=<target:inField() and more(target:attack(),0)>;triggerPoint=99;effectFuncs=<castBuff;castBuff>}}",,,
104213,Odd Incense,attack,,,99,2,TRUE,,,,,<24;25;34;35>,,,,,,,,
104311,Vanishing Crown,,99,,1,,,,,TRUE,,<114>,,,,,{1={funcArgs=<<{caster=2;value=0;holder=4;cfgId=104312}>>;triggerPoint=205;effectFuncs=<castBuff>};2={funcArgs=<<{caster=2;value=0;holder=4;cfgId=104312}>>;triggerPoint=204;effectFuncs=<castBuff>}},,,
104312,Vanishing Crown,stealth,,,1,,TRUE,,,,TRUE,<124;34;36>,,,,,,{0=1004},,
104411,Ghost Hand Gloves,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=104412}>>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=2;value=0;holder=1;cfgId=104413}>>;triggerPoint=6;effectFuncs=<castBuff>}},,,
104412,Ghost Hand Gloves,quickStrike,99,,1,1,TRUE,,,TRUE,,<129;34;36>,,,,<holder:hasBuffGroup(124)>,,,,
104413,Ghost Hand Gloves,stealth,,,1,,TRUE,,,,TRUE,<124;34;36>,,,,,,{0=1004},,
104511,Mask of Pain,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=104512}>;<{caster=1;value=0;holder=1;cfgId=104515}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
104512,Mask of Pain,specialAction,99,,1,1,TRUE,,,TRUE,,,,,,,"{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=-math.ceil(target:attack()*0.5);holder=2;cfgId=104513}>;<{caster=2;value=1;holder={process=field;input=all|nodead};cfgId=104514}>>;onSomeFlag=<target:inField() and more(target:attack(),0)>;triggerPoint=99;effectFuncs=<castBuff;castBuff>}}",,,
104513,Mask of Pain,attack,,,99,2,TRUE,,,,,<24;25;34;35>,,,,,,,,
104514,Mask of Pain,broken,,,1,1,TRUE,,,,,<121>,,,,,,,,
104515,Mask of Pain,auraEffect,99,,1,1,TRUE,,,TRUE,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=1;cfgId=104516;value=0;holder=18;prob=1}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
104516,Mask of Pain,,99,,,,,,,,,,<100021>,,,,,,,
104611,Chaos Magicube,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=104612}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
104612,Chaos Magicube,specialAction,99,,1,1,TRUE,,,TRUE,,,,,,,"{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=100;holder={process=field|random(1);input=enemyForce|nodead};cfgId=104613}>;<{caster=2;value=100;holder=2;cfgId=104613}>>;onSomeFlag=<target:inField() and more(target:attack(),0)>;triggerPoint=99;effectFuncs=<castBuff;castBuff>}}",,,
104613,Chaos Magicube,buffDamage,,,1,1,,,,TRUE,,<30>,,,,<{processId=4}>,,,,
104711,Focus Sash,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=<target:unitID();1;0;<>>;holder=1;cfgId=104712}>>;onSomeFlag=<target:inField()>;triggerPoint=4;effectFuncs=<castBuff>}},,,
104712,Focus Sash,summon,,,1,1,,,,TRUE,,<112>,,,,,,,,
104811,Solar Flute,,99,,1,1,,,,TRUE,,,,,,,"{1={funcArgs=<<{caster=1;value=math.ceil(target:hp()/countObj(""all"",target:team()));holder=4;cfgId=104812}>>;onSomeFlag=<target:inField()>;triggerPoint=17;effectFuncs=<castBuff>}}",,,
104812,Solar Flute,defence,,,99,2,TRUE,,,,,<20;22;34;36>,,,,,,,,
104911,Lunar Flute,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=104912}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
104912,Lunar Flute,specialAction,99,,1,1,TRUE,,,TRUE,,,,,,,"{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=0;holder={process=field|random(1);input=enemyForce|nodead};cfgId=104919}>>;onSomeFlag=<target:inField() and more(target:attack(),0)>;triggerPoint=99;effectFuncs=<castBuff>}}",,,
104913,Lunar Flute,,,,1,1,,,,TRUE,,,,,,,"{1={funcArgs=<<{caster=2;value=min(target:hp(),5);holder=2;cfgId=104915}>;<{caster=2;value=-5;holder=1;cfgId=104914}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}}",,,
104914,Lunar Flute,hpMax,,,99,2,TRUE,,,,,<24;27;34;35>,,,,,,,,
104915,Lunar Flute,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
104916,Lunar Flute,,,,1,1,,,,TRUE,,,,,,,"{1={funcArgs=<<{caster=2;value=min(target:attack(),5);holder=2;cfgId=104918}>;<{caster=2;value=-5;holder=1;cfgId=104917}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}}",,,
104917,Lunar Flute,attack,,,99,2,TRUE,,,,,<24;25;34;35>,,,,,,,,
104918,Lunar Flute,attack,,,99,2,TRUE,,,,,<20;21;34;36>,,,,,,,,
104919,Lunar Flute,,,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=104913}>;<{caster=2;value=0;holder=1;cfgId=104916}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
105011,Gracidea Flower,,99,,1,1,,,,TRUE,,,,,,,"{1={funcArgs=<<{caster=2;value=target:hp()-target:attack();holder=1;cfgId=105012}>>;onSomeFlag=<target:inField() and target:attack()~=target:hp()>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=2;value=target:hp()-target:attack();holder=1;cfgId=105012}>>;onSomeFlag=<target:inField() and target:attack()~=target:hp()>;triggerPoint=14;effectFuncs=<castBuff>};3={funcArgs=<<{caster=2;value=target:hp()-target:attack();holder=1;cfgId=105012}>>;onSomeFlag=<target:inField() and target:attack()~=target:hp()>;triggerPoint=15;effectFuncs=<castBuff>};4={funcArgs=<<{caster=2;value=target:hp()-target:attack();holder=1;cfgId=105012}>>;onSomeFlag=<target:inField() and hasIntersection(trigger:group(),list(27,17,13,23)) and target:attack()~=target:hp()>;triggerPoint=16;effectFuncs=<castBuff>};5={funcArgs=<<{caster=2;value=target:hp()-target:attack();holder=1;cfgId=105012}>>;onSomeFlag=<target:inField() and target:attack()~=target:hp()>;triggerPoint=33;effectFuncs=<castBuff>}}",,,
105012,Gracidea Flower,attack,,,99,2,TRUE,,,TRUE,,,,,,,,,,
105111,Gold Belt,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=5;holder=1;cfgId=105112}>;<{caster=2;value=5;holder=1;cfgId=105113}>>;onSomeFlag=<target:inField()>;triggerPoint=7;effectFuncs=<castBuff;castBuff>};2={funcArgs=<<{caster=2;value=-10;holder=1;cfgId=105114}>;<{caster=2;value=-10;holder=1;cfgId=105115}>>;onSomeFlag=<target:inField()>;triggerPoint=8;effectFuncs=<castBuff;castBuff>}},,,
105112,Gold Belt,attack,99,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
105113,Gold Belt,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
105114,Gold Belt,attack,99,,99,2,TRUE,,,,,<14;15;34;35>,,,,,,,,
105115,Gold Belt,hpMax,99,,99,2,TRUE,,,,,<14;17;34;35>,,,,,,,,
105211,Mystery Necklace,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=<list(3);1>;holder=13;cfgId=105212}>>;onSomeFlag=<target:inField()>;triggerPoint=205;effectFuncs=<castBuff>}},,,
105212,Mystery Necklace,forceTrigger,,,1,1,,,,,,,,,,,,,,
105311,Reveal Glass,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=10;cfgId=105312}>>;onSomeFlag=<target:inField()>;triggerPoint=204;effectFuncs=<castBuff>}},,,
105312,Reveal Glass,,,,1,1,,,,,,,,<10;11;12;13;20;21;22;23;115;117;123;124;126;128;129;132;133>,<2;99>,,,,,
105411,Salty Fish Spine,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=105412}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>}},,,
105412,Salty Fish Spine,auraEffect,99,,1,1,TRUE,,,TRUE,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=105413;value=0;holder=18;prob=(target2:team()==self:team()) and 1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
105413,Salty Fish Spine,,,,99,2,,,,,,,,,,,{1={funcArgs=<<{ignoreAura=1;cfgId=105414;value=self:attack();holder=1;caster=2}>;<{caster=2;value=<2>;holder=2;cfgId=100040}>>;delSelfWhenTriggered=1;onSomeFlag=<inBattle()>;triggerPoint=22;effectFuncs=<castBuff;castBuff>}},,,
105414,Salty Fish Spine,attack,,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
