变量名,name,_beizhu,type,activeType,desc,rarity,groupID,addAttrs,addType,skillIDs,cardIDs,unlockType,unlockTarget,unlockCount,weight,timesLimit,iconResPath
10040,凤王涅盘,,2,,凤王在场时有一定概率触发：第二回合全体护盾,1,10001,,,<4011040>,,1,11271,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10041,远古血脉,,2,,固拉多在场时有一定概率触发：全队30%反弹,1,10001,,,<4011041>,,1,11971,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10042,时光间隙,,2,,帝牙卢卡在场时有一定概率触发：死亡附带自爆伤害,1,10001,,,<4011042>,,1,12351,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10043,空间隐匿,,2,,帕路奇亚在场时有一定概率触发：有极大概率变身,1,10001,,,<4011043>,,1,12361,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10044,花束种子,,2,,谢米在场时有一定概率触发：隐身1回合（每个单位单独判定概率）,1,10001,,,<4011044>,,1,12441,1,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
10045,天空霸者,,2,,裂空座在场时有一定概率触发：闪避1回合（每个单位单独判定概率）,1,10001,,,<4011045>,,1,11981,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10046,生芽,,2,,超级妙蛙花在场时有一定概率触发：每个大回合结束时恢复自身10%的血量,1,10001,,,<4011046>,,1,20004,1,10,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
10047,火龙之怒,,2,,超级喷火龙X在场时有一定概率触发：每个大回合开始前给敌方前排添加灼烧效果，持续2回合,1,10001,,,<4011047>,,1,20014,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10048,燃爆,,2,,超级喷火龙Y在场时有一定概率触发：降低目标10%的伤害减免2回合,1,10001,,,<4011048>,,1,20015,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10049,激流,,2,,超级水箭龟在场时有一定概率触发：入场己方前排获得水遁效果，提升10%最终伤害减免2回合,1,10001,,,<4011049>,,1,20024,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10050,迅捷,,2,,大比鸟在场时有一定概率触发：永久提升己方后排15%速度和15%暴击，持续2回合,1,10001,,,<4011050>,,1,20053,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10051,萌,,2,,雷丘在场时有一定概率触发：入场时麻痹敌方随机1个精灵持续3回合,1,10001,,,<4011051>,,1,20093,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10052,魔法守护,,2,,皮可西在场时有一定概率触发：提升己方前排20%的负面抗性,1,10001,,,<4011052>,,1,20133,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10053,催眠反击,,2,,胖可丁在场时有一定概率触发：入场时睡眠敌方随机1个精灵持续3回合,1,10001,,,<4011053>,,1,20153,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10054,催化毒液,,2,,叉字蝠在场时有一定概率触发：己方后排攻击目标附带中毒效果3回合,1,10001,,,<4011054>,,1,20163,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10055,念力控制,,2,,超级胡地在场时有一定概率触发：己方后排所有单位控制率和速度都提升20%,1,10001,,,<4011055>,,1,20264,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10056,不屈之心,,2,,怪力在场时有一定概率触发：将自身双防按照200%的比例转为双攻,1,10001,,,<4011056>,,1,20273,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10057,贪吃鬼,,2,,大食花在场时有一定概率触发：己方后排攻击附带吸收目标20%的血量,1,10001,,,<4011057>,,1,20283,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10058,岩崩,,2,,隆隆岩在场时有一定概率触发：己方前排单位阵亡时对敌方全体造成200%双攻之和的伤害,1,10001,,,<4011058>,,1,20303,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10059,恐惧,,2,,耿鬼在场时有一定概率触发：入场直接恐惧敌方所有单位1回合,1,10001,,,<4011059>,,1,20393,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10060,盗梦,,2,,超级耿鬼在场时有一定概率触发：入场直接诅咒敌方所有单位1回合,1,10001,,,<4011060>,,1,20394,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10061,坚硬岩石,,2,,超甲狂犀在场时有一定概率触发：前排队友每次攻击提升自身20%的物防，上限3层,1,10001,,,<4011061>,,1,20493,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10062,炎暴,,2,,鸭嘴炎兽在场时有一定概率触发：前三个大回合前给敌方前排添加3层灼烧,1,10001,,,<4011062>,,1,20603,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10063,快龙,,2,,快龙在场时有一定概率触发：附带连击效果,1,10001,,,<4011063>,,1,20753,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10064,祝福,,2,,波克基斯在场时有一定概率触发：提升全体10%的负面抗性和免控率,1,10001,,,<4011064>,,1,20863,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10065,电能激发,,2,,电龙在场时有一定概率触发：自身攻击后附带提升周围单位200点怒气,1,10001,,,<4011065>,,1,20883,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10066,电能激发,,2,,超级电龙在场时有一定概率触发：每个队友攻击后都可恢复其周围单位100点怒气,1,10001,,,<4011066>,,1,20884,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10067,心灵致动,,2,,沙奈朵在场时有一定概率触发：入场前2回合开始，必然额外魅惑一个敌方单位1回合,1,10001,,,<4011067>,,1,21393,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10068,混迷利刃,,2,,艾路雷朵在场时有一定概率触发：有20%概率直接秒杀被控单位,1,10001,,,<4011068>,,1,21394,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10069,蛮力,,2,,请假王在场时有一定概率触发：自身睡眠状态下不可被选中作为攻击目标,1,10001,,,<4011069>,,1,21423,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10070,深渊黑洞,,2,,黑夜魔灵在场时有一定概率触发：入场直接吸收一个目标进入黑洞，持续1回合,1,10001,,,<4011070>,,1,21813,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10071,冰霜反弹,,2,,帝牙海狮在场时有一定概率触发：额外再反弹20%受到的伤害给敌方全体,1,10001,,,<4011071>,,1,21863,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10072,毅力,,2,,伦琴猫在场时有一定概率触发：受到主动技能攻击提升己方全体物攻,1,10001,,,<4011072>,,1,22073,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10073,龙之怒,,2,,烈咬陆鲨在场时有一定概率触发：自身可免疫一次致死伤害,1,10001,,,<4011073>,,1,22233,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10074,冰霜觉醒,,2,,超级暴雪王在场时有一定概率触发：使得敌方的冰冻不会被打破,1,10001,,,<4011074>,,1,22303,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10075,石之守护,,2,,庞岩怪在场时有一定概率触发：己方单位释放首次释放必杀技后提升30%必杀伤害,1,10001,,,<4011075>,,1,22593,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10076,刚骨之气,,2,,修建老匠在场时有一定概率触发：每次附带自身10%最大生命值加成的真实伤害,1,10001,,,<4011076>,,1,22633,1,10,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10077,虫之预感,,2,,蜈蚣王在场时有一定概率触发：有10%的概率直接秒杀附带中毒的单位,1,10001,,,<4011077>,,1,22683,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10078,暗黑之牙,,2,,流氓鳄在场时有一定概率触发：自身所有技能额外附带50%的致盲效果2回合,1,10001,,,<4011078>,,1,22723,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10079,空间扭曲,,2,,哥德小姐在场时有一定概率触发：令下次攻击己方前排的敌方精灵，进入到扭曲空间,1,10001,,,<4011079>,,1,22843,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10080,双倍多多碎碎冰,,2,,双倍多多冰在场时有一定概率触发：使得己方前排具有一定的反射负面能力,1,10001,,,<4011080>,,1,22873,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10081,能源制造,,2,,齿轮怪在场时有一定概率触发：入场提升己方后排精灵200点怒气,1,10001,,,<4011081>,,1,22963,1,10,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10082,余烬怨念,,2,,水晶灯火灵在场时有一定概率触发：入场给敌方随机2个目标添加鬼火效果,1,10001,,,<4011082>,,1,22993,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10083,追打,,2,,双斧战龙在场时有一定概率触发：使得己方随机一个后排单位也附带连击效果,1,10001,,,<4011083>,,1,23003,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10084,合纵连横,,2,,三首恶龙在场时有一定概率触发：自身每次攻击后获得额外行动回合,1,10001,,,<4011084>,,1,23143,1,10,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10085,黏泡泡,,2,,黏美龙在场时有一定概率触发：封锁目标怒气3回合,1,10001,,,<4011085>,,1,23543,1,3,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10086,女王的威严,,2,,甜冷美后在场时有一定概率触发：每个大回合结束给敌方添加随机debuff,1,10001,,,<4011086>,,1,23843,1,3,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10087,回音察觉,,2,,音波龙在场时有一定概率触发：回怒飞速加快,1,10001,,,<4011087>,,1,23592,1,3,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10088,UB：刺针,,2,,四颚针龙在场时有一定概率触发：每回合降低目标10%血量,1,10001,,,<4011088>,,1,24132,1,3,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10089,冰霜之怒,,2,,急冻鸟在场时有一定概率触发：必杀技伤害巨高,1,10001,,,<4011089>,,1,20721,1,3,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10090,闪电,,2,,闪电鸟在场时有一定概率触发：治疗量提升,1,10001,,,<4011090>,,1,20731,1,3,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10091,圣鸟守护,,2,,火焰鸟在场时有一定概率触发：血量最低伤害越高,1,10001,,,<4011091>,,1,20741,1,3,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10092,梦幻,,2,,梦幻在场时有一定概率触发：死亡回复怒气,1,10001,,,<4011092>,,1,20771,1,3,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10093,追打,,2,,赫拉克罗斯在场时有一定概率触发：控制率提升,1,10001,,,<4011093>,,1,21071,1,3,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10094,雷霆之力,,2,,雷公在场时有一定概率触发：第二回合全体护盾,1,10001,,,<4011094>,,1,21221,1,3,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10095,火神庇护,,2,,炎帝在场时有一定概率触发：全队30%反弹,1,10001,,,<4011095>,,1,21231,1,3,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10096,潮汐之力,,2,,水君在场时有一定概率触发：死亡附带自爆伤害,1,10001,,,<4011096>,,1,21241,1,3,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10097,岩石守备,,2,,雷吉洛克在场时有一定概率触发：有极大概率变身,1,10001,,,<4011097>,,1,21911,1,3,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10098,冰冻之躯,,2,,雷吉艾斯在场时有一定概率触发：隐身1回合,1,10001,,,<4011098>,,1,21921,1,3,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10099,钢铁吸收,,2,,雷吉斯奇鲁在场时有一定概率触发：全体必然闪避1回合,1,10001,,,<4011099>,,1,21931,1,3,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10100,月相光环,,2,,克雷色利亚在场时有一定概率触发：敌方全体防御降低40%,1,10001,,,<4011100>,,1,22401,1,3,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10101,正义之心,,2,,凯路迪欧在场时有一定概率触发：封锁目标怒气3回合,1,10001,,,<4011101>,,1,23251,1,3,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10102,自我再生,,2,,洛奇亚在场时有一定概率触发：每个大回合结束给敌方添加随机debuff,1,10001,,,<4011102>,,1,21261,1,3,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10103,海洋庇护,,2,,盖欧卡在场时有一定概率触发：回怒飞速加快,1,10001,,,<4011103>,,1,21961,1,3,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10104,慢启动,,2,,雷吉奇卡斯在场时有一定概率触发：每回合降低目标10%血量,1,10001,,,<4011104>,,1,22381,1,3,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10105,鬼影重重,,2,,骑拉帝纳在场时有一定概率触发：必杀技伤害巨高,1,10001,,,<4011105>,,1,22391,1,3,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10106,入梦,,2,,达克莱伊在场时有一定概率触发：首回合全体有概率闪避,1,10001,,,<4011106>,,1,22431,1,3,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
10107,天空之花,,2,,谢米·天空在场时有一定概率触发：血量最低伤害越高,1,10001,,,<4011107>,,1,22442,1,3,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
10108,青焰火墙,,2,,莱希拉姆在场时有一定概率触发：死亡回复怒气,1,10001,,,<4011108>,,1,23211,1,3,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
10109,兆级电压,,2,,捷克罗姆在场时有一定概率触发：控制率提升,1,10001,,,<4011109>,,1,23221,1,3,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10110,深寒领域,,2,,酋雷姆在场时有一定概率触发：第二回合全体护盾,1,10001,,,<4011110>,,1,23241,1,3,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10111,神秘护身,,2,,蒂安希在场时有一定概率触发：全队30%反弹,1,10001,,,<4011111>,,1,23631,1,3,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
10112,惩戒光轮,,2,,惩戒胡帕在场时有一定概率触发：死亡附带自爆伤害,1,10001,,,<4011112>,,1,23641,1,3,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10113,时光间隙,,2,,帝牙卢卡在场时有一定概率触发：有极大概率变身,1,10001,,,<4011113>,,1,22351,1,3,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
10114,空间隐匿,,2,,帕路奇亚在场时有一定概率触发：隐身1回合,1,10001,,,<4011114>,,1,22361,1,3,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20001,MAX·精神强念,,2,,入场必然石化对面随机一个目标持续2回合，胡地在场时该效果必然触发,2,20001,,,<4021001>,,1,10263,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
20002,MAX·螳螂在后,,2,,小技能未击杀单位也能获得一次额外行动，巨钳螳螂在场时该效果必然触发,2,20001,,,<4021002>,,1,10572,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20003,MAX·高压电,,2,,前排队友（除自身以外）受击或者攻击给电击魔兽蓄电，电击魔兽在场时该效果必然触发,2,20001,,,<4021003>,,1,10593,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20004,MAX·钢甲,,2,,每个大回合开始前为会为另外一个随机单位添加钢铁护盾，波士可多拉在场时该效果必然触发,2,20001,,,<4021004>,,1,11503,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20005,MAX·冰霜封印,,2,,入场必然冰冻对面随机一个目标持续2回合，几何雪花在场时该效果必然触发,2,20001,,,<4021005>,,1,13021,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20006,MAX·花之舞者,,2,,花洁夫人在场时，友方行动时恢复来自花洁夫人35%特攻的生命值，花洁夫人在场时该效果必然触发,2,20001,,,<4021006>,,1,13353,2,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
20007,MAX·剑·盾,,2,,盾形态时：全体获得20%伤害减免；剑形态时，友方全体提升20%伤害加成，坚盾剑怪·盾牌在场时该效果必然触发,2,20001,,,<4021007>,,1,13413,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20008,MAX·正义之心,,2,,友方使用小技能时40%有概率触发小技能；友方使用必杀技时有20%概率触发必杀技，路卡利欧在场时该效果必然触发,2,20001,,,<4021008>,,1,12242,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20009,MAX·龙之威压,,2,,攻击时撕裂效果变为3层，暴飞龙在场时该效果必然触发,2,20001,,,<4021009>,,1,11893,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20010,MAX·不动如山,,2,,攻击时50%随机嘲讽1个单位，持续1回合，巨金怪在场时该效果必然触发,2,20001,,,<4021010>,,1,11903,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20011,MAX·虫之共鸣,,2,,友方前排永久拥有【太阳羽衣】，火神蛾在场时该效果必然触发,2,20001,,,<4021011>,,1,13152,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20012,MAX·毒刺碉堡,,2,,攻击时50%随机嘲讽1个单位，持续1回合，超坏星在场时该效果必然触发,2,20001,,,<4021012>,,1,13772,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20013,MAX·叶刃,,2,,自身行动后有35%的概率进入隐身状态，若已处于隐身状态，则添加冷血1回合，蜥蜴王在场时该效果必然触发,2,20001,,,<4021013>,,1,11293,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20014,MAX·唱反调,,2,,入场必然缠绕对面随机1个目标持续2回合，君主蛇在场时该效果必然触发,2,20001,,,<4021014>,,1,12473,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
20015,MAX·狙射,,2,,击杀目标后自身必然满怒气，狙射树枭在场时该效果必然触发,2,20001,,,<4021015>,,1,13663,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20016,MAX·猛火,,2,,入场前3回合额外获得35%的暴击率，火焰鸡在场时该效果必然触发,2,20001,,,<4021016>,,1,11303,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20017,MAX·浊流,,2,,攻击时附带致盲效果，巨沼怪在场时该效果必然触发,2,20001,,,<4021017>,,1,11313,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20018,MAX·水影分身之术,,2,,小技能冷却缩减-1，且必定眩晕攻击目标，甲贺忍蛙在场时该效果必然触发,2,20001,,,<4021018>,,1,13303,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20019,MAX·山崩地裂,,2,,使用必杀技后的后两个大回合结束后回复自身15%最大生命值的血量和200点怒气，班基拉斯在场时该效果必然触发,2,20001,,,<4021019>,,1,11253,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20020,MAX·电磁力,,2,,每次必杀技额外再获得1到2层自爆伤害层数，自爆磁怪在场时该效果必然触发,2,20001,,,<4021020>,,1,10333,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20021,MAX·屠龙,,2,,敌方存在龙系精灵时，自身每个大回合都额外一次额外行动，玛力露丽在场时该效果必然触发,2,20001,,,<4021021>,,1,10893,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20022,MAX·逃跑,,2,,入场时敌方全体束缚1回合，且每次行动时有50%概率束缚随机1个单位，绿毛虫在场时该效果必然触发,2,20001,,,<4021022>,,1,10031,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20023,MAX·生芽,,2,,自身每次行动为友方随机2个单位添加【寄生种子】，持续3回合，妙蛙花在场时该效果必然触发,2,20001,,,<4021023>,,1,10003,2,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
