变量名,name,languages,drawlanguages,cardMarkID,cardType,atkType,develop,branch,branchType,megaIndex,canDevelop,developType,_zawakeID,zawakeID,zawakeFragID,maleRate,gender,chaRnd,chaRecom,nValueRnd,specValue,fightingWeight,starTypeID,advanceTypeID,feelType,feelItems,advanceMax,advanceLevelReq,levelExpID,unitID,levelMax,skinSkillMap,innateSkillID,skillList,starSkillSeqID,starSkillMaxLevel,equipsList,fragID,fragNumType,star,effect,starEffectIndex,abilitySeqID,effortSeqID,gemPosSeqID,gemQualitySeqID,fetterList,townSkill,energy,energyCorrection,introduction,location,aidID,contractPlan,emeraPlanID,__version,chipsMod,contractMod,gemMod
171,走路草,,,171,,<8>,,,,,,,,,50171,,,,<22;24;18;20>,,<45;30;50;55;75;65;320>,,,,,<609;610;611;602;603>,,,,171,,,1713,<1711;1712;1713;1716;61151;61152>,171,,<11001;11101;11201;11301>,20171,,2,,171,11,,,,<1711;1712;1713>,,,,要是以为它是普通的草而将它拔起，就会听到它的叫声。这让人感到莫名的恐怖。,毒系输出,,210,,,,<<101;208>;<102;209>;<103;209>>,
172,臭臭花,,,171,,<8>,2,,,,,,,,50171,,,,<22;24;18;20>,,<60;40;65;70;85;75;395>,,,,,<609;610;611;602;603>,,,,172,,,1723,<1721;1722;1723;1726;61151;61152>,171,,<11001;11101;11201;11301>,20171,,2,,171,11,,,,<1711;1712;1713>,,,,臭臭花，杂草宝可梦。会散发强烈的臭味。对付水属性的宝可梦很厉害，不过害怕火属性和飞行属性的宝可梦。,毒系输出,,210,,,,<<101;208>;<102;209>;<103;209>>,
173,霸王花,,,171,,<8>,3,,,,,,,,50171,,,,<22;24;18;20>,,<75;50;80;85;110;90;490>,,,,,<609;610;611;602;603>,,,,173,,,1733,<1731;1732;1733;1736;61151;61152>,171,,<11001;11101;11201;11301>,20171,,2,,171,11,,,,<1711;1712;1713>,,,,霸王花，花宝可梦。拥有世界最大的花瓣。会散播出大量的过敏性花粉。,毒系输出,,210,,,,<<101;208>;<102;209>;<103;209>>,
191,毛球,,,191,,<7>,,,,,,,,,50191,,,,<24;25;11;12>,,<60;45;55;50;40;55;305>,,,,,<609;610;611;602;603>,,,,191,,,1913,<1911;1912;1913;1916;61101;61102>,191,,<11001;11101;11201;11301>,20191,,2,,191,14,,,,<1911;1912;1913>,,,,毛球，昆虫宝可梦。眼睛有雷达的功能，在黑暗当中也可以自由活动。,毒系输出：偷取双攻,,230,2,,,<<107;209>;<108;209>;<109;208>>,
192,摩鲁蛾,,,191,,<8>,2,,,,,,,,50191,,,,<6;7;18;19>,,<70;90;65;60;90;75;450>,,,,,<609;610;611;602;603>,,,,192,,,1923,<1921;1922;1923;1926;61101;61102>,191,,<11001;11101;11201;11301>,20191,,2,,191,14,,,,<1911;1912;1913>,,,,摩鲁蛾，毛球的进化形。翅膀上有磷粉，拍翅的时候会散落各种颜色的粉末。,毒系输出：偷取双攻,,230,2,,,<<107;209>;<108;209>;<109;208>>,
211,喵喵,,,211,,<7>,,,,,,,,211,50211,,,,<8;9;13;12>,,<40;90;45;35;40;40;290>,,2,11,2,<606;607;608;602;603>,,,2,211,,,2113,<2111;2112;2113;2116;2127;61101;61102>,211,,<11012;11112;11212;11312>,20211,2,2,,211,19,2,2,2,<2111;2112;2113>,1091,,0.65,喵喵，妖怪猫宝可梦。到了夜晚眼睛就会发亮，会把硬币之类的物品搜集回来珍藏，但是白天的时候就只会一直睡懒觉。,喵,,310,,,,<<103;208>;<102;208>;<101;209>>,
212,猫老大,,,211,,<7>,2,,,,,,,211,50211,,,,<8;9;13;12>,,<65;115;70;60;65;65;440>,,2,11,2,<606;607;608;602;603>,,,2,212,,,2123,<2121;2122;2123;2126;2127;61101;61102>,211,,<11012;11112;11212;11312>,20211,2,2,,211,19,2,2,2,<2111;2112;2113>,1091,,0.65,猫老大，暹逻猫宝可梦，喵喵进化形。由于肌肉很柔软，所以能不发出脚步声行走，可以瞬间捕获猎物。,暴力输出,,310,,,,<<103;208>;<102;208>;<101;209>>,
221,可达鸭,<cn;kr;en;en_us;en_eu;tw>,,221,,<8>,,,,,,,,221,50221,,,,<6;7;18;19>,,<50;55;52;48;65;50;320>,,2,11,2,<621;622;623;602;603>,,,2,221,,,2213,<2211;2212;2213;2216;61101;61102>,221,,<11022;11122;11222;11322>,20221,2,2,,221,16,2,2,2,<2211;2212;2213>,1031,,0.8,可达鸭，鸭宝可梦，头痛变得剧烈时就能使出不可思议的力量，不过当时的记忆却不会留下来，由于怎样也想不起来因此总歪着脖子。,？？？,,310,,,,<<103;208>;<102;208>;<101;209>>,
222,哥达鸭,<cn;kr;en;en_us;en_eu;tw>,,221,,<8>,2,,,,,,,221,50221,,,,<6;7;18;19>,,<80;85;82;78;95;80;500>,,2,11,2,<621;622;623;602;603>,,,2,222,,,2223,<2221;2222;2223;2226;61101;61102>,221,,<11022;11122;11222;11322>,20221,2,2,,221,16,2,2,2,<2211;2212;2213>,1031,,0.8,哥达鸭，鸭子宝可梦，可达鸭的进化形。两手两脚上的蹼，都能够以动力方式游泳，前进速度是宝可梦中最快的。,受击爆发,,310,,,,<<103;208>;<102;208>;<101;209>>,
231,猴怪,,,231,,<7>,,,,,,,,,50231,,,,<7;8;9;12>,,<40;70;80;35;35;45;305>,,,,,<612;613;614;602;603>,,,,231,,,2313,<2311;2312;2313;2316;61101;61102>,231,,<11051;11151;11251;11351>,20231,,2,,231,11,,,,<2311;2312;2313>,,,,猴怪，猪猴宝可梦。属于格斗类型，出拳神速，步伐轻盈。猴怪平时个性温和，但一旦激怒就会一发不可收拾。,暴力输出：敌我不分,,210,,,,<<101;208>;<102;209>;<103;209>>,
232,火暴猴,,,231,,<7>,2,,,,,,,,50231,,,,<7;8;9;12>,,<65;95;105;60;60;70;455>,,,,,<612;613;614;602;603>,,,,232,,,2323,<2321;2322;2323;2326;61101;61102>,231,,<11051;11151;11251;11351>,20231,,2,,231,11,,,,<2311;2312;2313>,,,,火爆猴，猴怪的进化形。随时都在生气。一旦被它盯上，到死都会被它缠住。火爆猴的最大绝招大闹一番，一旦大闹一番起来就会引起大混乱。,暴力输出：敌我不分,,210,,,,<<101;208>;<102;209>;<103;209>>,
241,卡蒂狗,,,241,,<7>,,,,,,,,241,50241,,,,<10;11;13;9>,,<55;60;70;45;70;50;350>,,3,11,3,<618;619;620;602;603>,,,3,241,,,2413,<2411;2412;2413;2416;61101;61102>,241,,<11032;11132;11232;11332>,20241,3,3,{drawcard=huang_effect_loop},241,,3,3,3,<2411;2412;2413;2414>,1032,15,0.9,卡蒂狗，小狗宝可梦。个性认真，喜欢亲近人。遇到敌人会对它吠叫，咬住不放，把敌人赶跑。,暴力输出：燃烧生命,241,410,,,,<<110;204>;<111;206>;<112;204>>,
242,风速狗,,,241,,<7>,2,,,,,,,241,50241,,,,<10;11;13;9>,,<90;95;110;80;100;80;555>,,3,11,3,<618;619;620;602;603>,,,3,242,,,2423,<2421;2422;2423;2426;61101;61102>,241,,<11032;11132;11232;11332>,20241,3,3,{drawcard=huang_effect_loop},241,,3,3,3,<2411;2412;2413;2414>,1032,15,0.9,风速狗，传说宝可梦。卡蒂狗的进化形。拥有威风凛凛的鬃发。是卡蒂狗使用火焰之石进化的。,暴力输出：燃烧生命,241,410,,,,<<110;204>;<111;206>;<112;204>>,
251,蚊香蝌蚪,<cn;kr;en;en_us;en_eu;tw>,,251,,<7>,,,,,,,,251,50251,,,,<8;9;13;12>,,<40;90;50;40;40;40;300>,,3,11,3,<621;622;623;602;603>,,,3,251,,,2513,<2511;2512;2513;2516;61101;61102>,251,,<11023;11123;11223;11323>,20251,3,3,{drawcard=huang_effect_loop},251,2,3,3,3,<2511;2512;2513;2514>,1052,15,0.9,蚊香蝌蚪，蝌蚪宝可梦。肚子漩涡状花纹是它的特征。,水系输出,,410,,,,<<110;204>;<111;206>;<112;204>>,
252,蚊香君,<cn;kr;en;en_us;en_eu;tw>,,251,,<7>,2,,,,,,,251,50251,,,,<8;9;13;12>,,<65;90;65;65;50;50;385>,,3,11,3,<621;622;623;602;603>,,,3,252,,,2523,<2521;2522;2523;2526;61101;61102>,251,,<11023;11123;11223;11323>,20251,3,3,{drawcard=huang_effect_loop},251,2,3,3,3,<2511;2512;2513;2514>,1052,15,0.9,蚊香君，蝌蚪宝可梦。拥有发达的肌肉，在陆地上也能活动，不过在水中动得更快。,水系输出,,410,,,,<<110;204>;<111;206>;<112;204>>,
253,蚊香泳士,<cn;kr;en;en_us;en_eu;tw>,,251,,<7>,3,1,,,,,,251,50251,,,,<7;8;9;12>,,<90;70;95;95;70;90;510>,,3,11,3,<621;622;623;602;603>,,,3,253,,,2533,<2531;2532;2533;2536;61101;61102>,251,,<11023;11123;11223;11323>,20251,3,3,{drawcard=huang_effect_loop},251,2,3,3,3,<2511;2512;2513;2514>,1052,15,0.9,蚊香泳士，蝌蚪宝可梦。为了游泳需要具有发达的肌肉。最擅长使用这身肌肉的格斗系绝招。,水斗系输出,,410,,,,<<110;204>;<111;206>;<112;204>>,
254,蚊香蛙皇,<cn;kr;en;en_us;en_eu;tw>,,251,,<8>,3,2,,,,,,251,50251,,,,<22;24;18;20>,,<90;70;75;75;90;100;500>,,3,11,3,<621;622;623;602;603>,,,3,254,,,2543,<2541;2542;2543;2546;61101;61102>,251,,<11023;11123;11223;11323>,20251,3,3,{drawcard=huang_effect_loop},251,2,3,3,3,<2511;2512;2513;2514>,1052,15,0.9,蚊香蛙皇，蛙宝可梦。胀起喉咙叫出的声音，可以引来四周的蚊香君跟蚊香泳士。,水系辅助,,410,,,,<<110;204>;<111;206>;<112;204>>,
261,凯西,,,261,,<8>,,,,,,,,261,50261,,,,<6;7;18;19>,,<25;90;20;15;105;55;310>,,3,11,3,<606;607;608;602;603>,,,3,261,,,2613,<2611;2612;2613;2616;61101;61102>,261,,<11013;11113;11213;11313>,20261,3,3,{drawcard=huang_effect_loop},261,3,3,3,3,<2611;2612;2613;2614>,1162,15,0.55,凯西，念力宝可梦。一天之内睡觉十八个小时，但是睡觉的时候还能使用超能力。,一速硬控：群体石化,261,440,2,,,<<118;204>;<119;204>>,
262,勇基拉,,,261,,<8>,2,,,,,,,261,50261,,,,<6;7;18;19>,,<40;105;35;30;120;70;400>,,3,11,3,<606;607;608;602;603>,,,3,262,,,2623,<2621;2622;2623;2626;61101;61102>,261,,<11013;11113;11213;11313>,20261,3,3,{drawcard=huang_effect_loop},261,3,3,3,3,<2611;2612;2613;2614>,1162,15,0.55,勇基拉，会使用超级强力的超能力宝可梦。它是凯西的进化形。,一速硬控：群体石化,261,440,2,,,<<118;204>;<119;204>>,
263,胡地,,,261,,<8>,3,,,,,,,261,50261,,,,<6;7;18;19>,,<55;120;50;45;135;95;500>,,3,11,3,<606;607;608;602;603>,,,3,263,,{114=<2651;2652;2653;2656;61101;61102>},2633,<2631;2632;2633;2636;61101;61102>,261,,<11013;11113;11213;11313>,20261,3,3,{drawcard=huang_effect_loop},261,3,3,3,3,<2611;2612;2613;2614>,1162,15,0.55,胡地，念力宝可梦，勇基拉的进化形。像超级电脑般发达的头脑能发出各种各样的超能力。,一速硬控：群体石化,261,440,2,,,<<118;204>;<119;204>>,
264,超级胡地,<cn;kr;en;en_us;en_eu;tw>,,261,,<8>,4,,,2610,,,,262,50261,,,,<6;7;18;19>,,<55;150;50;65;175;105;600>,,3,11,3,<606;607;608;602;603>,,,3,264,,{114=<2661;2662;2663;2666;61101;61102>},2643,<2641;2642;2643;2646;61101;61102>,261,,<11013;11113;11213;11313>,20261,3,3,{drawcard=huang_effect_loop},261,3,3,3,3,<2611;2612;2613;2614>,1072,15,0.55,运用超能力使自己浮在空中。勺子的数量再次增到了五把，不再握在手中，而是被超能力托举到了空中。,一速硬控：群体石化,264,440,2,,,<<118;204>;<119;204>>,
271,腕力,,,271,,<7>,,,,,,,,271,50271,,,,<11;12;15;16>,,<70;35;80;50;35;35;305>,,2,11,2,<612;613;614;602;603>,,,2,271,,,2713,<2711;2712;2713;2716;61101;61102>,271,,<11052;11152;11252;11352>,20271,2,2,,271,16,2,2,2,<2711;2712;2713>,1121,,0.9,腕力，怪力宝可梦。拥有不管怎么运动都不会酸痛的肌肉。据说他的力气大到可以扔飞100个成人。,舍弃防守&极致打击,,310,,,,<<103;208>;<102;208>;<101;209>>,
272,豪力,,,271,,<7>,2,,,,,,,271,50271,,,,<11;12;15;16>,,<80;45;100;70;50;60;405>,,2,11,2,<612;613;614;602;603>,,,2,272,,,2723,<2721;2722;2723;2726;61101;61102>,271,,<11052;11152;11252;11352>,20271,2,2,,271,16,2,2,2,<2711;2712;2713>,1121,,0.9,锻炼过的肌肉硬如钢铁。它是有着怪力，只需１根手指就能轻松举起相扑力士的宝可梦。,舍弃防守&极致打击,,310,,,,<<103;208>;<102;208>;<101;209>>,
273,怪力,,,271,,<7>,3,,,,,,,271,50271,,,,<24;25;11;12>,,<90;55;130;80;65;85;505>,,2,11,2,<612;613;614;602;603>,,,2,273,,,2733,<2731;2732;2733;2736;61101;61102>,271,,<11052;11152;11252;11352>,20271,2,2,,271,16,2,2,2,<2711;2712;2713>,1121,,0.9,有着可以扔飞一切东西的力量，但如果是做细活，手臂就会缠在一起。身体会比大脑先一步行动。,舍弃防守&极致打击,,310,,,,<<103;208>;<102;208>;<101;209>>,
281,喇叭芽,,,281,,<7>,,,,,,,,281,50281,,,,<10;11;13;9>,,<50;40;75;35;70;30;300>,,2,11,2,<609;610;611;602;603>,,,2,281,,,2813,<2811;2812;2813;2816;61151;61152>,281,,<11002;11102;11202;11302>,20281,2,2,,281,16,2,2,2,<2811;2812;2813>,1011,,0.8,喇叭芽细软的身体可以弯曲，无论多强的攻击都能回避。从口中喷出连铁都可以溶解的液体。它还能伸出藤鞭捕捉猎物。,减益输出,,310,,,,<<103;208>;<102;208>;<101;209>>,
282,口呆花,,,281,,<7>,2,,,,,,,281,50281,,,,<10;11;13;9>,,<65;55;90;50;85;45;390>,,2,11,2,<609;610;611;602;603>,,,2,282,,,2823,<2821;2822;2823;2826;61151;61152>,281,,<11002;11102;11202;11302>,20281,2,2,,281,16,2,2,2,<2811;2812;2813>,1011,,0.8,口呆花，捕蝇小精灵，和植物一模一样的小精灵。会用毒粉沾满大意走近的猎物，然后把他们捉住。,减益输出,,310,,,,<<103;208>;<102;208>;<101;209>>,
283,大食花,,,281,,<7>,3,,,,,,,281,50281,,,,<10;11;13;9>,,<80;70;105;65;100;70;490>,,2,11,2,<609;610;611;602;603>,,,2,283,,,2833,<2831;2832;2833;2836;61151;61152>,281,,<11002;11102;11202;11302>,20281,2,2,,281,16,2,2,2,<2811;2812;2813>,1011,,0.8,用花蜜的香味引诱猎物。据说进到嘴里的东西会在1天内连骨头都被溶解掉。,减益输出,,310,,,,<<103;208>;<102;208>;<101;209>>,
301,小拳石,,,301,,<7>,,,,,,,,301,50301,,,,<15;16;11;12>,,<40;20;80;100;30;30;300>,,2,11,2,<615;616;617;602;603>,,,2,301,,,3013,<3011;3012;3013;3016;61151;61152>,301,,<11042;11142;11242;11342>,20301,2,2,,301,17,2,2,2,<3011;3012;3013>,1531,,0.8,小拳石，岩石宝可梦。防御力非常高，对于物理攻击有超群的耐久性。,嘲讽肉盾,,320,4,,,<<106;208>;<105;208>;<104;209>>,
302,隆隆石,,,301,,<7>,2,,,,,,,301,50301,,,,<15;16;11;12>,,<55;35;95;115;45;45;390>,,2,11,2,<615;616;617;602;603>,,,2,302,,,3023,<3021;3022;3023;3026;61151;61152>,301,,<11042;11142;11242;11342>,20301,2,2,,301,17,2,2,2,<3011;3012;3013>,1531,,0.8,隆隆石经常快速的从山路上滚下来，碾碎路上的任何东西。尽管长了脚，它可以回复到跟小拳石相同的形态给予自己飘浮的能力，但会少掉两只脚。,嘲讽肉盾,,320,4,,,<<106;208>;<105;208>;<104;209>>,
303,隆隆岩,,,301,,<7>,3,,,,,,,301,50301,,,,<15;16;11;12>,,<80;45;120;130;55;65;495>,,2,11,2,<615;616;617;602;603>,,,2,303,,,3033,<3031;3032;3033;3036;61151;61152>,301,,<11042;11142;11242;11342>,20301,2,2,,301,17,2,2,2,<3011;3012;3013>,1531,,0.8,隆隆岩，重量级宝可梦。被硬得像岩石的坚硬外壳包围着，一年一度蜕皮一次，体积会变大。,嘲讽肉盾,,320,4,,,<<106;208>;<105;208>;<104;209>>,
311,小火马,<cn;kr;en_us;tw>,,311,,<7>,,,,,,,,311,50311,,,,<8;9;13;12>,2,<50;90;85;55;65;65;410>,,3,11,3,<618;619;620;602;603>,,,3,311,,,3113,<3111;3112;3113;3116;61101;61102>,311,,<11033;11133;11233;11333>,20311,3,3,{drawcard=huang_effect_loop},311,,3,3,3,<3111;3112;3113;3114>,1102,15,0.65,小火马，属于火马宝可梦。美丽的鬃发是熊熊燃烧的火焰。,火焰流星&骏马奔腾,,410,,,,,
312,烈焰马,<cn;kr;en_us;tw>,,311,,<7>,2,,,,,,,311,50311,,,,<8;9;13;12>,2,<65;105;100;70;80;80;500>,,3,11,3,<618;619;620;602;603>,,,3,312,,{178=<3131;3132;3133;3136;61101;61102>},3123,<3121;3122;3123;3126;61101;61102>,311,,<11033;11133;11233;11333>,20311,3,3,{drawcard=huang_effect_loop},311,,3,3,3,<3111;3112;3113;3114>,1102,15,0.65,烈焰马，火马宝可梦，是火属性的。他最喜欢跑步了，只要看到比自己快的东西，就想跟对方赛跑。,火焰流星&骏马奔腾,,410,,,,,
321,呆呆兽,<cn;tw;en;en_us;en_eu;kr>,,321,,<7>,,,,,,,,321,50321,,,,<22;24;18;20>,,<90;15;65;65;40;40;315>,,3,11,3,<621;622;623;602;603>,,,3,321,,,3213,<3211;3212;3213;3216;61151;61152>,321,,<11023;11123;11223;11323>,20321,3,3,{drawcard=huang_effect_loop},321,2,3,3,3,<3211;3212;3213;3214>,1002,15,0.9,呆呆兽，憨憨宝可梦。随时都在发呆，让人搞不清它在想什么。专长是用尾巴当饵来钓鱼。,呆,,420,4,,,<<113;206>;<114;206>;<115;204>>,
322,呆壳兽,<>,,321,,<7>,2,1,,,FALSE,,,321,50321,,,,<22;24;18;20>,,<95;30;75;110;100;80;490>,,3,11,3,<621;622;623;602;603>,,,3,322,,,3223,<3221;3222;3223;3226;61151;61152>,321,,<11023;11123;11223;11323>,20321,3,3,{drawcard=huang_effect_loop},321,2,3,3,3,<3211;3212;3213;3214>,1002,15,0.9,呆壳兽，寄居蟹宝可梦。会使用强大的超能力绝招。可是平常都呆呆的，不喜欢与人争执。,呆,,420,4,,,<<113;206>;<114;206>;<115;204>>,
323,呆呆王,<cn;tw;en;en_us;en_eu;kr>,,321,,<7>,2,2,,,,,,321,50321,,,,<22;24;18;20>,,<95;30;75;80;100;110;490>,,3,11,3,<621;622;623;602;603>,,,3,323,,,3233,<3231;3232;3233;3236;61151;61152>,321,,<11023;11123;11223;11323>,20321,3,3,{drawcard=huang_effect_loop},321,2,3,3,3,<3211;3212;3213;3214>,1002,15,0.9,呆呆王，王者宝可梦，拥有惊人的智慧和灵感，任何时刻都不慌不忙悠闲自在,呆,,420,4,,,<<113;206>;<114;206>;<115;204>>,
331,小磁怪,,,331,,<8>,,,,,,,,331,50331,,0,,<18;20;15;14>,,<25;45;35;70;95;55;325>,,3,11,3,<612;613;614;602;603>,,,3,331,,,3313,<3311;3312;3313;3316;61101;61102>,331,,<11053;11153;11253;11353>,20331,3,3,{drawcard=huang_effect_loop},331,4,3,3,3,<3311;3312;3313;3314>,1042,15,0.7,小磁怪，磁铁宝可梦。会吸附在电线上以电力为食，如果停电了就调查一下电闸吧；可能是因为上面吸附着密密麻麻的小磁怪。,自爆炸弹,,430,2,,,<<116;204>;<117;206>>,
332,三合一磁怪,,,331,,<8>,2,,,,,,,331,50331,,0,,<18;20;15;14>,,<50;70;60;95;120;70;465>,,3,11,3,<612;613;614;602;603>,,,3,332,,,3323,<3321;3322;3323;3326;61101;61102>,331,,<11053;11153;11253;11353>,20331,3,3,{drawcard=huang_effect_loop},331,4,3,3,3,<3311;3312;3313;3314>,1042,15,0.7,三合一磁怪，磁铁宝可梦。是小磁怪的进化形。浮在空中，会发出强力的磁力线和高压电。,自爆炸弹,,430,2,,,<<116;204>;<117;206>>,
333,自爆磁怪,,,331,,<8>,3,,,,,,,331,50331,,0,,<18;20;15;14>,,<70;60;70;115;130;90;535>,,3,11,3,<612;613;614;602;603>,,,3,333,,,3333,<3331;3332;3333;3336;61101;61102>,331,,<11053;11153;11253;11353>,20331,3,3,{drawcard=huang_effect_loop},331,4,3,3,3,<3311;3312;3313;3314>,1042,15,0.7,自爆磁怪，磁铁宝可梦。由受到特殊磁场影响的三合一磁怪进化而来。从３个组件中放出磁力。,自爆炸弹,,430,2,,,<<116;204>;<117;206>>,
341,大葱鸭,<cn;kr;en;en_us;en_eu;tw>,,341,,<7>,,,,,,,,341,50341,,,,<8;9;13;12>,,<52;60;90;55;58;62;377>,,2,11,2,<606;607;608;602;603>,,,2,341,,,3413,<3411;3412;3413;3416;61101;61102>,341,,<11011;11111;11211;11311>,20341,2,2,,341,16,2,2,2,<3411;3412;3413>,1061,,0.52,大葱鸭，鸭鸭宝可梦，因为和特定的植物一起吃的话，味道极为鲜美，因此数量变得极少，是珍贵的宝可梦。,肉质鲜美,,310,,,,<<103;208>;<102;208>;<101;209>>,
351,嘟嘟,,,351,,<7>,,,,,,,,,50351,,,,<7;8;9;12>,,<35;75;85;45;35;35;310>,,,,,<606;607;608;602;603>,,,,351,,,3513,<3511;3512;3513;3516;61101;61102>,351,,<11011;11111;11211;11311>,20351,,2,,351,11,,,,<3511;3512;3513>,,,,嘟嘟，两头鸟宝可梦。跑得比飞得还快。,看脸输出,,210,,,,<<101;208>;<102;209>;<103;209>>,
352,嘟嘟利,,,351,,<7>,2,,,,,,,,50351,,,,<7;8;9;12>,,<60;110;110;70;60;60;470>,,,,,<606;607;608;602;603>,,,,352,,,3523,<3521;3522;3523;3526;61101;61102>,351,,<11011;11111;11211;11311>,20351,,2,,351,11,,,,<3511;3512;3513>,,,,嘟嘟利，是三头鸟宝可梦。擅长的能力是奔跑而不是飞翔。三只头各表达高兴、悲伤和愤怒的情绪。,看脸输出,,210,,,,<<101;208>;<102;209>;<103;209>>,
371,臭泥,,,371,,<7>,,,,,,,,371,50371,,,,<11;12;15;16>,,<80;25;80;50;40;50;325>,,2,11,2,<621;622;623;602;603>,,,2,371,,,3713,<3711;3712;3713;3716;61151;61152>,371,,<11022;11122;11222;11322>,20371,2,2,,371,19,2,2,2,<3711;3712;3713>,1171,,1.05,臭泥宝可梦，属于从臭泥浆中出生的宝可梦。擅长的绝技是臭泥攻击。,减益辅助：中毒减防,,330,2,,,<<109;209>;<108;208>;<107;208>>,
372,臭臭泥,,,371,,<7>,2,,,,,,,371,50371,,,,<24;25;11;12>,,<105;50;105;75;65;100;500>,,2,11,2,<621;622;623;602;603>,,,2,372,,,3723,<3721;3722;3723;3726;61151;61152>,371,,<11022;11122;11222;11322>,20371,2,2,,371,19,2,2,2,<3711;3712;3713>,1171,,1.05,臭臭泥，臭泥的进化形。身上所带的泥巴含有毒素，必需小心。,减益辅助：中毒减防,,330,2,,,<<109;209>;<108;208>;<107;208>>,
381,大舌贝,<cn;kr;en;en_us;en_eu;tw>,<cn>,381,,<8>,,,,,,,,381,50381,,,,<15;16;11;12>,,<30;40;65;100;45;25;305>,,3,11,3,<621;622;623;602;603>,,,3,381,,,3813,<3811;3812;3813;3816;61151;61152>,381,,<11023;11123;11223;11323>,20381,3,3,{drawcard=huang_effect_loop},381,2,3,3,3,<3811;3812;3813;3814>,1122,15,0.5,坚硬的壳能反弹任何攻击。壳打开时，如果里面的部分受到攻击，就会变得很脆弱。咬住呆呆兽尾巴时会与它合进化为呆壳兽。,寒冰陷阱&刺甲反伤,381,420,4,,,<<113;206>;<114;206>;<115;204>>,
382,刺甲贝,<cn;kr;en;en_us;en_eu;tw>,<cn>,381,,<8>,2,,,,,,,381,50381,,,,<15;16;11;12>,,<50;70;95;180;85;45;525>,,3,11,3,<621;622;623;602;603>,,,3,382,,,3823,<3821;3822;3823;3826;61151;61152>,381,,<11023;11123;11223;11323>,20381,3,3,{drawcard=huang_effect_loop},381,2,3,3,3,<3811;3812;3813;3814>,1122,15,0.5,刺甲贝，双壳宝可梦。外壳非常坚硬，用凝固汽油弹攻击也无法破坏，只有在发动攻击时才会打开外壳。,寒冰陷阱&刺甲反伤,381,420,4,,,<<113;206>;<114;206>;<115;204>>,
391,鬼斯,,,391,,<8>,,,,,,,,391,50391,,,,<6;7;18;19>,,<30;80;35;30;100;35;310>,,3,11,3,<621;622;623;602;603>,,,3,391,,,3913,<3911;3912;3913;3916;61101;61102>,391,,<11023;11123;11223;11323>,20391,3,3,{drawcard=huang_effect_loop},391,103,3,3,3,<3911;3912;3913;3914>,1082,15,0.6,鬼斯，气体宝可梦。身体由薄薄的气体状物质所形成，有人说他是超次元的生命体。,强力软控：群体恐惧,391,440,2,,,<<118;204>;<119;204>>,
392,鬼斯通,,,391,,<8>,2,,,,,,,391,50391,,,,<6;7;18;19>,,<45;95;50;45;115;55;405>,,3,11,3,<621;622;623;602;603>,,,3,392,,,3923,<3921;3922;3923;3926;61101;61102>,391,,<11023;11123;11223;11323>,20391,3,3,{drawcard=huang_effect_loop},391,103,3,3,3,<3911;3912;3913;3914>,1082,15,0.6,鬼斯通，气体宝可梦，鬼斯的进化形。可以学会食梦和精神强念这种绝招。,强力软控：群体恐惧,391,440,2,,,<<118;204>;<119;204>>,
393,耿鬼,,,391,,<8>,3,,,,,,,391,50391,,,,<6;7;18;19>,,<60;110;65;60;130;75;500>,,3,11,3,<621;622;623;602;603>,,,3,393,,{112=<3951;3952;3953;3956;61101;61102>},3933,<3931;3932;3933;3936;61101;61102>,391,,<11023;11123;11223;11323>,20391,3,3,{drawcard=huang_effect_loop},391,103,3,3,3,<3911;3912;3913;3914>,1082,15,0.6,耿鬼，影子宝可梦。鬼斯通的进化形。详细资料不明。,强力软控：群体恐惧,391,440,2,,,<<118;204>;<119;204>>,
394,超级耿鬼,<cn;kr;en;en_us;en_eu;tw>,,391,,<8>,4,,,3910,,,,392,50391,,,,<6;7;18;19>,,<60;130;65;80;170;95;600>,,3,11,3,<621;622;623;602;603>,,,3,394,,{112=<3961;3962;3963;3966;61101;61102>},3943,<3941;3942;3943;3946;61101;61102>,391,,<11023;11123;11223;11323>,20391,3,3,{drawcard=huang_effect_loop},391,103,3,3,3,<3911;3912;3913;3914>,1032,15,0.6,超级进化后的耿鬼，其下半身据说隐藏在异次元之中，所以在图鉴中看不到超级耿鬼的下半身。,恶夜的鬼魅,394,440,2,,,<<118;204>;<119;204>>,
