变量名,typeID,star,attrTarget,attrNatureType,attrNum,effectDesc,__version
361012,3611,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
362002,3621,2,,,{25=300},,
362003,3621,3,,,{9=8%;10=8%},,
362004,3621,4,,,{1=8%},,
362005,3621,5,,,{7=8%;8=8%},,
362006,3621,6,,,{23=500},,
362007,3621,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
362008,3621,8,,,{9=15%;10=15%},,
362009,3621,9,,,{23=1000},,
362010,3621,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
362011,3621,11,,,{97=1500},,
362012,3621,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
363002,3631,2,,,{25=300},,
363003,3631,3,,,{9=8%;10=8%},,
363004,3631,4,,,{1=8%},,
363005,3631,5,,,{7=8%;8=8%},,
363006,3631,6,,,{28=500},,
363007,3631,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
363008,3631,8,,,{9=15%;10=15%},,
363009,3631,9,,,{28=1000},,
363010,3631,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
363011,3631,11,,,{97=1500},,
363012,3631,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
364002,3641,2,,,{24=300},,
364003,3641,3,,,{7=8%;8=8%},,
364004,3641,4,,,{1=8%},,
364005,3641,5,,,{7=8%;8=8%},,
364006,3641,6,,,{24=500},,
364007,3641,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
364008,3641,8,,,{7=15%;8=15%},,
364009,3641,9,,,{24=1000},,
364010,3641,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
364011,3641,11,,,{97=1500},,
364012,3641,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
365002,3651,2,,,{24=300},,
365003,3651,3,,,{7=8%;8=8%},,
365004,3651,4,,,{1=8%},,
365005,3651,5,,,{7=8%;8=8%},,
365006,3651,6,,,{24=500},,
365007,3651,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
365008,3651,8,,,{7=15%;8=15%},,
365009,3651,9,,,{24=1000},,
365010,3651,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
365011,3651,11,,,{97=1500},,
365012,3651,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
366002,3661,2,,,{24=200},,
366003,3661,3,,,{7=6%;8=6%},,
366004,3661,4,,,{1=6%},,
366005,3661,5,,,{7=6%;8=6%},,
366006,3661,6,,,{24=400},,
366007,3661,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
366008,3661,8,,,{7=12%;8=12%},,
366009,3661,9,,,{24=800},,
366010,3661,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
366011,3661,11,,,{23=1200},,
366012,3661,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
367002,3671,2,,,{24=200},,
367003,3671,3,,,{7=6%;8=6%},,
367004,3671,4,,,{1=6%},,
367005,3671,5,,,{7=6%;8=6%},,
367006,3671,6,,,{14=400},,
367007,3671,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
367008,3671,8,,,{7=12%;8=12%},,
367009,3671,9,,,{14=800},,
367010,3671,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
367011,3671,11,,,{23=1200},,
367012,3671,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
368002,3681,2,,,{25=200},,
368003,3681,3,,,{9=6%;10=6%},,
368004,3681,4,,,{1=6%},,
368005,3681,5,,,{7=6%;8=6%},,
368006,3681,6,,,{25=400},,
368007,3681,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
368008,3681,8,,,{9=12%;10=12%},,
368009,3681,9,,,{25=800},,
368010,3681,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
368011,3681,11,,,{23=1200},,
368012,3681,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
369001,3691,,,,,,
370001,3701,,,,,,
371001,3711,,,,,,
372001,3721,,,,,,
373001,3731,,,,,,
374001,3741,,,,,,
375001,3751,,,,,,
376001,3761,,,,,,
377002,3771,2,,,{25=200},,
377003,3771,3,,,{9=6%;10=6%},,
377004,3771,4,,,{1=6%},,
377005,3771,5,,,{9=6%;10=6%},,
377006,3771,6,,,{25=400},,
377007,3771,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
377008,3771,8,,,{9=12%;10=12%},,
377009,3771,9,,,{25=800},,
377010,3771,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
377011,3771,11,,,{23=1200},,
377012,3771,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
378001,3781,,,,,,
379001,3791,,,,,,
380001,3801,,,,,,
381001,3811,,,,,,
382001,3821,,,,,,
383002,3831,2,,,{24=200},,
383003,3831,3,,,{7=6%;8=6%},,
383004,3831,4,,,{1=6%},,
383005,3831,5,,,{7=6%;8=6%},,
383006,3831,6,,,{11=400},,
383007,3831,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
383008,3831,8,,,{7=12%;8=12%},,
383009,3831,9,,,{11=800},,
383010,3831,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
383011,3831,11,,,{23=1200},,
383012,3831,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
384002,3841,2,,,{24=200},,
384003,3841,3,,,{7=6%;8=6%},,
384004,3841,4,,,{1=6%},,
384005,3841,5,,,{7=6%;8=6%},,
384006,3841,6,,,{24=400},,
384007,3841,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
384008,3841,8,,,{7=12%;8=12%},,
384009,3841,9,,,{24=800},,
384010,3841,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
384011,3841,11,,,{23=1200},,
384012,3841,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
385001,3851,,,,,,
386001,3861,,,,,,
387001,3871,,,,,,
388002,3881,2,,,{25=200},,
388003,3881,3,,,{9=6%;10=6%},,
388004,3881,4,,,{1=6%},,
388005,3881,5,,,{9=6%;10=6%},,
388006,3881,6,,,{11=400},,
388007,3881,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
388008,3881,8,,,{9=12%;10=12%},,
388009,3881,9,,,{11=800},,
388010,3881,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
388011,3881,11,,,{23=1200},,
388012,3881,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
389001,3891,,,,,,
390001,3901,,,,,,
391001,3911,,,,,,
392001,3921,,,,,,
393001,3931,,,,,,
394002,3941,2,,,{25=200},,
394003,3941,3,,,{9=6%;10=6%},,
394004,3941,4,,,{1=6%},,
394005,3941,5,,,{9=6%;10=6%},,
394006,3941,6,,,{25=400},,
394007,3941,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
394008,3941,8,,,{9=12%;10=12%},,
394009,3941,9,,,{25=800},,
394010,3941,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
394011,3941,11,,,{23=1200},,
394012,3941,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
395001,3951,,,,,,
396002,3961,2,,,{25=200},,
396003,3961,3,,,{9=6%;10=6%},,
396004,3961,4,,,{1=6%},,
396005,3961,5,,,{7=6%;8=6%},,
396006,3961,6,,,{25=400},,
396007,3961,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
396008,3961,8,,,{9=12%;10=12%},,
396009,3961,9,,,{25=800},,
396010,3961,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
396011,3961,11,,,{23=1200},,
396012,3961,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
397001,3971,,,,,,
398002,3981,2,,,{24=200},,
398003,3981,3,,,{7=6%;8=6%},,
398004,3981,4,,,{1=6%},,
398005,3981,5,,,{7=6%;8=6%},,
398006,3981,6,,,{24=400},,
398007,3981,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
398008,3981,8,,,{7=12%;8=12%},,
398009,3981,9,,,{24=800},,
398010,3981,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
398011,3981,11,,,{23=1200},,
398012,3981,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
399001,3991,,,,,,
400002,4001,2,,,{24=200},,
400003,4001,3,,,{7=6%;8=6%},,
400004,4001,4,,,{1=6%},,
400005,4001,5,,,{7=6%;8=6%},,
400006,4001,6,,,{24=400},,
400007,4001,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
400008,4001,8,,,{7=12%;8=12%},,
400009,4001,9,,,{24=800},,
400010,4001,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
400011,4001,11,,,{23=1200},,
400012,4001,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
401002,4011,2,,,{24=200},,
401003,4011,3,,,{7=6%;8=6%},,
401004,4011,4,,,{1=6%},,
401005,4011,5,,,{7=6%;8=6%},,
401006,4011,6,,,{24=400},,
401007,4011,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
401008,4011,8,,,{7=12%;8=12%},,
401009,4011,9,,,{24=800},,
401010,4011,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
401011,4011,11,,,{23=1200},,
401012,4011,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
401102,4012,2,,,{25=200},,
401103,4012,3,,,{9=6%;10=6%},,
401104,4012,4,,,{1=6%},,
401105,4012,5,,,{7=6%;8=6%},,
401106,4012,6,,,{25=400},,
401107,4012,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
401108,4012,8,,,{9=12%;10=12%},,
401109,4012,9,,,{25=800},,
401110,4012,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
401111,4012,11,,,{23=1200},,
401112,4012,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
401202,4013,2,,,{25=200},,
401203,4013,3,,,{7=6%;8=6%},,
401204,4013,4,,,{1=6%},,
401205,4013,5,,,{9=6%;10=6%},,
401206,4013,6,,,{28=400},,
401207,4013,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
401208,4013,8,,,{7=12%;8=12%},,
401209,4013,9,,,{28=800},,
401210,4013,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
401211,4013,11,,,{23=1200},,
401212,4013,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
401301,4014,2,,,{25=200},,
401302,4014,3,,,{9=6%;10=6%},,
401303,4014,4,,,{1=6%},,
401304,4014,5,,,{7=6%;8=6%},,
401305,4014,6,,,{16=400},,
401306,4014,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
401307,4014,8,,,{9=12%;10=12%},,
401308,4014,9,,,{16=800},,
401309,4014,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
401310,4014,11,,,{23=1200},,
401311,4014,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
402001,4021,,,,,,
402302,4023,2,,,{25=300},,
402303,4023,3,,,{9=8%;10=8%},,
402304,4023,4,,,{1=8%},,
402305,4023,5,,,{9=8%;10=8%},,
402306,4023,6,,,{23=500},,
402307,4023,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
402308,4023,8,,,{9=15%;10=15%},,
402309,4023,9,,,{23=1000},,
402310,4023,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
402311,4023,11,,,{97=1500},,
402312,4023,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
402402,4024,2,,,{25=300},,
402403,4024,3,,,{9=8%;10=8%},,
402404,4024,4,,,{1=8%},,
402405,4024,5,,,{7=8%;8=8%},,
402406,4024,6,,,{25=500},,
402407,4024,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
402408,4024,8,,,{9=15%;10=15%},,
402409,4024,9,,,{25=1000},,
402410,4024,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
402411,4024,11,,,{97=1500},,
402412,4024,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
403002,4031,2,,,{25=200},,
403003,4031,3,,,{9=6%;10=6%},,
403004,4031,4,,,{1=6%},,
403005,4031,5,,,{7=6%;8=6%},,
403006,4031,6,,,{25=400},,
403007,4031,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
403008,4031,8,,,{9=12%;10=12%},,
403009,4031,9,,,{25=800},,
403010,4031,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
403011,4031,11,,,{23=1200},,
403012,4031,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
404002,4041,2,,,{24=200},,
404003,4041,3,,,{7=6%;8=6%},,
404004,4041,4,,,{1=6%},,
404005,4041,5,,,{7=6%;8=6%},,
404006,4041,6,,,{24=400},,
404007,4041,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
404008,4041,8,,,{7=12%;8=12%},,
404009,4041,9,,,{24=800},,
404010,4041,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
404011,4041,11,,,{23=1200},,
404012,4041,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
405002,4051,2,,,{24=200},,
405003,4051,3,,,{7=6%;8=6%},,
405004,4051,4,,,{1=6%},,
405005,4051,5,,,{7=6%;8=6%},,
405006,4051,6,,,{24=400},,
405007,4051,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
405008,4051,8,,,{7=12%;8=12%},,
405009,4051,9,,,{24=800},,
405010,4051,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
405011,4051,11,,,{23=1200},,
405012,4051,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
406002,4061,2,,,{24=200},,
406003,4061,3,,,{7=6%;8=6%},,
406004,4061,4,,,{1=6%},,
406005,4061,5,,,{7=6%;8=6%},,
406006,4061,6,,,{24=400},,
406007,4061,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
406008,4061,8,,,{7=12%;8=12%},,
406009,4061,9,,,{24=800},,
406010,4061,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
406011,4061,11,,,{23=1200},,
406012,4061,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
407002,4071,2,,,{25=200},,
407003,4071,3,,,{9=6%;10=6%},,
407004,4071,4,,,{1=6%},,
407005,4071,5,,,{7=6%;8=6%},,
407006,4071,6,,,{16=400},,
407007,4071,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
407008,4071,8,,,{9=12%;10=12%},,
407009,4071,9,,,{16=800},,
407010,4071,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
407011,4071,11,,,{23=1200},,
407012,4071,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
408002,4081,2,,,{24=200},,
408003,4081,3,,,{7=6%;8=6%},,
408004,4081,4,,,{1=6%},,
408005,4081,5,,,{7=6%;8=6%},,
408006,4081,6,,,{15=600},,
408007,4081,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
408008,4081,8,,,{7=12%;8=12%},,
408009,4081,9,,,{15=1200},,
408010,4081,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
408011,4081,11,,,{23=1200},,
408012,4081,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
409002,4091,2,,,{25=200},,
409003,4091,3,,,{9=6%;10=6%},,
409004,4091,4,,,{1=6%},,
409005,4091,5,,,{7=6%;8=6%},,
409006,4091,6,,,{25=400},,
409007,4091,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
409008,4091,8,,,{9=12%;10=12%},,
409009,4091,9,,,{25=800},,
409010,4091,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
409011,4091,11,,,{23=1200},,
409012,4091,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
410002,4101,2,,,{24=300},,
410003,4101,3,,,{7=8%;8=8%},,
410004,4101,4,,,{1=8%},,
410005,4101,5,,,{7=8%;8=8%},,
410006,4101,6,,,{14=500},,
410007,4101,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
410008,4101,8,,,{7=15%;8=15%},,
410009,4101,9,,,{14=1000},,
410010,4101,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
410011,4101,11,,,{97=1500},,
410012,4101,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
410202,4103,2,,,{25=300},,
410203,4103,3,,,{9=8%;10=8%},,
410204,4103,4,,,{1=8%},,
410205,4103,5,,,{9=8%;10=8%},,
410206,4103,6,,,{23=500},,
410207,4103,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
410208,4103,8,,,{9=15%;10=15%},,
410209,4103,9,,,{23=1000},,
410210,4103,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
410211,4103,11,,,{97=1500},,
410212,4103,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
410302,4104,2,,,{25=300},,
410303,4104,3,,,{9=8%;10=8%},,
410304,4104,4,,,{1=8%},,
410305,4104,5,,,{9=8%;10=8%},,
410306,4104,6,,,{28=500},,
410307,4104,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
410308,4104,8,,,{9=15%;10=15%},,
410309,4104,9,,,{28=1000},,
410310,4104,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
410311,4104,11,,,{97=1500},,
410312,4104,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
411002,4111,2,,,{25=300},,
411003,4111,3,,,{9=8%;10=8%},,
411004,4111,4,,,{1=8%},,
411005,4111,5,,,{7=8%;8=8%},,
411006,4111,6,,,{25=500},,
411007,4111,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
411008,4111,8,,,{9=15%;10=15%},,
411009,4111,9,,,{25=1000},,
411010,4111,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
411011,4111,11,,,{97=1500},,
411012,4111,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
412002,4121,2,,,{24=300},,
412003,4121,3,,,{7=8%;8=8%},,
412004,4121,4,,,{1=8%},,
412005,4121,5,,,{7=8%;8=8%},,
412006,4121,6,,,{24=500},,
412007,4121,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
412008,4121,8,,,{7=15%;8=15%},,
412009,4121,9,,,{24=1000},,
412010,4121,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
412011,4121,11,,,{97=1500},,
412012,4121,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
413002,4131,2,,,{24=200},,
413003,4131,3,,,{7=6%;8=6%},,
413004,4131,4,,,{1=6%},,
413005,4131,5,,,{7=6%;8=6%},,
413006,4131,6,,,{14=400},,
413007,4131,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
413008,4131,8,,,{7=12%;8=12%},,
413009,4131,9,,,{14=800},,
413010,4131,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
413011,4131,11,,,{23=1200},,
413012,4131,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
414002,4141,2,,,{25=200},,
414003,4141,3,,,{9=6%;10=6%},,
414004,4141,4,,,{1=6%},,
414005,4141,5,,,{7=6%;8=6%},,
414006,4141,6,,,{25=400},,
414007,4141,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
414008,4141,8,,,{9=12%;10=12%},,
414009,4141,9,,,{25=800},,
414010,4141,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
414011,4141,11,,,{23=1200},,
414012,4141,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
415002,4151,2,,,{24=200},,
415003,4151,3,,,{7=6%;8=6%},,
415004,4151,4,,,{1=6%},,
415005,4151,5,,,{7=6%;8=6%},,
415006,4151,6,,,{24=400},,
415007,4151,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
415008,4151,8,,,{7=12%;8=12%},,
415009,4151,9,,,{24=800},,
415010,4151,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
415011,4151,11,,,{23=1200},,
415012,4151,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
416002,4161,2,,,{24=300},,
416003,4161,3,,,{7=8%;8=8%},,
416004,4161,4,,,{1=8%},,
416005,4161,5,,,{7=8%;8=8%},,
416006,4161,6,,,{24=500},,
416007,4161,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
416008,4161,8,,,{7=15%;8=15%},,
416009,4161,9,,,{24=1000},,
416010,4161,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
416011,4161,11,,,{97=1500},,
416012,4161,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
417002,4171,2,,,{25=300},,
417003,4171,3,,,{9=8%;10=8%},,
417004,4171,4,,,{1=8%},,
417005,4171,5,,,{9=8%;10=8%},,
417006,4171,6,,,{17=500},,
417007,4171,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
417008,4171,8,,,{9=15%;10=15%},,
417009,4171,9,,,{17=1000},,
417010,4171,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
417011,4171,11,,,{97=1500},,
417012,4171,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
418002,4181,2,,,{24=200},,
418003,4181,3,,,{7=6%;8=6%},,
418004,4181,4,,,{1=6%},,
418005,4181,5,,,{9=6%;10=6%},,
418006,4181,6,,,{90=400},,
418007,4181,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
418008,4181,8,,,{7=12%;8=12%},,
418009,4181,9,,,{90=800},,
418010,4181,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
418011,4181,11,,,{23=1200},,
418012,4181,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
419002,4191,2,,,{24=200},,
419003,4191,3,,,{7=6%;8=6%},,
419004,4191,4,,,{1=6%},,
419005,4191,5,,,{7=6%;8=6%},,
419006,4191,6,,,{14=400},,
419007,4191,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
419008,4191,8,,,{7=12%;8=12%},,
419009,4191,9,,,{14=800},,
419010,4191,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
419011,4191,11,,,{23=1200},,
419012,4191,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
420002,4201,2,,,{24=200},,
420003,4201,3,,,{7=6%;8=6%},,
420004,4201,4,,,{1=6%},,
420005,4201,5,,,{7=6%;8=6%},,
420006,4201,6,,,{12=400},,
420007,4201,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
420008,4201,8,,,{7=12%;8=12%},,
420009,4201,9,,,{12=800},,
420010,4201,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
420011,4201,11,,,{23=1200},,
420012,4201,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
430002,4301,2,,,{24=200},,
430003,4301,3,,,{7=6%;8=6%},,
430004,4301,4,,,{1=6%},,
430005,4301,5,,,{7=6%;8=6%},,
430006,4301,6,,,{24=400},,
430007,4301,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
430008,4301,8,,,{7=12%;8=12%},,
430009,4301,9,,,{24=800},,
430010,4301,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
430011,4301,11,,,{23=1200},,
430012,4301,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
439002,4391,2,,,{24=200},,
439003,4391,3,,,{7=6%;8=6%},,
439004,4391,4,,,{1=6%},,
439005,4391,5,,,{7=6%;8=6%},,
439006,4391,6,,,{12=400},,
439007,4391,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
439008,4391,8,,,{7=12%;8=12%},,
439009,4391,9,,,{12=800},,
439010,4391,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
439011,4391,11,,,{23=1200},,
439012,4391,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
443002,4431,2,,,{24=200},,
443003,4431,3,,,{7=6%;8=6%},,
443004,4431,4,,,{1=6%},,
443005,4431,5,,,{7=6%;8=6%},,
443006,4431,6,,,{18=400},,
443007,4431,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
443008,4431,8,,,{7=12%;8=12%},,
443009,4431,9,,,{18=800},,
443010,4431,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
443011,4431,11,,,{23=1200},,
443012,4431,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
444002,4441,2,,,{24=200},,
444003,4441,3,,,{7=6%;8=6%},,
444004,4441,4,,,{1=6%},,
444005,4441,5,,,{9=6%;10=6%},,
444006,4441,6,,,{90=400},,
444007,4441,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
444008,4441,8,,,{7=12%;8=12%},,
444009,4441,9,,,{90=800},,
444010,4441,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
444011,4441,11,,,{23=1200},,
444012,4441,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
452002,4521,2,,,{25=200},,
452003,4521,3,,,{9=6%;10=6%},,
452004,4521,4,,,{1=6%},,
452005,4521,5,,,{7=6%;8=6%},,
452006,4521,6,,,{25=400},,
452007,4521,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
452008,4521,8,,,{9=12%;10=12%},,
452009,4521,9,,,{25=800},,
452010,4521,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
452011,4521,11,,,{23=1200},,
452012,4521,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
456002,4561,2,,,{25=200},,
456003,4561,3,,,{9=6%;10=6%},,
456004,4561,4,,,{1=6%},,
456005,4561,5,,,{7=6%;8=6%},,
456006,4561,6,,,{16=400},,
456007,4561,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
456008,4561,8,,,{9=12%;10=12%},,
456009,4561,9,,,{16=800},,
456010,4561,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
456011,4561,11,,,{23=1200},,
456012,4561,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
457002,4571,2,,,{25=200},,
457003,4571,3,,,{9=6%;10=6%},,
457004,4571,4,,,{1=6%},,
457005,4571,5,,,{7=6%;8=6%},,
457006,4571,6,,,{16=400},,
457007,4571,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
457008,4571,8,,,{9=12%;10=12%},,
457009,4571,9,,,{16=800},,
457010,4571,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
457011,4571,11,,,{23=1200},,
457012,4571,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
458002,4581,2,,,{24=200},,
458003,4581,3,,,{7=6%;8=6%},,
458004,4581,4,,,{1=6%},,
458005,4581,5,,,{7=6%;8=6%},,
458006,4581,6,,,{14=400},,
458007,4581,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
458008,4581,8,,,{7=12%;8=12%},,
458009,4581,9,,,{14=800},,
458010,4581,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
458011,4581,11,,,{23=1200},,
458012,4581,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
459002,4591,2,,,{24=300},,
459003,4591,3,,,{7=8%;8=8%},,
459004,4591,4,,,{1=8%},,
459005,4591,5,,,{7=8%;8=8%},,
459006,4591,6,,,{24=500},,
