变量名,skillName,_beizhu,skillTypeShow,describe,describe1,simDesc,starEffect,starEffectDesc,starEffectDesc1,zawakeEffect,zawakeEffectDesc,zawakeEffectDesc1,zawakeStarEffectDesc1,zawakeSimpleType,zawakeSimpleDesc,upLvDesc,iconRes,isGlobal,changeUnitTrigger,isCombat,alwaysEffective,passivePriority,skillType,skillType2,skillDamageType,skillNatureType,skillPower,skillHit,weather,cdRound,startRound,passiveStartRound,passiveTriggerType,passiveTriggerArg,posChoose,moveTime,specialChoose,hitFormula,hintTargetType,hintChoose,specialHintChoose,autoHintChoose,targetTypeDesc,targetChooseType,_attacktest,damageFormula,_damageFormula,hpFormula,skillCalDamageProcessId,diffSkillCalDmgProcessId,skillProcess,passiveSkillAttrs,activeType,activeCondition,fightingPoint,costMp1,costMp1Args,recoverMp1,widgetEffects,hurtMp1,costID,posC,chargeArgs,skillArgs,conditionValue,spineAction,flashBack,cameraNear,cameraNear_posC,cameraNear_blankTime,cameraNear_scaleArgs,blankTime,scaleArgs,effectBigName,effectBigPos,effectBigFlip,notShowProcedure,hurtPos,sound,allEffectTime,descGray,keyWords,zawakeKeyWords,skillPriority,zawakeStarEffectDesc,specialRatio,skillFlag,summonInherit,blockEffect,__version
113,火焰喷射,,,,<攻击敌方列排目标，造成#C0x3D8A99#280%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，并附加【灼烧Ⅰ】2回合>,小火龙用火焰喷射攻击敌方列排目标，并附加灼烧效果,<11>,,<额外效果：可叠加两层灼烧效果>,<79003;1>,,{1=攻击敌方列排目标，造成#C0x3D8A99#280%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，并附加【灼烧Ⅰ】2回合},<额外效果：可叠加两层灼烧效果，第二次会对敌方全体造成一次灼烧>,,可叠加两层灼烧效果\n#F20#\n#F40##C0x5c9970#→可叠加两层灼烧效果，第二次会对敌方全体造成一次灼烧,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,2,1,2,,,,,,,,,6,,,,,,,,敌方列排,column,,"(self:specialDamage()*2.8+(self:flag(99) and skillLevel or skillLevel*4)*36)*((target:hasBuffGroup(1500,1510,1520) and skillLv(116, 126, 136)) and (1.2+(skillLv(116, 126, 136) or 0) * 0.001-0.001) or 1)",,,111,,<1131;1132;1133;1134>,,,,,1000,,,,,3,{x=-680;y=0},,,,skill2,,,,4000,{delayLast=4000;endLast=50;scale=1;startLast=50},4000,{delayLast=4000;endLast=50;scale=1;startLast=50},<img_4_xhl@>,,,,,{loop=0;delay=0;res=hero_sound/xiaohuolong_skill2.mp3},,,<【灼烧Ⅰ】>,<【灼烧Ⅰ】>,,,2,<204>,,,
116,引燃,,,,<{title=引燃};对附带灼烧的敌方单位伤害提升#C0x5c9970#$(20+skillLevel*0.1-0.1)$%#C0x5B545B#>,,<8>,,<<>;额外效果：攻击灼烧单位时，无视10%特防>,<79004;1>,,{1={title=引燃};2=对附带灼烧的敌方单位伤害提升#C0x5c9970#$(20+skillLevel*0.1-0.1)$%#C0x5B545B#},<<>;额外效果：攻击灼烧单位时，无视10%特防，并使其增加一层灼烧>,,#C0x5c9970#并使其增加一层灼烧,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<1161>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,火焰拳,,,,<攻击敌方单体目标，造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#>,火恐龙用火焰拳攻击敌方单体目标,,,,<79001>,,{1=攻击敌方单体目标，造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，并提升10%特攻2回合},,,#C0x5c9970#提升10%特攻2回合,固定伤害+96,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,0,1,2,,,,,,,,,1,,,,,,,,敌方单体,single,,"(self:specialDamage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24)*((target:hasBuffGroup(1500,1510,1520) and skillLv(116, 126, 136)) and (1.2+(skillLv(116, 126, 136) or 0) * 0.001-0.001) or 1)",,,111,,<1211;1212>,,,,,,,240,,,,{x=-400;y=0},,,,attack,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/huokonglong_attack.mp3},,,,,,,,,,,
122,火焰尾巴,,,,<攻击敌方单体目标，造成#C0x3D8A99#150%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，并提升自身10%速度与10%特攻，持续2回合>,火恐龙甩动火焰尾巴，并喷射火焰攻击敌方单体目标,,,,<79002>,,{1=攻击敌方单体目标，造成#C0x3D8A99#150%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，并提升自身10%速度与10%特攻，持续2回合，并有50%几率附带一层【灼烧Ⅰ】},,,#C0x5c9970#并有50%几率附带一层【灼烧】,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,1,1,2,,,,2,,,,,1,,,,,,,,敌方单体,single,,"(self:specialDamage()*1.5+(self:flag(99) and skillLevel or skillLevel*4)*36)*((target:hasBuffGroup(1500,1510,1520) and skillLv(116, 126, 136)) and (1.2+(skillLv(116, 126, 136) or 0) * 0.001-0.001) or 1)",,,111,,<1221;1222;1223>,,,,,,,360,,,2,{x=-400;y=0},,,,skill1,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/huokonglong_skill1.mp3},,,,<【灼烧Ⅰ】>,,,,,,,
123,火焰喷射,,,,<攻击敌方列排目标，造成#C0x3D8A99#280%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，并附加【灼烧Ⅰ】2回合>,火恐龙喷射火焰球攻击敌方列排目标，并附加灼烧效果,<11>,,<额外效果：可叠加两层灼烧效果>,<79003;1>,,{1=攻击敌方列排目标，造成#C0x3D8A99#280%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，并附加【灼烧Ⅰ】2回合},<额外效果：可叠加两层灼烧效果，第二次会对敌方全体造成一次灼烧>,,可叠加两层灼烧效果\n#F20#\n#F40##C0x5c9970#→可叠加两层灼烧效果，第二次会对敌方全体造成一次灼烧,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,2,1,2,,,,,,,,,6,,,,,,,,敌方列排,column,,"(self:specialDamage()*2.8+(self:flag(99) and skillLevel or skillLevel*4)*36)*((target:hasBuffGroup(1500,1510,1520) and skillLv(116, 126, 136)) and (1.2+(skillLv(116, 126, 136) or 0) * 0.001-0.001) or 1)",,,111,,<1231;1232;1233;1234>,,,,,1000,,,,,3,{x=-500;y=0},,,,skill2,,,,5733.3,{delayLast=5733.3;endLast=50;scale=1;startLast=50},5733.3,{delayLast=5733.3;endLast=50;scale=1;startLast=50},<img_5_hkl@>,,TRUE,,,{loop=0;delay=0;res=hero_sound/huokonglong_skill2.mp3},,,<【灼烧Ⅰ】>,<【灼烧Ⅰ】>,,,2,<204>,,,
126,引燃,,,,<{title=引燃};对附带灼烧的敌方单位伤害提升#C0x5c9970#$(20+skillLevel*0.1-0.1)$%#C0x5B545B#>,,<8>,,<<>;额外效果：攻击灼烧单位时，无视10%特防>,<79004;1>,,{1={title=引燃};2=对附带灼烧的敌方单位伤害提升#C0x5c9970#$(20+skillLevel*0.1-0.1)$%#C0x5B545B#},<<>;额外效果：攻击灼烧单位时，无视10%特防，并使其增加一层灼烧>,,#C0x5c9970#并使其增加一层灼烧,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<1261>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,火焰拳,,,,<攻击敌方单体目标，造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#>,喷火龙飞向敌方，用火焰拳攻击敌方单体目标,,,,<79001>,,{1=攻击敌方单体目标，造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，并提升10%特攻2回合},,,#C0x5c9970#提升10%特攻2回合,固定伤害+96,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,0,1,2,,,,,,,,,1,,,,,,,,敌方单体,single,,"(self:specialDamage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24)*((target:hasBuffGroup(1500,1510,1520) and skillLv(116, 126, 136)) and (1.2+(skillLv(116, 126, 136) or 0) * 0.001-0.001) or 1)",,,111,,<1311;1312>,,,,,,,240,,,,{x=-600;y=0},,,,attack,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/penhuolong_attack.mp3},,,,,,,,,,,
132,飞行投掷,,,,<攻击敌方单体目标，造成#C0x3D8A99#150%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，并提升自身10%速度与10%特攻，持续2回合>,喷火龙抱住敌方单体目标飞向高空，然后甩下,,,,<79002>,,{1=攻击敌方单体目标，造成#C0x3D8A99#150%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，并提升自身10%速度与10%特攻，持续2回合，并有50%几率附带一层【灼烧Ⅰ】},,,#C0x5c9970#并有50%几率附带一层【灼烧】,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,1,1,10,,,,2,,,,,1,,,,,,,,敌方单体,single,,"(self:specialDamage()*1.5+(self:flag(99) and skillLevel or skillLevel*4)*36)*((target:hasBuffGroup(1500,1510,1520) and skillLv(116, 126, 136)) and (1.2+(skillLv(116, 126, 136) or 0) * 0.001-0.001) or 1)",,,111,,<1321;1322;1323;1324>,,,,,,,360,,,2,{x=-700;y=0},,,,skill1,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/penhuolong_skill1.mp3},,,,<【灼烧Ⅰ】>,,,,,,,
133,火焰喷射,,,,<攻击敌方列排目标，造成#C0x3D8A99#280%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，并附加【灼烧Ⅰ】2回合>,喷火龙飞向高空，用火焰喷射敌方列排目标，并附加灼烧效果,<11>,,<额外效果：可叠加两层灼烧效果>,<79003;1>,,{1=攻击敌方列排目标，造成#C0x3D8A99#280%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，并附加【灼烧Ⅰ】2回合},<额外效果：可叠加两层灼烧效果，第二次会对敌方全体造成一次灼烧>,,可叠加两层灼烧效果\n#F20#\n#F40##C0x5c9970#→可叠加两层灼烧效果，第二次会对敌方全体造成一次灼烧,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,2,1,2,,,,,,,,,,,,,,,,,敌方列排,column,,"(self:specialDamage()*2.8+(self:flag(99) and skillLevel or skillLevel*4)*36)*((target:hasBuffGroup(1500,1510,1520) and skillLv(116, 126, 136)) and (1.2+(skillLv(116, 126, 136) or 0) * 0.001-0.001) or 1)",,,111,,<1331;1332;1333;1334>,,,,,1000,,,,,3,{x=50;y=0},,,,skill2,,,,9600,{delayLast=9600;endLast=50;scale=1;startLast=50},9600,{delayLast=9600;endLast=50;scale=1;startLast=50},<img_6_phl@>,,TRUE,,,{loop=0;delay=0;res=hero_sound/penhuolong_skill2.mp3},,,<【灼烧Ⅰ】>,<【灼烧Ⅰ】>,,,2,<204>,,,
136,引燃,,,,<{title=引燃};对附带灼烧的敌方单位伤害提升#C0x5c9970#$(20+skillLevel*0.1-0.1)$%#C0x5B545B#>,,<8>,,<<>;额外效果：攻击灼烧单位时，无视10%特防>,<79004;1>,,{1={title=引燃};2=对附带灼烧的敌方单位伤害提升#C0x5c9970#$(20+skillLevel*0.1-0.1)$%#C0x5B545B#},<<>;额外效果：攻击灼烧单位时，无视10%特防，并使其增加一层灼烧>,,#C0x5c9970#并使其增加一层灼烧,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<1361>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,火焰拳,,,,<攻击敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，获得【暴击Ⅰ】2回合>,,,,,<79001>,,{1=攻击敌方单体目标，造成#C0xE69900#120%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，获得【暴击Ⅱ】2回合},,,#C0x5c9970#基础伤害系数提升至120%，【暴击Ⅰ】进阶为【暴击Ⅱ】,固定伤害+96,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,0,,2,,,,,,,,,1,,,,,,,,敌方单体,single,,self:damage()*(self:flagZ1() and 1.2 or 1)+(self:flag(99) and skillLevel or skillLevel*4)*24,,,141,,<1411;1412;1413>,,,,,,,240,,,,{x=-500;y=0},,,,attack,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/penhuolongmegax_attack.mp3},,,<【暴击Ⅰ】>,<【暴击Ⅱ】>,,,,,,,
142,蓝色火焰,,,,<攻击敌方单体目标，造成#C0xE69900#160%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，忽视目标5%—20%物理防御，攻击后对目标添加【灼烧Ⅰ】2回合>,,,,,<79002>,,{1=攻击敌方单体目标，造成#C0xE69900#180%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，忽视目标5%—20%物理防御，攻击后对目标添加【灼烧Ⅰ】2回合；暴击如果目标附带灼烧效果，会随机触发其1-2层灼烧类效果},,,#C0x5c9970#基础伤害系数提升至180%，暴击如果目标附带灼烧效果，会随机触发其1-2层灼烧类效果,固定伤害+96,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,1,,15,,,,2,,,,,1,,,,,,,,敌方单体,single,,self:damage()*(self:flagZ2() and 1.8 or 1.6)+(self:flag(99) and skillLevel or skillLevel*4)*36,,,141,,<1421;1422;1423;1424>,,,,,,,360,,,2,{x=-550;y=0},,,,skill1,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/penhuolongmegax_skill1.mp3},,,<【灼烧Ⅰ】>,<【灼烧Ⅰ】>,,,,,,,
143,蓝焰喷射,,,,<攻击敌方列排目标，造成#C0xE69900#280%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，本次技能额外提升#C0x5c9970#$(5+skillLevel*0.1-0.1)$%#C0x5B545B#暴击率，暴击后会烧穿目标防御，令其获得【物防降低Ⅰ】和【火属性易伤Ⅰ】1回合>,超级喷火龙X从沉浸的黑夜中苏醒，振翅飞向高空，对敌方单体目标喷射蓝色火焰，有几率附加灼烧效果,<11>,,<释放必杀前会对目标添加【灼烧Ⅰ】1回合；本次攻击暴击，会额外燃烧掉目标10%当前血量>,<79003>,,{1=攻击敌方列排目标，造成#C0xE69900#300%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，本次技能额外提升#C0x5c9970#$(5+skillLevel*0.1-0.1)$%#C0x5B545B#暴击率，暴击后会烧穿目标防御，令其获得【物防降低Ⅰ】和【火属性易伤Ⅰ】1回合；暴击时会用【龙息Ⅰ】溅射攻击范围外的随机2名敌方精灵，本次龙息对灼烧类目标伤害翻倍},<释放必杀前会对目标添加【灼烧Ⅰ】1回合；本次攻击暴击，会额外燃烧掉目标10%当前血量>,,#C0x5c9970#基础伤害系数提升至300%，暴击时会用【龙息Ⅰ】溅射攻击范围外的随机2名敌方精灵，本次龙息对灼烧类目标伤害翻倍。,固定伤害+96,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,2,,2,,,,,,,,,,,,,,,,,敌方列排,column,,self:damage()*(self:flagZ3() and 3 or 2.8)+(self:flag(99) and skillLevel or skillLevel*4)*36*0.5,,,141,,<1431;1432;1433;1434;1435;1436>,,,,,1000,,,,,3,{x=-200;y=50},,,,skill2,,,,8266.6,{delayLast=8266.6;endLast=50;scale=0.88;startLast=50},8266.6,{delayLast=8266.6;endLast=50;scale=0.88;startLast=50},<img_6_cjphlx@>,,,,,{loop=0;delay=0;res=hero_sound/penhuolongmegax_skill2.mp3},,,<【物防降低Ⅰ】;【火属性易伤Ⅰ】;【灼烧Ⅰ】>,<【物防降低Ⅰ】;【火属性易伤Ⅰ】;【灼烧Ⅰ】;【龙息Ⅰ】>,,,,<211>,,,
146,火龙之怒,,,,<{title=爆炎之息};自身主动攻击附带灼烧类效果目标时，暴击率提升#C0x5c9970#$(10+skillLevel*0.1-0.1)$%>,,<6;8>,,<<{title=火龙之息};自身产生暴击时，附带【龙息Ⅰ】>;<{title=灼炎暴击};目标身上每多1层灼烧类效果，自身暴击伤害提升3%（最多提升15%）>>,<79004>,,{1={title=爆炎之息};2=自身主动攻击附带灼烧类效果目标时，暴击率提升#C0x5c9970#$(10+skillLevel*0.1-0.1)$%#C0x5B545B#},<<{title=火龙之息};自身产生暴击时，附带【龙息Ⅰ】>;<{title=灼炎暴击};目标身上每多1层灼烧类效果，自身暴击伤害提升3%（最多提升15%）;自身血量首次低于50%时，临时获得30%暴击和20%爆伤2回合，下次行动未被控制时，可额外无消耗释放1次50%威力的必杀技>>,,#C0x5c9970#自身血量首次低于50%时，临时获得30%暴击和20%爆伤2回合，下次行动未被控制时，可额外无消耗释放1次50%威力的必杀技。,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<1461;1462;1463;1464>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<【龙息Ⅰ】>,<【龙息Ⅰ】>,,,,,,,
147,蓝焰喷射,,,,<攻击敌方列排目标，造成#C0xE69900#280%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，本次技能额外提升#C0x5c9970#$(5+skillLevel*0.1-0.1)$%#C0x5B545B#暴击率，暴击后会烧穿目标防御，令其获得【物防降低Ⅰ】和【火属性易伤Ⅰ】1回合>,超级喷火龙X从沉浸的黑夜中苏醒，振翅飞向高空，对敌方单体目标喷射蓝色火焰，有几率附加灼烧效果,<11>,,<释放必杀前会对目标添加【灼烧Ⅰ】1回合；本次攻击暴击，会额外燃烧掉目标10%当前血量>,<79003>,,{1=攻击敌方列排目标，造成#C0xE69900#300%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，本次技能额外提升#C0x5c9970#$(5+skillLevel*0.1-0.1)$%#C0x5B545B#暴击率，暴击后会烧穿目标防御，令其获得【物防降低Ⅰ】和【火属性易伤Ⅰ】1回合；暴击时会用【龙息Ⅰ】溅射攻击范围外的随机2名敌方精灵，本次龙息对灼烧类目标伤害翻倍},<释放必杀前会对目标添加【灼烧Ⅰ】1回合；本次攻击暴击，会额外燃烧掉目标10%当前血量>,,#C0x5c9970#龙系特殊攻击，暴虐无常，造成效果携带者自身20%~50%物攻/特攻伤害。（对妖精和冰系精灵，只会造成最低下限伤害，且不会暴击）,固定伤害+96,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,2,,2,,,,,,,,,,,,,,,,,敌方列排,column,,self:damage()*(self:flagZ3() and 3 or 2.8)*0.5+(self:flag(99) and skillLevel or skillLevel*4)*36*0.5,,,141,,<1431;1432;1433;1434;1435;1436>,,,,,,,,,,3,{x=-200;y=50},,,,skill2,,,,8266.6,{delayLast=8266.6;endLast=50;scale=0.88;startLast=50},8266.6,{delayLast=8266.6;endLast=50;scale=0.88;startLast=50},<img_6_cjphlx@>,,,,,{loop=0;delay=0;res=hero_sound/penhuolongmegax_skill2.mp3},,,<【物防降低Ⅰ】;【火属性易伤Ⅰ】;【灼烧Ⅰ】>,<【物防降低Ⅰ】;【火属性易伤Ⅰ】;【灼烧Ⅰ】;【龙息Ⅰ】>,,,,<4>,,,
151,热风,,,,<攻击敌方单体目标，造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#>,,,,,<79001>,,{1=攻击敌方单体目标，造成#C0x3D8A99#110%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#;2=自身获得【速度Ⅰ】2回合},,,#C0x5c9970#基础伤害系数提升至110%，自身获得【速度Ⅰ】2回合,固定伤害+96,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,0,1,2,,,,,,,,,1,,,,,,,,敌方单体,single,,self:specialDamage()*(self:flagZ1() and 1.1 or 1)+(self:flag(99) and skillLevel or skillLevel*4)*24,,,,,<1511;1512>,,,,,,,240,,,,{x=-500;y=0},,,,attack,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/penhuolongym_atk.mp3},,,,<【速度Ⅰ】>,,,,,,,
152,飞行投掷,,,,<攻击敌方单体目标，造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，对目标添加1层【灼烧Ⅰ】2回合，令1名火系队友获得【引火Ⅰ】1回合>,,,,,<79002>,,{1=攻击敌方单体目标，造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，对目标添加1层【灼烧Ⅰ】2回合，令2名火系队友获得【引火Ⅰ】1回合},,,#C0x5c9970#基础伤害系数提升至180%，额外令1名火系队友获得【引火Ⅰ】1回合,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,1,1,10,,,,2,,,,,1,,,,,,,,敌方单体,single,,self:specialDamage()*(self:flagZ2() and 1.8 or 1.6)+(self:flag(99) and skillLevel or skillLevel*4)*36,,,,,<1521;1522;1523>,,,,,,,360,,,2,{x=-460;y=0},,,,skill1,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/penhuolongym_skill1.mp3},,,<【灼烧Ⅰ】;【引火Ⅰ】>,<【灼烧Ⅰ】;【引火Ⅰ】>,,,,,,,
153,火焰飓风,,,,<攻击敌方列排目标，造成#C0x3D8A99#260%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#;本次攻击对附带灼烧效果的目标提升#C0x5c9970#$(5+skillLevel*0.1-0.1)$%#C0x5B545B#的伤害，并会触发其1层灼烧效果>,超级喷火龙Y飞跃至空中，然后快速飞翔发射出热焰风暴对敌方列排单位，灼烧目标，并对灼烧目标添加火系易伤,<11>,,<攻击已附带灼烧效果目标时，令其灼烧效果向随机敌方1名单位扩散1层;并令己方飞行系精灵速度提升6%>,<79003>,,{1=攻击敌方列排目标，造成#C0x3D8A99#270%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#;2=对目标添加1层【灼烧Ⅰ】2回合，50%概率额外添加1层【灼烧Ⅰ】2回合;3=本次攻击对附带灼烧效果的目标提升#C0x5c9970#$(5+skillLevel*0.1-0.1)$%#C0x5B545B#的伤害，并会触发其1层灼烧效果},<攻击已附带灼烧效果目标时，令其灼烧效果向随机敌方1名单位扩散1层;并令己方飞行系精灵速度提升6%>,,#C0x5c9970#基础伤害系数提升至270%；对目标添加1层【灼烧Ⅰ】2回合，50%概率额外添加1层【灼烧Ⅰ】2回合,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,2,1,2,,,,,,,,,,,,,,,,,敌方列排,column,,self:specialDamage()*(self:flagZ3() and 2.7 or 2.6)+(self:flag(99) and skillLevel or skillLevel*4)*36,,,,,<1531;1532;1533;1534;1535;1536;1537>,,,,,1000,,,,,3,{x=-200;y=100},,,,skill2,,,,9666.6,{delayLast=9666.6;endLast=50;scale=0.88;startLast=50},9666.6,{delayLast=9666.6;endLast=50;scale=0.88;startLast=50},<img_6_cjphly@>,,TRUE,,,{loop=0;delay=0;res=hero_sound/penhuolongym_skill2.mp3},,,,<【灼烧Ⅰ】>,,,2,<204>,,,
156,燃爆,,,,<{title=烈焰灼烧};自身攻击时会对目标附带【灼烧Ⅰ】2回合；攻击已有【灼烧Ⅰ】的目标时，有#C0x5c9970#$(20+skillLevel*0.15-0.15)$%#C0x5B545B#概率令其效果进阶为【灼烧Ⅱ】>,,<6;8>,,<<{title=火焰汲取};单数回合行动时，令主目标附带的灼烧效果向其他随机目标扩散1层;双数回合行动时，会汲取随机目标1层灼烧转化为自身#C0x5c9970#$(1+skillLevel*0.075-0.075)$%#C0x5B545B#最大血量>;<{title=殒身火焰};自身阵亡时，对全体敌方添加1层【灼烧Ⅰ】2回合；对已有1层【灼烧Ⅰ】的敌方目标会令其进阶为【灼烧Ⅱ】>>,<79004;1>,,{1={title=烈焰灼烧};2=自身攻击时会对目标附带【灼烧Ⅰ】2回合；攻击已有【灼烧Ⅰ】的目标时，有#C0x5c9970#$(20+skillLevel*0.15-0.15)$%#C0x5B545B#概率令其效果进阶为【灼烧Ⅱ】;3=日照和大日照天气下，每个大回合开始时，会对随机敌方添加1层【灼烧Ⅰ】1回合，令灼烧类效果提升10%伤害},<<{title=火焰汲取};单数回合行动时，令主目标附带的灼烧效果向其他随机目标扩散1层;双数回合行动时，会汲取随机目标1层灼烧转化为自身#C0x5c9970#$(1+skillLevel*0.075-0.075)$%#C0x5B545B#最大血量>;<{title=殒身火焰};自身阵亡时，对全体敌方添加1层【灼烧Ⅰ】2回合；对已有1层【灼烧Ⅰ】的敌方目标会令其进阶为【灼烧Ⅱ】>>,,#C0x5c9970#日照和大日照天气下，每个大回合开始时，会对随机敌方添加1层【灼烧Ⅰ】2回合，令灼烧类效果提升10%伤害,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,200,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<1561;1562;1563>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<【灼烧Ⅰ】;【灼烧Ⅱ】>,<【灼烧Ⅰ】;【灼烧Ⅱ】>,,,,,,,
