变量名,_comment,weightList,cardWeightMap,specialWeightMap
8101,绿色符石库138,<<40121;100;1>;<40122;100;1>;<40123;100;1>;<40124;100;1>;<40125;100;1>;<40126;100;1>;<40221;0;1>;<40222;0;1>;<40223;0;1>;<40224;0;1>;<40225;0;1>;<40226;0;1>;<40321;100;1>;<40322;100;1>;<40323;100;1>;<40324;100;1>;<40325;100;1>;<40326;100;1>;<40421;0;1>;<40422;0;1>;<40423;0;1>;<40424;0;1>;<40425;0;1>;<40426;0;1>;<40521;0;1>;<40522;0;1>;<40523;0;1>;<40524;0;1>;<40525;0;1>;<40526;0;1>;<40621;0;1>;<40622;0;1>;<40623;0;1>;<40624;0;1>;<40625;0;1>;<40626;0;1>;<40721;0;1>;<40722;0;1>;<40723;0;1>;<40821;100;1>;<40822;100;1>;<40823;100;1>;<40921;0;1>;<40922;0;1>;<40923;0;1>>,,
8102,蓝色符石库138,<<40131;100;1>;<40132;100;1>;<40133;100;1>;<40134;100;1>;<40135;100;1>;<40136;100;1>;<40231;0;1>;<40232;0;1>;<40233;0;1>;<40234;0;1>;<40235;0;1>;<40236;0;1>;<40331;100;1>;<40332;100;1>;<40333;100;1>;<40334;100;1>;<40335;100;1>;<40336;100;1>;<40431;0;1>;<40432;0;1>;<40433;0;1>;<40434;0;1>;<40435;0;1>;<40436;0;1>;<40531;0;1>;<40532;0;1>;<40533;0;1>;<40534;0;1>;<40535;0;1>;<40536;0;1>;<40631;0;1>;<40632;0;1>;<40633;0;1>;<40634;0;1>;<40635;0;1>;<40636;0;1>;<40731;0;1>;<40732;0;1>;<40733;0;1>;<40831;100;1>;<40832;100;1>;<40833;100;1>;<40931;0;1>;<40932;0;1>;<40933;0;1>>,,
8103,紫色符石库138,<<40141;100;1>;<40142;100;1>;<40143;100;1>;<40144;100;1>;<40145;100;1>;<40146;100;1>;<40241;0;1>;<40242;0;1>;<40243;0;1>;<40244;0;1>;<40245;0;1>;<40246;0;1>;<40341;100;1>;<40342;100;1>;<40343;100;1>;<40344;100;1>;<40345;100;1>;<40346;100;1>;<40441;0;1>;<40442;0;1>;<40443;0;1>;<40444;0;1>;<40445;0;1>;<40446;0;1>;<40541;0;1>;<40542;0;1>;<40543;0;1>;<40544;0;1>;<40545;0;1>;<40546;0;1>;<40641;0;1>;<40642;0;1>;<40643;0;1>;<40644;0;1>;<40645;0;1>;<40646;0;1>;<40741;0;1>;<40742;0;1>;<40743;0;1>;<40841;100;1>;<40842;100;1>;<40843;100;1>;<40941;0;1>;<40942;0;1>;<40943;0;1>>,,
8104,橙色符石库138,<<40151;100;1>;<40152;100;1>;<40153;100;1>;<40154;100;1>;<40155;100;1>;<40156;100;1>;<40251;0;1>;<40252;0;1>;<40253;0;1>;<40254;0;1>;<40255;0;1>;<40256;0;1>;<40351;100;1>;<40352;100;1>;<40353;100;1>;<40354;100;1>;<40355;100;1>;<40356;100;1>;<40451;0;1>;<40452;0;1>;<40453;0;1>;<40454;0;1>;<40455;0;1>;<40456;0;1>;<40551;0;1>;<40552;0;1>;<40553;0;1>;<40554;0;1>;<40555;0;1>;<40556;0;1>;<40651;0;1>;<40652;0;1>;<40653;0;1>;<40654;0;1>;<40655;0;1>;<40656;0;1>;<40751;0;1>;<40752;0;1>;<40753;0;1>;<40851;100;1>;<40852;100;1>;<40853;100;1>;<40951;0;1>;<40952;0;1>;<40953;0;1>>,,
8105,红色符石库138,<<40161;100;1>;<40162;100;1>;<40163;100;1>;<40164;100;1>;<40165;100;1>;<40166;100;1>;<40261;0;1>;<40262;0;1>;<40263;0;1>;<40264;0;1>;<40265;0;1>;<40266;0;1>;<40361;100;1>;<40362;100;1>;<40363;100;1>;<40364;100;1>;<40365;100;1>;<40366;100;1>;<40461;0;1>;<40462;0;1>;<40463;0;1>;<40464;0;1>;<40465;0;1>;<40466;0;1>;<40561;0;1>;<40562;0;1>;<40563;0;1>;<40564;0;1>;<40565;0;1>;<40566;0;1>;<40661;0;1>;<40662;0;1>;<40663;0;1>;<40664;0;1>;<40665;0;1>;<40666;0;1>;<40761;0;1>;<40762;0;1>;<40763;0;1>;<40861;100;1>;<40862;100;1>;<40863;100;1>;<40961;0;1>;<40962;0;1>;<40963;0;1>>,,
8201,绿色符石库257,<<40121;100;1>;<40122;100;1>;<40123;100;1>;<40124;100;1>;<40125;100;1>;<40126;100;1>;<40221;100;1>;<40222;100;1>;<40223;100;1>;<40224;100;1>;<40225;100;1>;<40226;100;1>;<40321;100;1>;<40322;100;1>;<40323;100;1>;<40324;100;1>;<40325;100;1>;<40326;100;1>;<40421;100;1>;<40422;100;1>;<40423;100;1>;<40424;100;1>;<40425;100;1>;<40426;100;1>;<40521;100;1>;<40522;100;1>;<40523;100;1>;<40524;100;1>;<40525;100;1>;<40526;100;1>;<40621;100;1>;<40622;100;1>;<40623;100;1>;<40624;100;1>;<40625;100;1>;<40626;100;1>;<40721;100;1>;<40722;100;1>;<40723;100;1>;<40821;100;1>;<40822;100;1>;<40823;100;1>;<40921;100;1>;<40922;100;1>;<40923;100;1>>,,
8202,蓝色符石库257,<<40131;100;1>;<40132;100;1>;<40133;100;1>;<40134;100;1>;<40135;100;1>;<40136;100;1>;<40231;100;1>;<40232;100;1>;<40233;100;1>;<40234;100;1>;<40235;100;1>;<40236;100;1>;<40331;100;1>;<40332;100;1>;<40333;100;1>;<40334;100;1>;<40335;100;1>;<40336;100;1>;<40431;100;1>;<40432;100;1>;<40433;100;1>;<40434;100;1>;<40435;100;1>;<40436;100;1>;<40531;100;1>;<40532;100;1>;<40533;100;1>;<40534;100;1>;<40535;100;1>;<40536;100;1>;<40631;100;1>;<40632;100;1>;<40633;100;1>;<40634;100;1>;<40635;100;1>;<40636;100;1>;<40731;100;1>;<40732;100;1>;<40733;100;1>;<40831;100;1>;<40832;100;1>;<40833;100;1>;<40931;100;1>;<40932;100;1>;<40933;100;1>>,,
8203,紫色符石库257,<<40141;100;1>;<40142;100;1>;<40143;100;1>;<40144;100;1>;<40145;100;1>;<40146;100;1>;<40241;100;1>;<40242;100;1>;<40243;100;1>;<40244;100;1>;<40245;100;1>;<40246;100;1>;<40341;100;1>;<40342;100;1>;<40343;100;1>;<40344;100;1>;<40345;100;1>;<40346;100;1>;<40441;100;1>;<40442;100;1>;<40443;100;1>;<40444;100;1>;<40445;100;1>;<40446;100;1>;<40541;100;1>;<40542;100;1>;<40543;100;1>;<40544;100;1>;<40545;100;1>;<40546;100;1>;<40641;100;1>;<40642;100;1>;<40643;100;1>;<40644;100;1>;<40645;100;1>;<40646;100;1>;<40741;100;1>;<40742;100;1>;<40743;100;1>;<40841;100;1>;<40842;100;1>;<40843;100;1>;<40941;100;1>;<40942;100;1>;<40943;100;1>>,,
8204,橙色符石库257,<<40151;100;1>;<40152;100;1>;<40153;100;1>;<40154;100;1>;<40155;100;1>;<40156;100;1>;<40251;100;1>;<40252;100;1>;<40253;100;1>;<40254;100;1>;<40255;100;1>;<40256;100;1>;<40351;100;1>;<40352;100;1>;<40353;100;1>;<40354;100;1>;<40355;100;1>;<40356;100;1>;<40451;100;1>;<40452;100;1>;<40453;100;1>;<40454;100;1>;<40455;100;1>;<40456;100;1>;<40551;100;1>;<40552;100;1>;<40553;100;1>;<40554;100;1>;<40555;100;1>;<40556;100;1>;<40651;100;1>;<40652;100;1>;<40653;100;1>;<40654;100;1>;<40655;100;1>;<40656;100;1>;<40751;100;1>;<40752;100;1>;<40753;100;1>;<40851;100;1>;<40852;100;1>;<40853;100;1>;<40951;100;1>;<40952;100;1>;<40953;100;1>>,,
8205,红色符石库257,<<40161;100;1>;<40162;100;1>;<40163;100;1>;<40164;100;1>;<40165;100;1>;<40166;100;1>;<40261;100;1>;<40262;100;1>;<40263;100;1>;<40264;100;1>;<40265;100;1>;<40266;100;1>;<40361;100;1>;<40362;100;1>;<40363;100;1>;<40364;100;1>;<40365;100;1>;<40366;100;1>;<40461;100;1>;<40462;100;1>;<40463;100;1>;<40464;100;1>;<40465;100;1>;<40466;100;1>;<40561;100;1>;<40562;100;1>;<40563;100;1>;<40564;100;1>;<40565;100;1>;<40566;100;1>;<40661;100;1>;<40662;100;1>;<40663;100;1>;<40664;100;1>;<40665;100;1>;<40666;100;1>;<40761;100;1>;<40762;100;1>;<40763;100;1>;<40861;100;1>;<40862;100;1>;<40863;100;1>;<40961;100;1>;<40962;100;1>;<40963;100;1>>,,
8301,绿色符石库469,<<40121;100;1>;<40122;100;1>;<40123;100;1>;<40124;100;1>;<40125;100;1>;<40126;100;1>;<40221;100;1>;<40222;100;1>;<40223;100;1>;<40224;100;1>;<40225;100;1>;<40226;100;1>;<40321;100;1>;<40322;100;1>;<40323;100;1>;<40324;100;1>;<40325;100;1>;<40326;100;1>;<40421;100;1>;<40422;100;1>;<40423;100;1>;<40424;100;1>;<40425;100;1>;<40426;100;1>;<40521;100;1>;<40522;100;1>;<40523;100;1>;<40524;100;1>;<40525;100;1>;<40526;100;1>;<40621;100;1>;<40622;100;1>;<40623;100;1>;<40624;100;1>;<40625;100;1>;<40626;100;1>;<40721;100;1>;<40722;100;1>;<40723;100;1>;<40821;100;1>;<40822;100;1>;<40823;100;1>;<40921;100;1>;<40922;100;1>;<40923;100;1>>,,
8302,蓝色符石库,<<40131;100;1>;<40132;100;1>;<40133;100;1>;<40134;100;1>;<40135;100;1>;<40136;100;1>;<40231;100;1>;<40232;100;1>;<40233;100;1>;<40234;100;1>;<40235;100;1>;<40236;100;1>;<40331;100;1>;<40332;100;1>;<40333;100;1>;<40334;100;1>;<40335;100;1>;<40336;100;1>;<40431;100;1>;<40432;100;1>;<40433;100;1>;<40434;100;1>;<40435;100;1>;<40436;100;1>;<40531;100;1>;<40532;100;1>;<40533;100;1>;<40534;100;1>;<40535;100;1>;<40536;100;1>;<40631;100;1>;<40632;100;1>;<40633;100;1>;<40634;100;1>;<40635;100;1>;<40636;100;1>;<40731;100;1>;<40732;100;1>;<40733;100;1>;<40831;100;1>;<40832;100;1>;<40833;100;1>;<40931;100;1>;<40932;100;1>;<40933;100;1>>,,
8303,紫色符石库,<<40141;100;1>;<40142;100;1>;<40143;100;1>;<40144;100;1>;<40145;100;1>;<40146;100;1>;<40241;100;1>;<40242;100;1>;<40243;100;1>;<40244;100;1>;<40245;100;1>;<40246;100;1>;<40341;100;1>;<40342;100;1>;<40343;100;1>;<40344;100;1>;<40345;100;1>;<40346;100;1>;<40441;100;1>;<40442;100;1>;<40443;100;1>;<40444;100;1>;<40445;100;1>;<40446;100;1>;<40541;100;1>;<40542;100;1>;<40543;100;1>;<40544;100;1>;<40545;100;1>;<40546;100;1>;<40641;100;1>;<40642;100;1>;<40643;100;1>;<40644;100;1>;<40645;100;1>;<40646;100;1>;<40741;100;1>;<40742;100;1>;<40743;100;1>;<40841;100;1>;<40842;100;1>;<40843;100;1>;<40941;100;1>;<40942;100;1>;<40943;100;1>>,,
8304,橙色符石库,<<40151;100;1>;<40152;100;1>;<40153;100;1>;<40154;100;1>;<40155;100;1>;<40156;100;1>;<40251;100;1>;<40252;100;1>;<40253;100;1>;<40254;100;1>;<40255;100;1>;<40256;100;1>;<40351;100;1>;<40352;100;1>;<40353;100;1>;<40354;100;1>;<40355;100;1>;<40356;100;1>;<40451;100;1>;<40452;100;1>;<40453;100;1>;<40454;100;1>;<40455;100;1>;<40456;100;1>;<40551;100;1>;<40552;100;1>;<40553;100;1>;<40554;100;1>;<40555;100;1>;<40556;100;1>;<40651;100;1>;<40652;100;1>;<40653;100;1>;<40654;100;1>;<40655;100;1>;<40656;100;1>;<40751;100;1>;<40752;100;1>;<40753;100;1>;<40851;100;1>;<40852;100;1>;<40853;100;1>;<40951;100;1>;<40952;100;1>;<40953;100;1>>,,
8305,红色符石库,<<40161;100;1>;<40162;100;1>;<40163;100;1>;<40164;100;1>;<40165;100;1>;<40166;100;1>;<40261;100;1>;<40262;100;1>;<40263;100;1>;<40264;100;1>;<40265;100;1>;<40266;100;1>;<40361;100;1>;<40362;100;1>;<40363;100;1>;<40364;100;1>;<40365;100;1>;<40366;100;1>;<40461;100;1>;<40462;100;1>;<40463;100;1>;<40464;100;1>;<40465;100;1>;<40466;100;1>;<40561;100;1>;<40562;100;1>;<40563;100;1>;<40564;100;1>;<40565;100;1>;<40566;100;1>;<40661;100;1>;<40662;100;1>;<40663;100;1>;<40664;100;1>;<40665;100;1>;<40666;100;1>;<40761;100;1>;<40762;100;1>;<40763;100;1>;<40861;100;1>;<40862;100;1>;<40863;100;1>;<40961;100;1>;<40962;100;1>;<40963;100;1>>,,
,新增的一定要分开做标记 禁止删除该注释,,,
8502,随机绿色图腾宝箱,<<8301;100;1>;<8302;100;1>;<8303;100;1>;<8304;100;1>;<8305;100;1>;<8306;100;1>;<8307;100;1>;<8308;100;1>;<8309;100;1>;<8310;100;1>;<8311;100;1>;<8312;100;1>;<8313;100;1>;<8314;100;1>;<8315;100;1>;<8316;100;1>;<8317;100;1>;<8318;100;1>;<8319;100;1>;<8320;100;1>;<8321;100;1>;<8322;100;1>;<8323;100;1>;<8324;100;1>;<8325;100;1>;<8326;100;1>;<8327;100;1>;<8328;100;1>;<8329;100;1>;<8330;100;1>;<8331;100;1>;<8332;100;1>;<8333;100;1>;<8334;100;1>;<8335;100;1>;<8336;100;1>;<8337;100;1>;<8338;100;1>;<8339;100;1>;<8340;100;1>;<8341;100;1>;<8342;100;1>;<8343;100;1>;<8344;100;1>>,,
8503,随机蓝色图腾宝箱,<<8301;100;1>;<8302;100;1>;<8303;100;1>;<8304;100;1>;<8305;100;1>;<8306;100;1>;<8307;100;1>;<8308;100;1>;<8309;100;1>;<8310;100;1>;<8311;100;1>;<8312;100;1>;<8313;100;1>;<8314;100;1>;<8315;100;1>;<8316;100;1>;<8317;100;1>;<8318;100;1>;<8319;100;1>;<8320;100;1>;<8321;100;1>;<8322;100;1>;<8323;100;1>;<8324;100;1>;<8325;100;1>;<8326;100;1>;<8327;100;1>;<8328;100;1>;<8329;100;1>;<8330;100;1>;<8331;100;1>;<8332;100;1>;<8333;100;1>;<8334;100;1>;<8335;100;1>;<8336;100;1>;<8337;100;1>;<8338;100;1>;<8339;100;1>;<8340;100;1>;<8341;100;1>;<8342;100;1>;<8343;100;1>;<8344;100;1>>,,
8504,随机紫色图腾宝箱,<<8401;100;1>;<8402;100;1>;<8403;100;1>;<8404;100;1>;<8405;100;1>;<8406;100;1>;<8407;100;1>;<8408;100;1>;<8409;100;1>;<8410;100;1>;<8411;100;1>;<8412;100;1>;<8413;100;1>;<8414;100;1>;<8415;100;1>;<8416;100;1>;<8417;100;1>;<8418;100;1>;<8419;100;1>;<8420;100;1>;<8421;100;1>;<8422;100;1>;<8423;100;1>;<8424;100;1>;<8425;100;1>;<8426;100;1>;<8427;100;1>;<8428;100;1>;<8429;100;1>;<8430;100;1>;<8431;100;1>;<8432;100;1>;<8433;100;1>;<8434;100;1>;<8435;100;1>;<8436;100;1>;<8437;100;1>;<8438;100;1>;<8439;100;1>;<8440;100;1>>,,
8505,随机橙色图腾宝箱,<<8501;100;1>;<8502;100;1>;<8503;100;1>;<8504;100;1>;<8505;100;1>;<8506;100;1>;<8507;100;1>;<8508;100;1>;<8509;100;1>;<8510;100;1>;<8511;100;1>;<8512;100;1>;<8513;100;1>;<8514;100;1>>,,
8506,随机红色图腾宝箱,<<8601;100;1>;<8602;100;1>;<8603;100;1>;<8604;100;1>;<8605;100;1>;<8606;100;1>;<8607;100;1>;<8608;100;1>;<8609;100;1>;<8610;100;1>;<8611;100;1>;<8612;100;1>;<8613;100;1>;<8614;100;1>>,,
,,,,
8601,绿色契约宝箱,<<81201;100;1>;<81202;100;1>;<81203;100;1>;<81204;100;1>;<82201;100;1>;<82202;100;1>;<82203;100;1>;<82204;100;1>;<83201;100;1>;<83202;100;1>;<83203;100;1>;<83204;100;1>;<84201;100;1>;<84202;100;1>;<84203;100;1>;<84204;100;1>>,,
8602,蓝色契约宝箱,<<81301;100;1>;<81302;100;1>;<81303;100;1>;<81304;100;1>;<82301;100;1>;<82302;100;1>;<82303;100;1>;<82304;100;1>;<83301;100;1>;<83302;100;1>;<83303;100;1>;<83304;100;1>;<84301;100;1>;<84302;100;1>;<84303;100;1>;<84304;100;1>;<84305;100;1>;<84306;100;1>>,,
8603,紫色契约宝箱,<<81401;100;1>;<81402;100;1>;<81403;100;1>;<81404;100;1>;<81405;100;1>;<81406;100;1>;<82401;100;1>;<82402;100;1>;<82403;100;1>;<82404;100;1>;<82405;100;1>;<82406;100;1>;<83401;100;1>;<83402;100;1>;<83403;100;1>;<83404;100;1>;<83405;100;1>;<83406;100;1>;<84401;100;1>;<84402;100;1>;<84403;100;1>;<84404;100;1>;<84405;100;1>;<84406;100;1>;<84407;100;1>;<84408;100;1>;<84409;100;1>;<84410;100;1>;<84411;100;1>;<84412;100;1>>,,
8604,橙色契约宝箱,<<81501;100;1>;<81502;100;1>;<81503;100;1>;<81504;100;1>;<81505;100;1>;<81506;100;1>;<81507;100;1>;<81508;100;1>;<81509;100;1>;<81510;100;1>;<81511;100;1>;<81512;100;1>;<81513;100;1>;<81514;100;1>;<81515;100;1>;<81516;100;1>;<81517;100;1>;<81518;100;1>;<81519;100;1>;<81520;100;1>;<81521;100;1>;<81522;100;1>;<81523;100;1>;<81524;100;1>;<81525;100;1>;<81526;100;1>;<81527;100;1>;<81528;100;1>;<81529;100;1>;<81530;100;1>;<81531;100;1>;<81532;100;1>;<81533;100;1>;<81534;100;1>;<81535;100;1>;<81536;100;1>;<81537;100;1>;<81538;100;1>;<82501;100;1>;<82502;100;1>;<82503;100;1>;<82504;100;1>;<82505;100;1>;<82506;100;1>;<82507;100;1>;<82508;100;1>;<82509;100;1>;<82510;100;1>;<82511;100;1>;<82512;100;1>;<82513;100;1>;<82514;100;1>;<82515;100;1>;<82516;100;1>;<82517;100;1>;<82518;100;1>;<82519;100;1>;<82520;100;1>;<82521;100;1>;<82522;100;1>;<82523;100;1>;<82524;100;1>;<83501;100;1>;<83502;100;1>;<83503;100;1>;<83504;100;1>;<83505;100;1>;<83506;100;1>;<83507;100;1>;<83508;100;1>;<83509;100;1>;<83510;100;1>;<83511;100;1>;<83512;100;1>;<83513;100;1>;<83514;100;1>;<83515;100;1>;<83516;100;1>;<83517;100;1>;<83518;100;1>;<83519;100;1>;<83520;100;1>;<83521;100;1>;<83522;100;1>;<83523;100;1>;<83524;100;1>;<83525;100;1>;<83526;100;1>;<83527;100;1>;<83528;100;1>;<83529;100;1>;<83530;100;1>;<83531;100;1>;<83532;100;1>;<83533;100;1>;<84501;100;1>;<84502;100;1>;<84503;100;1>;<84504;100;1>;<84505;100;1>;<84506;100;1>;<84507;100;1>;<84508;100;1>;<84509;100;1>;<84510;100;1>;<84511;100;1>;<84512;100;1>>,,
8605,红色契约宝箱,<<81601;100;1>;<81602;100;1>;<81603;100;1>;<81604;100;1>;<81605;100;1>;<81606;100;1>;<81607;100;1>;<81608;100;1>;<81609;100;1>;<81610;100;1>;<81611;100;1>;<81612;100;1>;<81613;100;1>;<81614;100;1>;<81615;100;1>;<81616;100;1>;<81617;100;1>;<81618;100;1>;<81619;100;1>;<81620;100;1>;<81621;100;1>;<81622;100;1>;<81623;100;1>;<81624;100;1>;<82601;100;1>;<82602;100;1>;<82603;100;1>;<82604;100;1>;<82605;100;1>;<82606;100;1>;<82607;100;1>;<82608;100;1>;<82609;100;1>;<83601;100;1>;<83602;100;1>;<83603;100;1>;<83604;100;1>;<83605;100;1>;<83606;100;1>;<83607;100;1>;<83608;100;1>;<83609;100;1>;<83610;100;1>;<83611;100;1>;<83612;100;1>;<83613;100;1>;<83614;100;1>;<83615;100;1>;<84601;100;1>;<84602;100;1>;<84603;100;1>;<84604;100;1>;<84605;100;1>;<84606;100;1>>,,
8611,契约副本掉落蓝绿契约-纯随机,<<81201;100;1>;<81202;100;1>;<81203;100;1>;<81204;100;1>;<82201;100;1>;<82202;100;1>;<82203;100;1>;<82204;100;1>;<83201;100;1>;<83202;100;1>;<83203;100;1>;<83204;100;1>;<84201;100;1>;<84202;100;1>;<84203;100;1>;<84204;100;1>;<81301;100;1>;<81302;100;1>;<81303;100;1>;<81304;100;1>;<82301;100;1>;<82302;100;1>;<82303;100;1>;<82304;100;1>;<83301;100;1>;<83302;100;1>;<83303;100;1>;<83304;100;1>;<84301;100;1>;<84302;100;1>;<84303;100;1>;<84304;100;1>;<84305;100;1>;<84306;100;1>>,,
,,,,
,自走棋箱子随机库 禁止删除该注释,,,
8621,自走棋箱子绿色契约随机库,<<81201;100;1>;<81202;100;1>;<81203;100;1>;<81204;100;1>;<82201;100;1>;<82202;100;1>;<82203;100;1>;<82204;100;1>;<83201;100;1>;<83202;100;1>;<83203;100;1>;<83204;100;1>;<84201;100;1>;<84202;100;1>;<84203;100;1>;<84204;100;1>>,,
8622,自走棋箱子蓝色契约随机库,<<81301;100;1>;<81302;100;1>;<81303;100;1>;<81304;100;1>;<82301;100;1>;<82302;100;1>;<82303;100;1>;<82304;100;1>;<83301;100;1>;<83302;100;1>;<83303;100;1>;<83304;100;1>;<84301;100;1>;<84302;100;1>;<84303;100;1>;<84304;100;1>;<84305;100;1>;<84306;100;1>>,,
8623,自走棋箱子紫色契约随机库,<<81401;100;1>;<81402;100;1>;<81403;100;1>;<81404;100;1>;<81405;100;1>;<81406;100;1>;<82401;100;1>;<82402;100;1>;<82403;100;1>;<82404;100;1>;<82405;100;1>;<82406;100;1>;<83401;100;1>;<83402;100;1>;<83403;100;1>;<83404;100;1>;<83405;100;1>;<83406;100;1>;<84401;100;1>;<84402;100;1>;<84403;100;1>;<84404;100;1>;<84405;100;1>;<84406;100;1>;<84407;100;1>;<84408;100;1>;<84409;100;1>;<84410;100;1>;<84411;100;1>;<84412;100;1>>,,
8630,自走棋箱子橙色契约随机库,<<81501;100;1>;<81502;100;1>;<81503;100;1>;<81504;100;1>;<81505;100;1>;<81506;100;1>;<81507;100;1>;<81508;100;1>;<81509;100;1>;<81510;100;1>;<81511;100;1>;<81512;100;1>;<81513;100;1>;<81514;100;1>;<81515;100;1>;<81516;100;1>;<81517;100;1>;<81518;100;1>;<81519;100;1>;<81520;100;1>;<81521;100;1>;<81522;100;1>;<81523;100;1>;<81524;100;1>;<81525;100;1>;<81526;100;1>;<81527;100;1>;<81528;100;1>;<81529;100;1>;<81530;100;1>;<81531;100;1>;<81532;100;1>;<81533;100;1>;<81534;100;1>;<81535;100;1>;<81536;100;1>;<81537;100;1>;<81538;100;1>;<82501;100;1>;<82502;100;1>;<82503;100;1>;<82504;100;1>;<82505;100;1>;<82506;100;1>;<82507;100;1>;<82508;100;1>;<82509;100;1>;<82510;100;1>;<82511;100;1>;<82512;100;1>;<82513;100;1>;<82514;100;1>;<82515;100;1>;<82516;100;1>;<82517;100;1>;<82518;100;1>;<82519;100;1>;<82520;100;1>;<82521;100;1>;<82522;100;1>;<82523;100;1>;<82524;100;1>;<83501;100;1>;<83502;100;1>;<83503;100;1>;<83504;100;1>;<83505;100;1>;<83506;100;1>;<83507;100;1>;<83508;100;1>;<83509;100;1>;<83510;100;1>;<83511;100;1>;<83512;100;1>;<83513;100;1>;<83514;100;1>;<83515;100;1>;<83516;100;1>;<83517;100;1>;<83518;100;1>;<83519;100;1>;<83520;100;1>;<83521;100;1>;<83522;100;1>;<83523;100;1>;<83524;100;1>;<83525;100;1>;<83526;100;1>;<83527;100;1>;<83528;100;1>;<83529;100;1>;<83530;100;1>;<83531;100;1>;<83532;100;1>;<83533;100;1>;<84501;100;1>;<84502;100;1>;<84503;100;1>;<84504;100;1>;<84505;100;1>;<84506;100;1>;<84507;100;1>;<84508;100;1>;<84509;100;1>;<84510;100;1>;<84511;100;1>;<84512;100;1>>,,
,,,,
,,,,
,,,,
9001,9001-扭蛋随机库,<<15;70;10>;<14;50;20>;<14;20;30>;<gold;60;50000>;<gold;20;100000>;<rmb;10;28>;<870;10;10>;<870;30;5>;<5000;70;10>;<5000;50;28>;<902;50;2>;<603;50;1>;<604;20;1>>,,
9002,9002-扭蛋券库,<<yycoin;175;1>>,,
9003,9003-扭蛋券库,<<yycoin;175;2>>,,
9004,9004-万能碎片库,<<502;80;1>;<502;20;2>>,,
10001,10001-兑换购物券随机库,<<6301;175;1>;<6302;505;1>;<2102;100;1>;<902;20;1>;<13;20;10>;<930;30;6>;<5000;30;6>;<21231;15;1>;<21251;15;1>;<21171;15;1>;<23141;15;1>;<20801;15;1>;<22301;15;1>;<22631;15;1>;<23431;15;1>>,,
10002,10002-兑换购物券随机库,<<6301;175;1>;<6302;505;1>;<2102;100;1>;<902;20;1>;<13;20;10>;<930;30;6>;<5000;30;6>;<20491;15;1>;<20571;15;1>;<20261;15;1>;<21071;15;1>;<23011;15;1>;<23501;15;1>;<20461;15;1>;<23291;15;1>>,,
10003,10003-兑换购物券随机库,<<6301;175;1>;<6302;505;1>;<2102;100;1>;<902;20;1>;<13;20;10>;<930;30;6>;<5000;30;6>;<21421;15;1>;<20741;15;1>;<20601;15;1>;<21841;15;1>;<23281;15;1>;<22011;15;1>;<22871;15;1>;<20481;15;1>>,,
10004,10004-兑换购物券随机库,<<6301;175;1>;<6302;505;1>;<2102;100;1>;<902;20;1>;<13;20;10>;<930;30;6>;<5000;30;6>;<20721;15;1>;<23021;15;1>;<20391;15;1>;<21811;15;1>;<21851;15;1>;<22591;15;1>;<20471;15;1>;<20051;15;1>>,,
10005,10005-兑换购物券随机库,<<6301;175;1>;<6302;505;1>;<2102;100;1>;<902;20;1>;<13;20;10>;<930;30;6>;<5000;30;6>;<23001;15;1>;<20571;15;1>;<20401;15;1>;<21811;15;1>;<20781;15;1>;<23431;15;1>;<20271;15;1>;<20461;15;1>>,,
10006,10006-兑换购物券通用库,<<6301;205;1>;<6302;535;1>;<2102;120;1>;<902;30;1>;<13;30;10>;<930;40;6>;<5000;40;6>>,,
10007,10007-兑换购物券通用库,<<6301;205;1>;<6302;535;1>;<2102;100;2>;<902;24;2>;<14;24;10>;<930;32;10>;<5000;32;10>;<2103;32;1>;<502;16;1>>,,
10011,10001-圣诞兑换道具库,<<6312;100;1>;<6313;100;1>>,,
10012,10001-圣诞资源道具库测试,<<gold;100;10000>;<gold;75;20000>;<gold;75;50000>;<gold;42;100000>;<5000;100;5>;<5000;50;10>;<5000;20;20>;<930;100;5>;<930;50;10>;<930;20;20>;<12;100;10>;<13;50;5>;<14;20;2>;<502;3;1>;<501;3;1>;<rmb;50;10>;<rmb;90;20>;<rmb;40;50>;<rmb;5;100>;<503;10;1>;<451;50;10>;<452;30;5>;<19;5;1>>,,
10013,10013-玫瑰随机库,<<rmb;100;20>;<rmb;25;50>;<rmb;25;100>;<gold;150;100000>;<gold;125;150000>;<gold;25;300000>;<516;200;1>;<502;100;1>;<930;100;5>;<930;100;10>;<930;50;20>>,,
10014,10013-清明随机库,<<rmb;100;20>;<rmb;25;50>;<rmb;25;100>;<gold;150;100000>;<gold;125;150000>;<gold;25;300000>;<6342;200;1>;<502;100;1>;<930;100;5>;<930;100;10>;<930;50;20>>,,
10021,10021-活跃夺宝随机库,<<gold;100;300000>;<rmb;50;100>;<502;100;1>;<902;100;5>;<503;100;2>;<930;100;20>;<5000;100;20>;<501;100;1>;<519;100;1>;<520;100;1>>,,
10022,10022-充值转盘随机库-金币,<<rmb;25;300>;<rmb;50;100>;<rmb;200;60>;<rmb;200;30>;<502;100;1>;<501;100;1>;<503;100;1>;<519;100;1>>,,
10023,10023-充值转盘随机库-钻石,<<gold;50;1000000>;<gold;125;500000>;<gold;150;300000>;<gold;150;100000>;<502;100;1>;<501;100;1>;<503;100;1>;<519;100;1>>,,
