变量名,gateID,_beizhu,itemMap,count,probability,itemCount
159,11802,(手游普通关卡随机掉落)(普通18-03)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
160,11803,(手游普通关卡随机掉落)(普通18-04)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
161,11804,(手游普通关卡随机掉落)(普通18-05)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
162,11805,(手游普通关卡随机掉落)(普通18-06)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
163,11806,(手游普通关卡随机掉落)(普通18-07)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
164,11807,(手游普通关卡随机掉落)(普通18-08)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
165,11808,(手游普通关卡随机掉落)(普通18-09)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
166,11809,(手游普通关卡随机掉落)(普通18-10)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
167,11810,(手游普通关卡随机掉落)(普通19-01)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
168,11901,(手游普通关卡随机掉落)(普通19-02)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
169,11902,(手游普通关卡随机掉落)(普通19-03)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
170,11903,(手游普通关卡随机掉落)(普通19-04)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
171,11904,(手游普通关卡随机掉落)(普通19-05)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
172,11905,(手游普通关卡随机掉落)(普通19-06)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
173,11906,(手游普通关卡随机掉落)(普通19-07)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
174,11907,(手游普通关卡随机掉落)(普通19-08)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
175,11908,(手游普通关卡随机掉落)(普通19-09)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
176,11909,(手游普通关卡随机掉落)(普通19-10)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
177,11910,(手游普通关卡随机掉落)(普通20-01)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
178,12001,(手游普通关卡随机掉落)(普通20-02)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
179,12002,(手游普通关卡随机掉落)(普通20-03)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
180,12003,(手游普通关卡随机掉落)(普通20-04)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
181,12004,(手游普通关卡随机掉落)(普通20-05)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
182,12005,(手游普通关卡随机掉落)(普通20-06)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
183,12006,(手游普通关卡随机掉落)(普通20-07)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
184,12007,(手游普通关卡随机掉落)(普通20-08)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
185,12008,(手游普通关卡随机掉落)(普通20-09)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
186,12009,(手游普通关卡随机掉落)(普通20-10)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
187,12010,(手游普通关卡随机掉落)(普通21-01)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
188,12101,(手游普通关卡随机掉落)(普通21-02)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
189,12102,(手游普通关卡随机掉落)(普通21-03)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
190,12103,(手游普通关卡随机掉落)(普通21-04)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
191,12104,(手游普通关卡随机掉落)(普通21-05)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
192,12105,(手游普通关卡随机掉落)(普通21-06)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
193,12106,(手游普通关卡随机掉落)(普通21-07)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
194,12107,(手游普通关卡随机掉落)(普通21-08)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
195,12108,(手游普通关卡随机掉落)(普通21-09)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
196,12109,(手游普通关卡随机掉落)(普通21-10)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
197,12110,(手游普通关卡随机掉落)(普通22-01)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
198,12201,(手游普通关卡随机掉落)(普通22-02)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
199,12202,(手游普通关卡随机掉落)(普通22-03)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
200,12203,(手游普通关卡随机掉落)(普通22-04)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
201,12204,(手游普通关卡随机掉落)(普通22-05)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
202,12205,(手游普通关卡随机掉落)(普通22-06)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
203,12206,(手游普通关卡随机掉落)(普通22-07)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
204,12207,(手游普通关卡随机掉落)(普通22-08)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
205,12208,(手游普通关卡随机掉落)(普通22-09)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
206,12209,(手游普通关卡随机掉落)(普通22-10)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
207,12210,(手游普通关卡随机掉落)(普通23-01)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
208,12301,(手游普通关卡随机掉落)(普通23-02)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
209,12302,(手游普通关卡随机掉落)(普通23-03)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
210,12303,(手游普通关卡随机掉落)(普通23-04)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
211,12304,(手游普通关卡随机掉落)(普通23-05)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
212,12305,(手游普通关卡随机掉落)(普通23-06)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
213,12306,(手游普通关卡随机掉落)(普通23-07)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
214,12307,(手游普通关卡随机掉落)(普通23-08)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
215,12308,(手游普通关卡随机掉落)(普通23-09)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
216,12309,(手游普通关卡随机掉落)(普通23-10)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
217,12310,(手游普通关卡随机掉落)(普通24-01)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
218,12401,(手游普通关卡随机掉落)(普通24-02)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
219,12402,(手游普通关卡随机掉落)(普通24-03)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
220,12403,(手游普通关卡随机掉落)(普通24-04)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
221,12404,(手游普通关卡随机掉落)(普通24-05)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
222,12405,(手游普通关卡随机掉落)(普通24-06)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
223,12406,(手游普通关卡随机掉落)(普通24-07)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
224,12407,(手游普通关卡随机掉落)(普通24-08)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
225,12408,(手游普通关卡随机掉落)(普通24-09)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
226,12409,(手游普通关卡随机掉落)(普通24-10)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
227,12410,(手游普通关卡随机掉落)(普通25-01)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
228,12501,(手游普通关卡随机掉落)(普通25-02)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
229,12502,(手游普通关卡随机掉落)(普通25-03)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
230,12503,(手游普通关卡随机掉落)(普通25-04)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
231,12504,(手游普通关卡随机掉落)(普通25-05)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
232,12505,(手游普通关卡随机掉落)(普通25-06)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
233,12506,(手游普通关卡随机掉落)(普通25-07)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
234,12507,(手游普通关卡随机掉落)(普通25-08)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
235,12508,(手游普通关卡随机掉落)(普通25-09)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
236,12509,(手游普通关卡随机掉落)(普通25-10)(普通关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
237,12510,(手游精英关卡随机掉落)(精英1-01)(精英关卡),{510=29.7398;511=14.8699;512=3.7175;513=0.7435;5000=11.1524;11=29.7398;12=7.4349;13=1.8587;14=0.7435},5,53.8,
238,20101,(手游精英关卡随机掉落)(精英1-02)(精英关卡),{510=43.2432;11=43.2432;5000=13.5135},5,66.6,
239,20102,(手游精英关卡随机掉落)(精英1-03)(精英关卡),{510=43.2432;11=43.2432;5000=13.5135},5,66.6,
240,20103,(手游精英关卡随机掉落)(精英2-01)(精英关卡),{510=43.2432;11=43.2432;5000=13.5135},5,66.6,
241,20201,(手游精英关卡随机掉落)(精英2-02)(精英关卡),{510=43.2432;11=43.2432;5000=13.5135},5,66.6,
242,20202,(手游精英关卡随机掉落)(精英2-03)(精英关卡),{510=43.2432;11=43.2432;5000=13.5135},5,66.6,
243,20203,(手游精英关卡随机掉落)(精英3-01)(精英关卡),{510=43.2432;11=43.2432;5000=13.5135},5,66.6,
245,20301,(手游精英关卡随机掉落)(精英3-02)(精英关卡),{510=43.2432;11=43.2432;5000=13.5135},5,66.6,
246,20302,(手游精英关卡随机掉落)(精英3-03)(精英关卡),{510=43.2432;11=43.2432;5000=13.5135},5,66.6,
247,20303,(手游精英关卡随机掉落)(精英3-04)(精英关卡),{510=43.2432;11=43.2432;5000=13.5135},5,66.6,
248,20304,(手游精英关卡随机掉落)(精英4-01)(精英关卡),{510=43.2432;11=43.2432;5000=13.5135},5,66.6,
249,20401,(手游精英关卡随机掉落)(精英4-02)(精英关卡),{510=43.2432;11=43.2432;5000=13.5135},5,66.6,
250,20402,(手游精英关卡随机掉落)(精英4-03)(精英关卡),{510=43.2432;11=43.2432;5000=13.5135},5,66.6,
251,20403,(手游精英关卡随机掉落)(精英4-04)(精英关卡),{510=43.2432;11=43.2432;5000=13.5135},5,66.6,
252,20404,(手游精英关卡随机掉落)(精英5-01)(精英关卡),{510=43.2432;11=43.2432;5000=13.5135},5,66.6,
253,20501,(手游精英关卡随机掉落)(精英5-02)(精英关卡),{511=16.3265;5000=10.2041;12=8.1633;510=32.6531;11=32.6531},5,88.2,
254,20502,(手游精英关卡随机掉落)(精英5-03)(精英关卡),{511=16.3265;5000=10.2041;12=8.1633;510=32.6531;11=32.6531},5,88.2,
255,20503,(手游精英关卡随机掉落)(精英5-04)(精英关卡),{511=16.3265;5000=10.2041;12=8.1633;510=32.6531;11=32.6531},5,88.2,
256,20504,(手游精英关卡随机掉落)(精英5-05)(精英关卡),{511=16.3265;5000=10.2041;12=8.1633;510=32.6531;11=32.6531},5,88.2,
257,20505,(手游精英关卡随机掉落)(精英6-01)(精英关卡),{511=16.3265;5000=10.2041;12=8.1633;510=32.6531;11=32.6531},5,88.2,
258,20601,(手游精英关卡随机掉落)(精英6-02)(精英关卡),{511=16.3265;5000=10.2041;12=8.1633;510=32.6531;11=32.6531},5,88.2,
259,20602,(手游精英关卡随机掉落)(精英6-03)(精英关卡),{511=16.3265;5000=10.2041;12=8.1633;510=32.6531;11=32.6531},5,88.2,
260,20603,(手游精英关卡随机掉落)(精英6-04)(精英关卡),{511=16.3265;5000=10.2041;12=8.1633;510=32.6531;11=32.6531},5,88.2,
261,20604,(手游精英关卡随机掉落)(精英6-05)(精英关卡),{511=16.3265;5000=10.2041;12=8.1633;510=32.6531;11=32.6531},5,88.2,
262,20605,(手游精英关卡随机掉落)(精英7-01)(精英关卡),{511=16.3265;5000=10.2041;12=8.1633;510=32.6531;11=32.6531},5,88.2,
263,20701,(手游精英关卡随机掉落)(精英7-02)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
264,20702,(手游精英关卡随机掉落)(精英7-03)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
265,20703,(手游精英关卡随机掉落)(精英7-04)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
266,20704,(手游精英关卡随机掉落)(精英7-05)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
267,20705,(手游精英关卡随机掉落)(精英8-01)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
268,20801,(手游精英关卡随机掉落)(精英8-02)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
269,20802,(手游精英关卡随机掉落)(精英8-03)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
270,20803,(手游精英关卡随机掉落)(精英8-04)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
271,20804,(手游精英关卡随机掉落)(精英8-05)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
272,20805,(手游精英关卡随机掉落)(精英9-01)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
273,20901,(手游精英关卡随机掉落)(精英9-02)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
274,20902,(手游精英关卡随机掉落)(精英9-03)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
275,20903,(手游精英关卡随机掉落)(精英9-04)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
276,20904,(手游精英关卡随机掉落)(精英9-05)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
277,20905,(手游精英关卡随机掉落)(精英10-01)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
278,21001,(手游精英关卡随机掉落)(精英10-02)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
279,21002,(手游精英关卡随机掉落)(精英10-03)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
280,21003,(手游精英关卡随机掉落)(精英10-04)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
281,21004,(手游精英关卡随机掉落)(精英10-05)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
282,21005,(手游精英关卡随机掉落)(精英11-01)(精英关卡),{511=15.3846;512=3.8462;5000=9.6154;510=30.7692;11=30.7692;12=7.6923;13=1.9231},5,93.6,
