变量名,name,_beizhu,isShow,icon,desc,desc1,quality,use,type,stackMax,specialArgsMap,effBtn,pageTag,sellPrice,autoSell,sortType,sortValue,fragID,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,effect,rebirthRMB,dateType,expireDate,expireTime,timeOut,gateDropC,drawItemsLibC,regain,isLimitDrop,drawItemType,descType,ruleType,showNum
428,狩猎币,,,config/item/icon_yzb.png,狩猎地带玩法中产出，用于狩猎地带商店的中购买道具,,4,,,,,,,,,16,,,,,,,,,,参与狩猎地带可获得,,,,,,,,,,,,,,
429,粉丝卡,,,common/icon/icon_sjjbs.png,世界锦标赛玩法中产出,,4,,,,,,,,,16,,,,,,,,,,世界锦标赛获得,,,,,,,,,,,,,,
430,家园币,,,config/item/icon_jyb.png,家园中流通的货币，可以在金融中心里收获,,4,,,,,,,,,16,,,,,,,,,,家园可获得,,,,,,,,,,,,,,
431,图腾晶石,,,config/item/icon_ttsp.png,可用于图腾商店内购买商品,可通过分解多余的图腾获得,4,,,,,,,,,16,,,,,,,,,,通过分解图腾获得,,,,,,,,,,,,,,
432,秘境原木,,,config/item/icon_mjym.png,没有人知道它的来历，可在图腾抽取处的神秘兑换处使用,可通过图腾寻觅获得,4,,,,,,,,,16,,,,,,,,,,通过图腾抽取获得,,,,,,,,,,,,,,
433,冒险币,,FALSE,config/item/icon_zzq_hb.png,可以在卡牌冒险商店中购买商品,,4,,,,,<4>,,1,,16,,,gainGold,,,,,,,,,,,,,,,,,,,,,
434,签到小票,,FALSE,config/item/icon_qdb.png,签到商店中使用,可通过签到获得,4,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,
435,驰斗齿轮,,FALSE,config/item/icon_kfmxt.png,疾影驰斗产出，可用于在商城内购买道具,,4,,,,,,,,,16,,,,,,,,,,通过疾影驰斗获得,,,,,,,,,,,,,,
436,精灵纪念币,,FALSE,config/item/icon_flb.png,谁不爱这闪闪粉色呢！按充值获得的特权经验与纪念币10:1的比例获得，可用于返利商店内兑换道具哦,,4,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,
437,无尽乐园积分,,,city/adventure/random_tower/hell/icon_jf2.png,以太乐园无尽模式积分,,4,,,,,,,,,16,,,,,,,,,,以太乐园无尽模式获得的积分值,,,,,,,,,,,,,,
438,跨服战令经验,,,config/item/icon_kfzljy.png,获取后直接填充到跨服战令经验条内，提升战令等级的道具。（仅在跨服战令开启时候显示，获取后计数）,,4,,21,,{yytype=59;yytype2=6},,,,,16,,,,,,,,,,跨服战令开启时，可从跨服石英大会，跨服竞技场，对战竞技场，跨服商业街，世界锦标赛奖励与邮件内获得,,,,,,,,,,,,,,
441,极巨荣誉币,,,config/item/icon_jjryb.png,象征着巅峰荣誉的货币，可用于在极巨巅峰商城内购买道具,,4,,,,,,,,,16,,,,,,,,,,极巨巅峰内获取,,,,,,,,,,,,,,
442,极巨竞猜币,,,config/item/icon_jjjcb.png,可用于极巨巅峰竞猜心仪的巅峰选手，赛季结束后将1:1自动转换为极巨巅峰币,,4,,21,,,,,,,16,,,,,,,,,,极巨巅峰开启时，每个赛场发放,,,,,,,,,,,,,,
451,普通努力币,,,config/item/icon_pt.png,用于努力值基础培养,,3,strengthen-effortvalue,,,,<2>,<2>,,,,,,endlessTower,,,,,,,可通过冒险之路活动获得,,,,,,,,,,,,,,
452,高级努力币,,,config/item/icon_gj.png,用于努力值高级培养,,4,strengthen-effortvalue,,,,<2>,<2>,,,,,,endlessTower,,,,,,,可通过冒险之路活动获得,,,,,,,,,,,,,,
453,特权币,,,config/item/icon_tqb.png,特权币，用于提升冒险执照的技能和特权属性,,5,trainer,,,,,<2>,,,16,,,,,,,,,,特权币可通过日常活跃度获得,,,,,,,,,,,,,,
500,豪华便当,,,config/item/icon_bdl.png,使用后增加100点体力,特殊制作的豪华便当，食用可以回复大量体力,4,,2,,{stamina=100},<2>,<1>,,,20,,,,,,,,,,,,,,,,,,,,,,,,
501,翡翠星石,,,config/item/icon_chart.png,用于饰品升星,,5,strengthen-starUp,8,,,<1;2>,<2>,,,16,,,drawCard-equip,activity,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,,,
502,普通万能碎片,,,config/item/icon_debris.png,可替代稀有度不高于精英所有精灵的碎片,仅可转换为当前拥有精灵的碎片,5,strengthen-star,5,,,<5;2>,<2>,,,16,,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,,,
503,金钥匙,,,config/item/icon_jys.png,可用于抽取饰品,,5,drawCard-equip,,,{buy_rmb=80},<2>,<1>,,,98,,,,,,,,,,,,,,,,,,,,,,,,
504,斗魂精华,,,config/item/icon_dwqszb.png,为斗魂提供10点经验,,4,,5,,,,<2>,,,16,,,,,,,,,,该道具可以通过开启数码宝箱获得,,0.0367,,,,,,,,,,,,
505,圣物精华,,,config/item/icon_yj.png,用于探索玩法中的冒险家圣物养成，可以提升玩家能力,,4,,,,,,<2>,,,16,,,,,,,,,,,,,,,,,,,,,,,,
510,便宜零件,,,config/item/icon_bkzz.png,卖掉能拿到500金币,可以回收变废为宝,,,,,,<4>,<2>,500,1,,6,,10000,20000,,,,,,,,,,,,,,,,,,,,
511,人工化石,,,config/item/icon_bkhs.png,卖掉能拿到1000金币,人工制造的劣质化石，并不值钱,2,,,,,<4>,<2>,1000,1,,7,,10000,20000,,,,,,,,,,,,,,,,,,,,
512,丸子珍珠,,,config/item/icon_wzzz.png,卖掉能拿到1000金币,散发着美丽银色光辉的珍珠,3,,,,,<4>,<2>,1000,1,,8,,10000,20000,,,,,,,,,,,,,,,,,,,,
513,巨大金珠,,,config/item/icon_jdjz.png,卖掉能拿到3000金币,纯金制成闪着金光的大珠子,4,,,,,<4>,<2>,3000,1,,9,,10000,20000,,,,,,,,,,,,,,,,,,,,
514,彗星碎片,,,config/item/icon_hxsp.png,卖掉能拿到10000金币,彗星临近时，掉落到地上的碎片,4,,,,,<4>,<2>,10000,1,,10,,10000,20000,,,,,,,,,,,,,,,,,,,,
515,皮卡丘便当,,,config/item/icon_bds.png,使用后增加30点体力,模仿皮卡丘样子做成的便当，食用可以回复体力,3,,2,,{stamina=30},<2>,<1>,,,20,,,,,,,,,,,,,,,,,,,,,,,,
516,卡比兽饭团,,,config/item/icon_ft.png,使用后增加10点体力,模仿卡比兽样子制作的饭团，食用可回复少量体力,2,,2,,{stamina=10},<2>,<1>,,,20,,,,,,,,,,,,,,,,,,,,,,,,
517,竞技场挑战券,,,config/item/icon_dui_1.png,可在竞技场中使用，获得额外挑战次数,竞技协会发放的特殊入场券,5,arena,,,,<2>,<1>,,,19,,,,,,,,,,,,,,,,,,,,,,,,
518,金币抽卡券,,,config/item/icon_jbdjq.png,可替代金币进行抽卡的代金券,,5,drawCard-gold,,,{buy_gold=20000},<2>,<1>,,,98,,,,,,,,,,,,,,,,,,,,,,,,
519,钻石抽卡券,,,config/item/icon_zsdjq.png,可替代钻石进行抽卡的代金券,,5,drawCard,,,{buy_rmb=200},<2>,<1>,,,98,,,,,,,,,,,,,,,,,,,,,,,,
520,关都科技钥匙,,,config/item/icon_xunbaoquan.png,可免消耗进行一次探险器寻宝的高科技产品,,5,explorerDraw,,,,<2>,<1>,,,98,,,,,,,,,,,,,,,,,,,,,,,,
521,神兽万能碎片,,,config/item/icon_debris2.png,可替代稀有度史诗以上所有精灵的碎片,仅可转换为当前拥有精灵的碎片,6,strengthen-star,5,,,<2>,<2>,,,18,,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,,,
522,刷新球,,,config/item/icon_sxq.png,可以消耗一个来让刷新商店的出售品,可对商店出售物品进行刷新的神秘小球，制作者不明,4,shop,,,,<2>,<1>,,,19,,,,,,,,,,,,,,,,,,,,,,,,
523,普通球,,,config/item/icon_redball.png,可用于捕捉精灵，成功率低,,3,,,,{buy_gold=12000;buy_level=1},,<1>,,,16,99,,,,,,,,,,,,,,,,,,,,,,,
524,超级球,,,config/item/icon_ball2.png,可用于捕捉精灵，成功率适中,,4,,,,,,<1>,,,16,99,,,,,,,,,,,,,,,,,,,,,,,
525,大师球,,,config/item/icon_ball4.png,可用于捕捉精灵，成功率较高,,5,,,,,,<1>,,,16,99,,,,,,,,,,,,,,,,,,,,,,,
526,限时抽卡券,,,config/item/icon_xsdjq.png,可替代钻石进行限时抽卡的代金券,,5,drawCard-limit,,,{buy_rmb=260},<2>,<1>,,,98,,,,,,,,,,,,,,,,,,,,,,,,
527,限定券,,,config/item/icon_xdq.png,可替代钻石进行限定抽卡的代金券,,5,drawCard-diamondup,,,{buy_rmb=220},<2>,<1>,,,98,,,,,,,,,,,,,,,,,,,,,,,,
528,美味饺子,,,config/item/daibi/icon_yx_jz.png,使用后增加10点体力,新春期间精灵们烹饪的饺子，据说非常美味,3,,2,,{stamina=10},<2>,<1>,,,20,90,,,,,,,,,,,,,,,,,,,,,,,
529,符石精华,,,config/item/icon_fsjh.png,符石强化的必需品,可通过分解多余的符石获得,4,gemTitle,,,,<2>,<1>,,,20,,,,,,,,,,,,0.005,,,,,,,,,,,,
530,青蓝锤,,,config/item/icon_fscl1.png,可在常规符石抽取玩法内替代金币进行抽取(限定符石抽取无法使用),,5,,,,{buy_gold=60000},,<1>,,,98,,,,,,,,,,,,,,,,,,,,,,,,
531,黄金锤,,,config/item/icon_fscl.png,可在常规符石抽取玩法内替代钻石抽取(限定符石抽取无法使用),,5,,,,{buy_rmb=98},,<1>,,,98,,,,,,,,,,,,,,,,,,,,,,,,
532,冒险勋章,,,config/item/icon_mxxz.png,可在通行证-兑换商城中消耗换取其他物品，提升通行证等级后可以获得,,3,,,,,,<1>,,,98,,,,,,,,,,,,,,,,,,,,,,,,
533,大师勋章,,,config/item/icon_dsxz.png,可在通行证-兑换商城中消耗换取其他物品，激活大师通行证后，提升通行证等级可以获得,,4,,,,,,<1>,,,98,,,,,,,,,,,,,,,,,,,,,,,,
534,垂钓金币,,,config/item/fishing/icon_dysys_swb.png,用于钓鱼商店中购买道具,,4,,,,,,,,,,,,,,,,,,,参与钓鱼可获得,,,,,,,,,,,,,,
535,垂钓银币,,,config/item/fishing/icon_dysys_swb2.png,用于钓鱼商店中购买道具,,4,,,,,,,,,,,,,,,,,,,参与钓鱼可获得,,,,,,,,,,,,,,
536,时装点券,,,config/item/icon_szq.png,用于时装商店购买时装,,6,,,,,,<1>,,,98,,,,,,,,,,,,,,,,,,,,,,,,
537,起源之手,,,config/item/icon_ckcl.png,可替代钻石进行抽取芯片的道具,,5,chipDraw,,,,<2>,<1>,,,98,,,,,,,,,,,,,,,,,,,,,,,,
538,开启之手,,,config/item/icon_ckcl2.png,可用于抽取芯片的道具,,4,chipDraw,,,,<2>,<1>,,,98,,,,,,,,,,,,,,,,,,,,,,,,
539,竞猜代币,,,activity/yybet/icon_dzjc_jcdb.png,可用于竞猜的代币,,4,,,,{yytype=73},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,竞猜积分,,,activity/yybet/icon_dzjc_jcjf.png,可在对战竞猜中获得竞猜积分，用于在对战竞猜商店中兑换道具,,4,,,,{yytype=73},,,,,,,,,,,,,,,对战竞猜可获得,,,,20220420,,,,,,,,,,
541,召唤石板,,,config/item/icon_zhk.png,可以用于图腾抽取,,5,,,,{buy_rmb=98},,<1>,,,98,,,,,,,,,,,,,,,,,,,,,,,,
542,竞猜代币,,,activity/contest_bet/icon_dzqd_db.png,可用于对战庆典的竞猜代币（仅对战庆典版用）,,5,,,,{yytype=78},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,庆典积分,,,activity/contest_bet/icon_dzqd_jf.png,可在对战庆典中获得积分，用于在对战庆典商店中兑换道具（仅对战庆典版用）,,5,,,,{yytype=78},,,,,,,,,,,,,,,对战庆典可获得,,,,,,,,,,,,,,
544,专属精英万能碎片,,,config/item/icon_s_frag.png,可替代稀有度为精英所有精灵的碎片（不可转化为神兽万能碎片）,仅可转换为当前拥有精灵的碎片,5,strengthen-star,5,,,<2>,<2>,,,16,,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,,,
545,星月金符,,,config/item/icon_yjls.png,可在异界琉石玩法内替代钻石进行琉石获取,,5,emeraDraw,,,,<2>,,,,98,,,,,,,,,,,,,,,,,,,,,,,,
601,友情铁钉,,,config/item/icon_0tybs1.png,稀有度为精英级以下的精灵可使用，使用后增加30点好感度经验值,,3,strengthen-attribute,9,,{feel_exp=50;special=TRUE},<2>,<1>,,,19,,,,,,,,,,特殊活动获取,,,,,,,,,,,,,,
602,银项链,,,config/item/icon_0tyls2.png,稀有度为精英级以下的精灵可使用，使用后增加150点好感度经验值,,4,strengthen-attribute,9,,{feel_exp=150;special=TRUE},<2>,<1>,,,19,2,,,,,,,,,特殊活动获取,,,,,,,,,,,,,,
603,金耳环,,,config/item/icon_0tylanse3.png,稀有度为精英级以下的精灵可使用，使用后增加300点好感度经验值,,5,strengthen-attribute,9,,{feel_exp=300;special=TRUE},<2>,<1>,,,19,3,,,,,,,,,特殊活动获取,,,,,,,,,,,,,,
604,宝石戒指,,,config/item/icon_0tyzs4.png,稀有度为史诗级以上的精灵可使用，使用后增加150点好感度经验值,,4,strengthen-attribute,9,,{feel_exp=150;special=TRUE},<2>,<1>,,,19,4,,,,,,,,,特殊活动获取,,,,,,,,,,,,,,
605,钻石头冠,,,config/item/icon_0tycs5.png,稀有度为史诗级以上的精灵可使用，使用后增加300点好感度经验值,,5,strengthen-attribute,9,,{feel_exp=300;special=TRUE},<2>,<1>,,,19,5,,,,,,,,,特殊活动获取,,,,,,,,,,,,,,
606,热狗,,,config/item/icon_1rg1.png,第一属性为一般系、超能系、恶系精灵可使用，使用后增加10点好感度经验值,,2,strengthen-attribute,9,,{feel_exp=10},<1;2>,<1>,,,19,6,,drawCard-gold,shop,activityGate-gift,,,,,,,,,,,,,,,,,,,
607,双层汉堡,,,config/item/icon_1schb2.png,第一属性为一般系、超能系、恶系精灵可使用，使用后增加50点好感度经验值,,3,strengthen-attribute,9,,{feel_exp=50},<1;2>,<1>,,,19,7,,drawCard-gold,shop,activityGate-gift,,,,,,,,,,,,,,,,,,,
608,豪华披萨,,,config/item/icon_1hhps3.png,第一属性为一般系、超能系、恶系精灵可使用，使用后增加120点好感度经验值,,4,strengthen-attribute,9,,{feel_exp=120},<1;2>,<1>,,,19,8,,drawCard-gold,shop,activityGate-gift,,,,,,,,,,,,,,,,,,,
609,健康水果,,,config/item/icon_2jksg1.png,第一属性为草系、虫系、地面系精灵可使用，使用后增加10点好感度经验值,,2,strengthen-attribute,9,,{feel_exp=10},<1;2>,<1>,,,19,9,,drawCard-gold,shop,activityGate-gift,,,,,,,,,,,,,,,,,,,
610,水果汁,,,config/item/icon_2sgz2.png,第一属性为草系、虫系、地面系精灵可使用，使用后增加50点好感度经验值,,3,strengthen-attribute,9,,{feel_exp=50},<1;2>,<1>,,,19,10,,drawCard-gold,shop,activityGate-gift,,,,,,,,,,,,,,,,,,,
611,果蔬盛宴,,,config/item/icon_2gssy3.png,第一属性为草系、虫系、地面系精灵可使用，使用后增加120点好感度经验值,,4,strengthen-attribute,9,,{feel_exp=120},<1;2>,<1>,,,19,11,,drawCard-gold,shop,activityGate-gift,,,,,,,,,,,,,,,,,,,
612,炸肉饼,,,config/item/icon_3zrb1.png,第一属性为电系、格斗系、飞行系精灵可使用，使用后增加10点好感度经验值,,2,strengthen-attribute,9,,{feel_exp=10},<1;2>,<1>,,,19,12,,drawCard-gold,shop,activityGate-gift,,,,,,,,,,,,,,,,,,,
613,天妇罗,,,config/item/icon_3tfl2.png,第一属性为电系、格斗系、飞行系精灵可使用，使用后增加50点好感度经验值,,3,strengthen-attribute,9,,{feel_exp=50},<1;2>,<1>,,,19,13,,drawCard-gold,shop,activityGate-gift,,,,,,,,,,,,,,,,,,,
614,饕餮大餐,,,config/item/icon_3ttdc3.png,第一属性为电系、格斗系、飞行系精灵可使用，使用后增加120点好感度经验值,,4,strengthen-attribute,9,,{feel_exp=120},<1;2>,<1>,,,19,14,,drawCard-gold,shop,activityGate-gift,,,,,,,,,,,,,,,,,,,
615,坚硬蛋糕,,,config/item/icon_4jydg1.png,第一属性为冰系、岩石系、钢系精灵可使用，使用后增加10点好感度经验值,,2,strengthen-attribute,9,,{feel_exp=10},<1;2>,<1>,,,19,15,,drawCard-gold,shop,activityGate-gift,,,,,,,,,,,,,,,,,,,
616,页岩起酥,,,config/item/icon_4yyqs2.png,第一属性为冰系、岩石系、钢系精灵可使用，使用后增加50点好感度经验值,,3,strengthen-attribute,9,,{feel_exp=50},<1;2>,<1>,,,19,16,,drawCard-gold,shop,activityGate-gift,,,,,,,,,,,,,,,,,,,
617,雪域慕斯,,,config/item/icon_4xyms3.png,第一属性为冰系、岩石系、钢系精灵可使用，使用后增加120点好感度经验值,,4,strengthen-attribute,9,,{feel_exp=120},<1;2>,<1>,,,19,17,,drawCard-gold,shop,activityGate-gift,,,,,,,,,,,,,,,,,,,
618,火山糯米糍,,,config/item/icon_5hsnmc1.png,第一属性为火系、龙系、妖精系精灵可使用，使用后增加10点好感度经验值,,2,strengthen-attribute,9,,{feel_exp=10},<1;2>,<1>,,,19,18,,drawCard-gold,shop,activityGate-gift,,,,,,,,,,,,,,,,,,,
619,马卡龙,,,config/item/icon_5mkl2.png,第一属性为火系、龙系、妖精系精灵可使用，使用后增加50点好感度经验值,,3,strengthen-attribute,9,,{feel_exp=50},<1;2>,<1>,,,19,19,,drawCard-gold,shop,activityGate-gift,,,,,,,,,,,,,,,,,,,
620,炫彩大甜筒,,,config/item/icon_5xcdtt3.png,第一属性为火系、龙系、妖精系精灵可使用，使用后增加120点好感度经验值,,4,strengthen-attribute,9,,{feel_exp=120},<1;2>,<1>,,,19,20,,drawCard-gold,shop,activityGate-gift,,,,,,,,,,,,,,,,,,,
621,诡异浓汤,,,config/item/icon_6gynt1.png,第一属性为水系、毒系、幽灵系精灵可使用，使用后增加10点好感度经验值,,2,strengthen-attribute,9,,{feel_exp=10},<1;2>,<1>,,,19,21,,drawCard-gold,shop,activityGate-gift,,,,,,,,,,,,,,,,,,,
622,不可描述饮料,,,config/item/icon_6bkmsyl2.png,第一属性为水系、毒系、幽灵系精灵可使用，使用后增加50点好感度经验值,,3,strengthen-attribute,9,,{feel_exp=50},<1;2>,<1>,,,19,22,,drawCard-gold,shop,activityGate-gift,,,,,,,,,,,,,,,,,,,
623,黑暗蛋糕料理,,,config/item/icon_6hadgll3.png,第一属性为水系、毒系、幽灵系精灵可使用，使用后增加120点好感度经验值,,4,strengthen-attribute,9,,{feel_exp=120},<1;2>,<1>,,,19,23,,drawCard-gold,shop,activityGate-gift,,,,,,,,,,,,,,,,,,,
700,测试二选一礼包,,,config/item/box/box_15_3@.png,打开后可在钻石抽卡中能获得的史诗品质精灵任选一只,,5,,16,,{choose1={card={id=3631}};choose2={card={id=1981}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,紫色信函自选箱,,,config/item/box/box_20_2.png,紫色信函自选箱,,4,,16,,{choose1={84402=1};choose2={84403=1};choose3={84404=1};choose4={84405=1};choose5={84406=1};choose6={84407=1};choose7={84408=1};choose8={84409=1};choose9={84410=1};choose10={84411=1};choose11={84412=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
702,橙色明信片自选箱,,,config/item/box/box_20_3.png,橙色明信片自选箱,,5,,16,,{choose1={84501=1};choose2={84502=1};choose3={84503=1};choose4={84504=1};choose5={84505=1};choose6={84506=1};choose7={84507=1};choose8={84508=1};choose9={84509=1};choose10={84510=1};choose11={84511=1};choose12={84512=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
703,红色手札自选箱,,,config/item/box/box_20_4.png,红色手札自选箱,,6,,16,,{choose1={84606=1};choose2={84605=1};choose3={84604=1};choose4={84603=1};choose5={84602=1};choose6={84601=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
704,橙色契约自选箱,,,config/item/box/box_20_3.png,橙色契约自选箱,,5,,16,,{choose1={81501=1};choose2={81502=1};choose3={81503=1};choose4={81504=1};choose5={81505=1};choose6={81506=1};choose7={81507=1};choose8={81508=1};choose9={81509=1};choose10={81510=1};choose11={81511=1};choose12={81513=1};choose13={81514=1};choose14={81515=1};choose15={81516=1};choose16={81517=1};choose17={81518=1};choose18={81519=1};choose19={81520=1};choose20={81521=1};choose21={81522=1};choose22={81523=1};choose23={81524=1};choose24={81525=1};choose25={81526=1};choose26={81527=1};choose27={81528=1};choose28={81529=1};choose29={81530=1};choose30={81531=1};choose31={81532=1};choose32={81533=1};choose33={81534=1};choose34={81535=1};choose35={81536=1};choose36={81537=1};choose37={81538=1};choose38={81539=1};choose39={81540=1};choose40={81541=1};choose41={81542=1};choose42={81543=1};choose43={81544=1};choose44={81545=1};choose45={82501=1};choose46={82502=1};choose47={82503=1};choose48={82504=1};choose49={82505=1};choose50={82506=1};choose51={82507=1};choose52={82508=1};choose53={82509=1};choose54={82510=1};choose55={82511=1};choose56={82512=1};choose57={82513=1};choose58={82514=1};choose59={82515=1};choose60={82516=1};choose61={82517=1};choose62={82518=1};choose63={82519=1};choose64={82520=1};choose65={82521=1};choose66={82522=1};choose67={82523=1};choose68={82524=1};choose69={82525=1};choose70={82526=1};choose71={82527=1};choose72={82528=1};choose73={82529=1};choose74={83501=1};choose75={83502=1};choose76={83503=1};choose77={83504=1};choose78={83505=1};choose79={83506=1};choose80={83507=1};choose81={83508=1};choose82={83509=1};choose83={83510=1};choose84={83511=1};choose85={83512=1};choose86={83513=1};choose87={83514=1};choose88={83515=1};choose89={83516=1};choose90={83517=1};choose91={83518=1};choose92={83519=1};choose93={83520=1};choose94={83521=1};choose95={83522=1};choose96={83523=1};choose97={83524=1};choose98={83525=1};choose99={83526=1};choose100={83527=1};choose101={83528=1};choose102={83529=1};choose103={83530=1};choose104={83531=1};choose105={83532=1};choose106={83533=1};choose107={83534=1};choose108={83535=1};choose109={83536=1};choose110={83537=1};choose111={83538=1};choose112={83539=1};choose113={84501=1};choose114={84502=1};choose115={84503=1};choose116={84504=1};choose117={84505=1};choose118={84506=1};choose119={84507=1};choose120={84508=1};choose121={84509=1};choose122={84510=1};choose123={84511=1};choose124={84512=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
