变量名,sceneName,_beizhu,monsters,boss,icon,gateType,sceneType,sceneCount,roundLimit,deployType,deployCardNumLimit,deployNum,deployNatureLimit,backMusic,backGround,bg_boss,bg_boss_pos,ownerId,onlyClassify,openLevel,preGateID,stars,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,dayChallengeMax,staminaCost,cardExp,roleExp,dropIds,gold,desc,sandangAward,worldLevelSaodangAward,forbidMarkID,winAward,star3Award,kssdFlag,chestAward,pos,awardPos,frontWay,monsterRange,finishPoint,isWheel,isQuickSweep,tag,monsters3,skillLevel2,demonCorrect3,demonCorrect2,boss3,showLevel3,skillLevel3,monsters2,showLevel2,boss2,playNumber,bg_boss_pos2,bg_boss_pos3,roundLimit2,roundLimit3,sceneCount2,sceneCount3,sceneLevel2,sceneLevel3
1054,电束木,,,,config/portrait/jinglingtouxiang1/img_796_dsm@.png,6,21,1,5,,,,,,battle/scene/bg_tower.jpg,config/big_hero/normal/img_796_dsm@.png,{x=0;y=0},,,,1053,,100,500,500,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,铁火辉夜,,,,config/portrait/jinglingtouxiang1/img_797_thhy@.png,6,21,1,5,,,,,,battle/scene/bg_tower.jpg,config/big_hero/normal/img_797_thhy@.png,{x=0;y=0},,,,1054,,100,500,500,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,纸御剑,,,,config/portrait/jinglingtouxiang1/img_798_zyj@.png,6,21,1,5,,,,,,battle/scene/bg_tower.jpg,config/big_hero/normal/img_798_zyj@.png,{x=0;y=0},,,,1055,,100,500,500,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,四颚针龙,,,,config/portrait/jinglingtouxiang1/img_804_sezl@.png,6,21,1,5,,,,,,battle/scene/bg_tower.jpg,config/big_hero/normal/img_804_sezl@.png,{x=0;y=0},,,,1056,,100,500,500,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,垒磊石,,,,config/portrait/jinglingtouxiang1/img_805_lls@.png,6,21,1,5,,,,,,battle/scene/bg_tower.jpg,config/big_hero/normal/img_805_lls@.png,{x=0;y=0},,,,1057,,100,500,500,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,砰头小丑,,,,config/portrait/jinglingtouxiang1/img_806_ptxc@.png,6,21,1,5,,,,,,battle/scene/bg_tower.jpg,config/big_hero/normal/img_806_ptxc@.png,{x=0;y=0},,,,1058,,100,500,500,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101,真新镇,,<{advance=1;unitId=60301;level=1};{advance=1;unitId=60301;level=1}>,<{advance=1;unitId=180302;level=1}>,,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_75_lls@.png,,11,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,1,,,,,,,6,30,6,{5000=0;5001=0},875,从大木博士那里拿到了精灵，那么开始试试吧？,{11=1},{11=2},,,,1,,{x=966;y=936},,<<966;936>>,,,,1,,,,,,,,,,,,,,,,,,,,
10102,真新镇,,<{advance=1;unitId=53291;level=1};{advance=1;unitId=53291;level=1}>,<{advance=1;unitId=180601;level=1}>,config/portrait/simple/img_240_yzbb@.png,,4,2,,,,,,,battle/scene/bg_zz.jpg,config/big_hero/normal/img_240_yzbb@.png,,11,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,1,4,4,,,,,6,30,6,{5000=0;5002=0},875,回到家中，等待的人是？,{11=1},{11=2},,,,1,{5000=10;gold=20000;rmb=20},{x=690;y=782},{y=573;x=836},<<966;936>;<690;782>>,,,,1,,,,,,,,,,,,,,,,,,,,
10103,真新镇,,<{advance=1;unitId=50781;level=2};{advance=1;unitId=60541;level=2};{advance=1;unitId=50781;level=2}>,<{advance=1;unitId=181293;level=2}>,,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_254_xyw@.png,,11,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,2,7,7,,,,,6,30,6,{5000=0;5003=0},875,第一次冒险，崭新的开始,{11=1},{11=2},,,,1,,{x=1118;y=624},,<<690;782>;<836;573>;<1118;624>>,,,,1,,,,,,,,,,,,,,,,,,,,
10104,真新镇,,<{advance=1;unitId=53011;level=3};{advance=1;unitId=53012;level=3};{advance=1;unitId=53011;level=3}>,<{advance=1;unitId=183472;level=3}>,config/portrait/simple/img_693_gpbx@.png,,4,2,,,,,,,battle/scene/bg_zz.jpg,config/big_hero/normal/img_693_gpbx@.png,,11,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,3,12,12,,,,,6,30,6,{5000=0;5001=0},875,忽然出现的神秘少女，她是谁,{11=1},{11=2},,,,,{5001=1;5002=1;5003=1;rmb=10},{x=1415;y=582},{y=724;x=1584},<<1118;624>;<1415;582>>,,,,,,,,,,,,,,,,,,,,,,,,
10105,真新镇,,<>,<{advance=1;unitId=183303;level=3}>,config/portrait/simple/img_658_jhrw@.png,,4,2,,,,,,,battle/scene/bg_zz.jpg,config/big_hero/normal/img_658_jhrw@.png,,11,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,3,20,20,,,,,6,30,6,{5000=0;5002=0},875,突如其来的危机，名叫“霸主”的精灵,{11=1},{11=2},,,,,,{x=1918;y=742},,<<1415;582>;<1584;724>;<1918;742>>,,,,,,,,,,,,,,,,,,,,,,,,
10201,神秘部落,,<{advance=1;unitId=53472;level=4};{advance=1;unitId=53472;level=4}>,<{advance=1;unitId=70232;level=4}>,,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_57_hbh@.png,,12,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,4,23,23,,,,,6,30,6,{5000=0;5001=0},910,未知的神秘部落,{11=2},{11=3},,,,1,,{x=1398;y=273},,<<1398;273>>,,,,1,,,,,,,,,,,,,,,,,,,,
10202,神秘部落,,<{advance=1;unitId=60541;level=4};{advance=1;unitId=50791;level=4};{advance=1;unitId=60541;level=4}>,<{advance=1;unitId=70803;level=4}>,config/portrait/simple/img_160_dle@.png,,4,2,,,,,,,battle/scene/bg_zz.jpg,config/big_hero/normal/img_160_dle@.png,,12,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,4,25,25,,,,,6,30,6,{5000=0;5001=0},910,拦路的凶兽，其真面目是？,{11=2},{11=3},,,,,{5001=1;5002=1;5003=1;rmb=10},{x=1099;y=383},{y=601;x=763},<<1398;273>;<1273;329>;<1099;383>>,,,,,,,,,,,,,,,,,,,,,,,,
10203,神秘部落,,<{advance=1;unitId=61861;level=4};{advance=1;unitId=61861;level=4}>,<{advance=1;unitId=70632;level=4}>,,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_130_bll@.png,,12,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,4,27,27,,,,,6,30,6,{5000=0;5002=0},910,,{11=2},{11=3},,,,1,,{x=815;y=834},,<<1099;383>;<763;601>;<639;697>;<815;834>>,,,,1,,,,,,,,,,,,,,,,,,,,
10204,神秘部落,,<{advance=1;unitId=50021;level=5};{advance=1;unitId=60001;level=5};{advance=1;unitId=50011;level=5}>,<{advance=1;unitId=70092;level=5}>,config/portrait/simple/img_25_pkq@.png,,4,2,,,,,,,battle/scene/bg_zz.jpg,config/big_hero/normal/img_25_pkq@.png,,12,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,5,29,29,,,,,6,30,6,{5000=0;5002=0},910,奇怪的记者大姐姐,{11=2},{11=3},,,,,{5001=1;5002=1;5003=1;rmb=10},{x=1257;y=1052},{y=909;x=1424},<<815;834>;<1052;901>;<1159;1018>;<1257;1052>>,,,,,,,,,,,,,,,,,,,,,,,,
10205,神秘部落,,<{advance=1;unitId=50451;level=5};{advance=1;unitId=50451;level=5}>,<{advance=1;unitId=73293;level=5}>,,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_655_yhhh@.png,,12,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,5,31,31,,,,,6,30,6,{5000=0;5003=0},910,祭典之前的试验,{11=2},{11=3},,,,1,,{x=1554;y=801},,<<1257;1052>;<1373;1085>;<1552;998>;<1424;909>;<1442;818>;<1554;801>>,,,,1,,,,,,,,,,,,,,,,,,,,
10206,神秘部落,,<>,<{advance=2;unitId=181303;level=6}>,config/portrait/simple/img_257_hyj@.png,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_257_hyj@.png,,12,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,6,33,33,,,,,6,30,6,{5000=0;5003=0},910,祭典最终的对手,{11=2},{11=3},,,,,,{x=1760;y=963},,<<1554;801>;<1725;871>;<1760;963>>,,,,,,,,,,,,,,,,,,,,,,,,
10301,废弃城市,,<{advance=1;unitId=50111;level=7};{advance=1;unitId=50121;level=7}>,<{advance=2;unitId=70122;level=7}>,,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_33_ndln@.png,,13,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,7,36,36,,,,,6,35,6,{5000=0;5001=0},945,不会是有幽灵吧？,{12=1},{11=1;12=1},,,,1,,{x=1992;y=623},,<<1992;623>>,,,,1,,,,,,,,,,,,,,,,,,,,
10302,废弃城市,,<{advance=1;unitId=50281;level=8};{advance=1;unitId=60281;level=8};{advance=1;unitId=50281;level=8}>,<{advance=2;unitId=71293;level=8}>,config/portrait/simple/img_254_xyw@.png,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_254_xyw@.png,,13,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,8,39,39,,,,,6,35,6,{5000=0;5001=0},945,,{12=1},{11=1;12=1},,,,,{5001=2;5002=2;5003=2;rmb=10},{x=1785;y=424},{y=345;x=1519},<<1992;623>;<1785;424>>,,,,,,,,,,,,,,,,,,,,,,,,
10303,废弃城市,,<{advance=1;unitId=52012;level=8};{advance=1;unitId=52012;level=8};{advance=1;unitId=60191;level=8};{advance=1;unitId=60191;level=8}>,<{advance=2;unitId=71353;level=8}>,,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_272_ltht@.png,,13,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,8,42,42,,,,,6,35,6,{5000=0;5001=0},945,,{12=1},{11=1;12=1},,,,,,{x=1226;y=412},,<<1785;424>;<1519;345>;<1226;412>>,,,,,,,,,,,,,,,,,,,,,,,,
10304,废弃城市,,<{advance=1;unitId=50332;level=8}>,<{advance=2;unitId=70771;level=8}>,config/portrait/simple/img_151_mh@.png,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_151_mh@.png,,13,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,8,45,45,,,,,6,35,6,{5000=0;5002=0},945,那声音，似乎是传闻中的幻之精灵，为什么会在这里遇到？,{12=1},{11=1;12=1},,,,1,{5001=2;5002=2;5003=2;rmb=10},{x=985;y=442},{y=559;x=676},<<1226;412>;<985;442>>,,,,1,,,,,,,,,,,,,,,,,,,,
10305,废弃城市,,<{advance=1;unitId=60102;level=9};{advance=1;unitId=60102;level=9};{advance=1;unitId=50451;level=9};{advance=1;unitId=50451;level=9}>,<{advance=2;unitId=70192;level=9}>,,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_49_mle@.png,,13,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,9,48,48,,,,,6,35,6,{5000=0;5002=0},945,,{12=1},{11=1;12=1},,,,,,{x=500;y=646},,<<985;442>;<676;559>;<500;646>>,,,,,,,,,,,,,,,,,,,,,,,,
10306,废弃城市,,<{advance=1;unitId=50052;level=9};{advance=1;unitId=60262;level=9};{advance=1;unitId=50052;level=9}>,<{advance=2;unitId=73283;level=9}>,config/portrait/simple/img_652_blkl@.png,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_652_blkl@.png,,13,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,9,51,51,,,,,6,35,6,{5000=0;5002=0},945,,{12=1},{11=1;12=1},,,,,{5001=2;5002=2;5003=2;rmb=10},{x=676;y=896},{y=830;x=963},<<500;646>;<646;730>;<676;896>>,,,,,,,,,,,,,,,,,,,,,,,,
10307,废弃城市,,<{advance=1;unitId=50451;level=10};{advance=1;unitId=50451;level=10};{advance=1;unitId=60263;level=10};{advance=1;unitId=60263;level=10}>,<{advance=2;unitId=70263;level=10}>,,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_65_hd@.png,,13,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,10,54,54,,,,,6,35,6,{5000=0;5003=0},945,,{12=1},{11=1;12=1},,,,1,,{x=1192;y=788},,<<676;896>;<883;976>;<985;915>;<963;830>;<1192;788>>,,,,1,,,,,,,,,,,,,,,,,,,,
10308,废弃城市,,<>,<{advance=2;unitId=180761;level=10}>,config/portrait/simple/img_150_cm@.png,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_150_cm@.png,,13,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,10,57,57,,,,,6,35,6,{5000=0;5003=0},945,“我是谁，我究竟为何而生存”,{12=1},{11=1;12=1},,,,,,{x=1370;y=940},,<<1192;788>;<1370;772>;<1522;853>;<1370;940>>,,,,,,,,,,,,,,,,,,,,,,,,
10401,度假岛,,<{advance=2;unitId=60022;level=11};{advance=2;unitId=60022;level=11}>,<{advance=3;unitId=70012;level=11}>,,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_5_hkl@.png,,14,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,11,60,60,,,,,6,40,6,{5000=0;5002=0;5003=0;5004=0},980,去放松心情吧！,{11=1;12=1},{11=2;12=1},,,,1,,{x=1075;y=1125},,<<1075;1125>>,,,,1,,,,,,,,,,,,,,,,,,,,
10402,度假岛,,<{advance=2;unitId=50011;level=11};{advance=2;unitId=50011;level=11}>,<{advance=3;unitId=73342;level=11}>,config/portrait/simple/img_668_hys@.png,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_668_hys@.png,,14,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,11,63,63,,,,,6,40,6,{5000=0;5002=0;5003=0;5004=0},980,,{11=1;12=1},{11=2;12=1},,,,,{5004=2;gold=10000;rmb=10},{x=1375;y=1036},{y=954;x=1161},<<1075;1125>;<1375;1036>>,,,,,,,,,,,,,,,,,,,,,,,,
10403,度假岛,,<{advance=2;unitId=50601;level=12};{advance=2;unitId=50601;level=12}>,<{advance=3;unitId=70793;level=12}>,,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_157_hbs@.png,,14,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,12,66,66,,,,,6,40,6,{5000=0;5002=0;5003=0;5004=0},980,,{11=1;12=1},{11=2;12=1},,,,,,{x=703;y=842},,<<1375;1036>;<1161;954>;<855;799>;<703;842>>,,,,,,,,,,,,,,,,,,,,,,,,
10404,度假岛,,<{advance=2;unitId=53292;level=13}>,<{advance=3;unitId=70741;level=13}>,config/portrait/simple/img_146_hyn@.png,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_146_hyn@.png,,14,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,13,69,69,,,,,6,40,6,{5000=0;5001=0;5003=0;5005=0},980,重逢的劲敌,{11=1;12=1},{11=2;12=1},,,,1,{5005=2;gold=10000;rmb=10},{x=895;y=663},{y=421;x=703},<<703;842>;<895;663>>,,,,1,,,,,,,,,,,,,,,,,,,,
10405,度假岛,,<{advance=2;unitId=63291;level=13};{advance=2;unitId=63291;level=13}>,<{advance=3;unitId=71612;level=13}>,,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_323_pht@.png,,14,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,13,72,72,,,,,6,40,6,{5000=0;5001=0;5003=0;5005=0},980,,{11=1;12=1},{11=2;12=1},,,,,,{x=1010;y=268},,<<895;663>;<719;532>;<703;421>;<734;280>;<1010;268>>,,,,,,,,,,,,,,,,,,,,,,,,
10406,度假岛,,<{advance=2;unitId=51611;level=14};{advance=2;unitId=61611;level=14};{advance=2;unitId=51611;level=14}>,<{advance=3;unitId=70603;level=14}>,config/portrait/simple/img_467_yzys@.png,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_467_yzys@.png,,14,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,14,75,75,,,,,6,40,6,{5000=0;5001=0;5003=0;5005=0},980,,{11=1;12=1},{11=2;12=1},,,,,{5006=2;gold=10000;rmb=10},{x=1331;y=343},{y=451;x=1510},<<1010;268>;<1331;343>>,,,,,,,,,,,,,,,,,,,,,,,,
10407,度假岛,,<{advance=2;unitId=53341;level=14};{advance=2;unitId=53341;level=14}>,<{advance=3;unitId=71303;level=14}>,,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_257_hyj@.png,,14,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,14,78,78,,,,,6,40,6,{5000=0;5001=0;5002=0;5006=0},980,,{11=1;12=1},{11=2;12=1},,,,1,,{x=1637;y=576},,<<1331;343>;<1510;451>;<1637;576>>,,,,1,,,,,,,,,,,,,,,,,,,,
10408,度假岛,,<>,<{advance=3;unitId=181271;level=15}>,config/portrait/simple/img_250_fw@.png,,4,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_250_fw@.png,,14,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,15,81,81,,,,,6,40,6,{5000=0;5001=0;5002=0;5006=0},980,据说，遇到凤王会有好运！,{11=1;12=1},{11=2;12=1},,,,,,{x=1907;y=620},,<<1637;576>;<1907;620>>,,,,,,,,,,,,,,,,,,,,,,,,
10501,砂石镇,,<{advance=2;unitId=60461;level=16};{advance=2;unitId=60461;level=16}>,<{advance=4;unitId=73562;level=16}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_709_xmy@.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,16,84,84,,,,,6,45,6,{5000=0;5004=0},1015,黄沙之下，是贵重的矿山,{11=2;12=1},{11=1;12=2},,,,1,,{x=443;y=824},,<<443;824>>,,,,1,,,,,,,,,,,,,,,,,,,,
10502,砂石镇,,<{advance=2;unitId=62271;level=16};{advance=2;unitId=62271;level=16}>,<{advance=4;unitId=73353;level=16}>,config/portrait/simple/img_671_hjfr@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_671_hjfr@.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,16,87,87,,,,,6,45,6,{5000=0;5004=0},1015,,{11=2;12=1},{11=1;12=2},,,,,{5004=3;gold=10000;rmb=10},{x=740;y=675},{y=582;x=579},<<443;824>;<740;675>>,,,,,,,,,,,,,,,,,,,,,,,,
10503,砂石镇,,<{advance=2;unitId=63431;level=17};{advance=2;unitId=63431;level=17}>,<{advance=4;unitId=70891;level=17}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_298_lll@.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,17,91,91,,,,,6,45,6,{5000=0;5004=0},1015,,{11=2;12=1},{11=1;12=2},,,,,,{x=876;y=484},,<<740;675>;<579;582>;<876;484>>,,,,,,,,,,,,,,,,,,,,,,,,
10504,砂石镇,,<{advance=2;unitId=53281;level=18};{advance=2;unitId=60692;level=18};{advance=2;unitId=53281;level=18}>,<{advance=4;unitId=71813;level=18}>,config/portrait/simple/img_477_hyml@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_477_hyml@.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,18,94,94,,,,,6,45,6,{5000=0;5004=0},1015,似乎是见鬼了！,{11=2;12=1},{11=1;12=2},,,,,{5005=3;gold=10000;rmb=10},{x=1164;y=372},{y=298;x=1442},<<876;484>;<1164;372>>,,,,,,,,,,,,,,,,,,,,,,,,
10505,砂石镇,,<{advance=2;unitId=60392;level=18};{advance=2;unitId=60392;level=18}>,<{advance=4;unitId=70131;level=18}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_173_pbb@.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,18,98,98,,,,,6,45,6,{5000=0;5005=0},1015,,{11=2;12=1},{11=1;12=2},,,,1,,{x=1573;y=444},,<<1164;372>;<1442;298>;<1573;444>>,,,,1,,,,,,,,,,,,,,,,,,,,
10506,砂石镇,,<{advance=2;unitId=60481;level=19};{advance=2;unitId=60481;level=19}>,<{advance=4;unitId=70393;level=19}>,config/portrait/simple/img_94_gg@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_94_gg@.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,19,101,101,,,,,6,45,6,{5000=0;5005=0},1015,,{11=2;12=1},{11=1;12=2},,,,,{5006=3;gold=10000;rmb=10},{x=1543;y=665},{y=758;x=1383},<<1573;444>;<1459;551>;<1543;665>>,,,,,,,,,,,,,,,,,,,,,,,,
10507,砂石镇,,<{advance=2;unitId=60131;level=19};{advance=2;unitId=60131;level=19}>,<{advance=4;unitId=71392;level=19}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_281_qlla@.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,19,105,105,,,,,6,45,6,{5000=0;5005=0},1015,,{11=2;12=1},{11=1;12=2},,,,,,{x=1161;y=856},,<<1543;665>;<1383;758>;<1161;856>>,,,,,,,,,,,,,,,,,,,,,,,,
10508,砂石镇,,<{advance=2;unitId=51422;level=20};{advance=2;unitId=51422;level=20};{advance=2;unitId=63302;level=20};{advance=2;unitId=63302;level=20}>,<{advance=4;unitId=71394;level=20}>,config/portrait/simple/img_475_alld@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_475_alld@.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,20,108,108,,,,,6,45,6,{5000=0;5006=0},1015,,{11=2;12=1},{11=1;12=2},,,,1,{gold=10000;rmb=10;talent_point=1},{x=1364;y=1050},{y=942;x=1573},<<1161;856>;<1189;984>;<1364;1050>>,,,,1,,,,,,,,,,,,,,,,,,,,
10509,砂石镇,,<{advance=3;unitId=63411;level=21};{advance=3;unitId=63411;level=21}>,<{advance=5;unitId=70263;level=21}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_65_hd@.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,21,112,112,,,,,6,45,6,{5000=0;5006=0},1015,,{11=2;12=1},{11=1;12=2},,,,,,{x=1716;y=870},,<<1364;1050>;<1573;942>;<1716;870>>,,,,,,,,,,,,,,,,,,,,,,,,
10510,砂石镇,,<>,<{advance=5;unitId=180761;level=21}>,config/portrait/simple/img_150_cm@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_150_cm@.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,21,115,115,,,,,6,45,6,{5000=0;5006=0},1015,为什么，会在这里再一次见面,{11=2;12=1},{11=1;12=2},,,,,,{x=2044;y=631},,<<1716;870>;<2044;631>>,,,,,,,,,,,,,,,,,,,,,,,,
10601,雪原,,<{advance=3;unitId=60191;level=22};{advance=3;unitId=60191;level=22};{advance=3;unitId=60191;level=22}>,<{advance=5;unitId=70102;level=22}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_28_csw@.png,,16,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,22,118,118,,,,,6,50,6,{5000=0;5005=0;5006=0;5007=0},1050,雪原的传说,{12=2},{11=2;12=2},,,,1,,{x=377;y=759},,<<377;759>>,,,,1,,,,,,,,,,,,,,,,,,,,
10602,雪原,,<{advance=3;unitId=52301;level=23};{advance=3;unitId=61352;level=23};{advance=3;unitId=52301;level=23}>,<{advance=5;unitId=70493;level=23}>,config/portrait/simple/img_464_cjkx@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_464_cjkx@.png,,16,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,23,121,121,,,,,6,50,6,{5000=0;5005=0;5006=0;5007=0},1050,农场大冒险,{12=2},{11=2;12=2},,,,,{gold=10000;rmb=10;talent_point=1},{x=665;y=764},{y=935;x=906},<<377;759>;<665;764>>,,,,,,,,,,,,,,,,,,,,,,,,
10603,雪原,,<>,<{advance=5;unitId=70451;level=24}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_104_klkl@.png,,16,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,24,124,124,,,,,6,50,6,{5000=0;5005=0;5006=0;5007=0},1050,,{12=2},{11=2;12=2},,,,,,{x=827;y=561},,<<665;764>;<906;935>;<827;561>>,,,,,,,,,,,,,,,,,,,,,,,,
10604,雪原,,<{advance=3;unitId=62011;level=24};{advance=3;unitId=62011;level=24}>,<{advance=5;unitId=72723;level=24}>,config/portrait/simple/img_553_lme@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_553_lme@.png,,16,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,24,127,127,,,,,6,50,6,{5000=0;5005=0;5006=0;5007=0},1050,,{12=2},{11=2;12=2},,,,,{gold=10000;rmb=10;talent_point=1},{x=1067;y=325},{y=321;x=1285},<<827;561>;<1067;325>>,,,,,,,,,,,,,,,,,,,,,,,,
10605,雪原,,<{advance=3;unitId=60262;level=25};{advance=3;unitId=63282;level=25};{advance=3;unitId=60262;level=25}>,<{advance=5;unitId=72612;level=25}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_530_ltds@.png,,16,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,25,130,130,,,,,6,50,6,{5000=0;5004=0;5006=0;5008=0},1050,,{12=2},{11=2;12=2},,,,1,,{x=1501;y=340},,<<1067;325>;<1285;321>;<1501;340>>,,,,1,,,,,,,,,,,,,,,,,,,,
10606,雪原,,<{advance=3;unitId=60482;level=25}>,<{advance=5;unitId=181503;level=25}>,config/portrait/simple/img_306_bskdl@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_306_bskdl@.png,,16,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,25,133,133,,,,,6,50,6,{5000=0;5004=0;5006=0;5008=0},1050,,{12=2},{11=2;12=2},,,,,{gold=10000;rmb=10;talent_point=1},{x=1327;y=550},{y=704;x=1127},<<1501;340>;<1327;550>>,,,,,,,,,,,,,,,,,,,,,,,,
