变量名,变量名,eventID,_name,delay,sound,damageSeg,hpSeg,segInterval,shaker,music,zOrder,move,show,effectType,effectRes,effectArgs,otherEventIDs,follow,onlyTargetShow,jumpFlag,control,__version
7121,,21002,,,,<0.2;0.2;0.3;0.3>,,<0;200;200;733.3>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
7131,,21006,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;333.3;333.3;266.6;266.6;233.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
7211,,22001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
7221,,22002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
7231,,22003,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;180;400;80;80;80;80;80;80;80>,{beginT=0;count=1;disx=50;disy=50;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
8111,,23001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
8121,,23002,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;166.67;166.67;166.67;166.67>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
8131,,23007,,,,<0.5;0.5>,,<0;1233.3>,{beginT=17;count=2;disx=15;disy=15;endT=887;interval=100},,,,,,,,,,,,,
8132,,23091,,,,,,,,,,,<{hide=TRUE;delay=966.6;lastTime=1533.3}>,,,,,,,,,
8211,,24001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
8221,,24002,,,,<0.2;0.2;0.2;0.1;0.1;0.1;0.1>,,<0;233.33;233.33;200;233.33;200;233.33>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
8231,,24009,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
9111,,172001,,,,<0.3;0.3;0.4>,,<0;200;166.6>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
9121,,172004,,,,<0.25;0.25;0.25;0.25>,,<0;200;233.3;200>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
9131,,172008,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;200;200;200;200;200;566.6;200;200;233.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
9211,,25001,,,,<0.3;0.3;0.4>,,<0;133.33;133.33>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
9221,,25004,,,,<0.3;0.3;0.4>,,<0;133.33;133.33>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
9231,,25007,,,,<0.075;0.075;0.075;0.075;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05>,,<0;5;5;5;1666.67;133.33;100;133.33;133.33;166.67;133.33;2300;100;100;100;100;100;100>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
9232,,25091,,,,,,,,,,<{t=0;teamClose=3;absX=2700;absY=600;delay=0;scale=2.5};{t=270;teamClose=3;absX=1200;absY=600;delay=4660;scale=2.5};{t=340;absX=200;absY=1500;delay=4980;scale=1.5};{t=0;teamClose=1.3;absX=400;absY=650;delay=5380;scale=0.4};{t=400;teamClose=1.3;absX=400;absY=750;delay=5410;scale=0.4};{t=500;teamClose=1.3;absX=400;absY=850;delay=5810;scale=0.4};{t=0;teamClose=2;absX=700;absY=1300;delay=6350;scale=1.3};{t=900;teamClose=2;absX=600;absY=1000;delay=6380;scale=0.8};{t=150;teamClose=2;absX=2700;absY=500;delay=7460;scale=3};{t=0;absX=2000;absY=200;delay=9500;scale=1};{t=10;teamClose=3;absX=2700;absY=200;delay=9500;scale=4.3};{t=320;teamClose=2;absX=1650;absY=350;delay=9610;scale=1.3}>,<{hide=TRUE;delay=0;lastTime=4653};{hide=TRUE;delay=7590;lastTime=2046}>,,,,<90;25092>,,,,,
9233,,25092,,,,,,,,,,,,1,koudai_beijing/moren_bj.skel,{screenPos=0;addTolayer=-1;zorder=1;delay=0;offsetX=-400;lastTime=10766.6;aniLoop=FALSE;aniName=pikaqiu_skill2;offsetY=-420;scale=0.78},,,,,,
9311,,26001,,,,<0.3;0.3;0.4>,,<0;133.3;133.3>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
9321,,26004,,,,<0.5;0.5>,,<0;133.3>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
9331,,26006,,,,<0.25;0.25;0.25;0.25>,,<0;166.6;233.3;300>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
9332,,26091,,,,,,,,,,<{t=0;absY=600;x=-150;delay=0}>,<{hide=TRUE;delay=0;lastTime=3700}>,,,,<90;26092>,,,,,
9333,,26092,,,,,,,,,,,,1,koudai_beijing/moren_bj.skel,{screenPos=0;addTolayer=-1;zorder=1;delay=0;offsetX=-500;lastTime=4933.3;aniLoop=FALSE;offsetY=-500;aniName=leiqiu_skill2},,,,,,
9411,,25101,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
9421,,25102,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;170;170;170;170>,{beginT=0;count=1;disx=25;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
9431,,25103,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;7200;250;250;250>,{beginT=0;count=1;disx=30;disy=40;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
9432,,1,,,,,,,,,,,,,,,<90;25191;25192>,{bones=<hitman_move>},,,,
9433,,25191,,,,,,,,,,,,1,koudai_beijing/huangtu.skel,{screenPos=0;addTolayer=-1;zorder=-4;delay=0;offsetX=0;lastTime=13165;aniLoop=FALSE;aniName=xiaozhibanpikaqiu_skill2;offsetY=0;scale=0.75},,,,,,
9434,,25192,,,,,,,,,,,,1,koudai_beijing/jitan.skel,{screenPos=0;addTolayer=-1;zorder=-5;delay=0;offsetX=0;lastTime=13165;aniLoop=FALSE;aniName=xiaozhipikaqiu_skill2;offsetY=0;scale=0.78},,,,,,
9511,,25201,,,,<0.5;0.5>,,<0;500>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
9521,,25202,,,,<0.3;0.3;0.4>,,<0;200;200>,{beginT=0;count=1;disx=25;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
9531,,25203,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;2880;350;350;350>,{beginT=0;count=1;disx=30;disy=40;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
9532,,1,,,,,,,,,,,,,,,<90;25291;25292;25293>,{bones=<hitman_move>},,,,
9533,,25291,,,,,,,,,,,,1,koudai_beijing/diqiuchengshi.skel,{screenPos=0;addTolayer=1;zorder=1;delay=0;offsetX=0;lastTime=10990;aniLoop=FALSE;aniName=xiaozhibanpikaqiu_pifu_skill2_qian;offsetY=0;scale=0.75},,,,,,
9534,,25292,,,,,,,,,,,,1,koudai_beijing/diqiuchengshi.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=0;lastTime=10990;aniLoop=FALSE;aniName=xiaozhibanpikaqiu_pifu_skill2_hou;offsetY=0;scale=0.75},,,,,,
9535,,25293,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=-2;delay=0;offsetX=0;lastTime=10990;aniLoop=FALSE;aniName=xiaozhibanpikaqiu_pifu_skill2;offsetY=0;scale=0.75},,,,,,
10111,,27001,,,,<0.25;0.25;0.25;0.25>,,<0;200;200;200>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
10121,,27005,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
10131,,27006,,,,<0.2;0.2;0.2;0.2;0.2>,,<300;500;500;500;500>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
10211,,28001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
10221,,28002,,,,<0.25;0.25;0.25;0.25>,,<0;566.6;300;233.3>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
10231,,28006,,,,<0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125>,,<0;366.6;433.3;366.6;433.3;366.6;433.3;366.6>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
11111,,29001,,,,<0.3;0.3;0.4>,,<0;100;66.6>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
11121,,29004,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
11131,,29005,,,,<0.2;0.2;0.2;0.2;0.2>,,<200;200;200;200;200>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
11211,,30001,,,,<0.3;0.3;0.4>,,<0;150;150>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
11221,,30007,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
11231,,30010,,,,<0.25;0.25;0.25;0.25>,,<0;100;350;150>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
11311,,31001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
11321,,31002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
11331,,31003,,,,<0.3;0.3;0.4>,,<0;66.6;100>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
12111,,32001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
12121,,32002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
12131,,32003,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
12211,,33001,,,,<0.25;0.25;0.25;0.25>,,<0;266.6;333.3;300>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
12221,,33005,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
12231,,33006,,,,<0.5;0.5>,,<0;900>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
12311,,34001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
12321,,34002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
12331,,34003,,,,<0.1;0.1;0.2;0.2;0.4>,,<0;150;1419;363;1188>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
13111,,173001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
13121,,173002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
13131,,173003,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;200>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
13132,,173091,,,,,,,,,<{zorder=-999;delay=0;lastTime=6000}>,,<{hide=TRUE;delay=0;lastTime=5900}>,,,,<90;173092>,,,,,
13133,,173092,,,,,,,,,,,,1,koudai_beijing/yewan.skel,{screenPos=0;addTolayer=-1;zorder=100;delay=0;offsetX=-100;lastTime=7800;aniLoop=FALSE;aniName=pibaobao_skill2;offsetY=0;scale=0.75},,,,,,
13211,,35001,,,,<0.3;0.3;0.4>,,<0;200;200>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
13221,,35004,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
13231,,35005,,,,<0.1;0.2;0.1;0.2;0.1;0.2;0.1>,,<0;333.3;200;200;200;200;200>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
13232,,35091,,,,,,,,,<{zorder=-999;delay=0;lastTime=10966.67}>,<{x=800;t=0;delay=0};{x=0;t=800;delay=4000}>,<{hide=TRUE;delay=0;lastTime=4000}>,,,,<90;35092;35093>,,,,,
13233,,35092,,,,,,,,,,,,1,koudai_beijing/yewan.skel,{screenPos=0;addTolayer=-1;zorder=100;delay=0;offsetX=0;lastTime=10966.67;aniLoop=FALSE;aniName=pipi_skill2;offsetY=0;scale=0.75},,,,,,
13234,,35093,,,,,,,,,,,,1,koudai_beijing/moren_bj.skel,{screenPos=0;addTolayer=-1;zorder=10;delay=0;offsetX=0;lastTime=10966.67;aniLoop=FALSE;aniName=pipi_skill2;offsetY=0;scale=0.75},,,,,,
13311,,36001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
13321,,36002,,,,<0.25;0.25;0.25;0.25>,,<0;200;200;200>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
13331,,36006,,,,<0.5;0.5>,,<0;2133.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
13332,,36091,,,,,,,,,<{zorder=-999;delay=0;lastTime=14566.67}>,<{x=-600;t=0;delay=0}>,<{hide=TRUE;delay=0;lastTime=300};{hide=TRUE;delay=12700;lastTime=5600}>,,,,<90;36092;36093>,,,,,
13333,,36092,,,,,,,,,,,,1,koudai_beijing/yinghua.skel,{screenPos=0;addTolayer=1;zorder=999;delay=0;offsetX=0;lastTime=9566.6;aniLoop=FALSE;aniName=pikexi_skill2;offsetY=0;scale=0.75},,,,,,
13334,,36093,,,,,,,,,,,,1,koudai_pikexi/hero_pikexi.skel,{screenPos=0;addTolayer=-1;zorder=99;delay=0;offsetX=0;lastTime=9566.6;aniLoop=FALSE;aniName=skill2_bottom;offsetY=-250;scale=0.75},,,,,,
14311,,37201,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
14321,,37202,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
14331,,37206,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
14332,,1,,,,,,,,,,,,,,,<90;37291>,{bones=<hitman_move>},,,,
14333,,37291,,,,,,,,,,,,1,koudai_beijing/bingchuan2.skel,{screenPos=0;addTolayer=-1;zorder=999;delay=0;offsetX=0;lastTime=6566.6;aniLoop=FALSE;aniName=aluolaliuwei_skill2;offsetY=0;scale=0.66},,,,,,
14411,,38201,,,,<0.5;0.5>,,<0;800>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
14421,,38203,,,,<0.5;0.5>,,<0;1400>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
14431,,38205,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
14432,,1,,,,,,,,,,,,,,,<90;38291>,{bones=<hitman_move>},,,,
14433,,38291,,,,,,,,,,,,1,koudai_beijing/cloud.skel,{screenPos=0;addTolayer=-1;zorder=999;delay=0;offsetX=0;lastTime=11300;aniLoop=FALSE;aniName=aluolajiuwei_skill2;offsetY=0;scale=0.66},,,,,,
15111,,174001,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;266.6;266.6;266.6;266.6>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
15121,,174006,,,,<0.5;0.5>,,<0;500>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
15131,,174008,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;366.6;400;400;400;400;400;400;233.3>,,,,,,,,,,,,,,
15211,,39001,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;200>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
15221,,39006,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;533.3>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
15231,,39011,,,,<0.25;0.25;0.25;0.25>,,<350;650;650;650>,,,,,,,,,,,,,,
15232,,1,,,,,,,,,,,,,,,<90;39091>,,,,,
15233,,39091,,,,,,,,,,,,1,koudai_beijing/wutai4.skel,{screenPos=0;addTolayer=-1;zorder=2;delay=0;offsetX=0;lastTime=9466.6;aniLoop=FALSE;aniName=pangding_skill2;offsetY=-50;scale=0.64},,,,,,
15311,,40001,,,,<0.3;0.3;0.4>,,<0;266.6;266.6>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
15321,,40004,,,,<0.3;0.3;0.4>,,<0;266;633.3>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
15331,,40009,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;350;350;350;350;350;350;350;350;350>,,,,,,,,,,,,,,
15611,,169001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
15621,,169002,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;133;133;133;133;133;133;133;133>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
15631,,169011,,,,<0.25;0.25;0.25;0.25>,,<0;166.5;166.5;166.5>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
15632,,1,,,,,,,,,,<{t=499.5;y=500;rot=80;delay=4995};{t=499.5;y=0;rot=0;delay=4828.5}>,,,,,<90;169091;169092>,{bones=<hitman_move1;hitman_move2;hitman_move3;hitman_move4;hitman_move5>},,,,
15633,,169091,,,,,,,,,,,,1,koudai_beijing/dizhen.skel,{screenPos=0;addTolayer=-1;zorder=2;delay=0;offsetX=0;lastTime=5328;aniLoop=FALSE;aniName=chazifu_skill2;offsetY=200;scale=0.7},,,,,,
15634,,169092,,,,,,,,,,,,1,koudai_beijing/yewan.skel,{screenPos=0;addTolayer=-1;zorder=1;delay=0;offsetX=0;lastTime=5328;aniLoop=FALSE;aniName=chazifu_skill2;offsetY=-50;scale=0.7},,,,,,
16111,,41001,,,,<0.5;0.5>,,<0;133.2>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
16121,,41003,,,,<0.25;0.25;0.25;0.25>,,<0;166.6;233.1;366.3>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
16131,,41007,,,,<0.3;0.3;0.4>,,<0;1198.8;699.3>,,,,,,,,,,,,,,
16211,,42001,,,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
16221,,42002,,,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
16231,,42003,,,,<0.5;0.5>,,<0;466.2>,,,,,,,,,,,,,,
17111,,43001,,,,<0.5;0.5>,,<30;115>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
17121,,43002,,,,<0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;120;420;125;125;125;125;125>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,<{y=100;t=60;delay=0};{y=130;t=440;delay=60};{y=0;t=100;delay=1550}>,,,,,,,FALSE,,{lifeBar={show=TRUE}},
17131,,43003,,,,<0.5;0.5>,,<140;150>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,,
17211,,44001,,,,<0.25;0.25;0.5>,,<0;100;100>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
17221,,44002,,,,<0.25;0.25;0.25;0.25>,,<0;100;100;100>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
17231,,44003,,,,<0.5;0.5>,,<0;250>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,,
17311,,45001,,,,<0.25;0.25;0.5>,,<0;100;100>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
17321,,45002,,,,<0.1;0.1;0.1;0.2;0.2;0.3>,,<0;160;160;495;120;75>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
17331,,45003,,,,<0.5;0.5>,,<100;550>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,,
19111,,48001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
19121,,48002,,,,<0.5;0.3;0.2>,,<0;400;500>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
19131,,48005,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;200;200;200;200;200;200;200;200;200>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
19211,,49001,,,,<0.5;0.3;0.2>,,<0;200;166.6>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
19221,,49004,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
19231,,49005,,,,<0.5;0.1;0.1;0.1;0.1;0.1>,,<0;600;200;200;200;200>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
21111,,52001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
21121,,99999999,,,,,,,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
21131,,52002,,,,<0.1;0.2;0.3;0.4>,,<0;200;200;200>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
21132,,1,,,,,,,,,,,,,,,<90;52091;52092>,{bones=<hitman_move>},,,,
21133,,52091,,,,,,,,,,,,1,koudai_beijing/sudu_bj.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=0;lastTime=6072;aniLoop=FALSE;aniName=miaomiao_skill2;offsetY=0;scale=0.55},,,,,,
21134,,52092,,,,,,,,,,,,1,koudai_beijing/moren_bj.skel,{screenPos=0;addTolayer=-1;zorder=-10;delay=0;offsetX=0;lastTime=6072;aniLoop=FALSE;aniName=miaomiao_skill2;offsetY=0;scale=0.75},,,,,,
21141,,99999998,,,,,,,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
21211,,53001,,,,<0.5;0.5>,,<0;400>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
21221,,99999999,,,,,,,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
