变量名,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
5043,limit_rmb1_1516,时拉比/基拉祈,2,70,,,1,73,0.1,0.05,0.4,9,99999,{24008=1},1,,,,,,,,,,,,0,,0,,0,,0
5044,limit_rmb1_1516,时拉比/基拉祈,2,135,,,999,144,0.1,0.05,0.4,9,70,{24008=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051,limit_rmb1_1571,索尔迦雷欧/露奈雅拉,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24011=1},150,,,,,,0,,0,,0,,0
5052,limit_rmb1_1571,索尔迦雷欧/露奈雅拉,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5053,limit_rmb1_1571,索尔迦雷欧/露奈雅拉,2,70,,,1,73,0.1,0.05,0.4,9,99999,{24010=1},1,,,,,,,,,,,,0,,0,,0,,0
5054,limit_rmb1_1571,索尔迦雷欧/露奈雅拉,2,135,,,999,144,0.1,0.05,0.4,9,70,{24010=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5061,limit_rmb1_1581,苍响/藏玛然特,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24013=1},150,,,,,,0,,0,,0,,0
5062,limit_rmb1_1581,苍响/藏玛然特,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5063,limit_rmb1_1581,苍响/藏玛然特,2,70,,,1,73,0.1,0.05,0.4,9,99999,{24012=1},1,,,,,,,,,,,,0,,0,,0,,0
5064,limit_rmb1_1581,苍响/藏玛然特,2,135,,,999,144,0.1,0.05,0.4,9,70,{24012=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5071,limit_rmb1_1701,玛机雅娜/基格尔德·100%,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24015=1},150,,,,,,0,,0,,0,,0
5072,limit_rmb1_1701,玛机雅娜/基格尔德·100%,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5073,limit_rmb1_1701,玛机雅娜/基格尔德·100%,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24014=1},1,,,,,,,,,,,,0,,0,,0,,0
5074,limit_rmb1_1701,玛机雅娜/基格尔德·100%,2,155,,,999,144,0.1,0.05,0.4,9,71,{24014=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5081,limit_rmb1_1810,美录坦/骑拉帝纳,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24017=1},150,,,,,,0,,0,,0,,0
5082,limit_rmb1_1810,美录坦/骑拉帝纳,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5083,limit_rmb1_1810,美录坦/骑拉帝纳,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24016=1},1,,,,,,,,,,,,0,,0,,0,,0
5084,limit_rmb1_1810,美录坦/骑拉帝纳,2,155,,,999,144,0.1,0.05,0.4,9,71,{24016=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5091,limit_rmb1_1890,奈克洛兹玛/哲尔尼亚斯,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24019=1},150,,,,,,0,,0,,0,,0
5092,limit_rmb1_1890,奈克洛兹玛/哲尔尼亚斯,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5093,limit_rmb1_1890,奈克洛兹玛/哲尔尼亚斯,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24018=1},1,,,,,,,,,,,,0,,0,,0,,0
5094,limit_rmb1_1890,奈克洛兹玛/哲尔尼亚斯,2,155,,,999,144,0.1,0.05,0.4,9,71,{24018=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101,limit_rmb1_1980,雷吉奇卡斯/洛奇亚,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24021=1},150,,,,,,0,,0,,0,,0
5102,limit_rmb1_1980,雷吉奇卡斯/洛奇亚,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5103,limit_rmb1_1980,雷吉奇卡斯/洛奇亚,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24020=1},1,,,,,,,,,,,,0,,0,,0,,0
5104,limit_rmb1_1980,雷吉奇卡斯/洛奇亚,2,155,,,999,144,0.1,0.05,0.4,9,71,{24020=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5111,limit_rmb1_2080,惩戒胡帕/达克莱伊,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24023=1},150,,,,,,0,,0,,0,,0
5112,limit_rmb1_2080,惩戒胡帕/达克莱伊,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5113,limit_rmb1_2080,惩戒胡帕/达克莱伊,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24022=1},1,,,,,,,,,,,,0,,0,,0,,0
5114,limit_rmb1_2080,惩戒胡帕/达克莱伊,2,155,,,999,144,0.1,0.05,0.4,9,71,{24022=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,limit_rmb1_2140,盖诺赛克特/闪光超级艾路雷朵,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24025=1},150,,,,,,0,,0,,0,,0
5122,limit_rmb1_2140,盖诺赛克特/闪光超级艾路雷朵,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5123,limit_rmb1_2140,盖诺赛克特/闪光超级艾路雷朵,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24024=1},1,,,,,,,,,,,,0,,0,,0,,0
5124,limit_rmb1_2140,盖诺赛克特/闪光超级艾路雷朵,2,155,,,999,144,0.1,0.05,0.4,9,71,{24024=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5131,limit_rmb1_2260,伊裴尔塔尔/捷拉奥拉,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24027=1},150,,,,,,0,,0,,0,,0
5132,limit_rmb1_2260,伊裴尔塔尔/捷拉奥拉,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5133,limit_rmb1_2260,伊裴尔塔尔/捷拉奥拉,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24026=1},1,,,,,,,,,,,,0,,0,,0,,0
5134,limit_rmb1_2260,伊裴尔塔尔/捷拉奥拉,2,155,,,999,144,0.1,0.05,0.4,9,71,{24026=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5141,limit_rmb1_2340,伊裴尔塔尔/莱希拉姆,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24029=1},150,,,,,,0,,0,,0,,0
5142,limit_rmb1_2340,伊裴尔塔尔/莱希拉姆,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5143,limit_rmb1_2340,伊裴尔塔尔/莱希拉姆,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24028=1},1,,,,,,,,,,,,0,,0,,0,,0
5144,limit_rmb1_2340,伊裴尔塔尔/莱希拉姆,2,155,,,999,144,0.1,0.05,0.4,9,71,{24028=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151,limit_rmb1_2350,盖欧卡/固拉多,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24031=1},150,,,,,,0,,0,,0,,0
5152,limit_rmb1_2350,盖欧卡/固拉多,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5153,limit_rmb1_2350,盖欧卡/固拉多,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24030=1},1,,,,,,,,,,,,0,,0,,0,,0
5154,limit_rmb1_2350,盖欧卡/固拉多,2,155,,,999,144,0.1,0.05,0.4,9,71,{24030=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161,limit_rmb1_2430,惩戒胡帕/帝牙卢卡,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24033=1},150,,,,,,0,,0,,0,,0
5162,limit_rmb1_2430,惩戒胡帕/帝牙卢卡,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5163,limit_rmb1_2430,惩戒胡帕/帝牙卢卡,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24032=1},1,,,,,,,,,,,,0,,0,,0,,0
5164,limit_rmb1_2430,惩戒胡帕/帝牙卢卡,2,155,,,999,144,0.1,0.05,0.4,9,71,{24032=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,limit_rmb1_2510,捷克罗姆/骑拉帝纳,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24035=1},150,,,,,,0,,0,,0,,0
5172,limit_rmb1_2510,捷克罗姆/骑拉帝纳,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5173,limit_rmb1_2510,捷克罗姆/骑拉帝纳,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24034=1},1,,,,,,,,,,,,0,,0,,0,,0
5174,limit_rmb1_2510,捷克罗姆/骑拉帝纳,2,155,,,999,144,0.1,0.05,0.4,9,71,{24034=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5181,limit_rmb1_2540,时拉比/美洛耶塔·歌声,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24037=1},150,,,,,,0,,0,,0,,0
5182,limit_rmb1_2540,时拉比/美洛耶塔·歌声,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5183,limit_rmb1_2540,时拉比/美洛耶塔·歌声,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24036=1},1,,,,,,,,,,,,0,,0,,0,,0
5184,limit_rmb1_2540,时拉比/美洛耶塔·歌声,2,155,,,999,144,0.1,0.05,0.4,9,71,{24036=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5191,limit_rmb1_2640,盖诺赛克特/基拉祈,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24039=1},150,,,,,,0,,0,,0,,0
5192,limit_rmb1_2640,盖诺赛克特/基拉祈,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5193,limit_rmb1_2640,盖诺赛克特/基拉祈,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24038=1},1,,,,,,,,,,,,0,,0,,0,,0
5194,limit_rmb1_2640,盖诺赛克特/基拉祈,2,155,,,999,144,0.1,0.05,0.4,9,71,{24038=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5201,limit_rmb1_2650,美录坦/哲尔尼亚斯,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24041=1},150,,,,,,0,,0,,0,,0
5202,limit_rmb1_2650,美录坦/哲尔尼亚斯,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5203,limit_rmb1_2650,美录坦/哲尔尼亚斯,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24040=1},1,,,,,,,,,,,,0,,0,,0,,0
5204,limit_rmb1_2650,美录坦/哲尔尼亚斯,2,155,,,999,144,0.1,0.05,0.4,9,71,{24040=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5211,limit_rmb1_2710,美录坦/酋雷姆,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24043=1},150,,,,,,0,,0,,0,,0
5212,limit_rmb1_2710,美录坦/酋雷姆,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5213,limit_rmb1_2710,美录坦/酋雷姆,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24042=1},1,,,,,,,,,,,,0,,0,,0,,0
5214,limit_rmb1_2710,美录坦/酋雷姆,2,155,,,999,144,0.1,0.05,0.4,9,71,{24042=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5221,limit_rmb1_2720,索尔迦雷欧/比克提尼,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24045=1},150,,,,,,0,,0,,0,,0
5222,limit_rmb1_2720,索尔迦雷欧/比克提尼,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5223,limit_rmb1_2720,索尔迦雷欧/比克提尼,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24044=1},1,,,,,,,,,,,,0,,0,,0,,0
5224,limit_rmb1_2720,索尔迦雷欧/比克提尼,2,155,,,999,144,0.1,0.05,0.4,9,71,{24044=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5231,limit_rmb1_2780,玛夏多/波尔凯尼恩,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24047=1},150,,,,,,0,,0,,0,,0
5232,limit_rmb1_2780,玛夏多/波尔凯尼恩,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5233,limit_rmb1_2780,玛夏多/波尔凯尼恩,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24046=1},1,,,,,,,,,,,,0,,0,,0,,0
5234,limit_rmb1_2780,玛夏多/波尔凯尼恩,2,155,,,999,144,0.1,0.05,0.4,9,71,{24046=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5241,limit_rmb1_2810,帕路奇亚/时拉比,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24049=1},150,,,,,,0,,0,,0,,0
5242,limit_rmb1_2810,帕路奇亚/时拉比,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5243,limit_rmb1_2810,帕路奇亚/时拉比,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24048=1},1,,,,,,,,,,,,0,,0,,0,,0
5244,limit_rmb1_2810,帕路奇亚/时拉比,2,155,,,999,144,0.1,0.05,0.4,9,71,{24048=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5251,limit_rmb1_2820,雷吉奇卡斯/蒂安希,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24051=1},150,,,,,,0,,0,,0,,0
5252,limit_rmb1_2820,雷吉奇卡斯/蒂安希,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5253,limit_rmb1_2820,雷吉奇卡斯/蒂安希,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24050=1},1,,,,,,,,,,,,0,,0,,0,,0
5254,limit_rmb1_2820,雷吉奇卡斯/蒂安希,2,155,,,999,144,0.1,0.05,0.4,9,71,{24050=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5260,limit_rmb1_2890,裂空座/洛奇亚,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24053=1},150,,,,,,0,,0,,0,,0
5261,limit_rmb1_2890,裂空座/洛奇亚,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5262,limit_rmb1_2890,裂空座/洛奇亚,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24052=1},1,,,,,,,,,,,,0,,0,,0,,0
5263,limit_rmb1_2890,裂空座/洛奇亚,2,155,,,999,144,0.1,0.05,0.4,9,71,{24052=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5270,limit_rmb1_2910,苍响/藏玛然特,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24055=1},150,,,,,,0,,0,,0,,0
5271,limit_rmb1_2910,苍响/藏玛然特,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5272,limit_rmb1_2910,苍响/藏玛然特,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24054=1},1,,,,,,,,,,,,0,,0,,0,,0
5273,limit_rmb1_2910,苍响/藏玛然特,2,155,,,999,144,0.1,0.05,0.4,9,71,{24054=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5280,limit_rmb1_2970,波尔凯尼恩/玛纳霏,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24057=1},150,,,,,,0,,0,,0,,0
5281,limit_rmb1_2970,波尔凯尼恩/玛纳霏,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5282,limit_rmb1_2970,波尔凯尼恩/玛纳霏,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24056=1},1,,,,,,,,,,,,0,,0,,0,,0
5283,limit_rmb1_2970,波尔凯尼恩/玛纳霏,2,155,,,999,144,0.1,0.05,0.4,9,71,{24056=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5290,limit_rmb1_3000,帕路奇亚/时拉比,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24059=1},150,,,,,,0,,0,,0,,0
5291,limit_rmb1_3000,帕路奇亚/时拉比,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5292,limit_rmb1_3000,帕路奇亚/时拉比,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24058=1},1,,,,,,,,,,,,0,,0,,0,,0
5293,limit_rmb1_3000,帕路奇亚/时拉比,2,155,,,999,144,0.1,0.05,0.4,9,71,{24058=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5300,limit_rmb1_3070,酋雷姆/莱希拉姆,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24061=1},150,,,,,,0,,0,,0,,0
5301,limit_rmb1_3070,酋雷姆/莱希拉姆,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5302,limit_rmb1_3070,酋雷姆/莱希拉姆,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24060=1},1,,,,,,,,,,,,0,,0,,0,,0
5303,limit_rmb1_3070,酋雷姆/莱希拉姆,2,155,,,999,144,0.1,0.05,0.4,9,71,{24060=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5310,limit_rmb1_3080,裂空座/达克莱伊,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24063=1},150,,,,,,0,,0,,0,,0
5311,limit_rmb1_3080,裂空座/达克莱伊,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5312,limit_rmb1_3080,裂空座/达克莱伊,2,80,,,1,73,0.1,0.05,0.4,9,99999,{24062=1},1,,,,,,,,,,,,0,,0,,0,,0
5313,limit_rmb1_3080,裂空座/达克莱伊,2,155,,,999,144,0.1,0.05,0.4,9,71,{24062=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5320,limit_rmb1_3130,限时神兽-单次抽卡,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{1708=1},150,,,,,,0,,0,,0,,0
5321,limit_rmb1_3130,限时神兽-每10练概率出S卡,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5322,limit_rmb1_3130,限时神兽-首次73~83连概率出裂空座固拉多,2,80,,,1,73,0.1,0.05,0.4,9,99999,{1707=1},1,,,,,,,,,,,,0,,0,,0,,0
5323,limit_rmb1_3130,限时神兽-后续71~81连概率出裂空座固拉多,2,155,,,999,144,0.1,0.05,0.4,9,71,{1707=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5330,limit_rmb1_3150,限时神兽-单次抽卡,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{1710=1},150,,,,,,0,,0,,0,,0
5331,limit_rmb1_3150,限时神兽-每10练概率出S卡,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5332,limit_rmb1_3150,限时神兽-首次73~83连概率出骑拉帝纳/雷吉奇卡斯,2,80,,,1,73,0.1,0.05,0.4,9,99999,{1709=1},1,,,,,,,,,,,,0,,0,,0,,0
5333,limit_rmb1_3150,限时神兽-后续71~81连概率出骑拉帝纳/雷吉奇卡斯,2,155,,,999,144,0.1,0.05,0.4,9,71,{1709=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5340,limit_rmb1_3160,限时神兽-单次抽卡,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{1712=1},150,,,,,,0,,0,,0,,0
5341,limit_rmb1_3160,限时神兽-每10练概率出S卡,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5342,limit_rmb1_3160,限时神兽-首次73~83连概率出伊裴尔塔尔/酋雷姆,2,80,,,1,73,0.1,0.05,0.4,9,99999,{1711=1},1,,,,,,,,,,,,0,,0,,0,,0
5343,limit_rmb1_3160,限时神兽-后续71~81连概率出伊裴尔塔尔/酋雷姆,2,155,,,999,144,0.1,0.05,0.4,9,71,{1711=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5350,limit_rmb1_3220,限时神兽-单次抽卡,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{1714=1},150,,,,,,0,,0,,0,,0
5351,limit_rmb1_3220,限时神兽-每10练概率出S卡,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5352,limit_rmb1_3220,限时神兽-首次73~83连概率出盖欧卡/蒂安希,2,80,,,1,73,0.1,0.05,0.4,9,99999,{1713=1},1,,,,,,,,,,,,0,,0,,0,,0
5353,limit_rmb1_3220,限时神兽-后续71~81连概率出盖欧卡/蒂安希,2,155,,,999,144,0.1,0.05,0.4,9,71,{1713=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5360,limit_rmb1_3250,限时神兽-单次抽卡,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{1716=1},150,,,,,,0,,0,,0,,0
5361,limit_rmb1_3250,限时神兽-每10练概率出S卡,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5362,limit_rmb1_3250,限时神兽-首次73~83连概率出谢米/帝牙卢卡,2,80,,,1,73,0.1,0.05,0.4,9,99999,{1715=1},1,,,,,,,,,,,,0,,0,,0,,0
5363,limit_rmb1_3250,限时神兽-后续71~81连概率出谢米/帝牙卢卡,2,155,,,999,144,0.1,0.05,0.4,9,71,{1715=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5370,limit_rmb1_3290,限时神兽-单次抽卡,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{1716=1},150,,,,,,0,,0,,0,,0
5371,limit_rmb1_3290,限时神兽-每10练概率出S卡,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5372,limit_rmb1_3290,限时神兽-首次73~83连概率出谢米/帝牙卢卡,2,80,,,1,73,0.1,0.05,0.4,9,99999,{1715=1},1,,,,,,,,,,,,0,,0,,0,,0
5373,limit_rmb1_3290,限时神兽-后续71~81连概率出谢米/帝牙卢卡,2,155,,,999,144,0.1,0.05,0.4,9,71,{1715=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5380,limit_rmb1_3300,限时神兽-单次抽卡,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{1718=1},150,,,,,,0,,0,,0,,0
5381,limit_rmb1_3300,限时神兽-每10练概率出S卡,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5382,limit_rmb1_3300,限时神兽-首次73~83连概率出时拉比/美洛耶塔,2,80,,,1,73,0.1,0.05,0.4,9,99999,{1717=1},1,,,,,,,,,,,,0,,0,,0,,0
5383,limit_rmb1_3300,限时神兽-后续71~81连概率出时拉比/美洛耶塔,2,155,,,999,144,0.1,0.05,0.4,9,71,{1717=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5390,limit_rmb1_3340,限时神兽-单次抽卡,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{1163=1},150,,,,,,0,,0,,0,,0
5391,limit_rmb1_3340,限时神兽-每10练概率出S卡,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5392,limit_rmb1_3340,限时神兽-首次73~83连概率出骑拉帝纳达克莱伊,2,80,,,1,73,0.1,0.05,0.4,9,99999,{1162=1},1,,,,,,,,,,,,0,,0,,0,,0
5393,limit_rmb1_3340,限时神兽-后续71~81连概率出骑拉帝纳达克莱伊,2,155,,,999,144,0.1,0.05,0.4,9,71,{1162=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
