变量名,markID,level,addType,addScene,natureType,desc,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6,__version
30006,301,150,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
30007,301,200,1,,,%s,17,300,19,300,,,,,,,,,
30008,301,250,1,,,%s,9,3%,10,3%,,,,,,,,,
30009,301,300,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
30010,301,350,1,,,%s,11,300,12,300,,,,,,,,,
30011,301,400,1,,,%s,22,300,23,300,,,,,,,,,
30012,301,450,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
30013,301,500,1,,,%s,24,500,,,,,,,,,,,
31001,311,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
31002,311,40,1,,,%s,1,3%,,,,,,,,,,,
31003,311,60,1,,,%s,14,300,15,300,,,,,,,,,
31004,311,80,2,,2,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
31005,311,100,1,,,%s,7,3%,8,3%,,,,,,,,,
31006,311,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
31007,311,200,1,,,%s,17,300,19,300,,,,,,,,,
31008,311,250,1,,,%s,9,3%,10,3%,,,,,,,,,
31009,311,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
31010,311,350,1,,,%s,11,300,12,300,,,,,,,,,
31011,311,400,1,,,%s,22,300,23,300,,,,,,,,,
31012,311,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
31013,311,500,1,,,%s,24,500,,,,,,,,,,,
32001,321,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
32002,321,40,1,,,%s,1,3%,,,,,,,,,,,
32003,321,60,1,,,%s,14,300,15,300,,,,,,,,,
32004,321,80,2,,3,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
32005,321,100,1,,,%s,7,3%,8,3%,,,,,,,,,
32006,321,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
32007,321,200,1,,,%s,17,300,19,300,,,,,,,,,
32008,321,250,1,,,%s,9,3%,10,3%,,,,,,,,,
32009,321,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
32010,321,350,1,,,%s,11,300,12,300,,,,,,,,,
32011,321,400,1,,,%s,22,300,23,300,,,,,,,,,
32012,321,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
32013,321,500,1,,,%s,24,500,,,,,,,,,,,
33001,331,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
33002,331,40,1,,,%s,1,3%,,,,,,,,,,,
33003,331,60,1,,,%s,14,300,15,300,,,,,,,,,
33004,331,80,2,,5,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
33005,331,100,1,,,%s,7,3%,8,3%,,,,,,,,,
33006,331,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
33007,331,200,1,,,%s,17,300,19,300,,,,,,,,,
33008,331,250,1,,,%s,9,3%,10,3%,,,,,,,,,
33009,331,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
33010,331,350,1,,,%s,11,300,12,300,,,,,,,,,
33011,331,400,1,,,%s,22,300,23,300,,,,,,,,,
33012,331,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
33013,331,500,1,,,%s,24,500,,,,,,,,,,,
34001,341,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
34002,341,40,1,,,%s,1,3%,,,,,,,,,,,
34003,341,60,1,,,%s,14,300,15,300,,,,,,,,,
34004,341,80,2,,1,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
34005,341,100,1,,,%s,7,3%,8,3%,,,,,,,,,
34006,341,150,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
34007,341,200,1,,,%s,17,300,19,300,,,,,,,,,
34008,341,250,1,,,%s,9,3%,10,3%,,,,,,,,,
34009,341,300,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
34010,341,350,1,,,%s,11,300,12,300,,,,,,,,,
34011,341,400,1,,,%s,22,300,23,300,,,,,,,,,
34012,341,450,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
34013,341,500,1,,,%s,24,500,,,,,,,,,,,
35001,351,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
35002,351,40,1,,,%s,1,3%,,,,,,,,,,,
35003,351,60,1,,,%s,14,300,15,300,,,,,,,,,
35004,351,80,2,,1,第一属性%s精灵所有基础属性%s,7,0.40%,8,0.40%,1,0.40%,9,0.40%,10,0.40%,13,0.40%,
35005,351,100,1,,,%s,7,3%,8,3%,,,,,,,,,
35006,351,150,3,,,所有精灵%s,9,0.40%,10,0.40%,,,,,,,,,
35007,351,200,1,,,%s,17,300,19,300,,,,,,,,,
35008,351,250,1,,,%s,9,3%,10,3%,,,,,,,,,
35009,351,300,3,,,所有精灵%s,7,0.40%,8,0.40%,,,,,,,,,
35010,351,350,1,,,%s,11,300,12,300,,,,,,,,,
35011,351,400,1,,,%s,22,300,23,300,,,,,,,,,
35012,351,450,3,,,所有精灵%s,9,0.40%,10,0.40%,,,,,,,,,
35013,351,500,1,,,%s,24,500,,,,,,,,,,,
37001,371,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
37002,371,40,1,,,%s,1,3%,,,,,,,,,,,
37003,371,60,1,,,%s,14,300,15,300,,,,,,,,,
37004,371,80,2,,8,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
37005,371,100,1,,,%s,7,3%,8,3%,,,,,,,,,
37006,371,150,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
37007,371,200,1,,,%s,17,300,19,300,,,,,,,,,
37008,371,250,1,,,%s,9,3%,10,3%,,,,,,,,,
37009,371,300,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
37010,371,350,1,,,%s,11,300,12,300,,,,,,,,,
37011,371,400,1,,,%s,22,300,23,300,,,,,,,,,
37012,371,450,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
37013,371,500,1,,,%s,24,500,,,,,,,,,,,
38001,381,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
38002,381,40,1,,,%s,1,3%,,,,,,,,,,,
38003,381,60,1,,,%s,14,300,15,300,,,,,,,,,
38004,381,80,2,,3,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
38005,381,100,1,,,%s,7,3%,8,3%,,,,,,,,,
38006,381,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
38007,381,200,1,,,%s,17,300,19,300,,,,,,,,,
38008,381,250,1,,,%s,9,3%,10,3%,,,,,,,,,
38009,381,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
38010,381,350,1,,,%s,11,300,12,300,,,,,,,,,
38011,381,400,1,,,%s,22,300,23,300,,,,,,,,,
38012,381,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
38013,381,500,1,,,%s,24,500,,,,,,,,,,,
39001,391,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
39002,391,40,1,,,%s,1,3%,,,,,,,,,,,
39003,391,60,1,,,%s,14,300,15,300,,,,,,,,,
39004,391,80,2,,14,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
39005,391,100,1,,,%s,7,3%,8,3%,,,,,,,,,
39006,391,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
39007,391,200,1,,,%s,17,300,19,300,,,,,,,,,
39008,391,250,1,,,%s,9,3%,10,3%,,,,,,,,,
39009,391,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
39010,391,350,1,,,%s,11,300,12,300,,,,,,,,,
39011,391,400,1,,,%s,22,300,23,300,,,,,,,,,
39012,391,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
39013,391,500,1,,,%s,24,500,,,,,,,,,,,
40001,401,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
40002,401,40,1,,,%s,1,3%,,,,,,,,,,,
40003,401,60,1,,,%s,14,300,15,300,,,,,,,,,
40004,401,80,2,,13,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
40005,401,100,1,,,%s,7,3%,8,3%,,,,,,,,,
40006,401,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
40007,401,200,1,,,%s,17,300,19,300,,,,,,,,,
40008,401,250,1,,,%s,9,3%,10,3%,,,,,,,,,
40009,401,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
40010,401,350,1,,,%s,11,300,12,300,,,,,,,,,
40011,401,400,1,,,%s,22,300,23,300,,,,,,,,,
40012,401,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
40013,401,500,1,,,%s,24,500,,,,,,,,,,,
41001,411,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
41002,411,40,1,,,%s,1,3%,,,,,,,,,,,
41003,411,60,1,,,%s,14,300,15,300,,,,,,,,,
41004,411,80,2,,11,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
41005,411,100,1,,,%s,7,3%,8,3%,,,,,,,,,
41006,411,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
41007,411,200,1,,,%s,17,300,19,300,,,,,,,,,
41008,411,250,1,,,%s,9,3%,10,3%,,,,,,,,,
41009,411,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
41010,411,350,1,,,%s,11,300,12,300,,,,,,,,,
41011,411,400,1,,,%s,22,300,23,300,,,,,,,,,
41012,411,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
41013,411,500,1,,,%s,24,500,,,,,,,,,,,
43001,431,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
43002,431,40,1,,,%s,1,3%,,,,,,,,,,,
43003,431,60,1,,,%s,14,300,15,300,,,,,,,,,
43004,431,80,2,,5,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
43005,431,100,1,,,%s,7,3%,8,3%,,,,,,,,,
43006,431,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
43007,431,200,1,,,%s,17,300,19,300,,,,,,,,,
43008,431,250,1,,,%s,9,3%,10,3%,,,,,,,,,
43009,431,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
43010,431,350,1,,,%s,11,300,12,300,,,,,,,,,
43011,431,400,1,,,%s,22,300,23,300,,,,,,,,,
43012,431,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
43013,431,500,1,,,%s,24,500,,,,,,,,,,,
44001,441,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
44002,441,40,1,,,%s,1,3%,,,,,,,,,,,
44003,441,60,1,,,%s,14,300,15,300,,,,,,,,,
44004,441,80,2,,4,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
44005,441,100,1,,,%s,7,3%,8,3%,,,,,,,,,
44006,441,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
44007,441,200,1,,,%s,17,300,19,300,,,,,,,,,
44008,441,250,1,,,%s,9,3%,10,3%,,,,,,,,,
44009,441,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
44010,441,350,1,,,%s,11,300,12,300,,,,,,,,,
44011,441,400,1,,,%s,22,300,23,300,,,,,,,,,
44012,441,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
44013,441,500,1,,,%s,24,500,,,,,,,,,,,
45001,451,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
45002,451,40,1,,,%s,1,3%,,,,,,,,,,,
45003,451,60,1,,,%s,14,300,15,300,,,,,,,,,
45004,451,80,2,,9,第一属性%s精灵所有基础属性%s,7,0.40%,8,0.40%,1,0.40%,9,0.40%,10,0.40%,13,0.40%,
45005,451,100,1,,,%s,7,3%,8,3%,,,,,,,,,
45006,451,150,3,,,所有精灵%s,9,0.40%,10,0.40%,,,,,,,,,
45007,451,200,1,,,%s,17,300,19,300,,,,,,,,,
45008,451,250,1,,,%s,9,3%,10,3%,,,,,,,,,
45009,451,300,3,,,所有精灵%s,7,0.40%,8,0.40%,,,,,,,,,
45010,451,350,1,,,%s,11,300,12,300,,,,,,,,,
45011,451,400,1,,,%s,22,300,23,300,,,,,,,,,
45012,451,450,3,,,所有精灵%s,7,0.40%,8,0.40%,,,,,,,,,
45013,451,500,1,,,%s,24,500,,,,,,,,,,,
46001,461,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
46002,461,40,1,,,%s,1,3%,,,,,,,,,,,
46003,461,60,1,,,%s,14,300,15,300,,,,,,,,,
46004,461,80,2,,7,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
46005,461,100,1,,,%s,7,3%,8,3%,,,,,,,,,
46006,461,150,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
46007,461,200,1,,,%s,17,300,19,300,,,,,,,,,
46008,461,250,1,,,%s,9,3%,10,3%,,,,,,,,,
46009,461,300,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
46010,461,350,1,,,%s,11,300,12,300,,,,,,,,,
46011,461,400,1,,,%s,22,300,23,300,,,,,,,,,
46012,461,450,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
46013,461,500,1,,,%s,24,500,,,,,,,,,,,
47001,471,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
47002,471,40,1,,,%s,1,3%,,,,,,,,,,,
47003,471,60,1,,,%s,14,300,15,300,,,,,,,,,
47004,471,80,2,,1,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
47005,471,100,1,,,%s,7,3%,8,3%,,,,,,,,,
47006,471,150,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
47007,471,200,1,,,%s,17,300,19,300,,,,,,,,,
47008,471,250,1,,,%s,9,3%,10,3%,,,,,,,,,
47009,471,300,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
47010,471,350,1,,,%s,11,300,12,300,,,,,,,,,
47011,471,400,1,,,%s,22,300,23,300,,,,,,,,,
47012,471,450,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
47013,471,500,1,,,%s,24,500,,,,,,,,,,,
48001,481,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
48002,481,40,1,,,%s,1,3%,,,,,,,,,,,
48003,481,60,1,,,%s,14,300,15,300,,,,,,,,,
48004,481,80,2,,8,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
48005,481,100,1,,,%s,7,3%,8,3%,,,,,,,,,
48006,481,150,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
48007,481,200,1,,,%s,17,300,19,300,,,,,,,,,
48008,481,250,1,,,%s,9,3%,10,3%,,,,,,,,,
48009,481,300,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
48010,481,350,1,,,%s,11,300,12,300,,,,,,,,,
48011,481,400,1,,,%s,22,300,23,300,,,,,,,,,
48012,481,450,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
48013,481,500,1,,,%s,24,500,,,,,,,,,,,
49001,491,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
49002,491,40,1,,,%s,1,3%,,,,,,,,,,,
49003,491,60,1,,,%s,14,300,15,300,,,,,,,,,
49004,491,80,2,,9,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
49005,491,100,1,,,%s,7,3%,8,3%,,,,,,,,,
49006,491,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
49007,491,200,1,,,%s,17,300,19,300,,,,,,,,,
49008,491,250,1,,,%s,9,3%,10,3%,,,,,,,,,
49009,491,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
49010,491,350,1,,,%s,11,300,12,300,,,,,,,,,
49011,491,400,1,,,%s,22,300,23,300,,,,,,,,,
49012,491,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
49013,491,500,1,,,%s,24,500,,,,,,,,,,,
50001,501,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
50002,501,40,1,,,%s,1,3%,,,,,,,,,,,
50003,501,60,1,,,%s,14,300,15,300,,,,,,,,,
50004,501,80,2,,1,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
50005,501,100,1,,,%s,7,3%,8,3%,,,,,,,,,
50006,501,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
50007,501,200,1,,,%s,17,300,19,300,,,,,,,,,
50008,501,250,1,,,%s,9,3%,10,3%,,,,,,,,,
50009,501,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
50010,501,350,1,,,%s,11,300,12,300,,,,,,,,,
50011,501,400,1,,,%s,22,300,23,300,,,,,,,,,
50012,501,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
50013,501,500,1,,,%s,28,500,,,,,,,,,,,
54001,541,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
54002,541,40,1,,,%s,1,3%,,,,,,,,,,,
54003,541,60,1,,,%s,14,300,15,300,,,,,,,,,
54004,541,80,2,,3,第一属性%s精灵所有基础属性%s,7,0.40%,8,0.40%,1,0.40%,9,0.40%,10,0.40%,13,0.40%,
54005,541,100,1,,,%s,7,3%,8,3%,,,,,,,,,
54006,541,150,3,,,所有精灵%s,7,0.40%,8,0.40%,,,,,,,,,
54007,541,200,1,,,%s,17,300,19,300,,,,,,,,,
54008,541,250,1,,,%s,9,3%,10,3%,,,,,,,,,
54009,541,300,3,,,所有精灵%s,1,0.40%,,,,,,,,,,,
54010,541,350,1,,,%s,11,300,12,300,,,,,,,,,
54011,541,400,1,,,%s,22,300,23,300,,,,,,,,,
54012,541,450,3,,,所有精灵%s,9,0.40%,10,0.40%,,,,,,,,,
54013,541,500,1,,,%s,24,500,,,,,,,,,,,
55001,551,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
55002,551,40,1,,,%s,1,3%,,,,,,,,,,,
55003,551,60,1,,,%s,14,300,15,300,,,,,,,,,
55004,551,80,2,,3,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
55005,551,100,1,,,%s,7,3%,8,3%,,,,,,,,,
55006,551,150,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
55007,551,200,1,,,%s,17,300,19,300,,,,,,,,,
55008,551,250,1,,,%s,9,3%,10,3%,,,,,,,,,
55009,551,300,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
55010,551,350,1,,,%s,11,300,12,300,,,,,,,,,
55011,551,400,1,,,%s,22,300,23,300,,,,,,,,,
55012,551,450,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
55013,551,500,1,,,%s,24,500,,,,,,,,,,,
56001,561,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
56002,561,40,1,,,%s,1,3%,,,,,,,,,,,
56003,561,60,1,,,%s,14,300,15,300,,,,,,,,,
56004,561,80,2,,11,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
56005,561,100,1,,,%s,7,3%,8,3%,,,,,,,,,
56006,561,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
56007,561,200,1,,,%s,17,300,19,300,,,,,,,,,
56008,561,250,1,,,%s,9,3%,10,3%,,,,,,,,,
56009,561,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
56010,561,350,1,,,%s,11,300,12,300,,,,,,,,,
56011,561,400,1,,,%s,22,300,23,300,,,,,,,,,
56012,561,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
56013,561,500,1,,,%s,24,500,,,,,,,,,,,
57001,571,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
57002,571,40,1,,,%s,1,3%,,,,,,,,,,,
57003,571,60,1,,,%s,14,300,15,300,,,,,,,,,
57004,571,80,2,,12,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
57005,571,100,1,,,%s,7,3%,8,3%,,,,,,,,,
57006,571,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
57007,571,200,1,,,%s,17,300,19,300,,,,,,,,,
57008,571,250,1,,,%s,9,3%,10,3%,,,,,,,,,
57009,571,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
57010,571,350,1,,,%s,11,300,12,300,,,,,,,,,
57011,571,400,1,,,%s,22,300,23,300,,,,,,,,,
57012,571,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
57013,571,500,1,,,%s,24,500,,,,,,,,,,,
59001,591,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
59002,591,40,1,,,%s,1,3%,,,,,,,,,,,
59003,591,60,1,,,%s,14,300,15,300,,,,,,,,,
59004,591,80,2,,5,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
59005,591,100,1,,,%s,7,3%,8,3%,,,,,,,,,
59006,591,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
59007,591,200,1,,,%s,17,300,19,300,,,,,,,,,
59008,591,250,1,,,%s,9,3%,10,3%,,,,,,,,,
59009,591,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
59010,591,350,1,,,%s,11,300,12,300,,,,,,,,,
59011,591,400,1,,,%s,22,300,23,300,,,,,,,,,
59012,591,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
59013,591,500,1,,,%s,24,500,,,,,,,,,,,
60001,601,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
60002,601,40,1,,,%s,1,3%,,,,,,,,,,,
60003,601,60,1,,,%s,14,300,15,300,,,,,,,,,
60004,601,80,2,,2,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
60005,601,100,1,,,%s,7,3%,8,3%,,,,,,,,,
60006,601,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
60007,601,200,1,,,%s,17,300,19,300,,,,,,,,,
60008,601,250,1,,,%s,9,3%,10,3%,,,,,,,,,
60009,601,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
60010,601,350,1,,,%s,11,300,12,300,,,,,,,,,
60011,601,400,1,,,%s,22,300,23,300,,,,,,,,,
60012,601,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
60013,601,500,1,,,%s,24,500,,,,,,,,,,,
61001,611,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
61002,611,40,1,,,%s,1,3%,,,,,,,,,,,
61003,611,60,1,,,%s,14,300,15,300,,,,,,,,,
61004,611,80,2,,12,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
61005,611,100,1,,,%s,7,3%,8,3%,,,,,,,,,
61006,611,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
61007,611,200,1,,,%s,17,300,19,300,,,,,,,,,
61008,611,250,1,,,%s,9,3%,10,3%,,,,,,,,,
61009,611,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
61010,611,350,1,,,%s,11,300,12,300,,,,,,,,,
61011,611,400,1,,,%s,22,300,23,300,,,,,,,,,
61012,611,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
61013,611,500,1,,,%s,24,500,,,,,,,,,,,
63001,631,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
63002,631,40,1,,,%s,1,3%,,,,,,,,,,,
63003,631,60,1,,,%s,14,300,15,300,,,,,,,,,
63004,631,80,2,,3,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
63005,631,100,1,,,%s,7,3%,8,3%,,,,,,,,,
63006,631,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
63007,631,200,1,,,%s,17,300,19,300,,,,,,,,,
63008,631,250,1,,,%s,9,3%,10,3%,,,,,,,,,
63009,631,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
63010,631,350,1,,,%s,11,300,12,300,,,,,,,,,
63011,631,400,1,,,%s,22,300,23,300,,,,,,,,,
63012,631,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
63013,631,500,1,,,%s,24,500,,,,,,,,,,,
64001,641,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
64002,641,40,1,,,%s,1,3%,,,,,,,,,,,
64003,641,60,1,,,%s,14,300,15,300,,,,,,,,,
64004,641,80,2,,3,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
64005,641,100,1,,,%s,7,3%,8,3%,,,,,,,,,
64006,641,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
64007,641,200,1,,,%s,17,300,19,300,,,,,,,,,
64008,641,250,1,,,%s,9,3%,10,3%,,,,,,,,,
64009,641,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
64010,641,350,1,,,%s,11,300,12,300,,,,,,,,,
64011,641,400,1,,,%s,22,300,23,300,,,,,,,,,
64012,641,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
64013,641,500,1,,,%s,24,500,,,,,,,,,,,
69001,691,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
69002,691,40,1,,,%s,1,3%,,,,,,,,,,,
69003,691,60,1,,,%s,14,300,15,300,,,,,,,,,
69004,691,80,2,,13,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
69005,691,100,1,,,%s,7,3%,8,3%,,,,,,,,,
