变量名,sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,_beizhu,languages,monsters,boss,icon,gateType,sceneType,roundLimit,backMusic,backGround,bg_boss,bg_boss_pos,openLevel,desc,sceneCount,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,limitType,limitArg,firstAward,firstAwardShow,saodangAward,saodangAwardShow,lowestFightingPoint,gateDesc,gateDesc_tw,gateDesc_en,gateDesc_vn,gateDesc_kr
100038,第38关,第38關,Stage 38,Th? 38 Quan,???? 38,,,<{unitId=233303;level=53;advance=4};{unitId=233303;level=53;advance=4};{unitId=231082;level=53;advance=4};{unitId=231082;level=53;advance=4}>,<{unitId=251038;level=53;advance=5}>,config/portrait/jinglingtouxiang1/img_615_jhxh@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,53,189,189,,,,5,<<9;0;5%>;<10;0;5%>>,{gold=55000;451=30;rmb=100},<<gold;55000;1>;<451;30;1>;<rmb;100;1>>,{gold=2700;451=2;libs=<110;111>},<<gold;2700;0>;<451;1;1>;<452;1;1>>,17158,,,,,
100039,第39关,第39關,Stage 39,Th? 39 Quan,???? 39,,,<{unitId=223143;level=54;advance=4};{unitId=233143;level=54;advance=4};{unitId=231293;level=54;advance=4};{unitId=231293;level=54;advance=4}>,<{unitId=251039;level=54;advance=5}>,config/portrait/jinglingtouxiang1/img_655_yhhh@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,54,193,193,,,,5,<<9;0;5%>;<10;0;5%>;<24;0;5%>>,{gold=55000;451=30;452=20},<<gold;55000;1>;<451;30;1>;<452;20;1>>,{gold=2700;451=2;libs=<110;111>},<<gold;2700;0>;<451;1;1>;<452;1;1>>,17158,,,,,
100040,第40关,第40關,Stage 40,Th? 40 Quan,???? 40,boss,,<{unitId=230464;level=55;advance=4};{unitId=223283;level=55;advance=4};{unitId=230572;level=55;advance=4};{unitId=230572;level=55;advance=4};{unitId=230572;level=55;advance=4}>,<{unitId=251040;level=55;advance=5}>,config/portrait/jinglingtouxiang1/img_365_dyhs@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,55,197,197,,,,5,<<9;1;20%>;<10;0;20%>;<8;0;20%>>,{gold=55000;451=30;rmb=300},<<gold;55000;1>;<451;30;1>;<rmb;300;1>>,{gold=2700;452=2;libs=<110;111;112>},<<gold;2700;0>;<451;1;1>;<452;1;1>>,18878,怪物全体拥有一定反伤，击杀光环单位获得吸血效果,怪物全體擁有一定反傷，擊殺光環單位獲得吸血效果,"All monsters have a certain amount of anti-injury, killing aura units to gain blood",404404,"?? ???? ?? ??? ????, ??? ?? ?? ? ?? ??? ???"
100041,第41关,第41關,Stage 41,Th? 41 Quan,???? 41,,,<{unitId=230783;level=56;advance=4};{unitId=230783;level=56;advance=4};{unitId=220113;level=56;advance=4};{unitId=220123;level=56;advance=4}>,<{unitId=251041;level=56;advance=5}>,config/portrait/jinglingtouxiang1/img_45_bwh@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,56,201,201,,,,3,<<1;1;3%>>,{gold=60000;451=30;452=20},<<gold;60000;1>;<451;30;1>;<452;20;1>>,{gold=2800;451=2;libs=<110;111>},<<gold;2800;0>;<451;1;1>;<452;1;1>>,18878,,,,,
100042,第42关,第42關,Stage 42,Th? 42 Quan,???? 42,,,<{unitId=233353;level=57;advance=4};{unitId=223543;level=57;advance=4};{unitId=233353;level=57;advance=4};{unitId=231813;level=57;advance=4};{unitId=231813;level=57;advance=4}>,<{unitId=251042;level=57;advance=5}>,config/portrait/jinglingtouxiang1/img_65_hd@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,57,205,205,,,,4,<<1;0;3%>;<28;0;3%>>,{gold=60000;451=30;502=1},<<gold;60000;1>;<451;30;1>;<502;1;1>>,{gold=2800;451=2;libs=<110;111>},<<gold;2800;0>;<451;1;1>;<452;1;1>>,18878,,,,,
100043,第43关,第43關,Stage 43,Th? 43 Quan,???? 43,,,<{unitId=230393;level=58;advance=4};{unitId=221241;level=58;advance=4};{unitId=230393;level=58;advance=4};{unitId=230632;level=58;advance=4};{unitId=233303;level=58;advance=4}>,<{unitId=251043;level=58;advance=5}>,config/portrait/jinglingtouxiang1/img_151_mh@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,58,209,209,,,,5,<<27;0;5%>;<24;0;5%>>,{gold=60000;451=30;rmb=100},<<gold;60000;1>;<451;30;1>;<rmb;100;1>>,{gold=2800;451=2;libs=<110;111>},<<gold;2800;0>;<451;1;1>;<452;1;1>>,18878,,,,,
100044,第44关,第44關,Stage 44,Th? 44 Quan,???? 44,,,<{unitId=230333;level=59;advance=4};{unitId=221903;level=59;advance=4};{unitId=230482;level=59;advance=4};{unitId=233293;level=59;advance=4};{unitId=233293;level=59;advance=4}>,<{unitId=251044;level=59;advance=5}>,config/portrait/jinglingtouxiang1/img_668_hys@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,59,213,213,,,,5,<<1;0;5%>;<24;0;5%>>,{gold=60000;451=30;452=20},<<gold;60000;1>;<451;30;1>;<452;20;1>>,{gold=2800;451=2;libs=<110;111>},<<gold;2800;0>;<451;1;1>;<452;1;1>>,18878,,,,,
100045,第45关,第45關,Stage 45,Th? 45 Quan,???? 45,boss,,<{unitId=232873;level=60;advance=4};{unitId=221863;level=60;advance=4};{unitId=233012;level=60;advance=4};{unitId=231082;level=60;advance=4};{unitId=231082;level=60;advance=4}>,<{unitId=251045;level=60;advance=5}>,config/portrait/jinglingtouxiang1/img_144_jdn@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,60,217,217,,,,5,<<27;0;10%>;<24;0;10%>>,{gold=60000;451=30;519=1},<<gold;60000;1>;<451;30;1>;<519;1;1>>,{gold=2800;452=1;libs=<110;111;112>},<<gold;2800;0>;<451;1;1>;<452;1;1>>,21450,怪物全体控制几率提高，击杀光环单位全体精灵免控率提高,怪物全體控制幾率提高，擊殺光環單位全體精靈免控率提高,"The overall control chance of monsters has been increased, and the exemption control rate of all elves in aura units has been increased.",404404,"?? ???? ???? ????, ??? ?? ?? ? ?? ???? ?? ???? ????"
100046,第46关,第46關,Stage 46,Th? 46 Quan,???? 46,,,<{unitId=232683;level=61;advance=5};{unitId=222683;level=61;advance=5};{unitId=232683;level=61;advance=5};{unitId=230173;level=61;advance=5};{unitId=230173;level=61;advance=5}>,<{unitId=251046;level=61;advance=6}>,config/portrait/jinglingtouxiang1/img_49_mle@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,61,221,221,,,,3,<<7;1;3%>;<8;1;3%>>,{gold=65000;451=30;452=20},<<gold;65000;1>;<451;30;1>;<452;20;1>>,{gold=2900;451=2;libs=<110;111>},<<gold;2900;0>;<451;1;1>;<452;1;1>>,21450,,,,,
100047,第47关,第47關,Stage 47,Th? 47 Quan,???? 47,,,<{unitId=231393;level=62;advance=5};{unitId=221903;level=62;advance=5};{unitId=231393;level=62;advance=5};{unitId=230771;level=62;advance=5};{unitId=230771;level=62;advance=5}>,<{unitId=251047;level=62;advance=6}>,config/portrait/jinglingtouxiang1/img_475_alld@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,62,225,225,,,,4,<<7;0;3%>;<8;0;3%>;<14;0;3%>>,{gold=65000;451=30;502=1},<<gold;65000;1>;<451;30;1>;<502;1;1>>,{gold=2900;451=2;libs=<110;111>},<<gold;2900;0>;<451;1;1>;<452;1;1>>,21450,,,,,
100048,第48关,第48關,Stage 48,Th? 48 Quan,???? 48,,,<{unitId=231394;level=63;advance=5};{unitId=231394;level=63;advance=5};{unitId=222723;level=63;advance=5};{unitId=222723;level=63;advance=5}>,<{unitId=251048;level=63;advance=6}>,config/portrait/jinglingtouxiang1/img_282_snd@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,63,229,229,,,,5,<<27;0;5%>;<24;0;5%>>,{gold=65000;451=30;rmb=100},<<gold;65000;1>;<451;30;1>;<rmb;100;1>>,{gold=2900;451=2;libs=<110;111>},<<gold;2900;0>;<451;1;1>;<452;1;1>>,21450,,,,,
100049,第49关,第49關,Stage 49,Th? 49 Quan,???? 49,,,<{unitId=231313;level=64;advance=5};{unitId=220552;level=64;advance=5};{unitId=233543;level=64;advance=5};{unitId=232923;level=64;advance=5};{unitId=232924;level=64;advance=5}>,<{unitId=251049;level=64;advance=6}>,config/portrait/jinglingtouxiang1/img_9_sjg@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,64,233,233,,,,5,<<1;0;5%>;<24;0;5%>>,{gold=65000;451=30;452=20},<<gold;65000;1>;<451;30;1>;<452;20;1>>,{gold=2900;451=2;libs=<110;111>},<<gold;2900;0>;<451;1;1>;<452;1;1>>,21450,,,,,
100050,第50关,第50關,Stage 50,Th? 50 Quan,???? 50,boss,,<{unitId=230783;level=65;advance=5};{unitId=221353;level=65;advance=5};{unitId=231253;level=65;advance=5};{unitId=231841;level=65;advance=5};{unitId=230242;level=65;advance=5}>,<{unitId=251050;level=65;advance=6}>,config/portrait/jinglingtouxiang1/img_671_hjfr@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,65,237,237,,,,5,<<27;0;20%>;<24;0;20%>>,{gold=65000;451=30;6050=1},<<gold;65000;1>;<451;30;1>;<6050;1;1>>,{gold=2900;452=2;libs=<110;111;112>},<<gold;2900;0>;<451;1;1>;<452;1;1>>,25742,前排看上去肉肉的，后排有点脆的样子,前排看上去肉肉的，後排有點脆的樣子,"The front row looks meaty, and the rear row is a bit crispy",404404,"?? ??? ??? ????, ?? ??? ??? ?? ???"
100051,第51关,第51關,Stage 51,Th? 51 Quan,???? 51,,,<{unitId=231231;level=67;advance=5};{unitId=231231;level=67;advance=5};{unitId=231303;level=67;advance=5};{unitId=231303;level=67;advance=5}>,<{unitId=251051;level=67;advance=6}>,config/portrait/jinglingtouxiang1/img_57_hbh@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,67,241,241,,,,3,<<9;1;3%>;<10;1;3%>>,{gold=70000;451=30;452=20},<<gold;70000;1>;<451;30;1>;<452;20;1>>,{gold=3000;451=2;libs=<110;111>},<<gold;3000;0>;<451;1;1>;<452;1;1>>,25742,,,,,
100052,第52关,第52關,Stage 52,Th? 52 Quan,???? 52,,,<{unitId=230771;level=69;advance=5};{unitId=221172;level=69;advance=5};{unitId=230393;level=69;advance=5};{unitId=232822;level=69;advance=5};{unitId=232822;level=69;advance=5}>,<{unitId=251052;level=69;advance=6}>,config/portrait/jinglingtouxiang1/img_254_xyw@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,69,245,245,,,,4,<<9;0;3%>;<10;0;3%>;<17;0;3%>>,{gold=70000;451=30;502=1},<<gold;70000;1>;<451;30;1>;<502;1;1>>,{gold=3000;451=2;libs=<110;111>},<<gold;3000;0>;<451;1;1>;<452;1;1>>,25742,,,,,
100053,第53关,第53關,Stage 53,Th? 53 Quan,???? 53,,,<{unitId=230572;level=71;advance=6};{unitId=230572;level=71;advance=6};{unitId=222822;level=71;advance=6};{unitId=222822;level=71;advance=6}>,<{unitId=251053;level=71;advance=7}>,config/portrait/jinglingtouxiang1/img_212_jqtl@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,71,249,249,,,,5,<<1;0;5%>;<24;0;5%>>,{gold=70000;451=30;rmb=100},<<gold;70000;1>;<451;30;1>;<rmb;100;1>>,{gold=3000;451=2;libs=<110;111>},<<gold;3000;0>;<451;1;1>;<452;1;1>>,25742,,,,,
100054,第54关,第54關,Stage 54,Th? 54 Quan,???? 54,,,<{unitId=230632;level=73;advance=6};{unitId=220632;level=73;advance=6};{unitId=233303;level=73;advance=6};{unitId=233303;level=73;advance=6};{unitId=233303;level=73;advance=6}>,<{unitId=251054;level=73;advance=7}>,config/portrait/jinglingtouxiang1/img_121_bshx@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,73,253,253,,,,5,<<27;0;5%>;<24;0;5%>>,{gold=70000;451=30;452=20},<<gold;70000;1>;<451;30;1>;<452;20;1>>,{gold=3000;451=2;libs=<110;111>},<<gold;3000;0>;<451;1;1>;<452;1;1>>,25742,,,,,
100055,第55关,第55關,Stage 55,Th? 55 Quan,???? 55,boss,,<{unitId=232633;level=75;advance=6};{unitId=220463;level=75;advance=6};{unitId=230462;level=75;advance=6};{unitId=230464;level=75;advance=6};{unitId=230464;level=75;advance=6}>,<{unitId=251055;level=75;advance=7}>,config/portrait/jinglingtouxiang1/img_68_gl@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,75,257,257,,,,5,<<1;1;10%>;<24;0;10%>>,{gold=70000;451=30;519=1},<<gold;70000;1>;<451;30;1>;<519;1;1>>,{gold=3000;452=1;libs=<110;111;112>},<<gold;3000;0>;<451;1;1>;<452;1;1>>,34322,随机一个单位物防大幅提升,隨機一個單位物防大幅提升,A random unit of physical protection has been greatly improved,404404,??? ?? ??? ??? ?? ????
100056,第56关,第56關,Stage 56,Th? 56 Quan,???? 56,,,<{unitId=230232;level=77;advance=6};{unitId=220793;level=77;advance=6};{unitId=230741;level=77;advance=6};{unitId=230603;level=77;advance=6};{unitId=230741;level=77;advance=6}>,<{unitId=251056;level=77;advance=7}>,config/portrait/jinglingtouxiang1/img_85_ddl@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,77,261,261,,,,3,<<13;1;3%>>,{gold=75000;451=30;452=20},<<gold;75000;1>;<451;30;1>;<452;20;1>>,{gold=3100;451=2;libs=<110;111>},<<gold;3100;0>;<451;1;1>;<452;1;1>>,34322,,,,,
100057,第57关,第57關,Stage 57,Th? 57 Quan,???? 57,,,<{unitId=232633;level=79;advance=6};{unitId=232633;level=79;advance=6};{unitId=231313;level=79;advance=6};{unitId=231313;level=79;advance=6}>,<{unitId=251057;level=79;advance=7}>,config/portrait/jinglingtouxiang1/img_214_hlkls@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,79,265,265,,,,4,<<13;0;3%>;<24;0;3%>>,{gold=75000;451=30;502=1},<<gold;75000;1>;<451;30;1>;<502;1;1>>,{gold=3100;451=2;libs=<110;111>},<<gold;3100;0>;<451;1;1>;<452;1;1>>,34322,,,,,
100058,第58关,第58關,Stage 58,Th? 58 Quan,???? 58,,,<{unitId=230493;level=81;advance=7};{unitId=221503;level=81;advance=7};{unitId=230493;level=81;advance=7};{unitId=231423;level=81;advance=7};{unitId=231423;level=81;advance=7}>,<{unitId=251058;level=81;advance=8}>,config/portrait/jinglingtouxiang1/img_464_cjkx@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,81,269,269,,,,5,<<1;0;5%>;<24;0;5%>>,{gold=75000;451=30;rmb=100},<<gold;75000;1>;<451;30;1>;<rmb;100;1>>,{gold=3100;451=2;libs=<110;111>},<<gold;3100;0>;<451;1;1>;<452;1;1>>,34322,,,,,
100059,第59关,第59關,Stage 59,Th? 59 Quan,???? 59,,,<{unitId=231241;level=83;advance=7};{unitId=231241;level=83;advance=7};{unitId=221853;level=83;advance=7};{unitId=221853;level=83;advance=7}>,<{unitId=251059;level=83;advance=8}>,config/portrait/jinglingtouxiang1/img_160_dle@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,83,273,273,,,,5,<<27;0;5%>;<24;0;5%>>,{gold=75000;451=30;452=20},<<gold;75000;1>;<451;30;1>;<452;20;1>>,{gold=3100;451=2;libs=<110;111>},<<gold;3100;0>;<451;1;1>;<452;1;1>>,34322,,,,,
100060,第60关,第60關,Stage 60,Th? 60 Quan,???? 60,boss,,<{unitId=233021;level=85;advance=7};{unitId=221253;level=85;advance=7};{unitId=233021;level=85;advance=7};{unitId=230263;level=85;advance=7};{unitId=230771;level=85;advance=7}>,<{unitId=251060;level=85;advance=8}>,config/portrait/jinglingtouxiang1/img_477_hyml@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,85,277,277,,,,5,<<1;1;20%>;<24;0;20%>>,{gold=75000;451=30;501=1},<<gold;75000;1>;<451;30;1>;<501;1;1>>,{gold=3100;452=2;libs=<110;111;112>},<<gold;3100;0>;<451;1;1>;<452;1;1>>,42901,怪物全体控制几率提高，击杀光环单位全体精灵免控率提高,怪物全體控制幾率提高，擊殺光環單位全體精靈免控率提高,"The overall control chance of monsters has been increased, and the exemption control rate of all elves in aura units has been increased.",404404,"?? ???? ???? ????, ??? ?? ?? ? ?? ???? ?? ???? ????"
100061,第61关,第61關,Stage 61,Th? 61 Quan,???? 61,,,<{unitId=230393;level=87;advance=7};{unitId=230721;level=87;advance=7};{unitId=230452;level=87;advance=7};{unitId=221394;level=87;advance=7};{unitId=230452;level=87;advance=7}>,<{unitId=251061;level=87;advance=8}>,config/portrait/jinglingtouxiang1/img_105_glgl@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,87,282,282,,,,3,<<1;1;3%>>,{gold=80000;451=30;452=20},<<gold;80000;1>;<451;30;1>;<452;20;1>>,{gold=3200;451=2;libs=<110;111>},<<gold;3200;0>;<451;1;1>;<452;1;1>>,42901,,,,,
100062,第62关,第62關,Stage 62,Th? 62 Quan,???? 62,,,<{unitId=232723;level=89;advance=7};{unitId=222822;level=89;advance=7};{unitId=232723;level=89;advance=7};{unitId=232822;level=89;advance=7};{unitId=232822;level=89;advance=7}>,<{unitId=251062;level=89;advance=8}>,config/portrait/jinglingtouxiang1/img_553_lme@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,89,287,287,,,,4,<<1;0;3%>;<28;0;3%>>,{gold=80000;451=30;502=1},<<gold;80000;1>;<451;30;1>;<502;1;1>>,{gold=3200;451=2;libs=<110;111>},<<gold;3200;0>;<451;1;1>;<452;1;1>>,42901,,,,,
100063,第63关,第63關,Stage 63,Th? 63 Quan,???? 63,,,<{unitId=231172;level=91;advance=8};{unitId=223021;level=91;advance=8};{unitId=231172;level=91;advance=8};{unitId=233143;level=91;advance=8};{unitId=233143;level=91;advance=8}>,<{unitId=251063;level=91;advance=9}>,config/portrait/jinglingtouxiang1/img_461_mnl@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,91,292,292,,,,5,<<9;0;5%>;<10;0;5%>;<24;0;5%>>,{gold=80000;451=30;rmb=100},<<gold;80000;1>;<451;30;1>;<rmb;100;1>>,{gold=3200;451=2;libs=<110;111>},<<gold;3200;0>;<451;1;1>;<452;1;1>>,42901,,,,,
100064,第64关,第64關,Stage 64,Th? 64 Quan,???? 64,,,<{unitId=232593;level=93;advance=8};{unitId=223413;level=93;advance=8};{unitId=232593;level=93;advance=8};{unitId=231253;level=93;advance=8};{unitId=231253;level=93;advance=8}>,<{unitId=251064;level=93;advance=9}>,config/portrait/jinglingtouxiang1/img_693_gpbx@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,93,297,297,,,,5,<<9;0;5%>;<10;0;5%>>,{gold=80000;451=30;452=20},<<gold;80000;1>;<451;30;1>;<452;20;1>>,{gold=3200;451=2;libs=<110;111>},<<gold;3200;0>;<451;1;1>;<452;1;1>>,42901,,,,,
100065,第65关,第65關,Stage 65,Th? 65 Quan,???? 65,boss,,<{unitId=230082;level=95;advance=8};{unitId=220482;level=95;advance=8};{unitId=232683;level=95;advance=8};{unitId=230043;level=95;advance=8};{unitId=230173;level=95;advance=8}>,<{unitId=251065;level=95;advance=9}>,config/portrait/jinglingtouxiang1/img_31_ndh@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,95,302,302,,,,5,<<9;1;10%>;<10;0;10%>;<24;0;10%>>,{gold=80000;451=30;519=1},<<gold;80000;1>;<451;30;1>;<519;1;1>>,{gold=3200;452=1;libs=<110;111;112>},<<gold;3200;0>;<451;1;1>;<452;1;1>>,47193,怪物攻击几率附带中毒，击杀光环单位精灵会获得一定治疗,怪物攻擊幾率附帶中毒，擊殺光環單位精靈會獲得一定治療,Monsters have a chance to attack with poisoning. Killing aura unit elves will get a certain amount of healing,404404,"???? ?? ? ?? ??? ?? ??? ????, ??? ?? ???? ???? ?? HP? ????"
100066,第66关,第66關,Stage 66,Th? 66 Quan,???? 66,,,<{unitId=230372;level=97;advance=8};{unitId=223413;level=97;advance=8};{unitId=230372;level=97;advance=8};{unitId=231241;level=97;advance=8};{unitId=231241;level=97;advance=8}>,<{unitId=251066;level=97;advance=9}>,config/portrait/jinglingtouxiang1/img_119_jyw@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,97,307,307,,,,3,<<7;1;3%>;<8;1;3%>>,{gold=85000;451=30;452=20},<<gold;85000;1>;<451;30;1>;<452;20;1>>,{gold=3300;451=2;libs=<110;111>},<<gold;3300;0>;<451;1;1>;<452;1;1>>,47193,,,,,
100067,第67关,第67關,Stage 67,Th? 67 Quan,???? 67,,,<{unitId=231172;level=99;advance=8};{unitId=231172;level=99;advance=8};{unitId=232822;level=99;advance=8};{unitId=233143;level=99;advance=8}>,<{unitId=251067;level=99;advance=9}>,config/portrait/jinglingtouxiang1/img_229_hlj@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,99,312,312,,,,4,<<7;0;3%>;<8;0;3%>;<14;0;3%>>,{gold=85000;451=30;502=1},<<gold;85000;1>;<451;30;1>;<502;1;1>>,{gold=3300;451=2;libs=<110;111>},<<gold;3300;0>;<451;1;1>;<452;1;1>>,47193,,,,,
100068,第68关,第68關,Stage 68,Th? 68 Quan,???? 68,,,<{unitId=230493;level=101;advance=9};{unitId=230493;level=101;advance=9};{unitId=232723;level=101;advance=9};{unitId=232723;level=101;advance=9}>,<{unitId=251068;level=101;advance=10}>,config/portrait/jinglingtouxiang1/img_359_absl@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,101,317,317,,,,5,<<9;0;5%>;<10;0;5%>;<24;0;5%>>,{gold=85000;451=30;rmb=100},<<gold;85000;1>;<451;30;1>;<rmb;100;1>>,{gold=3300;451=2;libs=<110;111>},<<gold;3300;0>;<451;1;1>;<452;1;1>>,47193,,,,,
100069,第69关,第69關,Stage 69,Th? 69 Quan,???? 69,,,<{unitId=230803;level=103;advance=9};{unitId=221241;level=103;advance=9};{unitId=230803;level=103;advance=9};{unitId=232924;level=103;advance=9};{unitId=232924;level=103;advance=9}>,<{unitId=251069;level=103;advance=10}>,config/portrait/jinglingtouxiang1/img_593_hpdd@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,103,322,322,,,,5,<<9;0;5%>;<10;0;5%>>,{gold=85000;451=30;452=20},<<gold;85000;1>;<451;30;1>;<452;20;1>>,{gold=3300;451=2;libs=<110;111>},<<gold;3300;0>;<451;1;1>;<452;1;1>>,47193,,,,,
100070,第70关,第70關,Stage 70,Th? 70 Quan,???? 70,boss,,<{unitId=230303;level=105;advance=9};{unitId=220482;level=105;advance=9};{unitId=230572;level=105;advance=9};{unitId=230572;level=105;advance=9};{unitId=230572;level=105;advance=9}>,<{unitId=251070;level=105;advance=10}>,config/portrait/jinglingtouxiang1/img_462_zbcg@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,105,327,327,,,,5,<<9;1;20%>;<10;0;20%>;<24;0;20%>>,{gold=85000;451=30;502=3},<<gold;85000;1>;<451;30;1>;<502;3;1>>,{gold=3300;452=2;libs=<110;111;112>},<<gold;3300;0>;<451;1;1>;<452;1;1>>,55772,光环单位死亡会伴随一次范围伤害,光環單位死亡會伴隨一次範圍傷害,Aura unit death will be accompanied by a range of damage,404404,??? ?? ?? ? ?? ??? 1? ???
100071,第71关,第71關,Stage 71,Th? 71 Quan,???? 71,,,<{unitId=231503;level=107;advance=9};{unitId=221503;level=107;advance=9};{unitId=231503;level=107;advance=9};{unitId=230893;level=107;advance=9};{unitId=230893;level=107;advance=9}>,<{unitId=251071;level=107;advance=10}>,config/portrait/jinglingtouxiang1/img_184_mlll@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,107,332,332,,,,3,<<9;1;3%>;<10;1;3%>>,{gold=90000;451=30;452=20},<<gold;90000;1>;<451;30;1>;<452;20;1>>,{gold=3400;451=2;libs=<110;111>},<<gold;3400;0>;<451;1;1>;<452;1;1>>,55772,,,,,
100072,第72关,第72關,Stage 72,Th? 72 Quan,???? 72,,,<{unitId=232822;level=109;advance=9};{unitId=232822;level=109;advance=9};{unitId=231293;level=109;advance=9};{unitId=231293;level=109;advance=9}>,<{unitId=251072;level=109;advance=10}>,config/portrait/jinglingtouxiang1/img_571_slyk@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,109,337,337,,,,4,<<9;0;3%>;<10;0;3%>;<17;0;3%>>,{gold=90000;451=30;502=1},<<gold;90000;1>;<451;30;1>;<502;1;1>>,{gold=3400;451=2;libs=<110;111>},<<gold;3400;0>;<451;1;1>;<452;1;1>>,55772,,,,,
100073,第73关,第73關,Stage 73,Th? 73 Quan,???? 73,,,<{unitId=231253;level=111;advance=10};{unitId=231253;level=111;advance=10};{unitId=231071;level=111;advance=10};{unitId=231071;level=111;advance=10}>,<{unitId=251073;level=111;advance=11}>,config/portrait/jinglingtouxiang1/img_635_ssel@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,111,342,342,,,,5,<<1;0;5%>;<22;0;5%>>,{gold=90000;451=30;rmb=100},<<gold;90000;1>;<451;30;1>;<rmb;100;1>>,{gold=3400;451=2;libs=<110;111>},<<gold;3400;0>;<451;1;1>;<452;1;1>>,55772,,,,,
100074,第74关,第74關,Stage 74,Th? 74 Quan,???? 74,,,<{unitId=232923;level=113;advance=10};{unitId=222013;level=113;advance=10};{unitId=232923;level=113;advance=10};{unitId=230023;level=113;advance=10};{unitId=230023;level=113;advance=10}>,<{unitId=251074;level=113;advance=11}>,config/portrait/jinglingtouxiang1/img_593_lpdd@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,113,347,347,,,,5,<<7;0;5%>;<8;0;5%>>,{gold=90000;451=30;452=20},<<gold;90000;1>;<451;30;1>;<452;20;1>>,{gold=3400;451=2;libs=<110;111>},<<gold;3400;0>;<451;1;1>;<452;1;1>>,55772,,,,,
100075,第75关,第75關,Stage 75,Th? 75 Quan,???? 75,boss,,<{unitId=231241;level=115;advance=10};{unitId=220482;level=115;advance=10};{unitId=231241;level=115;advance=10};{unitId=230572;level=115;advance=10};{unitId=230572;level=115;advance=10}>,<{unitId=251075;level=115;advance=11}>,config/portrait/jinglingtouxiang1/img_214_hlkls@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,115,352,352,,,,5,<<1;1;10%>;<22;0;10%>>,{gold=90000;451=30;519=1},<<gold;90000;1>;<451;30;1>;<519;1;1>>,{gold=3400;452=1;libs=<110;111;112>},<<gold;3400;0>;<451;1;1>;<452;1;1>>,72930,怪物全体暴击提升，光环单位被击杀消除暴击,怪物全體暴擊提升，光環單位被擊殺消除暴擊,"The crit of all monsters is increased, the aura unit is killed to eliminate the crit",404404,"?? ???? ???? ????, ??? ?? ?? ? ???? ????"
