变量名,name,languages,drawlanguages,name_tw,name_en,name_kr,icon,desc,desc_tw,desc_en,desc_kr,desc1,desc1_tw,desc1_en,desc1_kr,quality,type,donateType,universalFragID,decomposeGain,combID,combCount,stackMax,effBtn,pageTag,sellPrice,autoComb,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,isFinal,rebirthRMB,effect,sortType,sortValue,canCompound,__version
28127,火焰宝珠碎片,,,,,,config/item/xddj/icon_hybz.png,集齐%d个碎片可以合成#C0xE77421#火焰宝珠#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30427,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28128,迅猛铃铛碎片,,,,,,config/item/xddj/icon_hybz.png,集齐%d个碎片可以合成#C0xE77421#迅猛铃铛#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30428,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28129,坚固铃铛碎片,,,,,,config/item/xddj/icon_hybz.png,集齐%d个碎片可以合成#C0xE77421#坚固铃铛#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30429,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28130,羁绊铃铛碎片,,,,,,config/item/xddj/icon_hybz.png,集齐%d个碎片可以合成#C0xE77421#羁绊铃铛#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30430,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28131,基因多面体碎片,,,,,,config/item/xddj/icon_hybz.png,集齐%d个碎片可以合成#C0xE77421#基因多面体#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30431,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28132,鬼手拳套碎片,,,,,,config/item/xddj/icon_gsqt.png,集齐%d个碎片可以合成#C0xE77421#鬼手拳套#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30432,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28133,咸鱼龙刺碎片,,,,,,config/item/xddj/icon_xylc.png,集齐%d个碎片可以合成#C0xE77421#咸鱼龙刺#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30433,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28134,太阳之笛碎片,,,,,,config/item/xddj/icon_sejlo.png,集齐%d个碎片可以合成#C0xE77421#太阳之笛#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30434,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28135,机巧魂心碎片,,,,,,config/item/xddj/icon_mjyn.png,集齐%d个碎片可以合成#C0xE77421#机巧魂心#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30435,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28136,蒸汽大炮碎片,,,,,,config/item/xddj/icon_bekne.png,集齐%d个碎片可以合成#C0xE77421#蒸汽大炮#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30436,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28137,月亮之笛碎片,,,,,,config/item/xddj/icon_lnyl.png,集齐%d个碎片可以合成#C0xE77421#月亮之笛#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30437,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28138,混沌魔方球碎片,,,,,,config/item/xddj/icon_mfq.png,集齐%d个碎片可以合成#C0xE77421#混沌魔方球#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30438,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28139,岩石巨盾碎片,,,,,,config/item/xddj/icon_bjls.png,集齐%d个碎片可以合成#C0xE77421#岩石巨盾#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30439,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28140,究极棱镜碎片,,,,,,config/item/xddj/icon_jjlj.png,集齐%d个碎片可以合成#C0xE77421#究极棱镜#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30440,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28141,基因气团碎片,,,,,,config/item/xddj/icon_symh.png,集齐%d个碎片可以合成#C0xE77421#基因气团#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30441,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28142,荆棘之冠碎片,,,,,,config/item/xddj/icon_sgsnd.png,集齐%d个碎片可以合成#C0xE77421#荆棘之冠#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30442,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28143,百战金盾碎片,,,,,,config/item/xddj/icon_sgsnd.png,集齐%d个碎片可以合成#C0xE77421#腐朽之盾#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30443,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28144,荆棘双刃碎片,,,,,,config/item/xddj/icon_sgsnd.png,集齐%d个碎片可以合成#C0xE77421#荆棘双刃#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30444,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28145,三色翎羽剑碎片,,,,,,config/item/xddj/icon_kldojw.png,集齐%d个碎片可以合成#C0xE77421#三色翎羽剑#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30445,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28146,不挠之剑碎片,,,,,,config/item/xddj/icon_cx.png,集齐%d个碎片可以合成#C0xE77421#不挠之剑#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30446,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28147,时之披风碎片,,,,,,config/item/xddj/icon_sld.png,集齐%d个碎片可以合成#C0xE77421#时之披风#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30447,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28148,超重力钢爪碎片,,,,,,config/item/xddj/icon_sgcjjjg.png,集齐%d个碎片可以合成#C0xE77421#超重力钢爪#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30448,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28149,漆黑缰绳碎片,,,,,,config/item/xddj/icon_qhjs.png,集齐%d个碎片可以合成#C0xE77421#漆黑缰绳#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30449,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28150,暴烈血镰碎片,,,,,,config/item/xddj/icon_blxl.png,集齐%d个碎片可以合成#C0xE77421#暴烈血镰#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30450,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28151,波导魂骨碎片,,,,,,config/item/xddj/icon_bdhg.png,集齐%d个碎片可以合成#C0xE77421#波导魂骨#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30451,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28152,苍白缰绳碎片,,,,,,config/item/xddj/icon_cbjs.png,集齐%d个碎片可以合成#C0xE77421#苍白缰绳#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30452,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28153,炎龙炽链碎片,,,,,,config/item/xddj/icon_cbjs.png,集齐%d个碎片可以合成#C0xE77421#炎龙炽链#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30453,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28154,焰白涡轮碎片,,,,,,config/item/xddj/icon_ybqlm.png,集齐%d个碎片可以合成#C0xE77421#焰白涡轮#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30454,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28155,冰霜旋刃碎片,,,,,,config/item/xddj/icon_sgcjbxw.png,集齐%d个碎片可以合成#C0xE77421#冰霜旋刃#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30455,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28156,无极碎星碎片,,,,,,config/item/xddj/icon_wjtn.png,集齐%d个碎片可以合成#C0xE77421#无极碎星#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30456,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28157,星芒尾棘碎片,,,,,,config/item/xddj/icon_xmwj.png,集齐%d个碎片可以合成#C0xE77421#星芒尾棘#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30457,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28158,幽冥毒蕊碎片,,,,,,config/item/xddj/icon_ymdr.png,集齐%d个碎片可以合成#C0xE77421#幽冥毒蕊#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30458,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28159,强子引擎碎片,,,,,,config/item/xddj/icon_qzyq.png,集齐%d个碎片可以合成#C0xE77421#强子引擎#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30459,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28160,冠军披风碎片,,,,,,config/item/xddj/icon_gjpf.png,集齐%d个碎片可以合成#C0xE77421#冠军披风#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30460,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28161,暗黑涡轮碎片,,,,,,config/item/xddj/icon_ahwl.png,集齐%d个碎片可以合成#C0xE77421#暗黑涡轮#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30461,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28162,大地神石碎片,,,,,,config/item/xddj/icon_ddss.png,集齐%d个碎片可以合成#C0xE77421#大地神石#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30462,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28163,绯红引擎碎片,,,,,,config/item/xddj/icon_fhyq.png,集齐%d个碎片可以合成#C0xE77421#绯红引擎#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30463,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28164,血翼飞刃碎片,,,,,,config/item/xddj/icon_xyfr.png,集齐%d个碎片可以合成#C0xE77421#血翼飞刃#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30464,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28165,虫鸣巨钳碎片,,,,,,config/item/xddj/icon_hssd.png,集齐%d个碎片可以合成#C0xE77421#虫鸣巨钳#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30465,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28166,黄昏之冠碎片,,,,,,config/item/xddj/icon_hhzg.png,集齐%d个碎片可以合成#C0xE77421#黄昏之冠#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30466,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28167,大金刚宝玉碎片,,,,,,config/item/xddj/icon_djgby.png,集齐%d个碎片可以合成#C0xE77421#大金刚宝玉#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30467,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28168,勇气巨角碎片,,,,,,config/item/xddj/icon_cwhlkls.png,集齐%d个碎片可以合成#C0xE77421#勇气巨角#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30468,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28169,制裁巨剪碎片,,,,,,config/item/xddj/icon_djcjkls.png,集齐%d个碎片可以合成#C0xE77421#制裁巨剪#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30469,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28170,苍穹之翼碎片,,,,,,config/item/xddj/icon_cqzy.png,集齐%d个碎片可以合成#C0xE77421#苍穹之翼#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30470,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28171,空间信标碎片,,,,,,config/item/xddj/icon_dbby.png,集齐%d个碎片可以合成#C0xE77421#空间信标#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30471,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28172,傀儡锁链碎片,,,,,,config/item/xddj/icon_klsl.png,集齐%d个碎片可以合成#C0xE77421#傀儡锁链#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30472,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28173,拂晓之冕碎片,,,,,,config/item/xddj/icon_fxzm.png,集齐%d个碎片可以合成#C0xE77421#拂晓之冕#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30473,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28174,钛晶面具碎片,,,,,,config/item/xddj/icon_tjmj.png,集齐%d个碎片可以合成#C0xE77421#钛晶面具#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30474,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28175,钻山锥碎片,,,,,,config/item/xddj/icon_ztfsz.png,集齐%d个碎片可以合成#C0xE77421#钻山锥#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30475,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28501,蓝色万能石碎片,,,,,,config/item/icon_sxcl3.png,集齐%d个碎片可以合成#C0xE77421#蓝色万能石#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,3,3,0,,,2151,20,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28502,紫色万能石碎片,,,,,,config/item/icon_sxcl2.png,集齐%d个碎片可以合成#C0xE77421#紫色万能石#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,3,0,,,2152,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28503,橙色万能石碎片,,,,,,config/item/icon_sxcl1.png,集齐%d个碎片可以合成#C0xE77421#橙色万能石#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,3,0,,,2153,100,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28504,橙色探险器自选宝箱碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/item/box/box_2_4.png,集齐%d个碎片可以合成#C0xE77421#橙色探险器自选宝箱#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,3,0,,,967,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28505,紫色携带道具自选宝箱碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/item/box/box_11_2.png,集齐%d个碎片可以合成#C0xE77421#紫色携带道具自选宝箱#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,3,0,,,945,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28506,随机橙色符石宝箱碎片,<cn>,,,,,config/item/box/icon_fslh_1_4.png,集齐%d个碎片可以合成#C0xE77421#随机橙色符石宝箱#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,3,0,,,973,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
29001,紫色百变怪碎片,,,,,,config/portrait/jinglingtouxiang/img_132_bbg_f@.png,集齐%d个碎片可以合成#C0xE77421#紫色百变怪#C0x55504D#,,,,,,,,,,0,,{coin5=5},9001,30,,,,,,,,,,,,,,,,,,,,,,,
29002,橙色百变怪碎片,,,,,,config/portrait/jinglingtouxiang/img_132_bbg_c@.png,集齐%d个碎片可以合成#C0xE77421#橙色百变怪#C0x55504D#,,,,,,,,5,,0,,{coin5=10},9002,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
29003,红色百变怪碎片,,,,,,config/portrait/jinglingtouxiang/img_132_bbg_r@.png,集齐%d个碎片可以合成#C0xE77421#红色百变怪#C0x55504D#,,,,,,,,6,,0,,{coin5=30},9003,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
31001,创世之剑碎片,<cn>,,,,,config/item/xddj/icon_kldojw.png,集齐%d个碎片可以合成#C0xE77421#创世之剑#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,6,4,0,,,31101,10000,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
