变量名,name,suitID,suitNo,icon,quality,gemDescribe,heapLimit,decomposeReturn,strengthMax,strengthCostSeq,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,desc,effect
40345,好战,3,5,config/item/gem/icon_9_z_5.png,4,攻击向符石,9999,{529=80},,4,7,<440;447;453;460;466;473;480;486;493;499;510;517;524;532;539;546;553;560;567;574;590;597;605;612;620;627;634;642;649;657;678;686;693;701;709;717;725;733;741;749;792;801;810;818;827;836;845;854;862;871;924;934;943;953;963;972;982;992;1001;1011;1074;1084;1095;1105;1116;1126;1137;1148;1158;1169;1241;1252;1264;1275;1287;1298;1309;1321;1332;1344;1426;1438;1450;1463;1475;1487;1500;1512;1524;1536;1628;1641;1654;1668;1681;1694;1707;1720;1734;1747;1848;1862;1876;1890;1904;1918;1932;1947;1961;1975;2086;2101;2116;2130;2145;2160;2175;2190;2205;2220>,8,<440;447;453;460;466;473;480;486;493;499;510;517;524;532;539;546;553;560;567;574;590;597;605;612;620;627;634;642;649;657;678;686;693;701;709;717;725;733;741;749;792;801;810;818;827;836;845;854;862;871;924;934;943;953;963;972;982;992;1001;1011;1074;1084;1095;1105;1116;1126;1137;1148;1158;1169;1241;1252;1264;1275;1287;1298;1309;1321;1332;1344;1426;1438;1450;1463;1475;1487;1500;1512;1524;1536;1628;1641;1654;1668;1681;1694;1707;1720;1734;1747;1848;1862;1876;1890;1904;1918;1932;1947;1961;1975;2086;2101;2116;2130;2145;2160;2175;2190;2205;2220>,9,<308;313;317;322;326;331;336;340;345;350;357;362;367;372;377;382;387;392;397;402;413;418;423;428;434;439;444;449;455;460;474;480;485;491;496;502;508;513;519;524;554;561;567;573;579;585;591;598;604;610;647;654;660;667;674;681;687;694;701;708;752;759;766;774;781;788;796;803;811;818;869;877;885;893;901;909;917;925;933;941;998;1007;1015;1024;1032;1041;1050;1058;1067;1076;1140;1149;1158;1167;1177;1186;1195;1204;1214;1223;1294;1303;1313;1323;1333;1343;1353;1363;1372;1382;1460;1470;1481;1491;1502;1512;1523;1533;1544;1554>,22,<30;30;30;30;30;33;33;33;33;33;36;36;36;36;36;39;39;39;39;39;42;42;42;42;42;45;45;45;45;45;49;49;49;49;49;52;52;52;52;52;55;55;55;55;55;58;58;58;58;58;61;61;61;61;61;64;64;64;64;64;68;68;68;68;68;71;71;71;71;71;74;74;74;74;74;77;77;77;77;77;80;80;80;80;80;83;83;83;83;83;87;87;87;87;87;90;90;90;90;90;93;93;93;93;93;96;96;96;96;96;99;99;99;99;99;102;102;102;102;102>,,,,{drawcard=zi_effect_loop}
40346,好战,3,6,config/item/gem/icon_9_z_6.png,4,攻击向符石,9999,{529=80},,4,7,<440;447;453;460;466;473;480;486;493;499;510;517;524;532;539;546;553;560;567;574;590;597;605;612;620;627;634;642;649;657;678;686;693;701;709;717;725;733;741;749;792;801;810;818;827;836;845;854;862;871;924;934;943;953;963;972;982;992;1001;1011;1074;1084;1095;1105;1116;1126;1137;1148;1158;1169;1241;1252;1264;1275;1287;1298;1309;1321;1332;1344;1426;1438;1450;1463;1475;1487;1500;1512;1524;1536;1628;1641;1654;1668;1681;1694;1707;1720;1734;1747;1848;1862;1876;1890;1904;1918;1932;1947;1961;1975;2086;2101;2116;2130;2145;2160;2175;2190;2205;2220>,8,<440;447;453;460;466;473;480;486;493;499;510;517;524;532;539;546;553;560;567;574;590;597;605;612;620;627;634;642;649;657;678;686;693;701;709;717;725;733;741;749;792;801;810;818;827;836;845;854;862;871;924;934;943;953;963;972;982;992;1001;1011;1074;1084;1095;1105;1116;1126;1137;1148;1158;1169;1241;1252;1264;1275;1287;1298;1309;1321;1332;1344;1426;1438;1450;1463;1475;1487;1500;1512;1524;1536;1628;1641;1654;1668;1681;1694;1707;1720;1734;1747;1848;1862;1876;1890;1904;1918;1932;1947;1961;1975;2086;2101;2116;2130;2145;2160;2175;2190;2205;2220>,10,<308;313;317;322;326;331;336;340;345;350;357;362;367;372;377;382;387;392;397;402;413;418;423;428;434;439;444;449;455;460;474;480;485;491;496;502;508;513;519;524;554;561;567;573;579;585;591;598;604;610;647;654;660;667;674;681;687;694;701;708;752;759;766;774;781;788;796;803;811;818;869;877;885;893;901;909;917;925;933;941;998;1007;1015;1024;1032;1041;1050;1058;1067;1076;1140;1149;1158;1167;1177;1186;1195;1204;1214;1223;1294;1303;1313;1323;1333;1343;1353;1363;1372;1382;1460;1470;1481;1491;1502;1512;1523;1533;1544;1554>,23,<30;30;30;30;30;33;33;33;33;33;36;36;36;36;36;39;39;39;39;39;42;42;42;42;42;45;45;45;45;45;49;49;49;49;49;52;52;52;52;52;55;55;55;55;55;58;58;58;58;58;61;61;61;61;61;64;64;64;64;64;68;68;68;68;68;71;71;71;71;71;74;74;74;74;74;77;77;77;77;77;80;80;80;80;80;83;83;83;83;83;87;87;87;87;87;90;90;90;90;90;93;93;93;93;93;96;96;96;96;96;99;99;99;99;99;102;102;102;102;102>,,,,{drawcard=zi_effect_loop}
40351,好战,3,1,config/item/gem/icon_9_hu_1.png,5,攻击向符石,9999,{529=400},,5,7,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700;2856;2878;2900;2921;2943;2965;2987;3008;3030;3052;3223;3246;3269;3293;3316;3339;3362;3385;3408;3431>,8,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700;2856;2878;2900;2921;2943;2965;2987;3008;3030;3052;3223;3246;3269;3293;3316;3339;3362;3385;3408;3431>,14,<76;76;76;76;76;84;84;84;84;84;92;92;92;92;92;101;101;101;101;101;109;109;109;109;109;117;117;117;117;117;125;125;125;125;125;133;133;133;133;133;141;141;141;141;141;150;150;150;150;150;158;158;158;158;158;166;166;166;166;166;174;174;174;174;174;182;182;182;182;182;190;190;190;190;190;199;199;199;199;199;207;207;207;207;207;215;215;215;215;215;223;223;223;223;223;231;231;231;231;231;239;239;239;239;239;248;248;248;248;248;256;256;256;256;256;264;264;264;264;264>,,,,,,{drawcard=huang_effect_loop}
40352,好战,3,2,config/item/gem/icon_9_hu_2.png,5,攻击向符石,9999,{529=400},,5,7,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700;2856;2878;2900;2921;2943;2965;2987;3008;3030;3052;3223;3246;3269;3293;3316;3339;3362;3385;3408;3431>,8,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700;2856;2878;2900;2921;2943;2965;2987;3008;3030;3052;3223;3246;3269;3293;3316;3339;3362;3385;3408;3431>,15,<114;114;114;114;114;126;126;126;126;126;139;139;139;139;139;151;151;151;151;151;163;163;163;163;163;175;175;175;175;175;188;188;188;188;188;200;200;200;200;200;212;212;212;212;212;224;224;224;224;224;237;237;237;237;237;249;249;249;249;249;261;261;261;261;261;273;273;273;273;273;286;286;286;286;286;298;298;298;298;298;310;310;310;310;310;322;322;322;322;322;335;335;335;335;335;347;347;347;347;347;359;359;359;359;359;371;371;371;371;371;384;384;384;384;384;396;396;396;396;396>,,,,,,{drawcard=huang_effect_loop}
40353,好战,3,3,config/item/gem/icon_9_hu_3.png,5,攻击向符石,9999,{529=400},,5,1,<3427;3478;3530;3581;3633;3684;3735;3787;3838;3890;3975;4030;4085;4140;4195;4249;4304;4359;4414;4469;4592;4650;4709;4767;4825;4883;4942;5000;5058;5117;5278;5339;5401;5463;5524;5586;5648;5709;5771;5833;6169;6237;6306;6374;6443;6511;6580;6648;6717;6785;7197;7272;7347;7423;7498;7574;7649;7724;7800;7875;8362;8444;8526;8609;8691;8773;8855;8938;9020;9102;9664;9753;9842;9931;10021;10110;10199;10288;10377;10466;11103;11199;11295;11391;11487;11583;11679;11775;11871;11967;12680;12783;12886;12988;13091;13194;13297;13400;13502;13605;14393;14503;14613;14722;14832;14942;15051;15161;15271;15380;16244;16360;16477;16594;16710;16827;16943;17060;17176;17293>,7,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700;2856;2878;2900;2921;2943;2965;2987;3008;3030;3052;3223;3246;3269;3293;3316;3339;3362;3385;3408;3431>,8,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700;2856;2878;2900;2921;2943;2965;2987;3008;3030;3052;3223;3246;3269;3293;3316;3339;3362;3385;3408;3431>,11,<76;76;76;76;76;84;84;84;84;84;92;92;92;92;92;101;101;101;101;101;109;109;109;109;109;117;117;117;117;117;125;125;125;125;125;133;133;133;133;133;141;141;141;141;141;150;150;150;150;150;158;158;158;158;158;166;166;166;166;166;174;174;174;174;174;182;182;182;182;182;190;190;190;190;190;199;199;199;199;199;207;207;207;207;207;215;215;215;215;215;223;223;223;223;223;231;231;231;231;231;239;239;239;239;239;248;248;248;248;248;256;256;256;256;256;264;264;264;264;264>,12,<76;76;76;76;76;84;84;84;84;84;92;92;92;92;92;101;101;101;101;101;109;109;109;109;109;117;117;117;117;117;125;125;125;125;125;133;133;133;133;133;141;141;141;141;141;150;150;150;150;150;158;158;158;158;158;166;166;166;166;166;174;174;174;174;174;182;182;182;182;182;190;190;190;190;190;199;199;199;199;199;207;207;207;207;207;215;215;215;215;215;223;223;223;223;223;231;231;231;231;231;239;239;239;239;239;248;248;248;248;248;256;256;256;256;256;264;264;264;264;264>,,{drawcard=huang_effect_loop}
40354,好战,3,4,config/item/gem/icon_9_hu_4.png,5,攻击向符石,9999,{529=400},,5,1,<3427;3478;3530;3581;3633;3684;3735;3787;3838;3890;3975;4030;4085;4140;4195;4249;4304;4359;4414;4469;4592;4650;4709;4767;4825;4883;4942;5000;5058;5117;5278;5339;5401;5463;5524;5586;5648;5709;5771;5833;6169;6237;6306;6374;6443;6511;6580;6648;6717;6785;7197;7272;7347;7423;7498;7574;7649;7724;7800;7875;8362;8444;8526;8609;8691;8773;8855;8938;9020;9102;9664;9753;9842;9931;10021;10110;10199;10288;10377;10466;11103;11199;11295;11391;11487;11583;11679;11775;11871;11967;12680;12783;12886;12988;13091;13194;13297;13400;13502;13605;14393;14503;14613;14722;14832;14942;15051;15161;15271;15380;16244;16360;16477;16594;16710;16827;16943;17060;17176;17293>,7,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700;2856;2878;2900;2921;2943;2965;2987;3008;3030;3052;3223;3246;3269;3293;3316;3339;3362;3385;3408;3431>,8,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700;2856;2878;2900;2921;2943;2965;2987;3008;3030;3052;3223;3246;3269;3293;3316;3339;3362;3385;3408;3431>,90,<91;91;91;91;91;101;101;101;101;101;111;111;111;111;111;121;121;121;121;121;131;131;131;131;131;140;140;140;140;140;150;150;150;150;150;160;160;160;160;160;170;170;170;170;170;180;180;180;180;180;189;189;189;189;189;199;199;199;199;199;209;209;209;209;209;219;219;219;219;219;228;228;228;228;228;238;238;238;238;238;248;248;248;248;248;258;258;258;258;258;268;268;268;268;268;277;277;277;277;277;287;287;287;287;287;297;297;297;297;297;307;307;307;307;307;317;317;317;317;317>,,,,{drawcard=huang_effect_loop}
40355,好战,3,5,config/item/gem/icon_9_hu_5.png,5,攻击向符石,9999,{529=400},,5,7,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700;2856;2878;2900;2921;2943;2965;2987;3008;3030;3052;3223;3246;3269;3293;3316;3339;3362;3385;3408;3431>,8,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700;2856;2878;2900;2921;2943;2965;2987;3008;3030;3052;3223;3246;3269;3293;3316;3339;3362;3385;3408;3431>,9,<476;483;490;497;505;512;519;526;533;540;552;560;567;575;583;590;598;605;613;621;638;646;654;662;670;678;686;694;703;711;733;742;750;759;767;776;784;793;802;810;857;866;876;885;895;904;914;923;933;942;1000;1010;1021;1031;1041;1052;1062;1073;1083;1094;1161;1173;1184;1196;1207;1219;1230;1241;1253;1264;1342;1355;1367;1379;1392;1404;1417;1429;1441;1454;1542;1556;1569;1582;1596;1609;1622;1636;1649;1662;1761;1775;1790;1804;1818;1833;1847;1861;1875;1890;1999;2014;2030;2045;2060;2075;2091;2106;2121;2136;2256;2272;2289;2305;2321;2337;2353;2370;2386;2402>,22,<46;46;46;46;46;51;51;51;51;51;55;55;55;55;55;60;60;60;60;60;65;65;65;65;65;70;70;70;70;70;75;75;75;75;75;80;80;80;80;80;85;85;85;85;85;90;90;90;90;90;95;95;95;95;95;100;100;100;100;100;104;104;104;104;104;109;109;109;109;109;114;114;114;114;114;119;119;119;119;119;124;124;124;124;124;129;129;129;129;129;134;134;134;134;134;139;139;139;139;139;144;144;144;144;144;149;149;149;149;149;153;153;153;153;153;158;158;158;158;158>,,,,{drawcard=huang_effect_loop}
40356,好战,3,6,config/item/gem/icon_9_hu_6.png,5,攻击向符石,9999,{529=400},,5,7,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700;2856;2878;2900;2921;2943;2965;2987;3008;3030;3052;3223;3246;3269;3293;3316;3339;3362;3385;3408;3431>,8,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700;2856;2878;2900;2921;2943;2965;2987;3008;3030;3052;3223;3246;3269;3293;3316;3339;3362;3385;3408;3431>,10,<476;483;490;497;505;512;519;526;533;540;552;560;567;575;583;590;598;605;613;621;638;646;654;662;670;678;686;694;703;711;733;742;750;759;767;776;784;793;802;810;857;866;876;885;895;904;914;923;933;942;1000;1010;1021;1031;1041;1052;1062;1073;1083;1094;1161;1173;1184;1196;1207;1219;1230;1241;1253;1264;1342;1355;1367;1379;1392;1404;1417;1429;1441;1454;1542;1556;1569;1582;1596;1609;1622;1636;1649;1662;1761;1775;1790;1804;1818;1833;1847;1861;1875;1890;1999;2014;2030;2045;2060;2075;2091;2106;2121;2136;2256;2272;2289;2305;2321;2337;2353;2370;2386;2402>,23,<46;46;46;46;46;51;51;51;51;51;55;55;55;55;55;60;60;60;60;60;65;65;65;65;65;70;70;70;70;70;75;75;75;75;75;80;80;80;80;80;85;85;85;85;85;90;90;90;90;90;95;95;95;95;95;100;100;100;100;100;104;104;104;104;104;109;109;109;109;109;114;114;114;114;114;119;119;119;119;119;124;124;124;124;124;129;129;129;129;129;134;134;134;134;134;139;139;139;139;139;144;144;144;144;144;149;149;149;149;149;153;153;153;153;153;158;158;158;158;158>,,,,{drawcard=huang_effect_loop}
40361,好战,3,1,config/item/gem/icon_9_h_1.png,6,攻击向符石,9999,{529=2000},,6,7,<1000;1015;1030;1045;1060;1075;1090;1105;1120;1135;1160;1176;1192;1208;1224;1240;1256;1272;1288;1304;1340;1357;1374;1391;1408;1425;1442;1459;1476;1493;1540;1558;1576;1594;1612;1630;1648;1666;1684;1702;1960;1984;2008;2032;2056;2080;2104;2128;2152;2176;2300;2326;2352;2378;2404;2430;2456;2482;2508;2534;2680;2708;2736;2764;2792;2820;2848;2876;2904;2932;3100;3130;3160;3190;3220;3250;3280;3310;3340;3370;3560;3592;3624;3656;3688;3720;3752;3784;3816;3848;4060;4094;4128;4162;4196;4230;4264;4298;4332;4366;4600;4636;4672;4708;4744;4780;4816;4852;4888;4924;5180;5218;5256;5294;5332;5370;5408;5446;5484;5522>,8,<1000;1015;1030;1045;1060;1075;1090;1105;1120;1135;1160;1176;1192;1208;1224;1240;1256;1272;1288;1304;1340;1357;1374;1391;1408;1425;1442;1459;1476;1493;1540;1558;1576;1594;1612;1630;1648;1666;1684;1702;1960;1984;2008;2032;2056;2080;2104;2128;2152;2176;2300;2326;2352;2378;2404;2430;2456;2482;2508;2534;2680;2708;2736;2764;2792;2820;2848;2876;2904;2932;3100;3130;3160;3190;3220;3250;3280;3310;3340;3370;3560;3592;3624;3656;3688;3720;3752;3784;3816;3848;4060;4094;4128;4162;4196;4230;4264;4298;4332;4366;4600;4636;4672;4708;4744;4780;4816;4852;4888;4924;5180;5218;5256;5294;5332;5370;5408;5446;5484;5522>,14,<112;112;112;112;112;124;124;124;124;124;136;136;136;136;136;148;148;148;148;148;160;160;160;160;160;172;172;172;172;172;184;184;184;184;184;196;196;196;196;196;208;208;208;208;208;220;220;220;220;220;232;232;232;232;232;244;244;244;244;244;256;256;256;256;256;268;268;268;268;268;280;280;280;280;280;292;292;292;292;292;304;304;304;304;304;316;316;316;316;316;328;328;328;328;328;340;340;340;340;340;352;352;352;352;352;364;364;364;364;364;376;376;376;376;376;388;388;388;388;388>,,,,,,{drawcard=hong_effect_loop}
40362,好战,3,2,config/item/gem/icon_9_h_2.png,6,攻击向符石,9999,{529=2000},,6,7,<1000;1015;1030;1045;1060;1075;1090;1105;1120;1135;1160;1176;1192;1208;1224;1240;1256;1272;1288;1304;1340;1357;1374;1391;1408;1425;1442;1459;1476;1493;1540;1558;1576;1594;1612;1630;1648;1666;1684;1702;1960;1984;2008;2032;2056;2080;2104;2128;2152;2176;2300;2326;2352;2378;2404;2430;2456;2482;2508;2534;2680;2708;2736;2764;2792;2820;2848;2876;2904;2932;3100;3130;3160;3190;3220;3250;3280;3310;3340;3370;3560;3592;3624;3656;3688;3720;3752;3784;3816;3848;4060;4094;4128;4162;4196;4230;4264;4298;4332;4366;4600;4636;4672;4708;4744;4780;4816;4852;4888;4924;5180;5218;5256;5294;5332;5370;5408;5446;5484;5522>,8,<1000;1015;1030;1045;1060;1075;1090;1105;1120;1135;1160;1176;1192;1208;1224;1240;1256;1272;1288;1304;1340;1357;1374;1391;1408;1425;1442;1459;1476;1493;1540;1558;1576;1594;1612;1630;1648;1666;1684;1702;1960;1984;2008;2032;2056;2080;2104;2128;2152;2176;2300;2326;2352;2378;2404;2430;2456;2482;2508;2534;2680;2708;2736;2764;2792;2820;2848;2876;2904;2932;3100;3130;3160;3190;3220;3250;3280;3310;3340;3370;3560;3592;3624;3656;3688;3720;3752;3784;3816;3848;4060;4094;4128;4162;4196;4230;4264;4298;4332;4366;4600;4636;4672;4708;4744;4780;4816;4852;4888;4924;5180;5218;5256;5294;5332;5370;5408;5446;5484;5522>,15,<168;168;168;168;168;186;186;186;186;186;204;204;204;204;204;222;222;222;222;222;240;240;240;240;240;258;258;258;258;258;276;276;276;276;276;294;294;294;294;294;312;312;312;312;312;330;330;330;330;330;348;348;348;348;348;366;366;366;366;366;384;384;384;384;384;402;402;402;402;402;420;420;420;420;420;438;438;438;438;438;456;456;456;456;456;474;474;474;474;474;492;492;492;492;492;510;510;510;510;510;528;528;528;528;528;546;546;546;546;546;564;564;564;564;564;582;582;582;582;582>,,,,,,{drawcard=hong_effect_loop}
40363,好战,3,3,config/item/gem/icon_9_h_3.png,6,攻击向符石,9999,{529=2000},,6,1,<5040;5116;5191;5267;5342;5418;5494;5569;5645;5720;5846;5927;6008;6088;6169;6250;6330;6411;6492;6572;6754;6839;6925;7011;7096;7182;7268;7353;7439;7525;7762;7852;7943;8034;8124;8215;8306;8397;8487;8578;9878;9999;10120;10241;10362;10483;10604;10725;10846;10967;11592;11723;11854;11985;12116;12247;12378;12509;12640;12771;13507;13648;13789;13931;14072;14213;14354;14495;14636;14777;15624;15775;15926;16078;16229;16380;16531;16682;16834;16985;17942;18104;18265;18426;18588;18749;18910;19071;19233;19394;20462;20634;20805;20976;21148;21319;21491;21662;21833;22005;23184;23365;23547;23728;23910;24091;24273;24454;24636;24817;26107;26299;26490;26682;26873;27065;27256;27448;27639;27831>,7,<1000;1015;1030;1045;1060;1075;1090;1105;1120;1135;1160;1176;1192;1208;1224;1240;1256;1272;1288;1304;1340;1357;1374;1391;1408;1425;1442;1459;1476;1493;1540;1558;1576;1594;1612;1630;1648;1666;1684;1702;1960;1984;2008;2032;2056;2080;2104;2128;2152;2176;2300;2326;2352;2378;2404;2430;2456;2482;2508;2534;2680;2708;2736;2764;2792;2820;2848;2876;2904;2932;3100;3130;3160;3190;3220;3250;3280;3310;3340;3370;3560;3592;3624;3656;3688;3720;3752;3784;3816;3848;4060;4094;4128;4162;4196;4230;4264;4298;4332;4366;4600;4636;4672;4708;4744;4780;4816;4852;4888;4924;5180;5218;5256;5294;5332;5370;5408;5446;5484;5522>,8,<1000;1015;1030;1045;1060;1075;1090;1105;1120;1135;1160;1176;1192;1208;1224;1240;1256;1272;1288;1304;1340;1357;1374;1391;1408;1425;1442;1459;1476;1493;1540;1558;1576;1594;1612;1630;1648;1666;1684;1702;1960;1984;2008;2032;2056;2080;2104;2128;2152;2176;2300;2326;2352;2378;2404;2430;2456;2482;2508;2534;2680;2708;2736;2764;2792;2820;2848;2876;2904;2932;3100;3130;3160;3190;3220;3250;3280;3310;3340;3370;3560;3592;3624;3656;3688;3720;3752;3784;3816;3848;4060;4094;4128;4162;4196;4230;4264;4298;4332;4366;4600;4636;4672;4708;4744;4780;4816;4852;4888;4924;5180;5218;5256;5294;5332;5370;5408;5446;5484;5522>,11,<112;112;112;112;112;124;124;124;124;124;136;136;136;136;136;148;148;148;148;148;160;160;160;160;160;172;172;172;172;172;184;184;184;184;184;196;196;196;196;196;208;208;208;208;208;220;220;220;220;220;232;232;232;232;232;244;244;244;244;244;256;256;256;256;256;268;268;268;268;268;280;280;280;280;280;292;292;292;292;292;304;304;304;304;304;316;316;316;316;316;328;328;328;328;328;340;340;340;340;340;352;352;352;352;352;364;364;364;364;364;376;376;376;376;376;388;388;388;388;388>,12,<112;112;112;112;112;124;124;124;124;124;136;136;136;136;136;148;148;148;148;148;160;160;160;160;160;172;172;172;172;172;184;184;184;184;184;196;196;196;196;196;208;208;208;208;208;220;220;220;220;220;232;232;232;232;232;244;244;244;244;244;256;256;256;256;256;268;268;268;268;268;280;280;280;280;280;292;292;292;292;292;304;304;304;304;304;316;316;316;316;316;328;328;328;328;328;340;340;340;340;340;352;352;352;352;352;364;364;364;364;364;376;376;376;376;376;388;388;388;388;388>,,{drawcard=hong_effect_loop}
