变量名,zawakeID,_beizhu,awakeSeqID,pos,scale,awakeDes1,isOpen,unlockType1,unlockLimit1,unlockType2,unlockLimit2,__version
35207,252,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
35208,252,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
36101,261,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
36102,261,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
36103,261,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
36104,261,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
36105,261,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
36106,261,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
36107,261,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
36108,261,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
36201,262,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
36202,262,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
36203,262,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
36204,262,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
36205,262,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
36206,262,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
36207,262,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
36208,262,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
37101,271,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
37102,271,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
37103,271,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
37104,271,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
37105,271,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
37106,271,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
37107,271,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
37108,271,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
38101,281,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
38102,281,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
38103,281,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
38104,281,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
38105,281,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
38106,281,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
38107,281,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
38108,281,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
40101,301,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
40102,301,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
40103,301,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
40104,301,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
40105,301,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
40106,301,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
40107,301,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
40108,301,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
41101,311,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
41102,311,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
41103,311,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
41104,311,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
41105,311,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
41106,311,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
41107,311,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
41108,311,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
42101,321,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
42102,321,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
42103,321,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
42104,321,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
42105,321,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
42106,321,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
42107,321,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
42108,321,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
43101,331,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
43102,331,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
43103,331,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
43104,331,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
43105,331,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
43106,331,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
43107,331,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
43108,331,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
44101,341,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
44102,341,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
44103,341,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
44104,341,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
44105,341,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
44106,341,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
44107,341,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
44108,341,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
45101,351,,1,,,属性获得增强,3,,{advance=13;goodFeel=100;star=8},,,
45102,351,,2,,,普攻技能获得强化提升!,3,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
45103,351,,3,,,小技能获得强化提升!,3,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
45104,351,,4,,,被动技能获得强化提升!,3,,{effort=8;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
45105,351,,5,,,属性获得增强,3,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
45106,351,,6,,,大招技能获得强化提升!,3,,{effort=9;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
45107,351,,7,,,属性获得增强,3,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
45108,351,,8,,,个体值六维属性额外提升,3,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
47101,371,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
47102,371,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
47103,371,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
47104,371,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
47105,371,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
47106,371,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
47107,371,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
47108,371,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
48101,381,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
48102,381,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
48103,381,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
48104,381,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
48105,381,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
48106,381,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
48107,381,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
48108,381,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
49101,391,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
49102,391,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
49103,391,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
49104,391,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
49105,391,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
49106,391,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
49107,391,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
49108,391,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
49201,392,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
49202,392,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
49203,392,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
49204,392,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
49205,392,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
49206,392,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
49207,392,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
49208,392,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
50101,401,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
50102,401,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
50103,401,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
50104,401,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
50105,401,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
50106,401,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
50107,401,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
50108,401,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
50201,402,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
50202,402,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
50203,402,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
50204,402,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
50205,402,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
50206,402,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
50207,402,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
50208,402,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
51101,411,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
51102,411,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
51103,411,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
51104,411,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
51105,411,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
51106,411,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
51107,411,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
51108,411,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
53101,431,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
53102,431,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
53103,431,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
53104,431,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
53105,431,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
53106,431,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
53107,431,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
53108,431,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
54101,441,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
54102,441,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
54103,441,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
54104,441,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
54105,441,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
54106,441,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
54107,441,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
54108,441,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
55101,451,,1,,,属性获得增强,3,,{advance=13;goodFeel=100;star=8},,,
55102,451,,2,,,普攻技能获得强化提升!,3,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
55103,451,,3,,,小技能获得强化提升!,3,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
55104,451,,4,,,被动技能获得强化提升!,3,,{effort=8;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
55105,451,,5,,,属性获得增强,3,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
55106,451,,6,,,大招技能获得强化提升!,3,,{effort=9;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
55107,451,,7,,,属性获得增强,3,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
55108,451,,8,,,个体值六维属性额外提升,3,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
56101,461,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
56102,461,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
56103,461,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
56104,461,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
56105,461,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
56106,461,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
56107,461,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
56108,461,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
56201,462,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
56202,462,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
56203,462,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
56204,462,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
56205,462,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
56206,462,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
56207,462,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
56208,462,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
56301,463,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
56302,463,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
56303,463,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
56304,463,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
56305,463,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
56306,463,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
56307,463,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
56308,463,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
57101,471,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
57102,471,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
57103,471,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
57104,471,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
57105,471,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
57106,471,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
57107,471,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
57108,471,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
58101,481,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
58102,481,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
58103,481,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
58104,481,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
58105,481,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
58106,481,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
58107,481,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
58108,481,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
